"Time","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr"
0.0,0.3173925652,-1.57679646E-5
5.0E-5,0.3173913525,-1.804771336E-5
1.0E-4,0.3173901495,-2.030784488E-5
1.5E-4,0.3173889575,-2.254612978E-5
2.0E-4,0.3173877777,-2.476036033E-5
2.5E-4,0.3173866112,-2.694835255E-5
3.0E-4,0.3173854592,-2.910794842E-5
3.5E-4,0.3173843228,-3.123701795E-5
4.0E-4,0.3173832032,-3.333346134E-5
4.5E-4,0.3173821013,-3.539521099E-5
5.0E-4,0.3173810184,-3.742023361E-5
5.5E-4,0.3173799555,-3.940653212E-5
6.0E-4,0.3173789136,-4.135214772E-5
6.5E-4,0.3173778938,-4.325516176E-5
7.0E-4,0.3173768971,-4.511369765E-5
7.5E-4,0.3173759244,-4.69259227E-5
8.0E-4,0.3173749768,-4.869004992E-5
8.5E-4,0.3173740551,-5.04043398E-5
9.0E-4,0.3173731602,-5.206710199E-5
9.5E-4,0.3173722931,-5.3676697E-5
0.001,0.3173714546,-5.523153776E-5
0.00105,0.3173706455,-5.673009126E-5
0.0011,0.3173698667,-5.817087999E-5
0.00115,0.3173691189,-5.955248343E-5
0.0012,0.3173684027,-6.087353945E-5
0.00125,0.3173677191,-6.213274562E-5
0.0013,0.3173670685,-6.332886054E-5
0.00135,0.3173664517,-6.446070501E-5
0.0014,0.3173658692,-6.552716323E-5
0.00145,0.3173653217,-6.65271839E-5
0.0015,0.3173648097,-6.745978119E-5
0.00155,0.3173643337,-6.83240358E-5
0.0016,0.3173638941,-6.911909582E-5
0.00165,0.3173634914,-6.984417756E-5
0.0017,0.3173631259,-7.049856632E-5
0.00175,0.3173627982,-7.108161714E-5
0.0018,0.3173625084,-7.159275537E-5
0.00185,0.3173622568,-7.203147727E-5
0.0019,0.3173620438,-7.239735053E-5
0.00195,0.3173618694,-7.269001464E-5
0.002,0.317361734,-7.290918128E-5
0.00205,0.3173616375,-7.305463459E-5
0.0021,0.3173615802,-7.312623141E-5
0.00215,0.3173615621,-7.312390138E-5
0.0022,0.3173615831,-7.304764704E-5
0.00225,0.3173616433,-7.289754382E-5
0.0023,0.3173617427,-7.267373996E-5
0.00235,0.317361881,-7.237645637E-5
0.0024,0.3173620582,-7.200598642E-5
0.00245,0.3173622742,-7.156269565E-5
0.0025,0.3173625286,-7.104702137E-5
0.00255,0.3173628212,-7.045947232E-5
0.0026,0.3173631518,-6.980062808E-5
0.00265,0.31736352,-6.907113854E-5
0.0027,0.3173639255,-6.827172326E-5
0.00275,0.3173643679,-6.740317079E-5
0.0028,0.3173648467,-6.646633782E-5
0.00285,0.3173653614,-6.54621484E-5
0.0029,0.3173659116,-6.439159304E-5
0.00295,0.3173664967,-6.325572768E-5
0.003,0.3173671161,-6.205567268E-5
0.00305,0.3173677693,-6.079261175E-5
0.0031,0.3173684555,-5.946779073E-5
0.00315,0.3173691741,-5.80825164E-5
0.0032,0.3173699244,-5.663815519E-5
0.00325,0.3173707057,-5.513613181E-5
0.0033,0.3173715171,-5.35779279E-5
0.00335,0.317372358,-5.196508051E-5
0.0034,0.3173732273,-5.029918065E-5
0.00345,0.3173741244,-4.858187164E-5
0.0035,0.3173750483,-4.681484759E-5
0.00355,0.3173759981,-4.499985167E-5
0.0036,0.3173769728,-4.313867437E-5
0.00365,0.3173779716,-4.123315183E-5
0.0037,0.3173789933,-3.928516395E-5
0.00375,0.3173800371,-3.729663255E-5
0.0038,0.3173811019,-3.526951952E-5
0.00385,0.3173821865,-3.320582486E-5
0.0039,0.3173832901,-3.110758469E-5
0.00395,0.3173844114,-2.897686927E-5
0.004,0.3173855494,-2.681578098E-5
0.00405,0.3173867029,-2.462645218E-5
0.0041,0.3173878708,-2.241104318E-5
0.00415,0.317389052,-2.017174006E-5
0.0042,0.3173902453,-1.791075257E-5
0.00425,0.3173914495,-1.563031187E-5
0.0043,0.3173926634,-1.333266841E-5
0.00435,0.3173938859,-1.102008966E-5
0.0044,0.3173951156,-8.69485789E-6
0.00445,0.3173963515,-6.359267934E-6
0.0045,0.3173975922,-4.015624896E-6
0.00455,0.3173988367,-1.666241892E-6
0.0046,0.3174000835,6.865622302E-7
0.00465,0.3174013316,3.040465185E-6
0.0047,0.3174025796,5.39314354E-6
0.00475,0.3174038264,7.742275008E-6
0.0048,0.3174050707,1.008554074E-5
0.00485,0.3174063113,1.242062763E-5
0.0049,0.3174075469,1.474523056E-5
0.00495,0.3174087764,1.705705471E-5
0.005,0.3174099985,1.935381783E-5
0.00505,0.317411212,2.163325247E-5
0.0051,0.3174124158,2.389310821E-5
0.00515,0.3174136086,2.613115394E-5
0.0052,0.3174147892,2.834518E-5
0.00525,0.3174159566,3.05330004E-5
0.0053,0.3174171095,3.269245498E-5
0.00535,0.3174182468,3.482141151E-5
0.0054,0.3174193673,3.691776785E-5
0.00545,0.3174204701,3.8979454E-5
0.0055,0.3174215539,4.100443413E-5
0.00555,0.3174226178,4.299070863E-5
0.0056,0.3174236606,4.493631605E-5
0.00565,0.3174246814,4.683933508E-5
0.0057,0.317425679,4.869788641E-5
0.00575,0.3174266527,5.051013462E-5
0.0058,0.3174276013,5.227428997E-5
0.00585,0.317428524,5.398861018E-5
0.0059,0.3174294198,5.565140216E-5
0.00595,0.3174302878,5.726102368E-5
0.006,0.3174311273,5.881588501E-5
0.00605,0.3174319373,6.031445045E-5
0.0061,0.3174327171,6.175523992E-5
0.00615,0.3174334659,6.313683035E-5
0.0062,0.317434183,6.445785713E-5
0.00625,0.3174348676,6.571701547E-5
0.0063,0.317435519,6.691306166E-5
0.00635,0.3174361367,6.804481431E-5
0.0064,0.3174367201,6.911115552E-5
0.00645,0.3174372685,7.011103201E-5
0.0065,0.3174377813,7.104345612E-5
0.00655,0.3174382582,7.19075068E-5
0.0066,0.3174386987,7.270233055E-5
