"Time","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr"
0.0,0.3174393163,-7.515868367E-5
5.0E-5,0.3174389384,-7.578389736E-5
1.0E-4,0.3174386016,-7.633689038E-5
1.5E-4,0.317438306,-7.681711703E-5
2.0E-4,0.3174380521,-7.722410334E-5
2.5E-4,0.31743784,-7.755744756E-5
3.0E-4,0.31743767,-7.781682055E-5
3.5E-4,0.3174375423,-7.800196612E-5
4.0E-4,0.3174374569,-7.811270124E-5
4.5E-4,0.317437414,-7.814891628E-5
5.0E-4,0.3174374136,-7.811057507E-5
5.5E-4,0.3174374557,-7.799771495E-5
6.0E-4,0.3174375402,-7.781044677E-5
6.5E-4,0.3174376671,-7.754895469E-5
7.0E-4,0.3174378363,-7.721349612E-5
7.5E-4,0.3174380475,-7.680440135E-5
8.0E-4,0.3174383006,-7.632207332E-5
8.5E-4,0.3174385954,-7.576698717E-5
9.0E-4,0.3174389314,-7.513968979E-5
9.5E-4,0.3174393085,-7.444079928E-5
0.001,0.3174397261,-7.367100435E-5
0.00105,0.317440184,-7.28310636E-5
0.0011,0.3174406817,-7.192180487E-5
0.00115,0.3174412186,-7.094412433E-5
0.0012,0.3174417943,-6.989898562E-5
0.00125,0.3174424081,-6.878741895E-5
0.0013,0.3174430595,-6.761052004E-5
0.00135,0.3174437478,-6.636944906E-5
0.0014,0.3174444724,-6.506542948E-5
0.00145,0.3174452325,-6.369974686E-5
0.0015,0.3174460273,-6.227374762E-5
0.00155,0.3174468562,-6.078883769E-5
0.0016,0.3174477182,-5.924648112E-5
0.00165,0.3174486126,-5.764819865E-5
0.0017,0.3174495384,-5.599556619E-5
0.00175,0.3174504947,-5.429021332E-5
0.0018,0.3174514807,-5.253382165E-5
0.00185,0.3174524952,-5.072812313E-5
0.0019,0.3174535373,-4.887489841E-5
0.00195,0.3174546061,-4.697597508E-5
0.002,0.3174557003,-4.503322581E-5
0.00205,0.317456819,-4.304856656E-5
0.0021,0.3174579611,-4.10239547E-5
0.00215,0.3174591253,-3.896138703E-5
0.0022,0.3174603107,-3.686289787E-5
0.00225,0.3174615159,-3.473055702E-5
0.0023,0.3174627398,-3.256646772E-5
0.00235,0.3174639813,-3.03727646E-5
0.0024,0.317465239,-2.815161156E-5
0.00245,0.3174665118,-2.590519966E-5
0.0025,0.3174677983,-2.36357449E-5
0.00255,0.3174690973,-2.134548611E-5
0.0026,0.3174704076,-1.90366827E-5
0.00265,0.3174717278,-1.671161244E-5
0.0027,0.3174730566,-1.437256919E-5
0.00275,0.3174743927,-1.20218607E-5
0.0028,0.3174757349,-9.661806269E-6
0.00285,0.3174770817,-7.294734488E-6
0.0029,0.3174784319,-4.922980942E-6
0.00295,0.317479784,-2.548885891E-6
0.003,0.3174811369,-1.747919729E-7
0.00305,0.3174824891,2.19695811E-6
0.0031,0.3174838393,4.56402391E-6
0.00315,0.3174851861,6.924069538E-6
0.0032,0.3174865283,9.274765983E-6
0.00325,0.3174878645,1.161379338E-5
0.0033,0.3174891935,1.393884335E-5
0.00335,0.3174905138,1.624762123E-5
0.0034,0.3174918242,1.853784836E-5
0.00345,0.3174931233,2.080726437E-5
0.0035,0.31749441,2.305362934E-5
0.00355,0.3174956829,2.527472607E-5
0.0036,0.3174969408,2.746836226E-5
0.00365,0.3174981824,2.963237265E-5
0.0037,0.3174994066,3.17646212E-5
0.00375,0.317500612,3.386300316E-5
0.0038,0.3175017975,3.592544721E-5
0.00385,0.317502962,3.794991742E-5
0.0039,0.3175041043,3.993441535E-5
0.00395,0.3175052232,4.187698198E-5
0.004,0.3175063177,4.377569964E-5
0.00405,0.3175073866,4.562869395E-5
0.0041,0.317508429,4.743413561E-5
0.00415,0.3175094437,4.919024227E-5
0.0042,0.3175104299,5.089528025E-5
0.00425,0.3175113864,5.25475663E-5
0.0043,0.3175123124,5.414546921E-5
0.00435,0.317513207,5.568741148E-5
0.0044,0.3175140692,5.717187085E-5
0.00445,0.3175148982,5.859738179E-5
0.0045,0.3175156933,5.996253699E-5
0.00455,0.3175164535,6.126598874E-5
0.0046,0.3175171782,6.250645024E-5
0.00465,0.3175178666,6.368269689E-5
0.0047,0.3175185182,6.479356752E-5
0.00475,0.3175191321,6.58379655E-5
0.0048,0.3175197078,6.681485984E-5
0.00485,0.3175202448,6.772328625E-5
0.0049,0.3175207425,6.856234801E-5
0.00495,0.3175212004,6.933121695E-5
0.005,0.317521618,7.002913421E-5
0.00505,0.3175219951,7.0655411E-5
