"Time","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr"
0.0,0.3172809832,6.339216615E-5
5.0E-5,0.3172816888,6.474370797E-5
1.0E-4,0.3172823638,6.603449676E-5
1.5E-4,0.3172830075,6.726325814E-5
2.0E-4,0.3172836192,6.842877898E-5
2.5E-4,0.3172841983,6.95299086E-5
3.0E-4,0.3172847444,7.056555992E-5
3.5E-4,0.3172852568,7.15347105E-5
4.0E-4,0.317285735,7.24364036E-5
4.5E-4,0.3172861786,7.326974908E-5
5.0E-4,0.3172865871,7.403392432E-5
5.5E-4,0.3172869601,7.472817501E-5
6.0E-4,0.3172872973,7.535181591E-5
6.5E-4,0.3172875983,7.590423152E-5
7.0E-4,0.3172878629,7.638487668E-5
7.5E-4,0.3172880907,7.679327714E-5
8.0E-4,0.3172882815,7.712903E-5
8.5E-4,0.3172884353,7.739180411E-5
9.0E-4,0.3172885517,7.758134043E-5
9.5E-4,0.3172886307,7.769745222E-5
0.001,0.3172886722,7.774002532E-5
0.00105,0.3172886762,7.770901816E-5
0.0011,0.3172886427,7.760446188E-5
0.00115,0.3172885717,7.742646025E-5
0.0012,0.3172884633,7.717518961E-5
0.00125,0.3172883175,7.685089863E-5
0.0013,0.3172881346,7.645390813E-5
0.00135,0.3172879147,7.598461074E-5
0.0014,0.317287658,7.544347048E-5
0.00145,0.3172873648,7.483102235E-5
0.0015,0.3172870354,7.414787176E-5
0.00155,0.3172866701,7.339469393E-5
0.0016,0.3172862693,7.257223328E-5
0.00165,0.3172858333,7.168130261E-5
0.0017,0.3172853626,7.072278234E-5
0.00175,0.3172848577,6.969761964E-5
0.0018,0.317284319,6.860682748E-5
0.00185,0.3172837471,6.745148363E-5
0.0019,0.3172831426,6.623272957E-5
0.00195,0.317282506,6.495176942E-5
0.002,0.3172818381,6.360986868E-5
0.00205,0.3172811393,6.220835302E-5
0.0021,0.3172804105,6.074860695E-5
0.00215,0.3172796524,5.923207245E-5
0.0022,0.3172788657,5.766024756E-5
0.00225,0.3172780511,5.603468486E-5
0.0023,0.3172772096,5.435698999E-5
0.00235,0.3172763419,5.262882E-5
0.0024,0.3172754488,5.085188178E-5
0.00245,0.3172745313,4.90279303E-5
0.0025,0.3172735903,4.715876693E-5
0.00255,0.3172726267,4.524623761E-5
0.0026,0.3172716415,4.329223109E-5
0.00265,0.3172706355,4.129867697E-5
0.0027,0.3172696099,3.926754389E-5
0.00275,0.3172685656,3.720083751E-5
0.0028,0.3172675037,3.510059856E-5
0.00285,0.3172664253,3.296890081E-5
0.0029,0.3172653313,3.080784905E-5
0.00295,0.3172642228,2.861957697E-5
0.003,0.317263101,2.640624507E-5
0.00305,0.317261967,2.417003853E-5
0.0031,0.3172608219,2.191316506E-5
0.00315,0.3172596668,1.963785267E-5
0.0032,0.3172585028,1.734634754E-5
0.00325,0.3172573312,1.504091177E-5
