"Time","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr"
0.0,0.3174565871,-4.779356912E-5
5.0E-5,0.3174576754,-4.589376585E-5
1.0E-4,0.3174587898,-4.394993119E-5
1.5E-4,0.3174599292,-4.19639821E-5
2.0E-4,0.3174610925,-3.993787713E-5
2.5E-4,0.3174622785,-3.787361448E-5
3.0E-4,0.317463486,-3.577323006E-5
3.5E-4,0.3174647139,-3.363879545E-5
4.0E-4,0.317465961,-3.147241589E-5
4.5E-4,0.317467226,-2.927622819E-5
5.0E-4,0.3174685076,-2.70523986E-5
5.5E-4,0.3174698047,-2.480312073E-5
6.0E-4,0.3174711159,-2.253061335E-5
6.5E-4,0.3174724399,-2.02371182E-5
7.0E-4,0.3174737754,-1.792489779E-5
7.5E-4,0.3174751212,-1.559623319E-5
8.0E-4,0.3174764759,-1.325342173E-5
8.5E-4,0.317477838,-1.089877476E-5
9.0E-4,0.3174792064,-8.534615404E-6
9.5E-4,0.3174805797,-6.163276207E-6
0.001,0.3174819564,-3.78709688E-6
0.00105,0.3174833353,-1.40842196E-6
0.0011,0.317484715,9.704014809E-7
0.00115,0.317486094,3.347026167E-6
0.0012,0.3174874711,5.719106927E-6
0.00125,0.317488845,8.084303012E-6
0.0013,0.3174902141,1.04402804E-5
0.00135,0.3174915773,1.278471414E-5
0.0014,0.317492933,1.511529057E-5
0.00145,0.3174942801,1.742970967E-5
0.0015,0.3174956172,1.972568732E-5
0.00155,0.3174969429,2.200095754E-5
0.0016,0.3174982559,2.425327473E-5
0.00165,0.317499555,2.64804159E-5
0.0017,0.3175008389,2.868018288E-5
0.00175,0.3175021063,3.085040444E-5
0.0018,0.3175033559,3.298893849E-5
0.00185,0.3175045865,3.509367418E-5
0.0019,0.3175057969,3.716253398E-5
0.00195,0.3175069859,3.919347574E-5
0.002,0.3175081524,4.11844947E-5
0.00205,0.3175092951,4.313362548E-5
0.0021,0.3175104129,4.503894404E-5
0.00215,0.3175115049,4.689856954E-5
0.0022,0.3175125697,4.871066624E-5
0.00225,0.3175136065,5.047344529E-5
0.0023,0.3175146142,5.218516652E-5
0.00235,0.3175155918,5.384414014E-5
0.0024,0.3175165383,5.544872844E-5
0.00245,0.3175174528,5.69973474E-5
0.0025,0.3175183344,5.848846822E-5
0.00255,0.3175191822,5.99206189E-5
0.0026,0.3175199954,6.129238564E-5
0.00265,0.3175207732,6.260241429E-5
0.0027,0.3175215148,6.384941161E-5
0.00275,0.3175222195,6.503214666E-5
0.0028,0.3175228865,6.614945191E-5
0.00285,0.3175235153,6.720022445E-5
0.0029,0.3175241052,6.818342709E-5
0.00295,0.3175246556,6.909808936E-5
0.003,0.317525166,6.994330847E-5
0.00305,0.3175256359,7.071825025E-5
0.0031,0.3175260647,7.142214989E-5
0.00315,0.3175264522,7.205431278E-5
0.0032,0.3175267979,7.261411516E-5
0.00325,0.3175271014,7.310100472E-5
0.0033,0.3175273625,7.35145012E-5
0.00335,0.3175275809,7.385419681E-5
0.0034,0.3175277563,7.411975665E-5
