"Time","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr"
0.0,0.3174521861,-5.336477944E-5
5.0E-5,0.3174532262,-5.160510054E-5
1.0E-4,0.3174542967,-4.979558303E-5
1.5E-4,0.3174553966,-4.793801098E-5
2.0E-4,0.3174565247,-4.603421587E-5
2.5E-4,0.3174576801,-4.408607486E-5
3.0E-4,0.3174588615,-4.209550887E-5
3.5E-4,0.3174600678,-4.006448071E-5
4.0E-4,0.3174612978,-3.799499318E-5
4.5E-4,0.3174625503,-3.588908705E-5
5.0E-4,0.317463824,-3.374883907E-5
5.5E-4,0.3174651177,-3.157635994E-5
6.0E-4,0.3174664301,-2.937379219E-5
6.5E-4,0.3174677599,-2.714330811E-5
7.0E-4,0.3174691058,-2.488710758E-5
7.5E-4,0.3174704665,-2.260741591E-5
8.0E-4,0.3174718406,-2.030648165E-5
8.5E-4,0.3174732268,-1.798657438E-5
9.0E-4,0.3174746237,-1.564998245E-5
9.5E-4,0.3174760299,-1.329901073E-5
0.001,0.3174774441,-1.093597836E-5
0.00105,0.3174788649,-8.56321642E-6
0.0011,0.3174802907,-6.183065681E-6
0.00115,0.3174817204,-3.797874251E-6
0.0012,0.3174831523,-1.409995281E-6
0.00125,0.3174845852,9.782153647E-7
0.0013,0.3174860175,3.364401431E-6
0.00135,0.317487448,5.746208595E-6
0.0014,0.3174888751,8.121286799E-6
0.00145,0.3174902975,1.048729256E-5
0.0015,0.3174917138,1.28418913E-5
0.00155,0.3174931225,1.518275961E-5
0.0016,0.3174945223,1.750758763E-5
0.00165,0.3174959118,1.981408123E-5
0.0017,0.3174972896,2.209996433E-5
0.00175,0.3174986544,2.436298115E-5
0.0018,0.3175000048,2.660089843E-5
0.00185,0.3175013395,2.881150762E-5
0.0019,0.3175026571,3.09926271E-5
0.00195,0.3175039564,3.31421043E-5
0.002,0.3175052361,3.525781785E-5
0.00205,0.3175064949,3.733767966E-5
0.0021,0.3175077316,3.9379637E-5
0.00215,0.3175089449,4.138167451E-5
0.0022,0.3175101337,4.334181622E-5
0.00225,0.3175112968,4.525812748E-5
0.0023,0.317512433,4.712871689E-5
0.00235,0.3175135412,4.895173815E-5
0.0024,0.3175146204,5.072539193E-5
0.00245,0.3175156694,5.244792758E-5
0.0025,0.3175166872,5.411764495E-5
0.00255,0.3175176728,5.573289599E-5
0.0026,0.3175186253,5.729208641E-5
0.00265,0.3175195436,5.879367729E-5
0.0027,0.317520427,6.023618654E-5
0.00275,0.3175212745,6.161819042E-5
0.0028,0.3175220852,6.293832492E-5
0.00285,0.3175228585,6.419528712E-5
0.0029,0.3175235935,6.538783646E-5
0.00295,0.3175242894,6.651479601E-5
0.003,0.3175249457,6.757505359E-5
0.00305,0.3175255616,6.85675629E-5
0.0031,0.3175261366,6.949134453E-5
0.00315,0.3175266701,7.034548697E-5
0.0032,0.3175271615,7.112914746E-5
0.00325,0.3175276104,7.184155287E-5
0.0033,0.3175280163,7.248200042E-5
0.00335,0.3175283788,7.304985844E-5
0.0034,0.3175286976,7.354456692E-5
0.00345,0.3175289724,7.396563813E-5
0.0035,0.3175292029,7.431265703E-5
0.00355,0.3175293888,7.458528178E-5
0.0036,0.31752953,7.478324398E-5
0.00365,0.3175296263,7.490634899E-5
0.0037,0.3175296776,7.495447611E-5
0.00375,0.317529684,7.49275787E-5
0.0038,0.3175296453,7.482568423E-5
0.00385,0.3175295616,7.464889422E-5
0.0039,0.3175294331,7.43973842E-5
0.00395,0.3175292598,7.407140348E-5
0.004,0.3175290419,7.367127493E-5
0.00405,0.3175287796,7.319739466E-5
0.0041,0.3175284731,7.265023161E-5
0.00415,0.3175281229,7.203032711E-5
0.0042,0.3175277292,7.133829432E-5
0.00425,0.3175272924,7.057481763E-5
0.0043,0.3175268129,6.974065199E-5
0.00435,0.3175262913,6.883662218E-5
0.0044,0.317525728,6.786362192E-5
0.00445,0.3175251236,6.682261309E-5
0.0045,0.3175244787,6.571462468E-5
0.00455,0.3175237939,6.454075183E-5
0.0046,0.3175230699,6.330215473E-5
0.00465,0.3175223075,6.200005748E-5
0.0047,0.3175215073,6.063574685E-5
0.00475,0.3175206701,5.921057103E-5
0.0048,0.3175197969,5.77259383E-5
0.00485,0.3175188884,5.618331561E-5
0.0049,0.3175179456,5.458422717E-5
0.00495,0.3175169693,5.29302529E-5
0.005,0.3175159606,5.122302689E-5
0.00505,0.3175149204,4.946423578E-5
0.0051,0.3175138498,4.765561711E-5
0.00515,0.3175127499,4.579895755E-5
0.0052,0.3175116216,4.389609119E-5
0.00525,0.3175104662,4.194889768E-5
0.0053,0.3175092847,3.99593004E-5
0.00535,0.3175080783,3.792926456E-5
0.0054,0.3175068483,3.586079522E-5
0.00545,0.3175055959,3.375593535E-5
0.0055,0.3175043222,3.16167638E-5
0.00555,0.3175030285,2.944539321E-5
0.0056,0.3175017161,2.7243968E-5
0.00565,0.3175003864,2.501466215E-5
0.0057,0.3174990406,2.275967714E-5
0.00575,0.31749768,2.048123973E-5
0.0058,0.317496306,1.818159977E-5
0.00585,0.31749492,1.586302797E-5
0.0059,0.3174935233,1.352781367E-5
0.00595,0.3174921172,1.117826259E-5
0.006,0.3174907033,8.81669451E-6
0.00605,0.3174892828,6.445441025E-6
0.0061,0.3174878572,4.066843228E-6
0.00615,0.317486428,1.683249385E-6
0.0062,0.3174849964,-7.029873608E-7
0.00625,0.3174835639,-3.089511325E-6
0.0063,0.3174821319,-5.473966607E-6
0.00635,0.3174807019,-7.853999399E-6
0.0064,0.3174792752,-1.022726033E-5
0.00645,0.3174778533,-1.259140677E-5
0.0065,0.3174764376,-1.494410513E-5
0.00655,0.3174750294,-1.728303321E-5
0.0066,0.3174736301,-1.960588241E-5
0.00665,0.3174722412,-2.191036009E-5
0.0067,0.317470864,-2.419419177E-5
0.00675,0.3174694998,-2.645512342E-5
0.0068,0.3174681501,-2.869092361E-5
0.00685,0.3174668161,-3.089938582E-5
0.0069,0.3174654991,-3.30783305E-5
0.00695,0.3174642005,-3.522560727E-5
0.007,0.3174629215,-3.733909707E-5
0.00705,0.3174616634,-3.941671419E-5
0.0071,0.3174604275,-4.145640837E-5
0.00715,0.3174592149,-4.345616677E-5
0.0072,0.3174580269,-4.541401601E-5
0.00725,0.3174568645,-4.732802408E-5
0.0073,0.3174557291,-4.919630225E-5
0.00735,0.3174546216,-5.101700691E-5
0.0074,0.3174535433,-5.278834144E-5
0.00745,0.3174524951,-5.45085579E-5
0.0075,0.317451478,-5.617595882E-5
0.00755,0.3174504931,-5.778889884E-5
0.0076,0.3174495414,-5.934578631E-5
0.00765,0.3174486238,-6.084508491E-5
0.0077,0.3174477412,-6.228531513E-5
0.00775,0.3174468945,-6.366505571E-5
0.0078,0.3174460845,-6.498294509E-5
0.00785,0.3174453119,-6.623768269E-5
0.0079,0.3174445777,-6.742803025E-5
0.00795,0.3174438824,-6.855281299E-5
0.008,0.3174432268,-6.961092082E-5
0.00805,0.3174426116,-7.060130939E-5
0.0081,0.3174420372,-7.152300115E-5
0.00815,0.3174415044,-7.237508628E-5
0.0082,0.3174410136,-7.315672362E-5
0.00825,0.3174405653,-7.386714145E-5
0.0083,0.3174401599,-7.450563833E-5
0.00835,0.3174397979,-7.507158369E-5
0.0084,0.3174394796,-7.556441852E-5
0.00845,0.3174392053,-7.598365592E-5
0.0085,0.3174389754,-7.632888152E-5
0.00855,0.3174387899,-7.659975396E-5
0.0086,0.3174386491,-7.679600518E-5
0.00865,0.3174385532,-7.691744071E-5
0.0087,0.3174385022,-7.696393983E-5
0.00875,0.3174384962,-7.693545572E-5
0.0088,0.3174385352,-7.68320155E-5
0.00885,0.3174386192,-7.665372019E-5
