"Time","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr"
0.0,0.3174554673,-4.949218905E-5
5.0E-5,0.3174565469,-4.76380048E-5
1.0E-4,0.3174576543,-4.573775977E-5
1.5E-4,0.3174587883,-4.37933293E-5
2.0E-4,0.3174599478,-4.180663241E-5
2.5E-4,0.3174611317,-3.97796298E-5
3.0E-4,0.3174623388,-3.771432203E-5
3.5E-4,0.3174635679,-3.561274746E-5
4.0E-4,0.3174648179,-3.347698031E-5
4.5E-4,0.3174660873,-3.130912856E-5
5.0E-4,0.3174673751,-2.911133192E-5
5.5E-4,0.31746868,-2.688575969E-5
6.0E-4,0.3174700005,-2.463460864E-5
6.5E-4,0.3174713356,-2.236010082E-5
7.0E-4,0.3174726837,-2.006448138E-5
7.5E-4,0.3174740437,-1.77500164E-5
8.0E-4,0.3174754141,-1.541899057E-5
8.5E-4,0.3174767936,-1.307370501E-5
9.0E-4,0.3174781809,-1.071647497E-5
9.5E-4,0.3174795745,-8.349627542E-6
0.001,0.3174809731,-5.975499375E-6
0.00105,0.3174823753,-3.596434375E-6
0.0011,0.3174837798,-1.214781373E-6
0.00115,0.3174851851,1.167108192E-6
0.0012,0.3174865899,3.546882559E-6
0.00125,0.3174879927,5.922192014E-6
0.0013,0.3174893922,8.290691183E-6
0.00135,0.317490787,1.065004135E-5
0.0014,0.3174921758,1.299791276E-5
0.00145,0.317493557,1.533198694E-5
0.0015,0.3174949295,1.764995898E-5
0.00155,0.3174962918,1.99495398E-5
0.0016,0.3174976426,2.222845843E-5
0.00165,0.3174989805,2.448446423E-5
0.0017,0.3175003043,2.671532911E-5
0.00175,0.3175016126,2.891884978E-5
0.0018,0.3175029041,3.109284987E-5
0.00185,0.3175041775,3.323518213E-5
0.0019,0.3175054317,3.534373049E-5
0.00195,0.3175066653,3.741641224E-5
0.002,0.3175078772,3.945117999E-5
0.00205,0.3175090661,4.144602377E-5
0.0021,0.3175102308,4.339897298E-5
0.00215,0.3175113703,4.530809836E-5
0.0022,0.3175124833,4.717151387E-5
0.00225,0.3175135689,4.898737858E-5
0.0023,0.3175146258,5.075389847E-5
0.00235,0.3175156532,5.246932823E-5
0.0024,0.3175166499,5.413197297E-5
0.00245,0.3175176149,5.57401899E-5
0.0025,0.3175185474,5.729238996E-5
0.00255,0.3175194463,5.87870394E-5
0.0026,0.3175203109,6.022266125E-5
0.00265,0.3175211402,6.159783685E-5
0.0027,0.3175219335,6.291120723E-5
0.00275,0.3175226899,6.416147441E-5
0.0028,0.3175234087,6.534740274E-5
0.00285,0.3175240892,6.646782012E-5
0.0029,0.3175247307,6.75216191E-5
0.00295,0.3175253326,6.850775805E-5
0.003,0.3175258942,6.942526215E-5
0.00305,0.3175264152,7.027322435E-5
0.0031,0.3175268948,7.105080631E-5
0.00315,0.3175273326,7.175723917E-5
0.0032,0.3175277283,7.239182436E-5
0.00325,0.3175280814,7.295393426E-5
0.0033,0.3175283915,7.344301286E-5
0.00335,0.3175286584,7.385857624E-5
0.0034,0.3175288818,7.420021313E-5
0.00345,0.3175290615,7.446758528E-5
0.0035,0.3175291973,7.466042776E-5
0.00355,0.317529289,7.477854929E-5
0.0036,0.3175293366,7.482183239E-5
0.00365,0.3175293401,7.479023348E-5
0.0037,0.3175292993,7.468378297E-5
0.00375,0.3175292144,7.45025852E-5
0.0038,0.3175290854,7.424681831E-5
0.00385,0.3175289125,7.391673414E-5
0.0039,0.3175286959,7.351265788E-5
0.00395,0.3175284357,7.303498786E-5
0.004,0.3175281322,7.248419504E-5
0.00405,0.3175277857,7.186082263E-5
0.0041,0.3175273965,7.116548553E-5
0.00415,0.3175269651,7.039886967E-5
0.0042,0.3175264918,6.956173142E-5
0.00425,0.3175259772,6.865489676E-5
0.0043,0.3175254217,6.767926051E-5
0.00435,0.3175248258,6.663578543E-5
0.0044,0.3175241903,6.552550125E-5
0.00445,0.3175235156,6.434950368E-5
0.0045,0.3175228024,6.31089533E-5
0.00455,0.3175220516,6.180507444E-5
0.0046,0.3175212637,6.043915392E-5
0.00465,0.3175204396,5.901253985E-5
0.0047,0.3175195801,5.75266402E-5
0.00475,0.3175186861,5.598292148E-5
0.0048,0.3175177584,5.438290727E-5
0.00485,0.3175167979,5.272817672E-5
0.0049,0.3175158056,5.102036295E-5
0.00495,0.3175147824,4.926115148E-5
0.005,0.3175137295,4.745227855E-5
0.00505,0.3175126477,4.559552938E-5
0.0051,0.3175115382,4.369273645E-5
0.00515,0.3175104021,4.174577764E-5
0.0052,0.3175092405,3.975657439E-5
0.00525,0.3175080545,3.772708981E-5
0.0053,0.3175068454,3.565932675E-5
0.00535,0.3175056142,3.355532575E-5
0.0054,0.3175043623,3.141716312E-5
0.00545,0.3175030908,2.924694882E-5
0.0055,0.317501801,2.70468244E-5
0.00555,0.3175004943,2.481896089E-5
0.0056,0.3174991717,2.256555663E-5
0.00565,0.3174978348,2.028883511E-5
0.0057,0.3174964847,1.79910428E-5
0.00575,0.3174951229,1.567444689E-5
0.0058,0.3174937507,1.334133306E-5
0.00585,0.3174923693,1.099400326E-5
0.0059,0.3174909803,8.63477338E-6
0.00595,0.3174895849,6.26597101E-6
0.006,0.3174881845,3.889933123E-6
0.00605,0.3174867806,1.50900376E-6
0.0061,0.3174853744,-8.744682676E-7
0.00615,0.3174839674,-3.258131696E-6
0.0062,0.317482561,-5.639635146E-6
0.00625,0.3174811566,-8.016629426E-6
0.0063,0.3174797555,-1.038676986E-5
0.00635,0.3174783591,-1.274771858E-5
0.0064,0.3174769689,-1.509714688E-5
0.00645,0.3174755861,-1.743273744E-5
0.0065,0.3174742121,-1.975218669E-5
0.00655,0.3174728483,-2.205320702E-5
0.0066,0.3174714961,-2.433352906E-5
0.00665,0.3174701567,-2.659090393E-5
0.0067,0.3174688316,-2.882310543E-5
0.00675,0.3174675219,-3.102793224E-5
0.0068,0.317466229,-3.320321011E-5
0.00685,0.3174649542,-3.534679398E-5
0.0069,0.3174636987,-3.745657012E-5
0.00695,0.3174624637,-3.953045817E-5
0.007,0.3174612505,-4.156641323E-5
0.00705,0.3174600603,-4.356242785E-5
0.0071,0.3174588943,-4.551653402E-5
0.00715,0.3174577535,-4.742680511E-5
0.0072,0.3174566392,-4.929135775E-5
0.00725,0.3174555523,-5.110835371E-5
0.0073,0.3174544941,-5.287600169E-5
0.00735,0.3174534655,-5.45925591E-5
0.0074,0.3174524675,-5.625633375E-5
0.00745,0.3174515011,-5.786568555E-5
0.0075,0.3174505674,-5.941902809E-5
0.00755,0.3174496671,-6.091483023E-5
0.0076,0.3174488012,-6.235161759E-5
0.00765,0.3174479705,-6.3727974E-5
0.0077,0.317447176,-6.50425429E-5
0.00775,0.3174464182,-6.629402868E-5
0.0078,0.317445698,-6.748119793E-5
0.00785,0.3174450162,-6.860288071E-5
0.0079,0.3174443733,-6.965797164E-5
0.00795,0.31744377,-7.064543102E-5
0.008,0.3174432069,-7.156428584E-5
0.00805,0.3174426845,-7.241363077E-5
0.0081,0.3174422035,-7.3192629E-5
0.00815,0.3174417641,-7.390051311E-5
0.0082,0.3174413669,-7.453658578E-5
0.00825,0.3174410123,-7.510022051E-5
0.0083,0.3174407006,-7.559086226E-5
0.00835,0.3174404321,-7.600802791E-5
0.0084,0.3174402071,-7.635130682E-5
0.00845,0.3174400258,-7.662036121E-5
0.0085,0.3174398884,-7.681492647E-5
0.00855,0.317439795,-7.693481144E-5
0.0086,0.3174397457,-7.697989859E-5
0.00865,0.3174397405,-7.695014417E-5
0.0087,0.3174397795,-7.684557818E-5
0.00875,0.3174398627,-7.666630441E-5
0.0088,0.3174399898,-7.641250034E-5
