"Time","Subsystem #1|CTLs|Vars|PrefPV","Subsystem #1|CTLs|Vars|VDCerr"
0.0,0.3174207766,-7.6421842E-5
5.0E-5,0.3174205414,-7.68112673E-5
1.0E-4,0.3174203464,-7.712726478E-5
1.5E-4,0.3174201919,-7.736952263E-5
2.0E-4,0.3174200781,-7.753780181E-5
2.5E-4,0.317420005,-7.763193616E-5
3.0E-4,0.3174199727,-7.765183268E-5
3.5E-4,0.3174199812,-7.759747154E-5
4.0E-4,0.3174200306,-7.746890613E-5
4.5E-4,0.3174201208,-7.726626301E-5
5.0E-4,0.3174202517,-7.698974179E-5
5.5E-4,0.3174204231,-7.663961493E-5
6.0E-4,0.317420635,-7.621622746E-5
6.5E-4,0.317420887,-7.571999663E-5
7.0E-4,0.317421179,-7.515141158E-5
7.5E-4,0.3174215106,-7.451103274E-5
8.0E-4,0.3174218816,-7.379949137E-5
8.5E-4,0.3174222915,-7.30174889E-5
9.0E-4,0.3174227399,-7.216579626E-5
9.5E-4,0.3174232265,-7.12452531E-5
0.001,0.3174237507,-7.025676697E-5
0.00105,0.3174243121,-6.920131247E-5
0.0011,0.3174249099,-6.80799302E-5
0.00115,0.3174255438,-6.689372584E-5
0.0012,0.317426213,-6.564386899E-5
0.00125,0.3174269169,-6.433159205E-5
0.0013,0.3174276547,-6.2958189E-5
0.00135,0.3174284259,-6.152501415E-5
0.0014,0.3174292295,-6.003348074E-5
0.00145,0.3174300648,-5.848505962E-5
0.0015,0.3174309311,-5.688127778E-5
0.00155,0.3174318273,-5.522371682E-5
0.0016,0.3174327527,-5.351401145E-5
0.00165,0.3174337063,-5.175384782E-5
0.0017,0.3174346872,-4.994496189E-5
0.00175,0.3174356944,-4.808913774E-5
0.0018,0.317436727,-4.618820577E-5
0.00185,0.3174377838,-4.424404093E-5
0.0019,0.317438864,-4.225856087E-5
0.00195,0.3174399663,-4.023372403E-5
0.002,0.3174410897,-3.817152773E-5
0.00205,0.3174422331,-3.607400621E-5
0.0021,0.3174433954,-3.394322859E-5
0.00215,0.3174445755,-3.178129688E-5
0.0022,0.317445772,-2.959034385E-5
0.00225,0.317446984,-2.737253101E-5
0.0023,0.3174482102,-2.513004637E-5
0.00235,0.3174494493,-2.286510239E-5
0.0024,0.3174507001,-2.057993374E-5
0.00245,0.3174519615,-1.827679508E-5
0.0025,0.3174532322,-1.595795889E-5
0.00255,0.3174545108,-1.362571321E-5
0.0026,0.3174557963,-1.128235934E-5
0.00265,0.3174570872,-8.930209657E-6
0.0027,0.3174583823,-6.57158523E-6
0.00275,0.3174596803,-4.208813614E-6
0.0028,0.31746098,-1.844226512E-6
0.00285,0.3174622801,5.198425201E-7
0.0029,0.3174635792,2.881060376E-6
0.00295,0.3174648761,5.23709669E-6
0.003,0.3174661696,7.58562616E-6
0.00305,0.3174674583,9.924330828E-6
0.0031,0.317468741,1.225090237E-5
0.00315,0.3174700163,1.456304438E-5
0.0032,0.3174712831,1.685847465E-5
0.00325,0.3174725401,1.913492738E-5
0.0033,0.3174737861,2.139015548E-5
0.00335,0.3174750197,2.362193273E-5
0.0034,0.3174762399,2.582805604E-5
0.00345,0.3174774454,2.800634757E-5
0.0035,0.3174786349,3.015465691E-5
0.00355,0.3174798074,3.22708632E-5
0.0036,0.3174809617,3.435287724E-5
0.00365,0.3174820966,3.639864355E-5
0.0037,0.317483211,3.840614236E-5
0.00375,0.3174843038,4.037339167E-5
0.0038,0.317485374,4.229844919E-5
0.00385,0.3174864204,4.417941423E-5
0.0039,0.3174874421,4.601442962E-5
0.00395,0.317488438,4.780168353E-5
0.004,0.3174894071,4.953941126E-5
0.00405,0.3174903485,5.1225897E-5
0.0041,0.3174912613,5.285947551E-5
0.00415,0.3174921445,5.443853376E-5
0.0042,0.3174929973,5.596151258E-5
0.00425,0.3174938189,5.742690812E-5
0.0043,0.3174946084,5.88332734E-5
0.00435,0.317495365,6.017921971E-5
0.0044,0.3174960881,6.146341801E-5
0.00445,0.3174967768,6.268460022E-5
0.0045,0.3174974305,6.384156048E-5
0.00455,0.3174980486,6.493315636E-5
0.0046,0.3174986304,6.595830997E-5
0.00465,0.3174991754,6.691600905E-5
0.0047,0.3174996831,6.780530793E-5
0.00475,0.3175001528,6.862532853E-5
0.0048,0.3175005843,6.937526116E-5
0.00485,0.3175009769,7.005436537E-5
0.0049,0.3175013305,7.066197067E-5
0.00495,0.3175016445,7.119747719E-5
0.005,0.3175019187,7.166035625E-5
0.00505,0.3175021529,7.205015095E-5
0.0051,0.3175023467,7.236647653E-5
