0 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
200 [9.87e-01, 9.90e-01, 9.79e-01, 1.01e+00]
400 [1.04e+00, 8.93e-01, 9.68e-01, 9.88e-01]
600 [1.06e+00, 8.43e-01, 9.70e-01, 9.68e-01]
800 [1.07e+00, 8.65e-01, 9.71e-01, 9.59e-01]
1000 [1.07e+00, 8.96e-01, 9.71e-01, 9.53e-01]
1200 [1.08e+00, 9.20e-01, 9.71e-01, 9.49e-01]
1400 [1.08e+00, 9.36e-01, 9.71e-01, 9.47e-01]
1600 [1.07e+00, 9.44e-01, 9.71e-01, 9.47e-01]
1800 [1.07e+00, 9.43e-01, 9.70e-01, 9.47e-01]
2000 [1.06e+00, 9.38e-01, 9.67e-01, 9.47e-01]
2200 [1.04e+00, 9.37e-01, 9.66e-01, 9.44e-01]
2400 [1.03e+00, 9.34e-01, 9.63e-01, 9.42e-01]
2600 [1.03e+00, 9.31e-01, 9.59e-01, 9.38e-01]
2800 [1.04e+00, 9.25e-01, 9.52e-01, 9.33e-01]
3000 [1.04e+00, 9.16e-01, 9.42e-01, 9.27e-01]
3200 [1.05e+00, 9.03e-01, 9.31e-01, 9.23e-01]
3400 [1.07e+00, 8.83e-01, 9.18e-01, 9.11e-01]
3600 [1.09e+00, 8.58e-01, 9.10e-01, 8.85e-01]
3800 [1.10e+00, 8.27e-01, 9.05e-01, 8.49e-01]
4000 [1.12e+00, 8.00e-01, 9.01e-01, 8.05e-01]
4200 [1.13e+00, 7.69e-01, 8.98e-01, 7.59e-01]
4400 [1.14e+00, 7.44e-01, 8.95e-01, 7.08e-01]
4600 [1.15e+00, 7.17e-01, 8.92e-01, 6.56e-01]
4800 [1.16e+00, 6.90e-01, 8.90e-01, 6.01e-01]
5000 [1.17e+00, 6.65e-01, 8.88e-01, 5.44e-01]
5200 [1.17e+00, 6.39e-01, 8.87e-01, 4.90e-01]
5400 [1.18e+00, 6.17e-01, 8.85e-01, 4.36e-01]
5600 [1.18e+00, 5.95e-01, 8.85e-01, 3.89e-01]
5800 [1.18e+00, 5.77e-01, 8.83e-01, 3.47e-01]
6000 [1.18e+00, 5.58e-01, 8.83e-01, 3.14e-01]
6200 [1.18e+00, 5.43e-01, 8.82e-01, 2.87e-01]
6400 [1.18e+00, 5.29e-01, 8.81e-01, 2.66e-01]
6600 [1.19e+00, 5.19e-01, 8.81e-01, 2.49e-01]
6800 [1.18e+00, 5.09e-01, 8.80e-01, 2.37e-01]
7000 [1.18e+00, 5.02e-01, 8.80e-01, 2.27e-01]
7200 [1.18e+00, 4.94e-01, 8.80e-01, 2.18e-01]
7400 [1.18e+00, 4.88e-01, 8.79e-01, 2.09e-01]
7600 [1.18e+00, 4.80e-01, 8.79e-01, 1.99e-01]
7800 [1.18e+00, 4.76e-01, 8.79e-01, 1.91e-01]
8000 [1.18e+00, 4.68e-01, 8.79e-01, 1.81e-01]
8200 [1.18e+00, 4.64e-01, 8.78e-01, 1.73e-01]
8400 [1.18e+00, 4.57e-01, 8.78e-01, 1.65e-01]
8600 [1.18e+00, 4.52e-01, 8.78e-01, 1.57e-01]
8800 [1.18e+00, 4.46e-01, 8.78e-01, 1.49e-01]
9000 [1.18e+00, 4.42e-01, 8.78e-01, 1.41e-01]
9200 [1.18e+00, 4.35e-01, 8.78e-01, 1.34e-01]
9400 [1.18e+00, 4.31e-01, 8.78e-01, 1.27e-01]
9600 [1.17e+00, 4.24e-01, 8.78e-01, 1.20e-01]
9800 [1.17e+00, 4.21e-01, 8.78e-01, 1.14e-01]
10000 [1.17e+00, 4.15e-01, 8.78e-01, 1.08e-01]
10200 [1.17e+00, 4.09e-01, 8.78e-01, 1.03e-01]
10400 [1.17e+00, 4.06e-01, 8.78e-01, 9.77e-02]
10600 [1.17e+00, 4.00e-01, 8.78e-01, 9.23e-02]
10800 [1.17e+00, 3.97e-01, 8.78e-01, 8.77e-02]
11000 [1.16e+00, 3.92e-01, 8.78e-01, 8.29e-02]
11200 [1.16e+00, 3.87e-01, 8.78e-01, 7.90e-02]
11400 [1.16e+00, 3.84e-01, 8.78e-01, 7.47e-02]
11600 [1.16e+00, 3.80e-01, 8.78e-01, 7.05e-02]
11800 [1.16e+00, 3.78e-01, 8.78e-01, 6.70e-02]
12000 [1.15e+00, 3.73e-01, 8.78e-01, 6.32e-02]
12200 [1.15e+00, 3.68e-01, 8.78e-01, 6.02e-02]
12400 [1.15e+00, 3.66e-01, 8.78e-01, 5.68e-02]
12600 [1.14e+00, 3.62e-01, 8.78e-01, 5.31e-02]
12800 [1.15e+00, 3.60e-01, 8.78e-01, 5.04e-02]
13000 [1.14e+00, 3.56e-01, 8.78e-01, 4.71e-02]
13200 [1.14e+00, 3.54e-01, 8.78e-01, 4.43e-02]
13400 [1.13e+00, 3.49e-01, 8.78e-01, 4.12e-02]
13600 [1.13e+00, 3.45e-01, 8.78e-01, 3.79e-02]
13800 [1.12e+00, 3.42e-01, 8.78e-01, 3.52e-02]
14000 [1.12e+00, 3.40e-01, 8.78e-01, 3.22e-02]
14200 [1.12e+00, 3.36e-01, 8.78e-01, 2.92e-02]
14400 [1.11e+00, 3.32e-01, 8.78e-01, 2.63e-02]
