0 [1.00e+00, 1.00e+00]
200 [1.01e+00, 9.64e-01]
400 [1.01e+00, 9.66e-01]
600 [1.02e+00, 9.70e-01]
800 [1.02e+00, 9.76e-01]
1000 [1.03e+00, 9.83e-01]
1200 [1.03e+00, 9.89e-01]
1400 [1.04e+00, 9.95e-01]
1600 [1.05e+00, 1.00e+00]
