0 [1.00e+00, 1.00e+00]
44000 [6.12e-01, 6.95e-02]
44200 [6.12e-01, 6.96e-02]
44400 [6.12e-01, 6.87e-02]
44600 [6.12e-01, 6.87e-02]
44800 [6.12e-01, 6.73e-02]
45000 [6.12e-01, 6.74e-02]
45200 [6.11e-01, 6.52e-02]
45400 [6.11e-01, 6.34e-02]
45600 [6.11e-01, 6.23e-02]
45800 [6.11e-01, 6.16e-02]
46000 [6.11e-01, 6.11e-02]
46200 [6.11e-01, 5.83e-02]
46400 [6.11e-01, 5.73e-02]
46600 [6.11e-01, 5.62e-02]
46800 [6.11e-01, 5.50e-02]
47000 [6.11e-01, 5.29e-02]
47200 [6.11e-01, 5.17e-02]
47400 [6.12e-01, 4.99e-02]
47600 [6.12e-01, 4.93e-02]
47800 [6.12e-01, 4.70e-02]
48000 [6.12e-01, 4.57e-02]
48200 [6.12e-01, 4.42e-02]
48400 [6.12e-01, 4.31e-02]
48600 [6.12e-01, 4.14e-02]
48800 [6.12e-01, 4.03e-02]
49000 [6.12e-01, 3.85e-02]
49200 [6.13e-01, 3.76e-02]
49400 [6.13e-01, 3.67e-02]
49600 [6.13e-01, 3.47e-02]
49800 [6.13e-01, 3.43e-02]
50000 [6.13e-01, 3.18e-02]
50200 [6.14e-01, 3.14e-02]
50400 [6.14e-01, 2.94e-02]
50600 [6.14e-01, 2.86e-02]
50800 [6.15e-01, 2.66e-02]
51000 [6.15e-01, 2.63e-02]
51200 [5.45e-01, 6.02e-02]
51400 [5.45e-01, 6.02e-02]
51600 [5.45e-01, 6.02e-02]
51800 [5.45e-01, 6.02e-02]
52000 [5.45e-01, 6.02e-02]
52200 [5.45e-01, 6.02e-02]
52400 [5.45e-01, 6.02e-02]
52600 [5.45e-01, 6.02e-02]
52800 [5.45e-01, 6.02e-02]
53000 [5.45e-01, 6.02e-02]
53200 [5.45e-01, 6.02e-02]
53400 [5.45e-01, 6.02e-02]
53600 [5.45e-01, 6.02e-02]
53800 [5.45e-01, 6.02e-02]
54000 [5.45e-01, 6.00e-02]
54200 [5.45e-01, 6.00e-02]
54400 [5.45e-01, 5.98e-02]
54600 [5.45e-01, 5.94e-02]
54800 [5.45e-01, 5.94e-02]
55000 [5.45e-01, 5.91e-02]
55200 [5.45e-01, 5.85e-02]
55400 [5.45e-01, 5.85e-02]
55600 [5.45e-01, 5.84e-02]
55800 [5.45e-01, 5.73e-02]
56000 [5.45e-01, 5.73e-02]
56200 [5.45e-01, 5.60e-02]
56400 [5.45e-01, 5.59e-02]
56600 [5.45e-01, 5.59e-02]
56800 [5.45e-01, 5.40e-02]
57000 [5.45e-01, 5.41e-02]
57200 [5.45e-01, 4.91e-02]
57400 [5.45e-01, 4.92e-02]
57600 [5.45e-01, 4.92e-02]
57800 [5.45e-01, 4.49e-02]
58000 [5.45e-01, 4.49e-02]
58200 [5.46e-01, 4.50e-02]
58400 [5.45e-01, 4.09e-02]
58600 [5.46e-01, 4.04e-02]
58800 [5.46e-01, 4.06e-02]
59000 [5.46e-01, 3.90e-02]
59200 [5.46e-01, 3.66e-02]
59400 [5.46e-01, 3.66e-02]
59600 [5.46e-01, 3.33e-02]
59800 [5.46e-01, 3.35e-02]
60000 [5.46e-01, 3.01e-02]
60200 [5.47e-01, 3.01e-02]
60400 [5.47e-01, 3.03e-02]
60600 [5.47e-01, 2.73e-02]
60800 [5.47e-01, 2.76e-02]
61000 [5.47e-01, 2.54e-02]
61200 [5.48e-01, 2.56e-02]
61400 [5.48e-01, 2.34e-02]
61600 [5.48e-01, 2.13e-02]
61800 [5.49e-01, 2.17e-02]
62000 [5.49e-01, 1.95e-02]
62200 [5.50e-01, 2.00e-02]
62400 [5.50e-01, 1.80e-02]
62600 [5.51e-01, 1.59e-02]
62800 [5.51e-01, 1.63e-02]
63000 [5.52e-01, 1.61e-02]
63200 [4.92e-01, -4.59e-02]
63400 [4.92e-01, -4.59e-02]
63600 [4.92e-01, -4.58e-02]
63800 [4.92e-01, -4.58e-02]
64000 [4.92e-01, -4.58e-02]
64200 [4.92e-01, -4.58e-02]
64400 [4.92e-01, -4.58e-02]
64600 [4.92e-01, -4.58e-02]
64800 [4.92e-01, -4.57e-02]
65000 [4.92e-01, -4.57e-02]
65200 [4.92e-01, -4.57e-02]
65400 [4.92e-01, -4.56e-02]
65600 [4.92e-01, -4.56e-02]
65800 [4.92e-01, -4.56e-02]
66000 [4.92e-01, -4.54e-02]
66200 [4.92e-01, -4.54e-02]
66400 [4.92e-01, -4.53e-02]
66600 [4.92e-01, -4.50e-02]
66800 [4.92e-01, -4.49e-02]
67000 [4.92e-01, -4.49e-02]
67200 [4.92e-01, -4.47e-02]
67400 [4.92e-01, -4.43e-02]
67600 [4.92e-01, -4.43e-02]
67800 [4.92e-01, -4.40e-02]
68000 [4.93e-01, -4.33e-02]
68200 [4.93e-01, -4.31e-02]
68400 [4.93e-01, -4.30e-02]
68600 [4.93e-01, -4.18e-02]
68800 [4.93e-01, -4.17e-02]
69000 [4.93e-01, -4.14e-02]
69200 [4.93e-01, -4.05e-02]
69400 [4.93e-01, -4.02e-02]
69600 [4.93e-01, -3.93e-02]
69800 [4.93e-01, -3.90e-02]
70000 [4.93e-01, -3.79e-02]
70200 [4.93e-01, -3.76e-02]
70400 [4.93e-01, -3.63e-02]
70600 [4.94e-01, -3.50e-02]
70800 [4.94e-01, -3.46e-02]
71000 [4.94e-01, -3.33e-02]
71200 [4.94e-01, -3.26e-02]
71400 [4.94e-01, -3.15e-02]
71600 [4.95e-01, -2.96e-02]
71800 [4.95e-01, -2.89e-02]
72000 [4.95e-01, -2.73e-02]
72200 [4.95e-01, -2.50e-02]
72400 [4.96e-01, -2.43e-02]
72600 [4.96e-01, -2.16e-02]
72800 [4.96e-01, -2.06e-02]
73000 [4.97e-01, -1.87e-02]
73200 [4.97e-01, -1.72e-02]
73400 [4.98e-01, -1.56e-02]
73600 [4.98e-01, -1.38e-02]
73800 [4.99e-01, -1.23e-02]
74000 [5.00e-01, -1.01e-02]
74200 [5.00e-01, -8.56e-03]
74400 [4.32e-01, 8.88e-03]
74600 [4.32e-01, 8.92e-03]
74800 [4.32e-01, 8.96e-03]
75000 [4.32e-01, 9.00e-03]
75200 [4.32e-01, 9.04e-03]
75400 [4.32e-01, 9.09e-03]
75600 [4.32e-01, 9.14e-03]
75800 [4.32e-01, 9.20e-03]
76000 [4.32e-01, 9.26e-03]
76200 [4.32e-01, 9.33e-03]
76400 [4.32e-01, 9.41e-03]
76600 [4.32e-01, 9.50e-03]
76800 [4.32e-01, 9.59e-03]
77000 [4.32e-01, 9.70e-03]
77200 [4.32e-01, 9.81e-03]
77400 [4.32e-01, 9.90e-03]
77600 [4.33e-01, 1.00e-02]
77800 [4.33e-01, 1.02e-02]
78000 [4.33e-01, 1.03e-02]
78200 [4.33e-01, 1.05e-02]
78400 [4.33e-01, 1.07e-02]
78600 [4.33e-01, 1.09e-02]
78800 [4.33e-01, 1.10e-02]
79000 [4.34e-01, 1.12e-02]
79200 [4.34e-01, 1.14e-02]
79400 [4.34e-01, 1.15e-02]
79600 [4.34e-01, 1.19e-02]
79800 [4.35e-01, 1.20e-02]
80000 [4.35e-01, 1.22e-02]
80200 [4.35e-01, 1.26e-02]
80400 [4.36e-01, 1.28e-02]
80600 [4.36e-01, 1.31e-02]
80800 [4.36e-01, 1.35e-02]
81000 [4.37e-01, 1.39e-02]
81200 [4.37e-01, 1.42e-02]
81400 [4.38e-01, 1.42e-02]
81600 [4.38e-01, 1.50e-02]
81800 [4.39e-01, 1.52e-02]
82000 [4.40e-01, 1.53e-02]
82200 [4.41e-01, 1.50e-02]
82400 [4.41e-01, 1.60e-02]
82600 [4.42e-01, 1.61e-02]
82800 [4.43e-01, 1.58e-02]
83000 [4.44e-01, 1.64e-02]
83200 [4.45e-01, 1.65e-02]
83400 [4.46e-01, 1.67e-02]
83600 [4.47e-01, 1.75e-02]
83800 [4.48e-01, 1.81e-02]
84000 [4.50e-01, 1.97e-02]
84200 [4.51e-01, 2.02e-02]
84400 [4.53e-01, 2.05e-02]
84600 [4.54e-01, 2.24e-02]
84800 [3.56e-01, -7.22e-02]
85000 [3.56e-01, -7.22e-02]
85200 [3.56e-01, -7.21e-02]
85400 [3.56e-01, -7.21e-02]
85600 [3.56e-01, -7.20e-02]
85800 [3.56e-01, -7.19e-02]
86000 [3.56e-01, -7.19e-02]
86200 [3.56e-01, -7.18e-02]
86400 [3.56e-01, -7.17e-02]
86600 [3.56e-01, -7.16e-02]
86800 [3.56e-01, -7.15e-02]
87000 [3.56e-01, -7.14e-02]
87200 [3.56e-01, -7.12e-02]
87400 [3.56e-01, -7.05e-02]
87600 [3.56e-01, -7.03e-02]
87800 [3.56e-01, -7.01e-02]
88000 [3.56e-01, -6.97e-02]
88200 [3.56e-01, -6.90e-02]
88400 [3.56e-01, -6.87e-02]
88600 [3.56e-01, -6.79e-02]
88800 [3.56e-01, -6.73e-02]
89000 [3.56e-01, -6.68e-02]
89200 [3.57e-01, -6.59e-02]
89400 [3.57e-01, -6.55e-02]
89600 [3.57e-01, -6.42e-02]
89800 [3.57e-01, -6.37e-02]
90000 [3.57e-01, -6.29e-02]
90200 [3.57e-01, -6.10e-02]
90400 [3.57e-01, -6.04e-02]
90600 [3.57e-01, -5.88e-02]
90800 [3.58e-01, -5.81e-02]
91000 [3.58e-01, -5.64e-02]
91200 [3.58e-01, -5.47e-02]
91400 [3.58e-01, -5.38e-02]
91600 [3.59e-01, -5.21e-02]
91800 [3.59e-01, -5.04e-02]
92000 [3.59e-01, -4.87e-02]
92200 [3.60e-01, -4.65e-02]
92400 [3.60e-01, -4.42e-02]
92600 [3.60e-01, -4.25e-02]
92800 [3.61e-01, -4.02e-02]
93000 [3.61e-01, -3.80e-02]
93200 [3.62e-01, -3.57e-02]
93400 [3.62e-01, -3.33e-02]
93600 [3.63e-01, -3.05e-02]
93800 [3.64e-01, -2.80e-02]
94000 [3.64e-01, -2.46e-02]
94200 [3.65e-01, -2.20e-02]
94400 [3.66e-01, -1.92e-02]
94600 [3.67e-01, -1.60e-02]
94800 [3.68e-01, -1.31e-02]
95000 [3.69e-01, -9.04e-03]
95200 [3.70e-01, -6.60e-03]
95400 [3.71e-01, -3.35e-03]
95600 [3.72e-01, -7.97e-04]
95800 [3.73e-01, 1.87e-03]
96000 [3.75e-01, 4.50e-03]
96200 [3.76e-01, 7.06e-03]
96400 [3.77e-01, 9.49e-03]
96600 [3.79e-01, 1.15e-02]
96800 [3.80e-01, 1.38e-02]
97000 [3.82e-01, 1.54e-02]
97200 [3.35e-01, 3.86e-02]
97400 [3.35e-01, 3.87e-02]
97600 [3.35e-01, 3.88e-02]
97800 [3.35e-01, 3.88e-02]
98000 [3.35e-01, 3.89e-02]
98200 [3.35e-01, 3.90e-02]
98400 [3.35e-01, 3.92e-02]
98600 [3.35e-01, 3.93e-02]
98800 [3.35e-01, 3.94e-02]
99000 [3.35e-01, 3.96e-02]
99200 [3.35e-01, 3.98e-02]
99400 [3.35e-01, 3.96e-02]
99600 [3.35e-01, 3.97e-02]
99800 [3.35e-01, 3.99e-02]
100000 [3.35e-01, 4.02e-02]
100200 [3.35e-01, 4.00e-02]
100400 [3.35e-01, 4.03e-02]
100600 [3.35e-01, 4.06e-02]
100800 [3.35e-01, 4.07e-02]
101000 [3.35e-01, 4.11e-02]
101200 [3.35e-01, 4.12e-02]
101400 [3.35e-01, 4.12e-02]
101600 [3.35e-01, 4.16e-02]
101800 [3.36e-01, 4.21e-02]
102000 [3.36e-01, 4.22e-02]
102200 [3.36e-01, 4.28e-02]
102400 [3.36e-01, 4.32e-02]
102600 [3.36e-01, 4.35e-02]
102800 [3.36e-01, 4.41e-02]
103000 [3.36e-01, 4.48e-02]
103200 [3.36e-01, 4.49e-02]
103400 [3.37e-01, 4.59e-02]
103600 [3.37e-01, 4.64e-02]
103800 [3.37e-01, 4.65e-02]
104000 [3.37e-01, 4.70e-02]
104200 [3.38e-01, 4.74e-02]
104400 [3.38e-01, 4.83e-02]
104600 [3.38e-01, 4.86e-02]
104800 [3.39e-01, 4.89e-02]
105000 [3.39e-01, 4.93e-02]
105200 [3.39e-01, 4.94e-02]
105400 [3.40e-01, 4.95e-02]
105600 [3.40e-01, 4.89e-02]
105800 [3.41e-01, 4.90e-02]
106000 [3.41e-01, 4.89e-02]
106200 [3.42e-01, 4.90e-02]
106400 [3.42e-01, 4.94e-02]
106600 [3.43e-01, 4.96e-02]
106800 [3.43e-01, 5.05e-02]
107000 [3.44e-01, 5.06e-02]
107200 [3.45e-01, 5.03e-02]
107400 [3.45e-01, 5.05e-02]
107600 [3.46e-01, 5.06e-02]
107800 [3.47e-01, 5.14e-02]
108000 [3.47e-01, 5.15e-02]
108200 [3.48e-01, 5.19e-02]
108400 [3.49e-01, 5.20e-02]
108600 [3.50e-01, 5.26e-02]
108800 [3.50e-01, 5.26e-02]
109000 [3.51e-01, 5.31e-02]
109200 [3.52e-01, 5.36e-02]
109400 [2.57e-01, 3.52e-02]
109600 [2.56e-01, 3.53e-02]
109800 [2.56e-01, 3.54e-02]
110000 [2.57e-01, 3.55e-02]
110200 [2.57e-01, 3.56e-02]
110400 [2.57e-01, 3.57e-02]
110600 [2.57e-01, 3.59e-02]
110800 [2.57e-01, 3.60e-02]
111000 [2.57e-01, 3.62e-02]
111200 [2.58e-01, 3.64e-02]
111400 [2.58e-01, 3.66e-02]
111600 [2.58e-01, 3.69e-02]
111800 [2.58e-01, 3.71e-02]
112000 [2.59e-01, 3.74e-02]
112200 [2.59e-01, 3.77e-02]
112400 [2.59e-01, 3.81e-02]
112600 [2.60e-01, 3.84e-02]
112800 [2.60e-01, 3.88e-02]
113000 [2.60e-01, 3.87e-02]
113200 [2.61e-01, 3.92e-02]
113400 [2.61e-01, 3.98e-02]
113600 [2.62e-01, 4.03e-02]
113800 [2.62e-01, 4.09e-02]
114000 [2.63e-01, 4.09e-02]
114200 [2.63e-01, 4.17e-02]
114400 [2.64e-01, 4.22e-02]
114600 [2.65e-01, 4.28e-02]
114800 [2.66e-01, 4.32e-02]
115000 [2.66e-01, 4.38e-02]
115200 [2.67e-01, 4.44e-02]
115400 [2.68e-01, 4.53e-02]
115600 [2.69e-01, 4.59e-02]
115800 [2.70e-01, 4.66e-02]
116000 [2.71e-01, 4.71e-02]
116200 [2.72e-01, 4.77e-02]
116400 [2.73e-01, 4.85e-02]
116600 [2.74e-01, 4.89e-02]
116800 [2.76e-01, 4.94e-02]
117000 [2.77e-01, 5.00e-02]
117200 [2.78e-01, 5.04e-02]
