# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.688607714877678467e-02 3.354168300710457141e-05 1.290391438212492095e-02 1.405358979646755059e-05 6.688607714877678467e-02 3.354168300710457141e-05 1.290391438212492095e-02 1.405358979646755059e-05
1.000000000000000000e+03 6.525292274762823849e-04 1.489128431291044723e-06 2.197752988796608693e-03 1.489752018880340530e-06 6.525292274762823849e-04 1.489128431291044723e-06 2.197752988796608693e-03 1.489752018880340530e-06
2.000000000000000000e+03 1.288758050816484846e-04 2.211041694621238351e-07 9.074993412267847630e-04 8.000354614044815911e-05 1.288758050816484846e-04 2.211041694621238351e-07 9.074993412267847630e-04 8.000354614044815911e-05
3.000000000000000000e+03 1.410738873436629837e-05 3.903362755456015826e-07 8.255585869300847198e-04 1.759385240248522086e-06 1.410738873436629837e-05 3.903362755456015826e-07 8.255585869300847198e-04 1.759385240248522086e-06
4.000000000000000000e+03 3.101942466306753399e-06 3.053533420713180213e-07 7.969746248991143233e-04 2.513050902626024565e-08 3.101942466306753399e-06 3.053533420713180213e-07 7.969746248991143233e-04 2.513050902626024565e-08
5.000000000000000000e+03 2.938082819104014075e-07 1.766214622561291963e-07 7.527291564444112950e-04 4.663257466634569339e-08 2.938082819104014075e-07 1.766214622561291963e-07 7.527291564444112950e-04 4.663257466634569339e-08
6.000000000000000000e+03 1.519776530378957279e-06 3.327101543109027374e-08 6.379494697684137986e-04 5.965855977832162805e-08 1.519776530378957279e-06 3.327101543109027374e-08 6.379494697684137986e-04 5.965855977832162805e-08
7.000000000000000000e+03 7.645264021203881130e-05 1.013478292851262757e-08 2.225599481296745656e-04 4.088113918007940896e-07 7.645264021203881130e-05 1.013478292851262757e-08 2.225599481296745656e-04 4.088113918007940896e-07
8.000000000000000000e+03 2.745417365509053291e-05 1.389132809621770223e-07 1.283098857728735408e-04 6.205818897333487236e-06 2.745417365509053291e-05 1.389132809621770223e-07 1.283098857728735408e-04 6.205818897333487236e-06
9.000000000000000000e+03 6.955203284603422940e-05 1.594671247642157709e-08 1.142043704527864815e-04 4.992628300028585688e-06 6.955203284603422940e-05 1.594671247642157709e-08 1.142043704527864815e-04 4.992628300028585688e-06
1.000000000000000000e+04 1.220506570278917269e-04 1.199972268650724081e-08 1.263971001980811583e-04 3.988966110944304029e-06 1.220506570278917269e-04 1.199972268650724081e-08 1.263971001980811583e-04 3.988966110944304029e-06
1.100000000000000000e+04 3.378950555351799192e-05 6.120060595819870571e-08 1.060011839143114640e-04 2.951303233503561715e-06 3.378950555351799192e-05 6.120060595819870571e-08 1.060011839143114640e-04 2.951303233503561715e-06
1.200000000000000000e+04 8.066446221859967041e-05 9.478879699709086942e-09 1.022745543037731326e-04 2.584953377887234392e-06 8.066446221859967041e-05 9.478879699709086942e-09 1.022745543037731326e-04 2.584953377887234392e-06
1.300000000000000000e+04 4.590893152592025818e-05 5.300998583560347647e-08 9.680460635244395279e-05 1.967584483618445598e-06 4.590893152592025818e-05 5.300998583560347647e-08 9.680460635244395279e-05 1.967584483618445598e-06
1.400000000000000000e+04 8.744338493731274769e-05 8.905971067887206363e-08 1.151425010444314523e-04 1.568252927708020978e-06 8.744338493731274769e-05 8.905971067887206363e-08 1.151425010444314523e-04 1.568252927708020978e-06
1.500000000000000000e+04 3.617457777426249816e-05 2.106100874850735037e-08 8.334539595891745094e-05 1.150314159694580391e-06 3.617457777426249816e-05 2.106100874850735037e-08 8.334539595891745094e-05 1.150314159694580391e-06
1.600000000000000000e+04 4.084129538886900878e-05 3.315633207889633051e-08 7.628418074246501128e-05 8.264830792396451805e-07 4.084129538886900878e-05 3.315633207889633051e-08 7.628418074246501128e-05 8.264830792396451805e-07
