"Time","Subsystem #1|CTLs|Vars|P_POI1","Subsystem #1|CTLs|Vars|Ptot_Area1","Subsystem #1|CTLs|Vars|Q_POI1","Subsystem #1|CTLs|Vars|Qtot_Area1","Subsystem #1|Machines|DG|P_DG","Subsystem #1|Machines|DG|Q_DG","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1"
0.0,0.9420546558,3.688669433,0.967550962,1.78649731,2.997924093,1.100930889,0.1255696386,0.03863690859
0.0064,0.944257735,3.688297046,0.9657360483,1.786429802,2.997864994,1.100999353,0.1256007438,0.03862342814
0.0128,0.9461473309,3.689268716,0.9656480784,1.787207508,2.998026175,1.100900636,0.1256583641,0.03864946316
0.0192,0.9443147572,3.689837084,0.9674494804,1.787425441,2.998119955,1.100810507,0.1256387961,0.03866803804
0.0256,0.9420713903,3.689010223,0.9679289884,1.786718646,2.9979813,1.10088857,0.1255780734,0.03864680192
0.032,0.9433369114,3.688246508,0.9662589358,1.786324021,2.997855282,1.100996304,0.1255828475,0.03862303638
0.0384,0.9459245496,3.688901433,0.9653724339,1.786953566,2.997965973,1.100942899,0.1256454561,0.0386390797
0.0448,0.945189404,3.689820632,0.9668776968,1.787484313,2.998116977,1.100822463,0.1256543189,0.03866652523
0.0512,0.9424817771,3.689357917,0.968065281,1.786974394,2.998039884,1.100849606,0.125593869,0.03865639209
0.0576,0.9425700972,3.68835649,0.9668682129,1.786334988,2.997872427,1.100975018,0.1255715531,0.03862716103
0.064,0.9453212541,3.688564988,0.9653707296,1.786688129,2.997910358,1.100977505,0.1256264289,0.03863000039
0.0704,0.945843441,3.689646227,0.9662670934,1.787424974,2.998088085,1.100851227,0.1256619856,0.03866072477
0.0768,0.9432070746,3.689646307,0.9679340118,1.787216137,2.998088313,1.10082169,0.1256140136,0.0386638586
0.0832,0.942106396,3.688601339,0.9674405386,1.786457313,2.997912743,1.100939899,0.1255689582,0.03863486114
0.0896,0.9444649032,3.688330119,0.9656431868,1.786467741,2.997870734,1.100997399,0.1256052877,0.0386241515
0.096,0.9461387396,3.689346549,0.9657416175,1.787256748,2.998038918,1.100891069,0.1256600911,0.03865172455
0.1024,0.9441080725,3.68981872,0.9675594237,1.787397388,2.998116954,1.100810435,0.1256345879,0.03866775548
0.1088,0.9420322831,3.688931509,0.9678640224,1.786664852,2.99796805,1.100897979,0.1255754813,0.03864456224
0.1152,0.9435344218,3.688243563,0.9661310373,1.786337736,2.997855093,1.100998646,0.1255863576,0.03862271652
0.1216,0.9460099942,3.68898317,0.9654112122,1.787013011,2.997979393,1.100933877,0.1256489756,0.03864135211
0.128,0.9450082001,3.689838445,0.9670124167,1.787481258,2.998119978,1.100818214,0.1256514528,0.03866725209
0.1344,0.9423595371,3.689283532,0.9680579847,1.786917024,2.998027354,1.100857557,0.1255898587,0.03865438473
0.1408,0.9427187089,3.688319049,0.9667316771,1.786322383,2.997866406,1.100981148,0.1255733603,0.0386258894
0.1472,0.9454827499,3.688633186,0.9653464444,1.78674513,2.997921697,1.10097088,0.1256309932,0.03863179708
0.1536,0.9457251861,3.689697472,0.9663997745,1.787448294,2.998096533,1.100843629,0.1256610781,0.03866234217
0.16,0.9430250269,3.689590485,0.9679858478,1.787166108,2.99807897,1.100826607,0.1256093528,0.03866246495
0.1664,0.9421776888,3.688537514,0.9673226496,1.786421576,2.997902142,1.100948569,0.1255687345,0.03863291446
0.1728,0.944668343,3.68837065,0.9655611187,1.786510235,2.997877676,1.100994509,0.1256099431,0.03862509717
0.1792,0.9461088395,3.689421189,0.965844938,1.787302164,2.998051142,1.100881649,0.1256613543,0.0386539168
0.1856,0.9439013863,3.689792704,0.9676607416,1.787364458,2.998112671,1.100811317,0.1256301941,0.03866725275
0.192,0.942013263,3.688853898,0.967787522,1.786613263,2.997955002,1.100907464,0.1255732833,0.03864232832
0.1984,0.9437376891,3.688248747,0.9660087579,1.786357172,2.997856256,1.101000049,0.1255901668,0.03862262855
0.2048,0.9460753893,3.689065567,0.9654633921,1.78707126,2.997992904,1.100924563,0.1256521502,0.03864366435
0.2112,0.9448178374,3.689848174,0.9671438335,1.787472364,2.998121648,1.100814851,0.1256482233,0.03866775872
0.2176,0.9422542678,3.68920688,0.968037334,1.786859522,2.998014436,1.100865984,0.1255861056,0.03865228878
0.224,0.9428811096,3.688288776,0.9665946638,1.786315517,2.997861609,1.100986521,0.1255755866,0.03862481183
0.2304,0.9456298365,3.688705787,0.9653362125,1.786803794,2.997933725,1.100963581,0.1256354035,0.03863373821
0.2368,0.9455901981,3.689741907,0.9665353255,1.787465933,2.99810388,1.100836663,0.1256597011,0.03866378257
0.2432,0.9428535812,3.689529425,0.9680249892,1.787113543,2.998068729,1.10083231,0.1256047605,0.03866090671
0.2496,0.9422678721,3.68847859,0.9671984371,1.786390478,2.997892399,1.100956813,0.1255689708,0.03863108751
0.256,0.9448660105,3.688418267,0.9654907727,1.78655682,2.997885754,1.10099071,0.1256146632,0.03862625543
0.2624,0.9460579654,3.689491817,0.9659569674,1.787343333,2.998062719,1.100872475,0.1256621412,0.03865601602
0.2688,0.9436967035,3.689759345,0.9677524153,1.787326971,2.998107146,1.100813145,0.1256256603,0.03866653447
0.2752,0.942014569,3.688778101,0.9677002457,1.786564431,2.997942283,1.100916928,0.1255714998,0.03864012066
0.2816,0.9439447615,3.688262049,0.9658934217,1.786382233,2.997858766,1.101000493,0.125594237,0.03862277302
0.288,0.9461200669,3.689147753,0.9655283084,1.787127664,2.998006371,1.100915053,0.1256549457,0.03864599358
0.2944,0.9446202399,3.689849794,0.9672706266,1.787457745,2.998121976,1.100812407,0.1256446657,0.03866804036
0.3008,0.9421669362,3.689128706,0.9680035647,1.786802413,2.998001259,1.100874803,0.1255826449,0.0386501268
0.3072,0.9430557299,3.688266012,0.9664585122,1.786314508,2.997858088,1.100991083,0.1255782127,0.03862393931
0.3136,0.9457609066,3.688782025,0.9653401286,1.786863492,2.997946316,1.100955685,0.1256396134,0.03863580201
0.32,0.9454399279,3.689779112,0.966672374,1.787477735,2.998110051,1.100830402,0.1256578702,0.03866503263
0.3264,0.9426943477,3.68946374,0.9680510803,1.787058924,2.998057693,1.100838738,0.125600281,0.03865919876
0.3328,0.9423761482,3.688425168,0.9670690743,1.786364307,2.997883615,1.100964545,0.1255696655,0.03862939856
0.3392,0.9450557543,3.68847248,0.9654328787,1.786607075,2.997894888,1.100986039,0.1256194002,0.03862761395
0.3456,0.945986755,3.689557713,0.9660764818,1.787379815,2.998073532,1.100863643,0.1256624438,0.03865800257
0.352,0.9434961117,3.689718985,0.9678335938,1.787285371,2.998100437,1.100815898,0.1256210316,0.03866561045
0.3584,0.9420362106,3.688704861,0.9676030072,1.7865188,2.997930018,1.100926281,0.1255701479,0.03863796218
0.3648,0.9441534594,3.688283398,0.9657862271,1.786412664,2.997862595,1.100999975,0.1255985282,0.03862315198
0.3712,0.9461435919,3.689228844,0.9656053013,1.787181632,2.998019648,1.100905445,0.1256573322,0.03864831411
0.3776,0.9444174356,3.689843311,0.9673915497,1.787437563,2.998120964,1.100810901,0.1256408169,0.03866809545
0.384,0.9420983878,3.689049755,0.9679569752,1.786746234,2.997987957,1.100883925,0.1255795096,0.03864791821
0.3904,0.9432409315,3.688251035,0.9663246251,1.786319367,2.997855885,1.100994785,0.1255812146,0.03862328228
0.3968,0.94587464,3.688861112,0.9653581657,1.786923561,2.997959339,1.100947274,0.1256435789,0.03863796718
0.4032,0.9452759644,3.689808754,0.9668095355,1.787483585,2.998114986,1.100824907,0.125655606,0.0386660798
0.4096,0.9425489016,3.689394051,0.9680638995,1.787002826,2.99804597,1.100845831,0.1255959583,0.03865735637
0.416,0.9425014152,3.688377763,0.9669358524,1.786343407,2.997875877,1.10097169,0.1255708132,0.03862786387
0.4224,0.9452356023,3.688532756,0.9653880907,1.786660455,2.997904982,1.100980544,0.1256241042,0.03862916128
0.4288,0.9458958988,3.689618198,0.9662022782,1.787411259,2.998083475,1.10085524,0.1256622594,0.03865985466
0.4352,0.9433015085,3.689672068,0.9679035027,1.787240058,2.998092615,1.100819544,0.1256163551,0.03866448975
0.4416,0.9420780301,3.688634883,0.967496738,1.786476818,2.997918334,1.100935429,0.1255692412,0.0386358734
0.448,0.9443616671,3.688312623,0.9656883157,1.786448188,2.997867708,1.100998497,0.1256029991,0.03862376174
0.4544,0.9461456994,3.689307993,0.9656935846,1.787232559,2.998032602,1.100895839,0.1256592842,0.03865060174
0.4608,0.9442115672,3.68982888,0.9675054477,1.787412036,2.99811862,1.10081035,0.1256367179,0.0386679241
0.4672,0.9420493508,3.688970786,0.9678980051,1.786691484,2.997974657,1.100893262,0.1255767299,0.03864568333
0.4736,0.9434347686,3.688244017,0.9661943772,1.786330137,2.99785502,1.100997589,0.1255845631,0.03862284771
