"Time","Subsystem #1|CTLs|Vars|BUS101_FRE","Subsystem #1|CTLs|Vars|V101RMS"
4.7616,0.9999999947,1.008057711
4.768,0.9999999947,1.007476915
4.7744,1.00000013,1.007744894
4.7808,1.00000013,1.0083453
4.7872,1.00000013,1.008253203
4.7936,1.000000424,1.00757472
4.8,1.000000424,1.007565002
4.8064,1.000000424,1.00817993
4.8128,0.9999999929,1.008377705
4.8192,0.9999999929,1.00775272
4.8256,1.000000128,1.007452245
4.832,1.000000128,1.007970635
4.8384,1.000000128,1.008405408
4.8448,1.000000423,1.007970934
4.8512,1.000000423,1.007430075
4.8576,0.9999999912,1.00775269
4.864,0.9999999912,1.008334846
4.8704,0.9999999912,1.008176533
4.8768,1.000000126,1.007506906
4.8832,1.000000126,1.007562107
4.8896,1.000000126,1.008183758
4.896,1.00000042,1.008320044
4.9024,1.00000042,1.00766999
4.9088,0.9999999889,1.007432113
4.9152,0.9999999889,1.007981378
4.9216,0.9999999889,1.008370379
4.928,1.000000124,1.007883812
4.9344,1.000000124,1.007388607
4.9408,1.000000417,1.00776237
4.9472,1.000000417,1.008320892
4.9536,1.000000417,1.008097161
4.96,0.9999999855,1.007443953
4.9664,0.9999999855,1.007562886
4.9728,0.9999999855,1.00818573
4.9792,1.00000012,1.008258326
4.9856,1.00000012,1.007590506
4.992,1.000000413,1.007417123
