"Time","Subsystem #1|CTLs|Vars|BUS101_FRE","Subsystem #1|CTLs|Vars|V101RMS"
1.8816,0.9999826023,1.004229066
1.888,0.9999826023,1.004206309
1.8944,0.9999826023,1.004300589
1.9008,0.9999892187,1.004263055
1.9072,0.9999892187,1.004089182
1.9136,1.000004557,1.004001743
1.92,1.000004557,1.004080566
1.9264,1.000004557,1.004097608
1.9328,1.000013479,1.003935667
1.9392,1.000013479,1.003775197
1.9456,1.000009524,1.003794833
1.952,1.000009524,1.003850966
1.9584,1.000009524,1.003736593
1.9648,1.000000194,1.003548169
1.9712,1.000000194,1.00351331
1.9776,1.000000194,1.003605206
1.984,0.9999950362,1.003574036
1.9904,0.9999950362,1.003405084
1.9968,0.9999961596,1.003322416
2.0032,0.9999961596,1.003416882
2.0096,0.9999961596,1.003461126
2.016,1.000001069,1.003328946
2.0224,1.000001069,1.003198251
2.0288,1.00000486,1.003251745
2.0352,1.00000486,1.003344211
2.0416,1.00000486,1.003263513
2.048,1.000004078,1.003106808
2.0544,1.000004078,1.003104782
2.0608,1.000004078,1.003225911
2.0672,1.000001212,1.003217454
2.0736,1.000001212,1.003072533
2.08,0.999999314,1.003021869
2.0864,0.999999314,1.003147701
2.0928,0.999999314,1.003213863
2.0992,0.9999985579,1.003106208
2.1056,0.9999985579,1.003014526
2.112,0.9999994881,1.003111688
2.1184,0.9999994881,1.00323208
2.1248,0.9999994881,1.003174026
2.1312,1.000001156,1.003054594
2.1376,1.000001156,1.003100023
2.144,1.000001156,1.003249166
2.1504,1.000001358,1.003251504
2.1568,1.000001358,1.003129135
2.1632,1.000000875,1.003119179
2.1696,1.000000875,1.003272215
2.176,1.000000875,1.003339359
2.1824,1.000000434,1.003239185
2.1888,1.000000434,1.003180497
2.1952,1.000000434,1.00330969
2.2016,0.9999993778,1.003430958
2.208,0.9999993778,1.003369898
2.2144,0.999999111,1.003274179
2.2208,0.999999111,1.003354925
2.2272,0.999999111,1.00350869
2.2336,0.999999968,1.003498019
2.24,0.999999968,1.003384164
2.2464,1.000000293,1.00340444
2.2528,1.000000293,1.003565261
2.2592,1.000000293,1.003611106
2.2656,1.000000522,1.003502375
2.272,1.000000522,1.003463342
2.2784,1.000000522,1.003604076
2.2848,1.000000725,1.003702651
2.2912,1.000000725,1.003620319
2.2976,0.9999998805,1.003532498
2.304,0.9999998805,1.003627806
2.3104,0.9999998805,1.003763906
2.3168,0.9999994482,1.003724244
2.3232,0.9999994482,1.003605792
2.3296,1.000000033,1.003639081
2.336,1.000000033,1.003789064
2.3424,1.000000033,1.003802293
2.3488,1.000000224,1.00367675
2.3552,1.000000224,1.003644251
2.3616,1.000000224,1.003780335
2.368,1.000000544,1.003847462
2.3744,1.000000544,1.003739216
2.3808,1.000000998,1.00364954
2.3872,1.000000998,1.003744754
2.3936,1.000000998,1.003855144
2.4,1.0000004,1.003785313
2.4064,1.0000004,1.003657105
2.4128,1.000000055,1.003691882
2.4192,1.000000055,1.003824338
2.4256,1.000000055,1.00380735
2.432,1.000000534,1.003665632
2.4384,1.000000534,1.003633152
2.4448,1.000000534,1.003759591
2.4512,1.000000528,1.0038
2.4576,1.000000528,1.003671602
2.464,1.000000729,1.003578772
2.4704,1.000000729,1.00367056
2.4768,1.000000729,1.003760476
2.4832,1.000001221,1.003669358
2.4896,1.000001221,1.003534708
2.496,1.000000753,1.003570074
2.5024,1.000000753,1.003689761
2.5088,1.000000753,1.003653082
2.5152,1.000000488,1.003502525
2.5216,1.000000488,1.003472399
2.528,1.000000488,1.00359392
2.5344,1.000000894,1.00361839
2.5408,1.000000894,1.003479948
2.5472,1.000000706,1.003389653
2.5536,1.000000706,1.003483412
2.56,1.000000706,1.003562885
2.5664,1.000000753,1.00346164
2.5728,1.000000753,1.003328756
2.5792,1.000001205,1.003371229
2.5856,1.000001205,1.003486993
2.592,1.000001205,1.003441151
2.5984,1.000000785,1.003291012
2.6048,1.000000785,1.003270955
2.6112,1.000000785,1.003395495
2.6176,1.000000563,1.003412951
2.624,1.000000563,1.003273259
2.6304,1.000000927,1.003193927
2.6368,1.000000927,1.003297277
2.6432,1.000000927,1.003373321
2.6496,1.000000628,1.003269224
2.656,1.000000628,1.003146224
2.6624,1.000000572,1.003203471
2.6688,1.000000572,1.003320877
2.6752,1.000000572,1.00327092
2.6816,1.000000987,1.003127814
2.688,1.000000987,1.003125297
2.6944,1.000000987,1.003257528
2.7008,1.000000595,1.003270609
2.7072,1.000000595,1.00313393
2.7136,1.000000411,1.003071977
2.72,1.000000411,1.003189101
2.7264,1.000000411,1.003262354
2.7328,1.000000776,1.003156847
2.7392,1.000000776,1.003048286
2.7456,1.000000435,1.00312411
2.752,1.000000435,1.003242454
2.7584,1.000000435,1.003187295
2.7648,1.00000034,1.003053489
2.7712,1.00000034,1.003071677
2.7776,1.00000034,1.003210348
2.784,1.00000075,1.003215939
2.7904,1.00000075,1.003082043
2.7968,1.000000389,1.003039485
2.8032,1.000000389,1.003169024
2.8096,1.000000389,1.003234943
2.816,1.000000247,1.003125603
2.8224,1.000000247,1.003031902
2.8288,1.000000636,1.0031249
2.8352,1.000000636,1.003238952
2.8416,1.000000636,1.003174377
2.848,1.000000297,1.003048707
2.8544,1.000000297,1.003086073
2.8608,1.000000297,1.003225807
2.8672,1.000000201,1.003218671
2.8736,1.000000201,1.003085161
2.88,1.000000624,1.00306024
2.8864,1.000000624,1.003197038
2.8928,1.000000624,1.003249883
2.8992,1.000000291,1.003133473
2.9056,1.000000291,1.003052664
2.912,1.000000185,1.003158121
2.9184,1.000000185,1.003261983
2.9248,1.000000185,1.003184381
2.9312,1.000000599,1.003064741
2.9376,1.000000599,1.003117187
2.944,1.000000599,1.00325216
2.9504,1.000000274,1.003228584
2.9568,1.000000274,1.003093565
2.9632,1.000000189,1.003082997
2.9696,1.000000189,1.003221642
2.976,1.000000189,1.003257786
2.9824,1.000000621,1.003132823
2.9888,1.000000621,1.003062582
2.9952,1.000000621,1.003175818
3.0016,1.000000305,1.003265875
3.008,1.000000305,1.003174343
3.0144,1.000000217,1.003059468
3.0208,1.000000217,1.003123297
3.0272,1.000000217,1.003249994
3.0336,1.000000643,1.003209508
3.04,1.000000643,1.003072753
3.0464,1.000000324,1.003074158
3.0528,1.000000324,1.003211385
3.0592,1.000000324,1.003230466
3.0656,1.000000238,1.003097837
3.072,1.000000238,1.003037202
3.0784,1.000000238,1.003155465
3.0848,1.000000672,1.003231347
3.0912,1.000000672,1.003127481
3.0976,1.000000352,1.003017873
3.104,1.000000352,1.003091332
3.1104,1.000000352,1.003209165
3.1168,1.000000264,1.003153675
3.1232,1.000000264,1.003016945
3.1296,1.000000688,1.003029784
3.136,1.000000688,1.003164871
3.1424,1.000000688,1.00316879
3.1488,1.000000362,1.003031002
3.1552,1.000000362,1.002980835
3.1616,1.000000362,1.00310365
3.168,1.000000269,1.003166778
3.1744,1.000000269,1.003053507
3.1808,1.000000692,1.002951116
3.1872,1.000000692,1.003034416
3.1936,1.000000692,1.003144242
3.2,1.000000362,1.003076577
3.2064,1.000000362,1.002942591
3.2128,1.000000266,1.002967985
3.2192,1.000000266,1.003101437
3.2256,1.000000266,1.003092446
3.232,1.000000681,1.002952477
3.2384,1.000000681,1.002914751
3.2448,1.000000681,1.003042688
3.2512,1.000000345,1.003094505
3.2576,1.000000345,1.002974582
3.264,1.000000243,1.002882001
3.2704,1.000000243,1.002976024
3.2768,1.000000243,1.003078559
3.2832,1.000000657,1.00300092
3.2896,1.000000657,1.002872371
3.296,1.000000318,1.002911773
3.3024,1.000000318,1.003043798
3.3088,1.000000318,1.003023205
3.3152,1.000000217,1.002883509
3.3216,1.000000217,1.002860173
3.328,1.000000217,1.002993262
3.3344,1.000000627,1.003034159
3.3408,1.000000627,1.002909438
3.3472,1.000000286,1.002828832
3.3536,1.000000286,1.002933854
3.36,1.000000286,1.003028655
3.3664,1.000000183,1.002942009
3.3728,1.000000183,1.002820893
3.3792,1.000000594,1.002875046
3.3856,1.000000594,1.003004651
3.392,1.000000594,1.002972505
3.3984,1.000000254,1.002834632
3.4048,1.000000254,1.002826743
3.4112,1.000000254,1.002963882
3.4176,1.000000153,1.002993024
3.424,1.000000153,1.002864378
3.4304,1.000000566,1.002796908
3.4368,1.000000566,1.002912057
3.4432,1.000000566,1.002997556
3.4496,1.000000226,1.002902023
3.456,1.000000226,1.002789457
3.4624,1.000000127,1.002857846
3.4688,1.000000127,1.002983041
3.4752,1.000000127,1.002938737
3.4816,1.000000541,1.002803468
3.488,1.000000541,1.002811043
3.4944,1.000000541,1.00295009
3.5008,1.000000206,1.00296614
3.5072,1.000000206,1.002833979
3.5136,1.000000109,1.002780034
3.52,1.000000109,1.002903379
3.5264,1.000000109,1.00297764
3.5328,1.000000526,1.002873214
3.5392,1.000000526,1.002769711
3.5456,1.000000191,1.002850952
3.552,1.000000191,1.002969405
3.5584,1.000000191,1.002912389
3.5648,1.000000097,1.002780336
3.5712,1.000000097,1.0028026
3.5776,1.000000097,1.002941114
3.584,1.000000517,1.00294308
3.5904,1.000000517,1.002807884
3.5968,1.000000183,1.002767326
3.6032,1.000000183,1.002896704
3.6096,1.000000183,1.00295825
3.616,1.000000092,1.002845227
3.6224,1.000000092,1.002751203
3.6288,1.000000513,1.002843649
3.6352,1.000000513,1.002953449
3.6416,1.000000513,1.002883879
3.648,1.00000018,1.002755763
3.6544,1.00000018,1.002791762
3.6608,1.00000018,1.002927716
3.6672,1.000000089,1.002915355
3.6736,1.000000089,1.002778052
3.68,1.000000513,1.002750742
3.6864,1.000000513,1.002884226
3.6928,1.000000513,1.002932367
3.6992,1.000000178,1.002811708
3.7056,1.000000178,1.002727719
3.712,1.000000089,1.002829952
3.7184,1.000000089,1.002929985
3.7248,1.000000089,1.002848618
3.7312,1.000000511,1.002725517
3.7376,1.000000511,1.002774623
3.744,1.000000511,1.00290658
3.7504,1.000000177,1.002880263
3.7568,1.000000177,1.002742193
3.7632,1.000000087,1.002728366
3.7696,1.000000087,1.002864515
3.776,1.000000087,1.00289913
3.7824,1.000000508,1.002772282
3.7888,1.000000508,1.002699193
3.7952,1.000000508,1.002810172
3.8016,1.000000173,1.002899803
3.808,1.000000173,1.002807855
3.8144,1.000000083,1.002691115
3.8208,1.000000083,1.002752981
3.8272,1.000000083,1.002879904
3.8336,1.000000503,1.002840447
3.84,1.000000503,1.002703276
3.8464,1.000000167,1.002703219
3.8528,1.000000167,1.002840959
3.8592,1.000000167,1.00286227
3.8656,1.000000076,1.002730747
3.872,1.000000076,1.002669653
3.8784,1.000000076,1.002788527
3.8848,1.000000494,1.002867312
3.8912,1.000000494,1.002766049
3.8976,1.000000158,1.00265715
3.904,1.000000158,1.002731486
3.9104,1.000000158,1.002852461
3.9168,1.000000066,1.002800647
3.9232,1.000000066,1.002665924
3.9296,1.000000484,1.002680117
3.936,1.000000484,1.002818292
3.9424,1.000000484,1.002826425
3.9488,1.000000147,1.002691726
3.9552,1.000000147,1.002643622
3.9616,1.000000147,1.002769427
3.968,1.000000055,1.00283686
3.9744,1.000000055,1.0027274
3.9808,1.000000472,1.002627754
3.9872,1.000000472,1.00271406
3.9936,1.000000472,1.002828028
4.0,1.000000134,1.002764447
4.0064,1.000000134,1.002633679
4.0128,1.000000043,1.002662232
4.0192,1.000000043,1.002799529
4.0256,1.000000043,1.002794479
4.032,1.00000046,1.002657904
4.0384,1.00000046,1.002623488
4.0448,1.00000046,1.002755035
4.0512,1.000000124,1.002810419
4.0576,1.000000124,1.002693779
4.064,1.000000032,1.002604438
4.0704,1.000000032,1.002701921
4.0768,1.000000032,1.002807633
4.0832,1.000000448,1.002732805
4.0896,1.000000448,1.00260722
4.096,1.000000113,1.002649919
4.1024,1.000000113,1.002784811
4.1088,1.000000113,1.002766452
4.1152,1.000000022,1.002629238
4.1216,1.000000022,1.002608892
4.128,1.000000022,1.002744617
4.1344,1.00000044,1.002787257
4.1408,1.00000044,1.002664332
4.1472,1.000000104,1.002586226
4.1536,1.000000104,1.002693709
4.16,1.000000104,1.00278989
4.1664,1.000000014,1.002704316
4.1728,1.000000014,1.002585037
4.1792,1.000000433,1.002641395
4.1856,1.000000433,1.002772209
4.192,1.000000433,1.002740567
4.1984,1.000000097,1.002603796
4.2048,1.000000097,1.002597713
4.2112,1.000000097,1.002735988
4.2176,1.000000008,1.002765265
4.224,1.000000008,1.002637034
4.2304,1.000000427,1.002570825
4.2368,1.000000427,1.002687002
4.2432,1.000000427,1.002772523
4.2496,1.000000091,1.002676876
4.256,1.000000091,1.00256493
4.2624,1.000000002,1.002634201
4.2688,1.000000002,1.002759403
4.2752,1.000000002,1.002714714
4.2816,1.000000422,1.002579614
4.288,1.000000422,1.002587713
4.2944,1.000000422,1.002726867
4.3008,1.000000087,1.002742474
4.3072,1.000000087,1.00261006
4.3136,0.9999999981,1.002556359
4.32,0.9999999981,1.002679849
4.3264,0.9999999981,1.002753799
4.3328,1.000000419,1.00264899
4.3392,1.000000419,1.002545428
4.3456,1.000000083,1.002626769
4.352,1.000000083,1.002745044
4.3584,1.000000083,1.002687759
4.3648,0.9999999947,1.002555512
4.3712,0.9999999947,1.002577728
4.3776,0.9999999947,1.002716257
4.384,1.000000414,1.002718148
4.3904,1.000000414,1.002582825
4.3968,1.000000079,1.002542144
4.4032,1.000000079,1.002671579
4.4096,1.000000079,1.002733324
4.416,0.9999999906,1.002620379
4.4224,0.9999999906,1.002526258
4.4288,1.00000041,1.002618805
4.4352,1.00000041,1.002728989
4.4416,1.00000041,1.002659817
4.448,1.000000075,1.00253176
4.4544,1.000000075,1.002567883
4.4608,1.000000075,1.002704365
4.4672,0.9999999857,1.002692663
4.4736,0.9999999857,1.002555736
4.48,1.000000407,1.002528618
4.4864,1.000000407,1.00266266
4.4928,1.000000407,1.002711735
4.4992,1.00000007,1.002591796
4.5056,1.00000007,1.002508166
4.512,0.9999999817,1.002610979
4.5184,0.9999999817,1.002712095
4.5248,0.9999999817,1.002631719
4.5312,1.000000402,1.00250922
4.5376,1.000000402,1.002558992
4.544,1.000000402,1.002692057
4.5504,1.000000064,1.002667
4.5568,1.000000064,1.002529855
4.5632,0.9999999767,1.002516704
4.5696,0.9999999767,1.002654002
4.576,0.9999999767,1.002690025
4.5824,1.000000396,1.002564278
4.5888,1.000000396,1.002492071
4.5952,1.000000396,1.002604161
4.6016,1.000000059,1.002695213
4.608,1.000000059,1.00260456
4.6144,0.9999999713,1.002488851
4.6208,0.9999999713,1.002551802
4.6272,0.9999999713,1.002680126
4.6336,1.000000391,1.002642052
4.64,1.000000391,1.002506005
4.6464,1.000000053,1.002507083
4.6528,1.000000053,1.002646172
4.6592,1.000000053,1.002668864
4.6656,0.9999999656,1.002538544
4.672,0.9999999656,1.002478576
4.6784,0.9999999656,1.002598751
4.6848,1.000000386,1.002678885
4.6912,1.000000386,1.002578761
4.6976,1.000000048,1.002471019
4.704,1.000000048,1.002546603
4.7104,1.000000048,1.002668831
4.7168,0.9999999609,1.002618101
4.7232,0.9999999609,1.002484469
4.7296,1.00000038,1.002499848
4.736,1.00000038,1.002639215
4.7424,1.00000038,1.002648368
4.7488,1.000000044,1.002514647
4.7552,1.000000044,1.00246763
4.7616,1.000000044,1.002594583
4.768,0.9999999561,1.002662963
4.7744,0.9999999561,1.00255432
4.7808,1.000000376,1.002455638
4.7872,1.000000376,1.002543042
4.7936,1.000000376,1.002657886
4.8,1.000000039,1.002594985
4.8064,1.000000039,1.002465029
4.8128,0.9999999525,1.002494562
4.8192,0.9999999525,1.00263272
4.8256,0.9999999525,1.002628245
4.832,1.000000371,1.002492353
4.8384,1.000000371,1.002458761
4.8448,1.000000371,1.002591118
4.8512,1.000000036,1.002647042
4.8576,1.000000036,1.002530893
4.864,0.9999999481,1.002442249
4.8704,0.9999999481,1.002540493
4.8768,0.9999999481,1.002646757
4.8832,1.000000368,1.002572283
4.8896,1.000000368,1.00244725
4.896,1.000000032,1.002490642
4.9024,1.000000032,1.002626056
4.9088,1.000000032,1.002608069
4.9152,0.9999999454,1.002471213
4.9216,0.9999999454,1.002451473
4.928,0.9999999454,1.002587739
4.9344,1.000000364,1.002630704
4.9408,1.000000364,1.002508093
4.9472,1.000000029,1.002430421
4.9536,1.000000029,1.002538437
4.96,1.000000029,1.00263499
4.9664,0.9999999415,1.00254972
4.9728,0.9999999415,1.002430794
4.9792,1.000000362,1.002487622
4.9856,1.000000362,1.002618836
4.992,1.000000362,1.002587522
