# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.002167541533708572e-03 5.672568827867507935e-02 0.000000000000000000e+00 1.000000000000000000e+00 5.059552844613790512e-03 5.782958492636680603e-02 0.000000000000000000e+00 1.000000000000000000e+00 1.016127943992614746e+00
1.000000000000000000e+03 8.424324914813041687e-03 7.451009005308151245e-03 7.840797167091295705e-08 3.085861972067505121e-04 9.519695304334163666e-03 7.394934073090553284e-03 7.840797167091295705e-08 3.085861972067505121e-04 7.828000783920288086e-01
2.000000000000000000e+03 5.356947891414165497e-03 4.287120886147022247e-03 2.107547487639749306e-07 1.237224932992830873e-04 5.592558532953262329e-03 4.533014725893735886e-03 2.107547487639749306e-07 1.237224932992830873e-04 6.085565090179443359e-01
3.000000000000000000e+03 2.071061870083212852e-03 2.558453241363167763e-03 9.051177016772271600e-07 3.896153430105186999e-05 2.206102944910526276e-03 2.514124615117907524e-03 9.051177016772271600e-07 3.896153430105186999e-05 3.775855898857116699e-01
4.000000000000000000e+03 4.493443120736628771e-04 6.128372042439877987e-04 1.247964405592938419e-06 4.799467660632217303e-06 5.078127724118530750e-04 4.262664297129958868e-04 1.247964405592938419e-06 4.799467660632217303e-06 1.478034108877182007e-01
5.000000000000000000e+03 1.614789507584646344e-04 1.740310690365731716e-04 3.027910224773222581e-07 6.502668270513822790e-07 1.601755939191207290e-04 1.058070192812010646e-04 3.027910224773222581e-07 6.502668270513822790e-07 6.383038312196731567e-02
6.000000000000000000e+03 6.994325667619705200e-05 6.124603532953187823e-05 1.163115115332402638e-07 1.422184254806779791e-07 6.177827890496701002e-05 3.961833135690540075e-05 1.163115115332402638e-07 1.422184254806779791e-07 2.947307750582695007e-02
7.000000000000000000e+03 3.841499710688367486e-05 3.750245377887040377e-05 6.808539865232887678e-07 4.585407623380888253e-06 2.889208917622454464e-05 3.082223338424228132e-05 6.808539865232887678e-07 4.585407623380888253e-06 1.708553358912467957e-02
8.000000000000000000e+03 1.890792918857187033e-05 1.511910159024409950e-05 2.972397794565040385e-08 5.595612861952758976e-09 1.585073732712771744e-05 1.254091512237209827e-05 2.972397794565040385e-08 5.595612861952758976e-09 1.001122221350669861e-02
9.000000000000000000e+03 9.499413135927170515e-05 9.322816185886040330e-05 1.159381645265966654e-05 7.413314051518682390e-08 9.949842205969616771e-05 9.978635353036224842e-05 1.159381645265966654e-05 7.413314051518682390e-08 1.300246734172105789e-02
1.000000000000000000e+04 9.645606041885912418e-06 9.602464160707313567e-06 3.452708199347398477e-07 5.930417046329239383e-09 9.336855328001547605e-06 1.109211461880477145e-05 3.452708199347398477e-07 5.930417046329239383e-09 5.188443697988986969e-03
1.100000000000000000e+04 9.356923692394047976e-05 2.644240739755332470e-04 1.185106157208792865e-05 9.777005470823496580e-05 8.046178845688700676e-05 2.795469190459698439e-04 1.185106157208792865e-05 9.777005470823496580e-05 1.696696132421493530e-02
1.200000000000000000e+04 4.920888841297710314e-06 5.494444849318824708e-06 1.441156749493188727e-09 1.365663138130912557e-09 4.512647137744352221e-06 6.530937298521166667e-06 1.441156749493188727e-09 1.365663138130912557e-09 3.309621009975671768e-03
1.300000000000000000e+04 4.073763648193562403e-06 4.898243787465617061e-06 1.638700619643884693e-09 4.258085084529739106e-08 3.851682322419947013e-06 5.654400411003734916e-06 1.638700619643884693e-09 4.258085084529739106e-08 2.835077932104468346e-03
1.400000000000000000e+04 8.921247354010120034e-05 1.085522671928629279e-04 1.804636485758237541e-05 6.047393253538757563e-05 9.117880836129188538e-05 1.088849676307290792e-04 1.804636485758237541e-05 6.047393253538757563e-05 1.086677238345146179e-02
1.500000000000000000e+04 1.027117650664877146e-05 1.152731329057132825e-05 1.800945142349519301e-06 3.911226542641088599e-08 1.089005036192247644e-05 1.395995059283450246e-05 1.800945142349519301e-06 3.911226542641088599e-08 4.159790929406881332e-03
1.600000000000000000e+04 2.282733476022258401e-06 3.515373919071862474e-06 1.836075114169943845e-08 3.097240437455184292e-07 2.053626076303771697e-06 4.735399215860525146e-06 1.836075114169943845e-08 3.097240437455184292e-07 1.936891698278486729e-03
1.700000000000000000e+04 1.802055521693546325e-06 2.457238451825105585e-06 1.791823045493856625e-08 5.571223482547793537e-10 1.845803012656688225e-06 3.529753939801594242e-06 1.791823045493856625e-08 5.571223482547793537e-10 1.500685815699398518e-03
1.800000000000000000e+04 9.971399776986800134e-06 1.240146957570686936e-05 2.094718865919276141e-06 2.851538738468661904e-07 1.060920385498320684e-05 1.448954662919277325e-05 2.094718865919276141e-06 2.851538738468661904e-07 4.258068744093179703e-03
1.900000000000000000e+04 1.247254544978204649e-06 1.879466594800760504e-06 5.394035565431387624e-11 7.541874680327964597e-09 1.284558720726636238e-06 2.809391844493802637e-06 5.394035565431387624e-11 7.541874680327964597e-09 1.151905860751867294e-03
2.000000000000000000e+04 8.198051546060014516e-06 7.946169716888107359e-06 2.084535708490875550e-06 3.757173772100941278e-08 8.043625712161883712e-06 7.596615432703401893e-06 2.084535708490875550e-06 3.757173772100941278e-08 3.433891804888844490e-03
