,Time,I,O,err
382,0.0191,0.002384186138,-3.742624458e-05,2.401899997731688e-08
383,0.01915,0.002368407865,-3.776129398e-05,2.2632500064172223e-08
384,0.0192,0.002352448828,-3.81012592e-05,2.1363999990961502e-08
385,0.01925,0.002336319772,-3.8445876e-05,2.0136000003674603e-08
386,0.0193,0.002320031223,-3.879488535e-05,1.8761500054052804e-08
387,0.01935,0.002303593779,-3.914802614e-05,1.743949995611921e-08
388,0.0194,0.002287017722,-3.950504493e-05,1.6061000042075224e-08
389,0.01945,0.002270313369,-3.986568711e-05,1.5034500046827437e-08
390,0.0195,0.002253490829,-4.022970309e-05,1.3914499910790135e-08
391,0.01955,0.002236560119,-4.059684521e-05,1.2359499990295675e-08
392,0.0196,0.002219531043,-4.096687097e-05,1.1121500073305035e-08
393,0.01965,0.002202413395,-4.133953787e-05,9.947499943555038e-09
394,0.0197,0.002185216656,-4.171461097e-05,8.877999948912751e-09
395,0.01975,0.002167950268,-4.20918561e-05,7.634000011996767e-09
396,0.0198,0.002150623462,-4.247104407e-05,6.530999961326667e-09
397,0.01985,0.002133245314,-4.285194943e-05,5.457000008118884e-09
398,0.0199,0.002115824678,-4.323435195e-05,4.189000069564075e-09
399,0.01995,0.002098370339,-4.361803299e-05,3.269500057842545e-09
400,0.02,0.002080890762,-4.400278166e-05,2.281000039891512e-09
401,0.02005,0.002063394315,-4.438838928e-05,1.2574999158285194e-09
402,0.0201,0.00204588915,-4.477465237e-05,1.749999251413059e-10
403,0.02015,0.002028383207,-4.516137254e-05,-7.464999148346085e-10
404,0.0202,0.002010884203,-4.554835681e-05,-1.6485000109769943e-09
405,0.02025,0.00199339973,-4.593541509e-05,-2.5350000648974302e-09
406,0.0203,0.001975937057,-4.632236522e-05,-3.3214999544187163e-09
407,0.02035,0.001958503309,-4.670902843e-05,-4.345499972011058e-09
408,0.0204,0.001941105389,-4.709523132e-05,-5.3555000486399384e-09
409,0.02045,0.001923749946,-4.74808067e-05,-5.976999994765364e-09
410,0.0205,0.0019064434,-4.786559295e-05,-6.699999980167015e-09
411,0.02055,0.001889192008,-4.824943231e-05,-7.446000077800108e-09
412,0.0206,0.001872001699,-4.863217513e-05,-8.200499973520792e-09
413,0.02065,0.001854878223,-4.901367603e-05,-8.988499936544991e-09
414,0.0207,0.001837827105,-4.939379517e-05,-9.647500057510805e-09
415,0.02075,0.001820853585,-4.977239966e-05,-1.0257499994358044e-08
416,0.0208,0.00180396267,-5.014936234e-05,-1.0664999963889976e-08
417,0.02085,0.001787159181,-5.052456056e-05,-1.1409500017510454e-08
418,0.0209,0.001770447602,-5.089787994e-05,-1.1998999985447789e-08
419,0.02095,0.001753832225,-5.126921088e-05,-1.248750001840715e-08
420,0.021,0.001737317108,-5.163844943e-05,-1.2946000006383573e-08
421,0.02105,0.001720906011,-5.200549908e-05,-1.324449994209026e-08
422,0.0211,0.001704602457,-5.237026908e-05,-1.352149997437685e-08
423,0.02115,0.001688409766,-5.273267373e-05,-1.4167000058316892e-08
424,0.0212,0.001672330922,-5.309263555e-05,-1.4689000051026913e-08
425,0.02125,0.001656368717,-5.345008194e-05,-1.4641499949084869e-08
426,0.0213,0.001640525724,-5.38049456e-05,-1.4887999996889001e-08
427,0.02135,0.001624804202,-5.415716704e-05,-1.5349000014562575e-08
428,0.0214,0.001609206161,-5.450669293e-05,-1.5669500009161952e-08
429,0.02145,0.001593733423,-5.485347464e-05,-1.5738500045749115e-08
430,0.0215,0.00157838748,-5.519747171e-05,-1.5959999994340224e-08
431,0.02155,0.001563169615,-5.553864887e-05,-1.604250000897256e-08
432,0.0216,0.001548080897,-5.58769762e-05,-1.5951500001963603e-08
433,0.02165,0.001533122091,-5.621243133e-05,-1.600449997356257e-08
434,0.0217,0.001518293746,-5.654499727e-05,-1.632699992565323e-08
435,0.02175,0.001503596213,-5.687466196e-05,-1.629349998585189e-08
436,0.0218,0.001489029536,-5.720142108e-05,-1.6132000072582864e-08
437,0.02185,0.001474593557,-5.752527527e-05,-1.6271500029307884e-08
438,0.0219,0.001460287921,-5.784623015e-05,-1.603949998599946e-08
439,0.02195,0.001446111981,-5.816429867e-05,-1.6059500025818185e-08
440,0.022,0.00143206489,-5.847949872e-05,-1.605500000740473e-08
441,0.02205,0.001418145623,-5.879185277e-05,-1.5588499922315757e-08
442,0.0221,0.001404352864,-5.910139053e-05,-1.541799999216914e-08
443,0.02215,0.001390685116,-5.940814626e-05,-1.5442000053655924e-08
444,0.0222,0.001377140708,-5.971215863e-05,-1.4996000016406774e-08
445,0.02225,0.001363717699,-6.001347315e-05,-1.4650499954686758e-08
446,0.0223,0.001350413972,-6.031213968e-05,-1.4714000009727335e-08
447,0.02235,0.001337227255,-6.060821208e-05,-1.4322500036662023e-08
448,0.0224,0.001324155015,-6.090175081e-05,-1.3842499967456345e-08
449,0.02245,0.001311194564,-6.119282022e-05,-1.356800003165376e-08
450,0.0225,0.001298343068,-6.14814884e-05,-1.3065999946056117e-08
451,0.02255,0.001285597452,-6.176782956e-05,-1.2723999910993489e-08
452,0.0226,0.001272954497,-6.205192153e-05,-1.250149997931993e-08
453,0.02265,0.001260410861,-6.233384536e-05,-1.1769499982244858e-08
454,0.0227,0.001247962973,-6.261368791e-05,-1.1313500139324695e-08
455,0.02275,0.001235607139,-6.289153913e-05,-1.0980500024862505e-08
456,0.0228,0.001223339556,-6.316749188e-05,-1.0371999930799958e-08
457,0.02285,0.001211156214,-6.344164424e-05,-9.842999977582867e-09
458,0.0229,0.001199052997,-6.371409706e-05,-9.401499993441642e-09
459,0.02295,0.0011870257,-6.39849535e-05,-8.850000053108042e-09
460,0.023,0.001175069929,-6.425432159e-05,-8.335500041069255e-09
461,0.02305,0.001163181206,-6.452231152e-05,-7.797000056881942e-09
462,0.0231,0.001151354983,-6.47890354e-05,-7.058499992829148e-09
463,0.02315,0.001139586543,-6.505460964e-05,-6.478500017698119e-09
464,0.0232,0.001127871106,-6.531915235e-05,-6.046999931168251e-09
465,0.02325,0.001116203843,-6.558278298e-05,-5.328499900862649e-09
466,0.0233,0.001104579779,-6.58456248e-05,-4.7605000826761446e-09
467,0.02335,0.001092993894,-6.610780224e-05,-4.053000008524821e-09
468,0.0234,0.001081441145,-6.636944055e-05,-3.2774999780132985e-09
469,0.02345,0.001069916359,-6.663066823e-05,-2.9704999805410526e-09
470,0.0235,0.001058414346,-6.689161441e-05,-2.2269999247481742e-09
471,0.02355,0.001046929909,-6.715240854e-05,-1.3455000716020016e-09
472,0.0236,0.001035457734,-6.741318308e-05,-6.830000644914014e-10
473,0.02365,0.001023992518,-6.767407036e-05,-1.9099998232324777e-10
474,0.0237,0.001012529015,-6.793520141e-05,4.575000092307824e-10
475,0.02375,0.001001061887,-6.819670973e-05,1.318499989744204e-09
476,0.0238,0.0009895857733,-6.845872949e-05,1.9366500052936386e-09
477,0.02385,0.0009780953464,-6.872139415e-05,2.49820002618667e-09
478,0.0239,0.000966585313,-6.898483648e-05,3.231500012891575e-09
479,0.02395,0.0009550503291,-6.924919064e-05,3.864549949147977e-09
480,0.024,0.000943485111,-6.95145894e-05,4.455499999327095e-09
481,0.02405,0.0009318844431,-6.978116398e-05,5.146550043771958e-09
482,0.0241,0.0009202430815,-7.004904643e-05,5.890750000639433e-09
483,0.02415,0.0009085558589,-7.031836702e-05,6.479450023397226e-09
484,0.0242,0.0008968176977,-7.058925388e-05,7.04884995598315e-09
485,0.02425,0.0008850235137,-7.086183547e-05,7.681849976438893e-09
486,0.0243,0.0008731683202,-7.113623791e-05,8.335100059805867e-09
487,0.02435,0.0008612472412,-7.14125847e-05,8.945600032429779e-09
488,0.0244,0.0008492554147,-7.169099908e-05,9.482349935634182e-09
489,0.02445,0.0008371880967,-7.197160149e-05,1.0148349957259106e-08
490,0.0245,0.0008250406743,-7.22545092e-05,1.0737149988560013e-08
491,0.02455,0.0008128085683,-7.253983874e-05,1.1259150061934675e-08
492,0.0246,0.000800487337,-7.282770333e-05,1.1793500076691388e-08
493,0.02465,0.0007880726888,-7.311821254e-05,1.2244399932338779e-08
494,0.0247,0.0007755603846,-7.341147473e-05,1.2767299883975625e-08
495,0.02475,0.0007629463415,-7.370759448e-05,1.327075007176437e-08
496,0.0248,0.0007502266442,-7.400667225e-05,1.3797100001551599e-08
497,0.02485,0.0007373974478,-7.430880687e-05,1.4248899969648843e-08
498,0.0249,0.0007244550803,-7.46140929e-05,1.469015010503727e-08
499,0.02495,0.000711396054,-7.492262043e-05,1.5126999935652363e-08
500,0.025,0.0006982169679,-7.523447742e-05,1.5508949993171817e-08
501,0.02505,0.0006849146089,-7.554974726e-05,1.5929450063699446e-08
502,0.0251,0.000671485964,-7.586850838e-05,1.6257000009199662e-08
503,0.02515,0.0006579281208,-7.619083679e-05,1.6560399949787363e-08
504,0.0252,0.0006442383692,-7.65168035e-05,1.6859599935754865e-08
505,0.02525,0.0006304142123,-7.684647427e-05,1.7256150021925654e-08
506,0.0253,0.0006164532666,-7.717991208e-05,1.7483300056818363e-08
507,0.02535,0.0006023533633,-7.751717458e-05,1.7706649955290255e-08
508,0.0254,0.0005881125583,-7.785831389e-05,1.797914992492794e-08
509,0.02545,0.0005737290321,-7.820337903e-05,1.8116050076733003e-08
510,0.0255,0.0005592011899,-7.855241346e-05,1.8294950005458277e-08
511,0.02555,0.0005445276717,-7.890545481e-05,1.8460850004925478e-08
512,0.0256,0.0005297072508,-7.92625374e-05,1.855040000948993e-08
513,0.02565,0.0005147389342,-7.962368974e-05,1.8742099951868374e-08
514,0.0257,0.0004996219707,-7.998893433e-05,1.8785349992569977e-08
515,0.02575,0.0004843557502,-8.035829012e-05,1.875009998306143e-08
516,0.0258,0.0004689399022,-8.073177013e-05,1.882610008337171e-08
517,0.02585,0.0004533743041,-8.110938116e-05,1.8827050063917328e-08
518,0.0259,0.0004376589793,-8.149112637e-05,1.881464995259763e-08
519,0.02595,0.000421794195,-8.187700282e-05,1.8772500001533465e-08
520,0.026,0.0004057804684,-8.226700131e-05,1.8709199954905498e-08
521,0.02605,0.0003896184485,-8.266110933e-05,1.8524250012391663e-08
522,0.0261,0.0003733090484,-8.305930774e-05,1.8299200056290377e-08
523,0.02615,0.000356853474,-8.346157007e-05,1.826200000248912e-08
524,0.0262,0.0003402530577,-8.386786666e-05,1.805384993239234e-08
525,0.02625,0.0003235093381,-8.427816262e-05,1.7794049974803605e-08
526,0.0263,0.0003066241006,-8.46924169e-05,1.757530007640007e-08
527,0.02635,0.0002895993706,-8.511058236e-05,1.7235300008369703e-08
528,0.0264,0.00027243732,-8.553260817e-05,1.7035000018233992e-08
529,0.02645,0.0002551403705,-8.59584372e-05,1.6660249917491154e-08
530,0.0265,0.0002377111919,-8.638800602e-05,1.627094998839229e-08
531,0.02655,0.0002201525976,-8.682124759e-05,1.597379997372861e-08
532,0.0266,0.0002024676398,-8.725808879e-05,1.5519899943319815e-08
533,0.02665,0.0001846596136,-8.769845036e-05,1.5106800020994737e-08
534,0.0267,0.0001667319518,-8.814224952e-05,1.4600900035896536e-08
535,0.02675,0.0001486883189,-8.858939759e-05,1.4134449988906228e-08
536,0.0268,0.0001305326149,-8.903979994e-05,1.3657450040685526e-08
537,0.02685,0.0001122688691,-8.949335857e-05,1.3057050034931406e-08
538,0.0269,9.390133419e-05,-8.994996982e-05,1.257959501670125e-08
539,0.02695,7.543448875e-05,-9.040952427e-05,1.2009375060378913e-08
540,0.027,5.687293085e-05,-9.087190938e-05,1.1332924990808957e-08
541,0.02705,3.822147102e-05,-9.13370072e-05,1.0748009995897867e-08
542,0.0271,1.94851349e-05,-9.180469428e-05,1.0109199881716546e-08
543,0.02715,6.69055587e-07,-9.227484434e-05,9.502793388987962e-09
544,0.0272,-1.82214336e-05,-9.274732599e-05,8.788950003543738e-09
545,0.02725,-3.718079719e-05,-9.322200261e-05,7.971405081158567e-09
546,0.0273,-5.620340572e-05,-9.369873513e-05,7.327140104720908e-09
547,0.02735,-7.528344347e-05,-9.417737967e-05,6.625764943646306e-09
548,0.0274,-9.441490713e-05,-9.46577875e-05,5.8139349740776725e-09
549,0.02745,-0.0001135917144,-9.513980777e-05,4.975300055623522e-09
550,0.0275,-0.0001328076122,-9.562328521e-05,4.218899916919039e-09
551,0.02755,-0.0001520561759,-9.610806011e-05,3.46205002166311e-09
552,0.0276,-0.0001713309184,-9.659397102e-05,2.5908000658020347e-09
553,0.02765,-0.0001906251985,-9.708085248e-05,1.7507499044250308e-09
554,0.0277,-0.000209932221,-9.756853502e-05,8.3950001984745e-10
555,0.02775,-0.0002292451455,-9.805684785e-05,-2.2749946024247514e-11
556,0.0278,-0.0002485569964,-9.854561666e-05,-8.232000497931935e-10
557,0.02785,-0.0002678606616,-9.903466352e-05,-1.7557999654888023e-09
558,0.0279,-0.0002871490037,-9.95238097e-05,-2.326849936687414e-09
559,0.02795,-0.0003064147681,-0.0001000128734,-3.484049986013371e-09
560,0.028,-0.0003256505841,-0.0001005016696,-4.992050033764128e-09
561,0.02805,-0.0003448490749,-0.0001009900131,-5.237450103820485e-09
562,0.0281,-0.0003640027669,-0.0001014777161,-6.283450051935979e-09
563,0.02815,-0.0003831040905,-0.000101964588,-7.945249975299662e-09
564,0.0282,-0.0004021454905,-0.0001024504386,-8.045249915919483e-09
565,0.02825,-0.0004211193357,-0.0001029350756,-8.99284994908267e-09
566,0.0283,-0.0004400179198,-0.0001034183044,-1.005990002064805e-08
567,0.02835,-0.0004588335721,-0.0001038999314,-1.1586050051651253e-08
568,0.0284,-0.000477558567,-0.0001043797611,-1.2583500050983298e-08
569,0.02845,-0.0004961851253,-0.0001048575969,-1.2987650033560727e-08
570,0.0285,-0.0005147055247,-0.000105333243,-1.3887349964436524e-08
571,0.02855,-0.0005331120098,-0.0001058065029,-1.4554899971028212e-08
572,0.0286,-0.0005513967949,-0.0001062771789,-1.647245000471753e-08
573,0.02865,-0.0005695521941,-0.0001067450757,-1.699704999316709e-08
574,0.0287,-0.0005875704825,-0.000107209997,-1.7416249989063437e-08
575,0.02875,-0.0006054438868,-0.0001076717448,-1.9168400035643463e-08
576,0.0288,-0.0006231647674,-0.0001081301244,-1.9833700045171487e-08
577,0.02885,-0.0006407255286,-0.0001085849421,-2.0814299950266957e-08
578,0.0289,-0.0006581185916,-0.0001090360042,-2.2170799956339193e-08
579,0.02895,-0.0006753364081,-0.0001094831178,-2.3154050048795893e-08
580,0.029,-0.0006923715594,-0.0001099260929,-2.367969999077235e-08
581,0.02905,-0.0007092166597,-0.0001103647403,-2.4054849938337508e-08
582,0.0291,-0.0007258643623,-0.0001107988714,-2.498114997327716e-08
583,0.02915,-0.0007423074709,-0.0001112283013,-2.6285449969409846e-08
584,0.0292,-0.0007585388485,-0.0001116528463,-2.8124249994848638e-08
585,0.02925,-0.0007745514177,-0.0001120723241,-2.858385007159514e-08
586,0.0293,-0.000790338272,-0.0001124865566,-2.8711000125969388e-08
587,0.02935,-0.000805892584,-0.0001128953673,-2.98669999999196e-08
588,0.0294,-0.0008212076063,-0.0001132985816,-3.0253149940068225e-08
589,0.02945,-0.0008362767818,-0.0001136960296,-3.076589991969636e-08
590,0.0295,-0.0008510936518,-0.0001140875435,-3.2525899982052686e-08
591,0.02955,-0.0008656518566,-0.0001144729579,-3.327830011123217e-08
592,0.0296,-0.0008799452452,-0.0001148521126,-3.337260001245318e-08
593,0.02965,-0.0008939677836,-0.00011522485,-3.4141799997410016e-08
594,0.0297,-0.0009077135542,-0.0001155910153,-3.542709993854115e-08
595,0.02975,-0.0009211768662,-0.0001159504592,-3.643309989635746e-08
596,0.0298,-0.0009343521622,-0.0001163030357,-3.613109999904551e-08
597,0.02985,-0.0009472340184,-0.000116648602,-3.6834200112766113e-08
598,0.0299,-0.0009598172535,-0.000116987021,-3.797675003636147e-08
599,0.02995,-0.0009720968358,-0.0001173181595,-3.8542900004413794e-08
600,0.03,-0.000984067882,-0.0001176418877,-3.959099995065607e-08
601,0.03005,-0.0009957257664,-0.0001179580822,-4.013319988144248e-08
602,0.0301,-0.001007066027,-0.0001182666236,-4.0413500033455174e-08
603,0.03015,-0.001018084364,-0.0001185673964,-4.068200004214012e-08
604,0.0302,-0.001028776749,-0.0001188602918,-4.037450007394333e-08
605,0.03025,-0.001039139328,-0.0001191452053,-4.141400003834783e-08
606,0.0303,-0.001049168424,-0.0001194220365,-4.246199995956712e-08
607,0.03035,-0.001058860641,-0.0001196906923,-4.257049994287054e-08
608,0.0304,-0.001068212769,-0.0001199510839,-4.2634500059708647e-08
609,0.03045,-0.001077221786,-0.0001202031273,-4.339299997709739e-08
610,0.0305,-0.001085884959,-0.0001204467454,-4.39794999090512e-08
611,0.03055,-0.001094199752,-0.0001206818663,-4.2875999990872604e-08
612,0.0306,-0.001102163823,-0.0001209084227,-4.3661500015272636e-08
613,0.03065,-0.001109775131,-0.0001211263546,-4.481550001152884e-08
614,0.0307,-0.001117031836,-0.0001213356073,-4.441799998297635e-08
615,0.03075,-0.001123932301,-0.000121536131,-4.490049999861245e-08
616,0.0308,-0.001130475191,-0.0001217278833,-4.509550008630417e-08
617,0.03085,-0.001136659383,-0.0001219108273,-4.444150005682504e-08
618,0.0309,-0.001142483958,-0.000122084931,-4.472900003767849e-08
619,0.03095,-0.001147948306,-0.0001222501701,-4.4902999949379685e-08
620,0.031,-0.001153052029,-0.0001224065257,-4.501450000856527e-08
621,0.03105,-0.001157794938,-0.000122553984,-4.471899999868717e-08
622,0.0311,-0.001162177154,-0.0001226925391,-4.507699986194824e-08
623,0.03115,-0.001166199012,-0.0001228221902,-4.575600008821859e-08
624,0.0312,-0.001169861055,-0.000122942942,-4.4777499927980274e-08
625,0.03125,-0.001173164157,-0.0001230548074,-4.45784999682404e-08
626,0.0313,-0.001176109385,-0.000123157804,-4.4692500106129074e-08
627,0.03135,-0.001178697973,-0.0001232519538,-4.373650002321289e-08
628,0.0314,-0.001180931488,-0.0001233372871,-4.399400003931436e-08
629,0.03145,-0.001182811746,-0.0001234138403,-4.4873000051848244e-08
630,0.0315,-0.001184340772,-0.0001234816553,-4.338600002266185e-08
631,0.03155,-0.001185520802,-0.0001235407794,-4.315099999584529e-08
632,0.0316,-0.001186354379,-0.0001235912672,-4.343949992530356e-08
633,0.03165,-0.001186844239,-0.0001236331787,-4.186949988029421e-08
634,0.0317,-0.001186993314,-0.0001236665786,-4.140699990892206e-08
635,0.03175,-0.001186804834,-0.0001236915391,-4.2417000070443973e-08
636,0.0318,-0.001186282222,-0.0001237081373,-4.211100022020239e-08
637,0.03185,-0.001185429086,-0.0001237164553,-4.079300003887766e-08
638,0.0319,-0.001184249323,-0.0001237165822,-4.0161499798539724e-08
639,0.03195,-0.001182747016,-0.000123708612,-3.900800000004e-08
640,0.032,-0.001180926421,-0.0001236926431,-3.8710500104336375e-08
641,0.03205,-0.001178792074,-0.0001236687809,-3.9536999902624846e-08
642,0.0321,-0.001176348683,-0.0001236371353,-3.8841499902585e-08
643,0.03215,-0.00117360112,-0.0001235978206,-3.731000005724027e-08
644,0.0322,-0.001170554522,-0.0001235509576,-3.6511000099355775e-08
645,0.03225,-0.001167214185,-0.0001234966713,-3.58424999879689e-08
646,0.0323,-0.001163585557,-0.0001234350906,-3.502850005974306e-08
647,0.03235,-0.001159674334,-0.0001233663508,-3.4666999836324014e-08
648,0.0324,-0.001155486359,-0.0001232905909,-3.417949987361696e-08
649,0.03245,-0.00115102761,-0.0001232079536,-3.25550000793845e-08
650,0.0325,-0.001146304298,-0.0001231185875,-3.189900002367567e-08
651,0.03255,-0.001141322765,-0.0001230226445,-3.2132500044860374e-08
652,0.0326,-0.001136089469,-0.0001229202797,-3.098450005638645e-08
653,0.03265,-0.001130611086,-0.0001228116539,-3.0043000119345936e-08
654,0.0327,-0.001124894403,-0.0001226969306,-2.8701500033416483e-08
655,0.03275,-0.001118946308,-0.0001225762763,-2.7654000025675862e-08
656,0.0328,-0.001112773885,-0.0001224498622,-2.7192499892428335e-08
657,0.03285,-0.001106384313,-0.0001223178624,-2.6406499869981864e-08
658,0.0329,-0.00109978485,-0.0001221804529,-2.5425000024174166e-08
659,0.03295,-0.001092982933,-0.0001220378146,-2.4216499965035165e-08
660,0.033,-0.001085986073,-0.0001218901302,-2.328650005722216e-08
661,0.03305,-0.001078801838,-0.0001217375842,-2.2919000097938735e-08
662,0.0331,-0.001071437957,-0.0001215803651,-2.1728499999696532e-08
663,0.03315,-0.001063902209,-0.0001214186632,-2.03544999930437e-08
664,0.0332,-0.001056202414,-0.0001212526696,-2.0206999924894664e-08
665,0.03325,-0.001048346525,-0.0001210825792,-1.876249987537229e-08
666,0.0333,-0.001040342528,-0.0001209085879,-1.7514000096984644e-08
667,0.03335,-0.001032198426,-0.0001207308921,-1.621300009481061e-08
668,0.0334,-0.001023922336,-0.0001205496914,-1.541799996181148e-08
669,0.03345,-0.001015522383,-0.0001203651856,-1.4191499989046896e-08
670,0.0335,-0.001007006688,-0.0001201775749,-1.3343999919791794e-08
671,0.03355,-0.000998383463,-0.0001199870616,-1.31814999150201e-08
672,0.0336,-0.0009896609058,-0.0001197938482,-1.107790013063839e-08
673,0.03365,-0.0009808471895,-0.0001195981367,-1.0369750083789875e-08
674,0.0337,-0.0009719505689,-0.0001194001311,-9.45944992475356e-09
675,0.03375,-0.0009629792542,-0.0001192000349,-8.502099986713862e-09
676,0.0338,-0.0009539413644,-0.0001189980491,-7.807199984589952e-09
677,0.03385,-0.0009448450787,-0.0001187943768,-6.514350035964622e-09
678,0.0339,-0.0009356985643,-0.0001185892207,-5.032150031739069e-09
679,0.03395,-0.0009265099217,-0.0001183827823,-3.810849953309048e-09
680,0.034,-0.0009172871837,-0.0001181752613,-3.266849944207062e-09
681,0.03405,-0.0009080384004,-0.0001179668583,-2.4001999771386395e-09
682,0.0341,-0.0008987715285,-0.0001177577716,-1.4142501258626594e-09
683,0.03415,-0.000889494423,-0.0001175481973,-6.864999818612105e-10
684,0.0342,-0.0008802149344,-0.0001173383314,4.078000185800401e-10
685,0.03425,-0.0008709408035,-0.0001171283676,1.9982499691387212e-09
686,0.0343,-0.0008616796488,-0.0001169184965,2.350600060950503e-09
687,0.03435,-0.0008524390628,-0.0001167089083,3.5935999618749714e-09
688,0.0344,-0.0008432265083,-0.0001164997903,4.170850057688691e-09
689,0.03445,-0.0008340493051,-0.0001162913261,4.597450051734009e-09
690,0.0345,-0.0008249147273,-0.0001160836987,6.061349881215927e-09
691,0.03455,-0.0008158298994,-0.0001158770873,6.975300003396467e-09
692,0.0346,-0.0008068017836,-0.0001156716673,8.583200052612872e-09
693,0.03465,-0.0007978372775,-0.0001154676127,9.661249945024097e-09
694,0.0347,-0.0007889431104,-0.0001152650933,9.069800001315631e-09
695,0.03475,-0.000780125831,-0.0001150642746,1.023450001570031e-08
696,0.0348,-0.0007713919058,-0.0001148653205,1.189709993194843e-08
697,0.03485,-0.0007627476156,-0.00011466839,1.1667200019473134e-08
698,0.0349,-0.0007541990439,-0.0001144736375,1.2553050105466868e-08
699,0.03495,-0.0007457521753,-0.0001142812152,1.3612350036659032e-08
700,0.035,-0.0007374127931,-0.0001140912702,1.3528450006072834e-08
701,0.03505,-0.0007291864676,-0.0001139039445,1.4116199894761983e-08
702,0.0351,-0.0007210786557,-0.0001137193775,1.599715001741539e-08
703,0.03515,-0.0007130945983,-0.0001135377033,1.6125850009485188e-08
704,0.0352,-0.00070523931,-0.0001133590502,1.634499988394794e-08
705,0.03525,-0.0006975176783,-0.0001131835439,1.7085850063762453e-08
706,0.0353,-0.0006899343623,-0.0001130113041,1.769385004441945e-08
707,0.03535,-0.0006824937828,-0.000112842445,1.8208599978503104e-08
708,0.0354,-0.0006752002219,-0.0001126770771,1.8914049981170328e-08
709,0.03545,-0.0006680577227,-0.0001125153054,1.9713649979796743e-08
710,0.0355,-0.0006610700796,-0.0001123572284,1.9960200051388072e-08
711,0.03555,-0.0006542409387,-0.0001122029413,1.983064999667647e-08
712,0.0356,-0.0006475736984,-0.0001120525329,1.9900800019186093e-08
713,0.03565,-0.0006410714997,-0.000111906086,2.1775149986521386e-08
714,0.0357,-0.0006347373283,-0.0001117636794,2.1660850000378845e-08
715,0.03575,-0.0006285739144,-0.0001116253854,2.074280006656229e-08
716,0.0358,-0.0006225837255,-0.0001114912701,2.1962249994750965e-08
717,0.03585,-0.0006167690671,-0.0001113613956,2.256645003024041e-08
718,0.0359,-0.0006111319851,-0.0001112358173,2.2282449979767194e-08
719,0.03595,-0.000605674258,-0.0001111145842,2.2421000008855663e-08
720,0.036,-0.0006003974989,-0.0001109977411,2.3125549961089398e-08
721,0.03605,-0.0005953030585,-0.0001108853264,2.2870749997842832e-08
722,0.0361,-0.0005903920173,-0.0001107773715,2.2166349967350785e-08
723,0.03615,-0.0005856652898,-0.000110673904,2.3055099915552518e-08
724,0.0362,-0.0005811235265,-0.0001105749448,2.3186750071173268e-08
725,0.03625,-0.00057676711,-0.000110480508,2.344500003512162e-08
726,0.0363,-0.0005725962745,-0.0001103906042,2.3237749939130498e-08
727,0.03635,-0.0005686109725,-0.0001103052367,2.2813749950582538e-08
728,0.0364,-0.0005648108493,-0.0001102244014,2.3800350046907295e-08
729,0.03645,-0.0005611954116,-0.0001101480906,2.314420009027346e-08
730,0.0365,-0.0005577639459,-0.0001100762909,2.270204999248876e-08
731,0.03655,-0.0005545154809,-0.0001100089828,2.2959549943754945e-08
732,0.0366,-0.0005514487951,-0.0001099461402,2.2102449964657087e-08
733,0.03665,-0.0005485625109,-0.0001098877332,2.21945500495941e-08
734,0.0367,-0.0005458549933,-0.0001098337255,2.2278350075540312e-08
735,0.03675,-0.0005433243518,-0.0001097840742,2.149909989791754e-08
736,0.0368,-0.0005409685466,-0.0001097387327,2.1176700019747384e-08
737,0.03685,-0.000538785294,-0.0001096976483,2.1152999996141425e-08
738,0.0369,-0.0005367720634,-0.000109660762,2.141829994611877e-08
739,0.03695,-0.0005349261842,-0.0001096280113,2.0857900085487907e-08
740,0.037,-0.0005332447516,-0.0001095993276,2.0499200020394556e-08
741,0.03705,-0.0005317246247,-0.0001095746366,2.031264996807912e-08
742,0.0371,-0.0005303625331,-0.0001095538604,1.8783449947073604e-08
743,0.03715,-0.0005291549845,-0.0001095369156,1.8307749949180406e-08
744,0.0372,-0.0005280982619,-0.0001095237132,1.799405006670373e-08
745,0.03725,-0.000527188532,-0.000109514161,1.8084000019083935e-08
746,0.0373,-0.0005264217525,-0.0001095081617,1.7523749943205817e-08
747,0.03735,-0.0005257936704,-0.0001095056123,1.66398000740124e-08
748,0.0374,-0.0005252999306,-0.0001095064075,1.670970009527619e-08
749,0.03745,-0.0005249359837,-0.0001095104368,1.5433149905936215e-08
750,0.0375,-0.0005246970849,-0.0001095175847,1.4657549920115906e-08
751,0.03755,-0.0005245784029,-0.0001095277336,1.4923550091115907e-08
752,0.0376,-0.0005245749284,-0.0001095407612,1.3910800020786387e-08
753,0.03765,-0.0005246814734,-0.0001095565405,1.2313299911864781e-08
754,0.0377,-0.0005248927802,-0.0001095749428,1.230989994508748e-08
755,0.03775,-0.0005252034306,-0.0001095958353,1.1959700063081911e-08
756,0.0378,-0.0005256078455,-0.0001096190808,1.1102250022912343e-08
757,0.03785,-0.0005261003945,-0.0001096445409,1.0952750015215569e-08
758,0.0379,-0.0005266753049,-0.0001096720734,9.422550054441481e-09
759,0.03795,-0.0005273266622,-0.0001097015323,7.993900005701451e-09
760,0.038,-0.0005280485196,-0.0001097327709,8.365199906466142e-09
761,0.03805,-0.0005288348077,-0.0001097656392,7.821149942315378e-09
762,0.0381,-0.0005296793347,-0.0001097999838,6.032650002262517e-09
763,0.03815,-0.0005305758969,-0.000109835651,5.7515500010221765e-09
764,0.0382,-0.0005315181879,-0.0001098724845,5.231050045060616e-09
