"Time","Subsystem #1|CTLs|Vars|PGEN","Subsystem #1|Machines|M1|LOADANG1","Subsystem #1|Machines|M1|PMACH","Subsystem #1|Machines|M1|W"
0.0,1.432542894E-9,0.005719626773,1.4325429E-9,313.9999184
5.0E-5,1.432542895E-9,0.005719626614,1.432542894E-9,313.9999184
1.0E-4,1.432542894E-9,0.005719626773,1.4325429E-9,313.9999184
1.5E-4,1.432542895E-9,0.005719626614,1.432542894E-9,313.9999184
2.0E-4,1.432542894E-9,0.005719626772,1.4325429E-9,313.9999184
2.5E-4,1.432542895E-9,0.005719626615,1.432542894E-9,313.9999184
3.0E-4,1.432542894E-9,0.005719626771,1.4325429E-9,313.9999184
3.5E-4,1.432542895E-9,0.005719626616,1.432542894E-9,313.9999184
4.0E-4,1.432542894E-9,0.00571962677,1.4325429E-9,313.9999184
4.5E-4,1.432542895E-9,0.005719626617,1.432542894E-9,313.9999184
5.0E-4,1.432542894E-9,0.00571962677,1.4325429E-9,313.9999184
5.5E-4,1.432542895E-9,0.005719626618,1.432542894E-9,313.9999184
6.0E-4,1.432542894E-9,0.005719626769,1.4325429E-9,313.9999184
6.5E-4,1.432542895E-9,0.005719626619,1.432542894E-9,313.9999184
7.0E-4,1.432542894E-9,0.005719626768,1.4325429E-9,313.9999184
7.5E-4,1.432542895E-9,0.00571962662,1.432542894E-9,313.9999184
8.0E-4,1.432542894E-9,0.005719626766,1.4325429E-9,313.9999184
8.5E-4,1.432542895E-9,0.005719626622,1.432542894E-9,313.9999184
9.0E-4,1.432542894E-9,0.005719626765,1.4325429E-9,313.9999184
9.5E-4,1.432542895E-9,0.005719626623,1.432542894E-9,313.9999184
0.001,1.432542894E-9,0.005719626764,1.4325429E-9,313.9999184
0.00105,1.432542895E-9,0.005719626624,1.432542895E-9,313.9999184
0.0011,1.432542894E-9,0.005719626763,1.4325429E-9,313.9999184
0.00115,1.432542895E-9,0.005719626626,1.432542895E-9,313.9999184
0.0012,1.432542894E-9,0.005719626761,1.4325429E-9,313.9999184
0.00125,1.432542895E-9,0.005719626627,1.432542895E-9,313.9999184
0.0013,1.432542894E-9,0.00571962676,1.4325429E-9,313.9999184
0.00135,1.432542895E-9,0.005719626629,1.432542895E-9,313.9999184
0.0014,1.432542894E-9,0.005719626758,1.4325429E-9,313.9999184
0.00145,1.432542895E-9,0.005719626631,1.432542895E-9,313.9999184
0.0015,1.432542894E-9,0.005719626757,1.4325429E-9,313.9999184
0.00155,1.432542895E-9,0.005719626632,1.432542895E-9,313.9999184
0.0016,1.432542894E-9,0.005719626755,1.4325429E-9,313.9999184
0.00165,1.432542895E-9,0.005719626634,1.432542895E-9,313.9999184
0.0017,1.432542894E-9,0.005719626753,1.4325429E-9,313.9999184
0.00175,1.432542895E-9,0.005719626636,1.432542895E-9,313.9999184
0.0018,1.432542894E-9,0.005719626752,1.4325429E-9,313.9999184
0.00185,1.432542895E-9,0.005719626638,1.432542895E-9,313.9999184
0.0019,1.432542894E-9,0.00571962675,1.432542899E-9,313.9999184
0.00195,1.432542895E-9,0.00571962664,1.432542895E-9,313.9999184
0.002,1.432542894E-9,0.005719626748,1.432542899E-9,313.9999184
0.00205,1.432542895E-9,0.005719626642,1.432542895E-9,313.9999184
0.0021,1.432542894E-9,0.005719626746,1.432542899E-9,313.9999184
0.00215,1.432542895E-9,0.005719626644,1.432542895E-9,313.9999184
0.0022,1.432542894E-9,0.005719626744,1.432542899E-9,313.9999184
0.00225,1.432542895E-9,0.005719626646,1.432542895E-9,313.9999184
0.0023,1.432542894E-9,0.005719626742,1.432542899E-9,313.9999184
0.00235,1.432542895E-9,0.005719626648,1.432542895E-9,313.9999184
0.0024,1.432542894E-9,0.00571962674,1.432542899E-9,313.9999184
