"Time","Subsystem #1|CTLs|Vars|Tm","Subsystem #1|Machines|M|TESTSPDOUT","Subsystem #1|Machines|M|TESTTELECT"
0.0,0.886130367,0.8604891979,0.6993005677
5.0E-5,0.8861370194,0.8604926606,0.6992975126
1.0E-4,0.8861436294,0.8604961234,0.6992944515
1.5E-4,0.8861501969,0.8604995864,0.6992913846
2.0E-4,0.886156722,0.8605030495,0.6992883123
2.5E-4,0.8861632047,0.8605065128,0.6992852347
3.0E-4,0.886169645,0.8605099762,0.6992821521
3.5E-4,0.8861760428,0.8605134398,0.6992790647
4.0E-4,0.8861823983,0.8605169035,0.6992759727
4.5E-4,0.8861887114,0.8605203673,0.6992728765
5.0E-4,0.8861949821,0.8605238313,0.6992697763
5.5E-4,0.8862012104,0.8605272955,0.6992666722
6.0E-4,0.8862073964,0.8605307598,0.6992635647
6.5E-4,0.88621354,0.8605342243,0.699260454
7.0E-4,0.8862196413,0.8605376889,0.6992573403
7.5E-4,0.8862257003,0.8605411536,0.6992542239
8.0E-4,0.886231717,0.8605446185,0.6992511051
8.5E-4,0.8862376913,0.8605480835,0.6992479841
9.0E-4,0.8862436234,0.8605515487,0.6992448612
9.5E-4,0.8862495131,0.860555014,0.6992417367
0.001,0.8862553606,0.8605584795,0.6992386109
0.00105,0.8862611659,0.8605619451,0.6992354839
0.0011,0.8862669288,0.8605654108,0.6992323561
0.00115,0.8862726496,0.8605688767,0.6992292278
0.0012,0.8862783281,0.8605723428,0.6992260992
0.00125,0.8862839643,0.8605758089,0.6992229705
0.0013,0.8862895584,0.8605792752,0.699219842
0.00135,0.8862951103,0.8605827416,0.699216714
0.0014,0.8863006199,0.8605862082,0.6992135866
0.00145,0.8863060874,0.8605896749,0.6992104602
0.0015,0.8863115128,0.8605931417,0.699207335
0.00155,0.8863168959,0.8605966087,0.6992042112
0.0016,0.8863222369,0.8606000758,0.699201089
0.00165,0.8863275358,0.8606035431,0.6991979686
0.0017,0.8863327925,0.8606070104,0.6991948503
0.00175,0.8863380072,0.8606104779,0.6991917343
0.0018,0.8863431797,0.8606139456,0.6991886208
0.00185,0.8863483101,0.8606174133,0.6991855099
0.0019,0.8863533984,0.8606208812,0.6991824019
0.00195,0.8863584447,0.8606243492,0.699179297
0.002,0.8863634489,0.8606278174,0.6991761953
0.00205,0.886368411,0.8606312856,0.699173097
0.0021,0.8863733311,0.860634754,0.6991700023
0.00215,0.8863782092,0.8606382226,0.6991669113
0.0022,0.8863830453,0.8606416912,0.6991638242
0.00225,0.8863878393,0.86064516,0.6991607411
0.0023,0.8863925913,0.8606486289,0.6991576623
0.00235,0.8863973014,0.8606520979,0.6991545877
0.0024,0.8864019695,0.860655567,0.6991515176
0.00245,0.8864065956,0.8606590363,0.6991484521
0.0025,0.8864111797,0.8606625056,0.6991453912
0.00255,0.886415722,0.8606659751,0.6991423352
0.0026,0.8864202222,0.8606694447,0.6991392841
0.00265,0.8864246806,0.8606729145,0.6991362379
0.0027,0.886429097,0.8606763843,0.6991331969
0.00275,0.8864334716,0.8606798543,0.6991301611
0.0028,0.8864378042,0.8606833243,0.6991271305
0.00285,0.886442095,0.8606867945,0.6991241052
0.0029,0.8864463439,0.8606902648,0.6991210854
0.00295,0.886450551,0.8606937352,0.6991180711
0.003,0.8864547162,0.8606972057,0.6991150623
0.00305,0.8864588396,0.8607006764,0.6991120591
0.0031,0.8864629212,0.8607041471,0.6991090616
0.00315,0.8864669609,0.860707618,0.6991060698
0.0032,0.8864709589,0.8607110889,0.6991030837
0.00325,0.8864749151,0.86071456,0.6991001034
0.0033,0.8864788295,0.8607180312,0.6990971289
0.00335,0.8864827021,0.8607215025,0.6990941602
0.0034,0.886486533,0.8607249739,0.6990911974
0.00345,0.8864903221,0.8607284454,0.6990882405
0.0035,0.8864940696,0.8607319169,0.6990852895
0.00355,0.8864977752,0.8607353886,0.6990823444
0.0036,0.8865014392,0.8607388604,0.6990794052
0.00365,0.8865050615,0.8607423324,0.699076472
0.0037,0.8865086422,0.8607458044,0.6990735447
0.00375,0.8865121811,0.8607492765,0.6990706234
0.0038,0.8865156784,0.8607527487,0.699067708
0.00385,0.886519134,0.860756221,0.6990647985
0.0039,0.886522548,0.8607596934,0.6990618949
0.00395,0.8865259204,0.8607631658,0.6990589972
0.004,0.8865292512,0.8607666384,0.6990561054
0.00405,0.8865325403,0.8607701111,0.6990532195
0.0041,0.8865357879,0.8607735839,0.6990503395
0.00415,0.8865389939,0.8607770568,0.6990474653
0.0042,0.8865421583,0.8607805297,0.6990445969
0.00425,0.8865452812,0.8607840028,0.6990417342
0.0043,0.8865483625,0.8607874759,0.6990388774
0.00435,0.8865514023,0.8607909492,0.6990360262
0.0044,0.8865544006,0.8607944225,0.6990331808
0.00445,0.8865573574,0.8607978959,0.699030341
