"Time","Subsystem #1|CTLs|Vars|Isderr8","Subsystem #1|CTLs|Vars|udA8"
0.00755,2.876653481E-9,0.0
0.0076,2.876240229E-9,0.0
0.00765,2.875826694E-9,0.0
0.0077,2.875412875E-9,0.0
0.00775,2.874998772E-9,0.0
0.0078,2.874584385E-9,0.0
0.00785,2.874169714E-9,0.0
0.0079,2.87375476E-9,0.0
0.00795,2.873339522E-9,0.0
0.008,2.872924001E-9,0.0
0.00805,2.872508196E-9,0.0
0.0081,2.872092107E-9,0.0
0.00815,2.871675736E-9,0.0
0.0082,2.87125908E-9,0.0
0.00825,2.870842142E-9,0.0
0.0083,2.87042492E-9,0.0
0.00835,2.870007415E-9,0.0
0.0084,2.869589626E-9,0.0
0.00845,2.869171555E-9,0.0
0.0085,2.868753201E-9,0.0
0.00855,2.868334563E-9,0.0
0.0086,2.867915642E-9,0.0
0.00865,2.867496439E-9,0.0
0.0087,2.867076952E-9,0.0
0.00875,2.866657182E-9,0.0
0.0088,2.86623713E-9,0.0
0.00885,2.865816795E-9,0.0
0.0089,2.865396176E-9,0.0
0.00895,2.864975275E-9,0.0
0.009,2.864554092E-9,0.0
0.00905,2.864132625E-9,0.0
0.0091,2.863710876E-9,0.0
0.00915,2.863288844E-9,0.0
0.0092,2.862866529E-9,0.0
0.00925,2.862443932E-9,0.0
0.0093,2.862021052E-9,0.0
0.00935,2.86159789E-9,0.0
0.0094,2.861174445E-9,0.0
0.00945,2.860750718E-9,0.0
0.0095,2.860326708E-9,0.0
0.00955,2.859902417E-9,0.0
0.0096,2.859477842E-9,0.0
0.00965,2.859052986E-9,0.0
0.0097,2.858627847E-9,0.0
0.00975,2.858202426E-9,0.0
0.0098,2.857776723E-9,0.0
0.00985,2.857350738E-9,0.0
0.0099,2.856924471E-9,0.0
0.00995,2.856497921E-9,0.0
0.01,2.85607109E-9,0.0
0.01005,2.855643977E-9,0.0
0.0101,2.855216582E-9,0.0
0.01015,2.859961499E-9,0.0
0.0102,0.06639950916,0.0
0.01025,0.200108641,0.0
0.0103,0.3356166045,0.0
0.01035,0.406499318,0.0
0.0104,0.4116900541,0.0
0.01045,0.4161364053,0.0
0.0105,0.4207384214,0.0
0.01055,0.4255709327,0.0
0.0106,0.4302939837,0.0
0.01065,0.4347565126,0.0
0.0107,0.439016786,0.0
0.01075,0.4431009609,0.0
0.0108,0.4470272693,0.0
0.01085,0.4508133317,0.0
0.0109,0.4544736384,0.0
0.01095,0.4580178668,0.0
0.011,0.4614530248,0.0
0.01105,0.4647841561,0.0
0.0111,0.4680154328,0.0
0.01115,0.4711501906,0.0
0.0112,0.4741915109,0.0
0.01125,0.4771420482,0.0
0.0113,0.4800044176,0.0
0.01135,0.4827809719,0.0
0.0114,0.4854740935,0.0
0.01145,0.4880859744,0.0
0.0115,0.490618853,0.0
0.01155,0.4930748137,0.0
0.0116,0.4954559852,0.0
0.01165,0.497764363,0.0
0.0117,0.5000019803,0.0
0.01175,0.5021707522,0.0
0.0118,0.5042726223,0.0
0.01185,0.506309428,0.0
0.0119,0.5082830271,0.0
0.01195,0.5101951813,0.0
0.012,0.5120476651,0.0
0.01205,0.5138421655,0.0
0.0121,0.5155803761,0.0
0.01215,0.5172639108,0.0
0.0122,0.5188943848,0.0
0.01225,0.52047334,0.0
0.0123,0.5220023156,0.0
0.01235,0.5234827835,0.0
0.0124,0.5249162089,0.0
0.01245,0.5263039957,0.0
0.0125,0.5276475378,0.0
0.01255,0.5289481727,0.0
0.0126,0.5302072254,0.0
0.01265,0.5314259692,0.0
0.0127,0.5326056629,0.0
0.01275,0.5337482927,0.0
0.0128,0.5348560006,0.0
0.01285,0.5359301387,0.0
0.0129,0.5369719478,0.0
0.01295,0.5379826178,0.0
0.013,0.5389633125,0.0
0.01305,0.5399151494,0.0
0.0131,0.5408392199,0.0
0.01315,0.5417365726,0.0
0.0132,0.5426082306,0.0
0.01325,0.5434551772,0.0
0.0133,0.5442783707,0.0
0.01335,0.5450787326,0.0
0.0134,0.5458571601,0.0
0.01345,0.546614516,0.0
0.0135,0.5473516397,0.0
0.01355,0.5480693388,0.0
0.0136,0.5487683982,0.0
0.01365,0.5494495732,0.0
0.0137,0.5501135972,0.0
0.01375,0.5507611765,0.0
0.0138,0.5513929958,0.0
0.01385,0.5520097151,0.0
0.0139,0.5526119739,0.0
0.01395,0.5532003879,0.0
0.014,0.553775554,0.0
0.01405,0.5543380469,0.0
0.0141,0.5548884234,0.0
0.01415,0.5554272196,0.0
0.0142,0.5559549544,0.0
0.01425,0.5564721277,0.0
0.0143,0.556979223,0.0
0.01435,0.5574767064,0.0
0.0144,0.5579650283,0.0
0.01445,0.5584446227,0.0
0.0145,0.5589159093,0.0
0.01455,0.5593792924,0.0
0.0146,0.5598351625,0.0
0.01465,0.5602838962,0.0
0.0147,0.5607258572,0.0
0.01475,0.5611613959,0.0
0.0148,0.5615908509,0.0
0.01485,0.5620145485,0.0
0.0149,0.5624328036,0.0
0.01495,0.5628459202,0.0
0.015,0.5632541914,0.0
0.01505,0.5636579,0.0
0.0151,0.5640573191,0.0
0.01515,0.5644527121,0.0
0.0152,0.5648443329,0.0
0.01525,0.5652324272,0.0
0.0153,0.5656172315,0.0
0.01535,0.5659989744,0.0
0.0154,0.5663778767,0.0
0.01545,0.5667541514,0.0
0.0155,0.5671280042,0.0
0.01555,0.567499634,0.0
0.0156,0.5678692328,0.0
0.01565,0.5682369861,0.0
0.0157,0.5686030734,0.0
0.01575,0.568967668,0.0
0.0158,0.5693309376,0.0
0.01585,0.5696930444,0.0
0.0159,0.5700541455,0.0
0.01595,0.5704143926,0.0
0.016,0.570773933,0.0
0.01605,0.5711329092,0.0
0.0161,0.571491459,0.0
0.01615,0.5718497164,0.0
0.0162,0.5722078111,0.0
0.01625,0.572565869,0.0
0.0163,0.5729240122,0.0
0.01635,0.5732823594,0.0
0.0164,0.5736410256,0.0
0.01645,0.5740001227,0.0
0.0165,0.5743597596,0.0
0.01655,0.5747200421,0.0
0.0166,0.575081073,0.0
0.01665,0.5754429528,0.0
0.0167,0.5758057789,0.0
0.01675,0.5761696463,0.0
0.0168,0.5765346477,0.0
0.01685,0.5769008735,0.0
0.0169,0.5772684116,0.0
0.01695,0.5776373482,0.0
0.017,0.578007767,0.0
0.01705,0.57837975,0.0
0.0171,0.5787533772,0.0
0.01715,0.5791287269,0.0
0.0172,0.5795058753,0.0
0.01725,0.5798848972,0.0
0.0173,0.5802658655,0.0
0.01735,0.5806488516,0.0
0.0174,0.5810339253,0.0
0.01745,0.5814211549,0.0
0.0175,0.581810607,0.0
0.01755,0.582202347,0.0
0.0176,0.5825964387,0.0
0.01765,0.5829929444,0.0
0.0177,0.5833919251,0.0
0.01775,0.5837934405,0.0
0.0178,0.5841975487,0.0
0.01785,0.5846043067,0.0
0.0179,0.58501377,0.0
0.01795,0.5854259926,0.0
0.018,0.5858410274,0.0
0.01805,0.5862589258,0.0
0.0181,0.586679738,0.0
0.01815,0.5871035126,0.0
0.0182,0.5875302971,0.0
0.01825,0.5879601374,0.0
0.0183,0.588393078,0.0
0.01835,0.5888291622,0.0
0.0184,0.5892684316,0.0
0.01845,0.5897109267,0.0
0.0185,0.5901566862,0.0
0.01855,0.5906057473,0.0
0.0186,0.591058146,0.0
0.01865,0.5915139166,0.0
0.0187,0.5919730917,0.0
0.01875,0.5924357026,0.0
0.0188,0.5929017787,0.0
0.01885,0.5933713479,0.0
0.0189,0.5938444364,0.0
0.01895,0.5943210688,0.0
0.019,0.5948012678,0.0
0.01905,0.5952850543,0.0
0.0191,0.5957724477,0.0
0.01915,0.5962634654,0.0
0.0192,0.5967581229,0.0
0.01925,0.597256434,0.0
0.0193,0.5977584105,0.0
0.01935,0.598264062,0.0
0.0194,0.5987733967,0.0
0.01945,0.5992864204,0.0
0.0195,0.5998031369,0.0
0.01955,0.6003235481,0.0
0.0196,0.6008476537,0.0
0.01965,0.6013754515,0.0
0.0197,0.601906937,0.0
0.01975,0.6024421037,0.0
0.0198,0.6029809427,0.0
0.01985,0.6035234434,0.0
0.0199,0.6040695925,0.0
0.01995,0.6046193748,0.0
0.02,0.6051727728,0.0
0.02005,0.6057297668,0.0
0.0201,0.6062903347,0.0
0.02015,0.6068544525,0.0
0.0202,0.6074220937,0.0
0.02025,0.6079932294,0.0
0.0203,0.6085678288,0.0
0.02035,0.6091458586,0.0
0.0204,0.6097272833,0.0
0.02045,0.6103120652,0.0
0.0205,0.6109001644,0.0
0.02055,0.6114915384,0.0
0.0206,0.6120861431,0.0
0.02065,0.6126839317,0.0
0.0207,0.6132848552,0.0
0.02075,0.613888863,0.0
0.0208,0.6144959017,0.0
0.02085,0.615105916,0.0
0.0209,0.6157188487,0.0
0.02095,0.6163346402,0.0
0.021,0.6169532292,0.0
0.02105,0.6175745521,0.0
0.0211,0.6181985436,0.0
0.02115,0.6188251363,0.0
0.0212,0.619454261,0.0
0.02125,0.6200858466,0.0
0.0213,0.6207198204,0.0
0.02135,0.6213561077,0.0
0.0214,0.6219946324,0.0
0.02145,0.6226353165,0.0
0.0215,0.6232780808,0.0
0.02155,0.6239228441,0.0
0.0216,0.6245695241,0.0
0.02165,0.6252180371,0.0
0.0217,0.625868298,0.0
0.02175,0.6265202206,0.0
0.0218,0.6271737173,0.0
0.02185,0.6278286997,0.0
0.0219,0.6284850782,0.0
0.02195,0.6291427622,0.0
0.022,0.6298016605,0.0
0.02205,0.6304616808,0.0
0.0221,0.6311227303,0.0
0.02215,0.6317847157,0.0
0.0222,0.6324475429,0.0
0.02225,0.6331111174,0.0
0.0223,0.6337753448,0.0
0.02235,0.6344401299,0.0
0.0224,0.6351053775,0.0
0.02245,0.6357709926,0.0
0.0225,0.63643688,0.0
0.02255,0.6371029444,0.0
0.0226,0.6377690913,0.0
0.02265,0.6384352262,0.0
0.0227,0.6391012548,0.0
0.02275,0.6397670837,0.0
0.0228,0.64043262,0.0
0.02285,0.6410977713,0.0
0.0229,0.6417624463,0.0
0.02295,0.6424265547,0.0
0.023,0.6430900066,0.0
0.02305,0.643752714,0.0
0.0231,0.6444145897,0.0
0.02315,0.6450755477,0.0
0.0232,0.6457355037,0.0
0.02325,0.6463943747,0.0
0.0233,0.6470520794,0.0
0.02335,0.6477085382,0.0
0.0234,0.6483636733,0.0
0.02345,0.6490174085,0.0
0.0235,0.6496696702,0.0
0.02355,0.6503203863,0.0
0.0236,0.6509694871,0.0
0.02365,0.651616905,0.0
0.0237,0.652262575,0.0
0.02375,0.6529064342,0.0
0.0238,0.6535484224,0.0
0.02385,0.654188482,0.0
0.0239,0.6548265577,0.0
0.02395,0.6554625976,0.0
0.024,0.656096552,0.0
0.02405,0.6567283741,0.0
0.0241,0.6573580204,0.0
0.02415,0.6579854502,0.0
0.0242,0.6586106261,0.0
0.02425,0.6592335133,0.0
0.0243,0.6598540807,0.0
0.02435,0.6604723004,0.0
0.0244,0.6610881473,0.0
0.02445,0.6617016003,0.0
0.0245,0.6623126412,0.0
0.02455,0.6629212553,0.0
0.0246,0.6635274316,0.0
0.02465,0.6641311625,0.0
0.0247,0.6647324434,0.0
0.02475,0.6653312742,0.0
0.0248,0.6659276577,0.0
0.02485,0.6665216002,0.0
0.0249,0.6671131121,0.0
0.02495,0.6677022072,0.0
0.025,0.6682889026,0.0
0.02505,0.6688732195,0.0
0.0251,0.6694551826,0.0
0.02515,0.6700348198,0.0
0.0252,0.6706121632,0.0
0.02525,0.6711872481,0.0
0.0253,0.6717601135,0.0
0.02535,0.672330802,0.0
0.0254,0.6728993596,0.0
0.02545,0.6734658359,0.0
0.0255,0.6740302838,0.0
0.02555,0.67459276,0.0
0.0256,0.675153324,0.0
0.02565,0.6757120392,0.0
0.0257,0.676268972,0.0
0.02575,0.6768241918,0.0
0.0258,0.6773777717,0.0
0.02585,0.6779297877,0.0
0.0259,0.6784803184,0.0
0.02595,0.6790294461,0.0
0.026,0.6795772555,0.0
0.02605,0.680123834,0.0
0.0261,0.6806692724,0.0
0.02615,0.6812136636,0.0
0.0262,0.6817571029,0.0
0.02625,0.6822996886,0.0
0.0263,0.6828415211,0.0
0.02635,0.6833827028,0.0
0.0264,0.6839233389,0.0
0.02645,0.6844635362,0.0
0.0265,0.6850034032,0.0
0.02655,0.6855430509,0.0
0.0266,0.6860825916,0.0
0.02665,0.6866221391,0.0
0.0267,0.6871618092,0.0
0.02675,0.6877017185,0.0
0.0268,0.688241985,0.0
0.02685,0.688782728,0.0
0.0269,0.6893240676,0.0
0.02695,0.6898661244,0.0
0.027,0.6904090204,0.0
0.02705,0.6909528776,0.0
0.0271,0.6914978186,0.0
0.02715,0.6920439663,0.0
0.0272,0.6925914437,0.0
0.02725,0.6931403738,0.0
0.0273,0.6936908794,0.0
0.02735,0.6942430833,0.0
0.0274,0.6947971072,0.0
0.02745,0.6953530729,0.0
0.0275,0.6959111012,0.0
0.02755,0.6964713117,0.0
0.0276,0.6970338235,0.0
0.02765,0.6975987543,0.0
0.0277,0.6981662201,0.0
0.02775,0.6987363361,0.0
0.0278,0.6993092154,0.0
0.02785,0.6998849691,0.0
0.0279,0.7004637072,0.0
0.02795,0.7010455369,0.0
0.028,0.7016305633,0.0
0.02805,0.7022188895,0.0
0.0281,0.7028106158,0.0
0.02815,0.7034058396,0.0
0.0282,0.7040046563,0.0
0.02825,0.7046071577,0.0
0.0283,0.7052134326,0.0
0.02835,0.7058235671,0.0
0.0284,0.7064376435,0.0
0.02845,0.7070557408,0.0
0.0285,0.7076779346,0.0
0.02855,0.7083042968,0.0
0.0286,0.708934895,0.0
0.02865,0.7095697936,0.0
0.0287,0.7102090526,0.0
0.02875,0.7108527277,0.0
0.0288,0.7115008707,0.0
0.02885,0.712153529,0.0
0.0289,0.7128107455,0.0
0.02895,0.7134725584,0.0
0.029,0.7141390018,0.0
0.02905,0.7148101047,0.0
0.0291,0.7154858911,0.0
0.02915,0.7161663807,0.0
0.0292,0.7168515882,0.0
0.02925,0.7175415227,0.0
0.0293,0.7182361891,0.0
0.02935,0.7189355867,0.0
0.0294,0.7196397097,0.0
0.02945,0.7203485474,0.0
0.0295,0.7210620837,0.0
0.02955,0.721780297,0.0
0.0296,0.7225031609,0.0
0.02965,0.7232306435,0.0
0.0297,0.7239627072,0.0
0.02975,0.72469931,0.0
0.0298,0.7254404037,0.0
0.02985,0.7261859351,0.0
0.0299,0.726935846,0.0
0.02995,0.7276900725,0.0
0.03,0.7284485453,0.0
0.03005,0.7292111905,0.0
0.0301,0.7299779285,0.0
0.03015,0.7307486745,0.0
0.0302,0.7315233391,0.0
0.03025,0.7323018273,0.0
0.0303,0.7330840391,0.0
0.03035,0.73386987,0.0
0.0304,0.7346592105,0.0
0.03045,0.7354519457,0.0
0.0305,0.736247957,0.0
0.03055,0.7370471206,0.0
0.0306,0.7378493079,0.0
0.03065,0.7386543867,0.0
0.0307,0.7394622198,0.0
0.03075,0.7402726659,0.0
0.0308,0.74108558,0.0
0.03085,0.7419008129,0.0
0.0309,0.7427182113,0.0
0.03095,0.7435376188,0.0
0.031,0.7443588751,0.0
0.03105,0.7451818163,0.0
0.0311,0.7460062756,0.0
0.03115,0.7468320832,0.0
0.0312,0.7476590658,0.0
0.03125,0.7484870478,0.0
0.0313,0.7493158511,0.0
0.03135,0.7501452944,0.0
0.0314,0.7509751949,0.0
0.03145,0.7518053676,0.0
0.0315,0.7526356255,0.0
0.03155,0.7534657798,0.0
0.0316,0.7542956404,0.0
0.03165,0.7551250158,0.0
0.0317,0.7559537132,0.0
0.03175,0.7567815391,0.0
0.0318,0.7576082994,0.0
0.03185,0.7584337989,0.0
0.0319,0.7592578428,0.0
0.03195,0.7600802359,0.0
0.032,0.7609007828,0.0
0.03205,0.761719289,0.0
0.0321,0.7625355603,0.0
0.03215,0.7633494028,0.0
0.0322,0.7641606245,0.0
0.03225,0.7649690339,0.0
0.0323,0.7657744408,0.0
0.03235,0.7665766571,0.0
0.0324,0.7673754963,0.0
0.03245,0.7681707737,0.0
0.0325,0.7689623072,0.0
0.03255,0.7697499172,0.0
0.0326,0.7705334263,0.0
0.03265,0.7713126605,0.0
0.0327,0.7720874487,0.0
0.03275,0.7728576228,0.0
0.0328,0.7736230188,0.0
0.03285,0.7743834761,0.0
0.0329,0.7751388375,0.0
0.03295,0.7758889509,0.0
0.033,0.7766336679,0.0
0.03305,0.7773728443,0.0
0.0331,0.7781063413,0.0
0.03315,0.7788340244,0.0
0.0332,0.779555764,0.0
0.03325,0.7802714363,0.0
0.0333,0.7809809226,0.0
0.03335,0.7816841092,0.0
0.0334,0.782380889,0.0
0.03345,0.78307116,0.0
0.0335,0.7837548265,0.0
0.03355,0.7844317989,0.0
0.0336,0.785101994,0.0
0.03365,0.7857653344,0.0
0.0337,0.7864217502,0.0
0.03375,0.7870711775,0.0
0.0338,0.7877135589,0.0
0.03385,0.7883488446,0.0
0.0339,0.7889769914,0.0
0.03395,0.7895979628,0.0
0.034,0.7902117298,0.0
0.03405,0.790818271,0.0
0.0341,0.7914175716,0.0
0.03415,0.7920096244,0.0
0.0342,0.79259443,0.0
0.03425,0.7931719959,0.0
0.0343,0.7937423371,0.0
0.03435,0.7943054766,0.0
0.0344,0.7948614448,0.0
0.03445,0.7954102792,0.0
0.0345,0.7959520256,0.0
0.03455,0.7964867371,0.0
0.0346,0.7970144739,0.0
0.03465,0.7975353047,0.0
0.0347,0.7980493052,0.0
0.03475,0.7985565584,0.0
0.0348,0.7990571553,0.0
0.03485,0.7995511943,0.0
0.0349,0.8000387805,0.0
0.03495,0.8005200272,0.0
0.035,0.8009950546,0.0
0.03505,0.8014639897,0.0
0.0351,0.8019269673,0.0
0.03515,0.8023841287,0.0
0.0352,0.8028356221,0.0
0.03525,0.8032816028,0.0
0.0353,0.8037222326,0.0
0.03535,0.8041576794,0.0
0.0354,0.8045881184,0.0
0.03545,0.8050137304,0.0
0.0355,0.8054347024,0.0
0.03555,0.8058512276,0.0
0.0356,0.8062635049,0.0
0.03565,0.8066717385,0.0
0.0357,0.8070761388,0.0
0.03575,0.8074769208,0.0
0.0358,0.8078743047,0.0
0.03585,0.808268516,0.0
0.0359,0.8086597845,0.0
0.03595,0.8090483444,0.0
0.036,0.8094344345,0.0
0.03605,0.8098182975,0.0
0.0361,0.8102001797,0.0
0.03615,0.8105803315,0.0
0.0362,0.8109590063,0.0
0.03625,0.8113364603,0.0
0.0363,0.8117129532,0.0
0.03635,0.8120887472,0.0
0.0364,0.8124641062,0.0
0.03645,0.8128392968,0.0
0.0365,0.8132145876,0.0
0.03655,0.8135902484,0.0
0.0366,0.8139665502,0.0
0.03665,0.8143437655,0.0
0.0367,0.8147221673,0.0
0.03675,0.8151020287,0.0
0.0368,0.8154836236,0.0
0.03685,0.8158672256,0.0
0.0369,0.8162531076,0.0
0.03695,0.8166415423,0.0
0.037,0.8170328012,0.0
0.03705,0.8174271544,0.0
0.0371,0.817824871,0.0
0.03715,0.818226218,0.0
0.0372,0.8186314597,0.0
0.03725,0.8190408591,0.0
0.0373,0.8194546758,0.0
0.03735,0.8198731664,0.0
0.0374,0.8202965847,0.0
0.03745,0.8207251807,0.0
0.0375,0.8211592001,0.0
0.03755,0.8215988854,0.0
0.0376,0.8220444741,0.0
0.03765,0.8224961989,0.0
0.0377,0.8229542882,0.0
0.03775,0.8234189647,0.0
0.0378,0.8238904454,0.0
0.03785,0.8243689423,0.0
0.0379,0.8248546609,0.0
0.03795,0.8253478001,0.0
0.038,0.8258485532,0.0
0.03805,0.826357106,0.0
0.0381,0.8268736374,0.0
0.03815,0.8273983194,0.0
0.0382,0.8279313164,0.0
0.03825,0.8284727848,0.0
0.0383,0.8290228737,0.0
0.03835,0.8295817237,0.0
0.0384,0.8301494668,0.0
0.03845,0.8307262273,0.0
0.0385,0.8313121203,0.0
0.03855,0.8319072518,0.0
0.0386,0.8325117194,0.0
0.03865,0.8331256113,0.0
0.0387,0.8337490056,0.0
0.03875,0.8343819722,0.0
0.0388,0.8350245705,0.0
0.03885,0.8356768499,0.0
0.0389,0.8363388509,0.0
0.03895,0.8370106034,0.0
0.039,0.8376921268,0.0
0.03905,0.838383431,0.0
0.0391,0.8390845157,0.0
0.03915,0.83979537,0.0
0.0392,0.8405159724,0.0
0.03925,0.8412462915,0.0
0.0393,0.8419862853,0.0
0.03935,0.8427359008,0.0
0.0394,0.8434950753,0.0
0.03945,0.8442637351,0.0
0.0395,0.8450417959,0.0
0.03955,0.8458291634,0.0
0.0396,0.8466257326,0.0
0.03965,0.8474313878,0.0
0.0397,0.8482460037,0.0
0.03975,0.8490694442,0.0
0.0398,0.8499015627,0.0
0.03985,0.8507422033,0.0
0.0399,0.8515911997,0.0
0.03995,0.8524483751,0.0
0.04,0.8533135441,0.0
0.04005,0.8541865109,0.0
0.0401,0.8550670699,0.0
0.04015,0.8559550071,0.0
0.0402,0.8568500987,0.0
0.04025,0.8577521116,0.0
0.0403,0.8586608047,0.0
0.04035,0.8595759279,0.0
0.0404,0.8604972222,0.0
0.04045,0.8614244213,0.0
0.0405,0.8623572505,0.0
0.04055,0.863295427,0.0
0.0406,0.8642386613,0.0
0.04065,0.8651866564,0.0
0.0407,0.8661391079,0.0
0.04075,0.8670957054,0.0
0.0408,0.8680561319,0.0
0.04085,0.869020064,0.0
0.0409,0.869987173,0.0
0.04095,0.8709571247,0.0
0.041,0.8719295791,0.0
0.04105,0.8729041923,0.0
0.0411,0.8738806155,0.0
0.04115,0.8748584954,0.0
0.0412,0.8758374755,0.0
0.04125,0.8768171957,0.0
0.0413,0.8777972923,0.0
0.04135,0.8787773997,0.0
0.0414,0.8797571496,0.0
0.04145,0.8807361712,0.0
0.0415,0.881714093,0.0
0.04155,0.8826905417,0.0
0.0416,0.8836651431,0.0
0.04165,0.8846375227,0.0
0.0417,0.8856073063,0.0
0.04175,0.8865741199,0.0
0.0418,0.8875375895,0.0
0.04185,0.8884973432,0.0
0.0419,0.8894530104,0.0
0.04195,0.8904042215,0.0
0.042,0.8913506106,0.0
0.04205,0.8922918138,0.0
0.0421,0.8932274697,0.0
0.04215,0.8941572217,0.0
0.0422,0.8950807164,0.0
0.04225,0.8959976041,0.0
0.0423,0.8969075409,0.0
0.04235,0.8978101874,0.0
