"Time","Subsystem #1|CTLs|Vars|PGEN","Subsystem #1|CTLs|Vars|Tm","Subsystem #1|Machines|M1|LOADANG1","Subsystem #1|Machines|M1|PMACH","Subsystem #1|Machines|M1|W"
0.05395,0.04917028671,0.0,0.148096155,0.1840178164,313.9190111
0.054,0.04929547412,0.0,0.1521046314,0.1843064645,313.9162104
0.05405,0.04942060579,0.0,0.1481987999,0.1845944506,313.9134098
0.0541,0.04954568667,0.0,0.1522556992,0.1848817497,313.9106087
0.05415,0.04967071143,0.0,0.1483032139,0.1851683879,313.9078077
0.0542,0.04979568502,0.0,0.1524037622,0.1854543405,313.9050064
0.05425,0.04992060214,0.0,0.1484094078,0.1857396335,313.9022051
0.0543,0.05004546773,0.0,0.1525488641,0.1860242423,313.8994034
0.05435,0.05017027651,0.0,0.1485173887,0.186308193,313.8966018
0.0544,0.05029503343,0.0,0.1526910498,0.1865914608,313.8937999
0.05445,0.05041973322,0.0,0.1486271608,0.1868740721,313.890998
0.0545,0.05054438083,0.0,0.1528303647,0.1871560021,313.8881958
0.05455,0.05066897102,0.0,0.1487387249,0.1874372771,313.8853936
0.0546,0.05079350871,0.0,0.1529668553,0.1877178725,313.8825911
0.05465,0.05091798871,0.0,0.1488520792,0.1879978144,313.8797887
0.0547,0.05104241591,0.0,0.1531005689,0.1882770786,313.8769859
0.05475,0.05116678517,0.0,0.1489672185,0.1885556909,313.8741832
0.0548,0.05129110135,0.0,0.1532315536,0.1888336273,313.8713802
0.05485,0.05141535935,0.0,0.1490841354,0.1891109136,313.8685773
0.0549,0.051539564,0.0,0.1533598584,0.1893875258,313.8657741
0.05495,0.05166371024,0.0,0.1492028193,0.1896634897,313.8629708
0.055,0.05178780289,0.0,0.1534855332,0.1899387815,313.8601674
0.05505,0.05191183692,0.0,0.1493232572,0.1902134268,313.857364
0.0551,0.0520358171,0.0,0.1536086284,0.1904874021,313.8545603
0.05515,0.05215973848,0.0,0.1494454337,0.1907607326,313.8517566
0.0552,0.05228360578,0.0,0.1537291956,0.1910333953,313.8489528
0.05525,0.0524074141,0.0,0.1495693308,0.1913054151,313.8461489
0.0553,0.05253116811,0.0,0.1538472869,0.1915767692,313.8433449
0.05535,0.05265486298,0.0,0.1496949284,0.1918474824,313.8405407
0.0554,0.05277850334,0.0,0.1539629553,0.1921175322,313.8377365
0.05545,0.0529020844,0.0,0.1498222041,0.1923869429,313.8349322
0.0555,0.05302561075,0.0,0.1540762543,0.1926556926,313.8321278
0.05555,0.05314907767,0.0,0.1499511332,0.1929238052,313.8293232
0.0556,0.05327248967,0.0,0.1541872384,0.193191259,313.8265186
0.05565,0.05339584212,0.0,0.1500816893,0.1934580779,313.8237139
0.0557,0.05351913947,0.0,0.1542959627,0.1937242403,313.8209092
0.05575,0.05364237717,0.0,0.1502138439,0.1939897698,313.8181043
0.0558,0.05376555957,0.0,0.1544024827,0.1942546453,313.8152993
0.05585,0.05388868223,0.0,0.1503475666,0.1945188899,313.8124942
0.0559,0.05401174943,0.0,0.1545068548,0.1947824831,313.8096892
0.05595,0.05413475678,0.0,0.1504828253,0.1950454475,313.8068839
0.056,0.05425770851,0.0,0.1546091359,0.1953077629,313.8040787
0.05605,0.05438060032,0.0,0.1506195864,0.1955694516,313.8012732
0.0561,0.05450343636,0.0,0.1547093834,0.1958304939,313.7984679
0.05615,0.05462621241,0.0,0.1507578145,0.1960909117,313.7956623
0.0562,0.05474893253,0.0,0.1548076551,0.1963506857,313.7928567
0.05625,0.0548715926,0.0,0.1508974729,0.1966098373,313.790051
0.0563,0.0549941966,0.0,0.1549040094,0.1968683478,313.7872453
0.05635,0.0551167405,0.0,0.1510385233,0.197126238,313.7844394
0.0564,0.0552392282,0.0,0.1549985053,0.1973834897,313.7816336
0.05645,0.05536165575,0.0,0.1511809262,0.1976401234,313.7788276
0.0565,0.05548402697,0.0,0.1550912017,0.1978961212,313.7760216
0.05655,0.05560633801,0.0,0.151324641,0.1981515033,313.7732154
0.0566,0.05572859259,0.0,0.1551821583,0.1984062522,313.7704094
0.05665,0.05585078697,0.0,0.1514696258,0.1986603875,313.767603
0.0567,0.05597292476,0.0,0.155271435,0.1989138924,313.7647969
0.05675,0.05609500233,0.0,0.1516158376,0.199166786,313.7619904
0.0568,0.05621702321,0.0,0.1553590917,0.1994190519,313.7591841
0.05685,0.05633898386,0.0,0.1517632325,0.1996707087,313.7563775
0.0569,0.05646088769,0.0,0.1554451889,0.1999217407,313.7535711
0.05695,0.05658273129,0.0,0.1519117657,0.2001721658,313.7507643
0.057,0.05670451798,0.0,0.155529787,0.2004219688,313.7479578
0.05705,0.05682624443,0.0,0.1520613916,0.2006711673,313.7451509
0.0571,0.05694791386,0.0,0.1556129465,0.2009197465,313.7423443
0.05715,0.05706952307,0.0,0.1522120637,0.2011677234,313.7395373
0.0572,0.05719107516,0.0,0.1556947283,0.2014150838,313.7367306
0.05725,0.05731256704,0.0,0.1523637351,0.2016618442,313.7339235
0.0573,0.05743400172,0.0,0.155775193,0.2019079911,313.7311167
0.05735,0.0575553762,0.0,0.152516358,0.2021535402,313.7283094
0.0574,0.05767669338,0.0,0.1558544013,0.2023984785,313.7255025
0.05745,0.0577979504,0.0,0.1526698843,0.2026428214,313.7226952
0.0575,0.05791915003,0.0,0.1559324139,0.2028865564,313.7198881
0.05755,0.05804028952,0.0,0.1528242654,0.2031296984,313.7170807
0.0576,0.05816137155,0.0,0.1560092914,0.2033722352,313.7142736
0.05765,0.05828239347,0.0,0.1529794521,0.2036141813,313.711466
0.0577,0.05840335785,0.0,0.1560850942,0.2038555252,313.7086588
0.05775,0.05852426215,0.0,0.1531353951,0.2040962806,313.7058511
0.0578,0.05864510885,0.0,0.1561598825,0.2043364368,313.7030438
0.05785,0.0587658955,0.0,0.1532920449,0.2045760068,313.7002361
0.0579,0.05888662448,0.0,0.1562337163,0.2048149804,313.6974287
0.05795,0.05900729347,0.0,0.1534493517,0.2050533701,313.6946208
0.058,0.05912790471,0.0,0.1563066554,0.2052911664,313.6918133
0.05805,0.059248456,0.0,0.1536072656,0.2055283811,313.6890054
0.0581,0.05936894949,0.0,0.1563787591,0.2057650053,313.6861978
0.05815,0.05948938308,0.0,0.1537657365,0.2060010502,313.6833897
0.0582,0.0596097588,0.0,0.1564500864,0.2062365075,313.6805821
0.05825,0.05973007468,0.0,0.1539247147,0.2064713879,313.6777739
0.0583,0.05985033263,0.0,0.156520696,0.2067056835,313.6749662
0.05835,0.0599705308,0.0,0.15408415,0.2069394045,313.672158
0.0584,0.06009067098,0.0,0.156590646,0.2071725437,313.6693501
0.05845,0.06021075144,0.0,0.1542439929,0.2074051106,313.6665418
0.0585,0.06033077386,0.0,0.1566599941,0.2076370986,313.6637339
0.05855,0.06045073663,0.0,0.1544041937,0.2078685166,313.6609255
0.0586,0.0605706413,0.0,0.1567287974,0.2080993586,313.6581175
0.05865,0.06069048639,0.0,0.1545647031,0.2083296331,313.6553091
0.0587,0.06081027333,0.0,0.1567971125,0.2085593343,313.652501
0.05875,0.06093000076,0.0,0.1547254719,0.2087884703,313.6496924
0.0588,0.06104966999,0.0,0.1568649953,0.2090170361,313.6468843
0.05885,0.06116927978,0.0,0.1548864514,0.2092450389,313.6440756
0.0589,0.06128883134,0.0,0.156932501,0.2094724743,313.6412674
0.05895,0.06140832351,0.0,0.1550475934,0.2096993492,313.6384587
0.059,0.06152775742,0.0,0.1569996843,0.2099256595,313.6356504
0.05905,0.06164713202,0.0,0.1552088498,0.2101514116,313.6328416
0.0591,0.06176644831,0.0,0.157066599,0.2103766021,313.6300332
0.05915,0.06188570537,0.0,0.1553701733,0.2106012367,313.6272244
0.0592,0.06200490409,0.0,0.1571332981,0.2108253125,313.6244159
0.05925,0.06212404365,0.0,0.1555315169,0.2110488347,313.621607
0.0593,0.06224312484,0.0,0.1571998341,0.211271801,313.6187985
0.05935,0.06236214694,0.0,0.1556928344,0.211494216,313.6159894
0.0594,0.06248111064,0.0,0.1572662582,0.2117160781,313.6131809
0.05945,0.06260001534,0.0,0.1558540801,0.2119373911,313.6103718
0.0595,0.0627188616,0.0,0.1573326211,0.2121581541,313.6075631
0.05955,0.06283764895,0.0,0.1560152088,0.2123783703,313.604754
0.0596,0.06295637782,0.0,0.1573989725,0.2125980393,313.6019452
0.05965,0.06307504786,0.0,0.1561761764,0.2128171639,313.599136
0.0597,0.06319365941,0.0,0.1574653612,0.2130357441,313.5963272
0.05975,0.06331221221,0.0,0.1563369391,0.2132537822,313.5935179
0.0598,0.06343070649,0.0,0.1575318348,0.2134712787,313.590709
0.05985,0.06354914209,0.0,0.1564974541,0.2136882355,313.5878997
0.0599,0.06366751916,0.0,0.1575984402,0.2139046535,313.5850908
0.05995,0.06378583764,0.0,0.1566576795,0.2141205341,313.5822813
0.06,0.06390409757,0.0,0.1576652231,0.2143358787,313.5794723
0.06005,0.06402229899,0.0,0.1568175739,0.2145506882,313.5766628
0.0601,0.06414044184,0.0,0.1577322284,0.2147649644,313.5738538
0.06015,0.06425852627,0.0,0.1569770972,0.2149787079,313.5710442
0.0602,0.06437655211,0.0,0.1577994997,0.215191921,313.5682351
0.06025,0.06449451961,0.0,0.1571362098,0.2154046035,313.5654255
0.0603,0.06461242852,0.0,0.1578670795,0.2156167584,313.5626163
0.06035,0.06473027917,0.0,0.1572948734,0.2158283852,313.5598066
0.0604,0.06484807121,0.0,0.1579350094,0.216039487,313.5569973
0.06045,0.06496580508,0.0,0.1574530503,0.2162500629,313.5541876
0.0605,0.06508348033,0.0,0.1580033298,0.2164601167,313.5513783
0.06055,0.06520109749,0.0,0.1576107041,0.2166696469,313.5485684
0.0606,0.06531865603,0.0,0.1580720797,0.2168786577,313.5457591
0.06065,0.06543615657,0.0,0.1577677992,0.2170871472,313.5429492
0.0607,0.06555359848,0.0,0.1581412972,0.2172951201,313.5401397
0.06075,0.06567098246,0.0,0.1579243011,0.2175025738,313.5373298
0.0608,0.06578830782,0.0,0.1582110192,0.2177095137,313.5345203
0.06085,0.06590557534,0.0,0.1580801763,0.2179159367,313.5317103
0.0609,0.06602278422,0.0,0.1582812814,0.2181218486,313.5289007
0.06095,0.06613993535,0.0,0.1582353924,0.2183272459,313.5260907
0.061,0.06625702786,0.0,0.1583521181,0.2185321347,313.5232811
0.06105,0.06637406268,0.0,0.1583899182,0.2187365113,313.520471
0.0611,0.06649103889,0.0,0.1584235626,0.2189403819,313.5176613
0.06115,0.0666079575,0.0,0.1585437235,0.2191437427,313.5148511
0.0612,0.06672481748,0.0,0.1584956469,0.2193466002,313.5120414
0.06125,0.06684161996,0.0,0.1586967791,0.2195489501,313.5092311
0.0613,0.06695836383,0.0,0.1585684016,0.2197507993,313.5064213
0.06135,0.06707505026,0.0,0.1588490571,0.2199521432,313.5036111
0.0614,0.06719167809,0.0,0.1586418564,0.2201529891,313.5008012
0.06145,0.06730824857,0.0,0.1590005307,0.2203533318,313.4979908
0.0615,0.06742476045,0.0,0.1587160393,0.2205531792,313.4951809
0.06155,0.06754121506,0.0,0.1591511743,0.2207525258,313.4923705
0.0616,0.06765761109,0.0,0.1587909773,0.2209513796,313.4895605
0.06165,0.06777394993,0.0,0.1593009634,0.2211497347,313.4867501
0.0617,0.0678902302,0.0,0.1588666962,0.2213475997,313.48394
0.06175,0.06800645336,0.0,0.1594498746,0.2215449684,313.4811295
0.0618,0.06812261796,0.0,0.1589432204,0.2217418494,313.4783194
0.06185,0.06823872553,0.0,0.1595978859,0.2219382363,313.4755089
0.0619,0.06835477456,0.0,0.1590205728,0.2221341381,313.4726987
0.06195,0.06847076664,0.0,0.1597449761,0.2223295481,313.4698881
0.062,0.06858670019,0.0,0.1590987756,0.2225244756,313.4670779
0.06205,0.06870257687,0.0,0.1598911257,0.2227189134,313.4642672
0.0621,0.06881839504,0.0,0.1591778491,0.2229128712,313.4614569
0.06215,0.06893415641,0.0,0.160036316,0.2231063417,313.4586462
0.0622,0.06904985931,0.0,0.1592578127,0.2232993346,313.4558359
0.06225,0.06916550547,0.0,0.1601805296,0.2234918424,313.4530251
0.0623,0.06928109318,0.0,0.1593386844,0.2236838752,313.4502147
0.06235,0.06939662423,0.0,0.1603237503,0.2238754251,313.4474039
