,Time,Pe,Tm,delta,Pt,w,Te
2033,0.10165,0.2200831797,0.0,0.2805475253,0.4742151907,0.9805474121019108,1.0344649681566147
2034,0.1017,0.220223855,0.0,0.2805928145,0.4742833284,0.9805301707006369,1.0344840764303043
2035,0.10175,0.2203644601,0.0,0.2806940363,0.4743512958,0.9805129292993631,1.0344936305725796
2036,0.1018,0.2205049949,0.0,0.2807396519,0.4744190937,0.9804956875796178,1.0345127388517
2037,0.10185,0.2206454595,0.0,0.2808404979,0.4744867222,0.9804784455414013,1.034541401273096
2038,0.1019,0.2207858538,0.0,0.2808864635,0.474554182,0.980461202866242,1.0345605095576473
2039,0.10195,0.220926178,0.0,0.2809869104,0.4746214732,0.9804439601910827,1.034570063694492
2040,0.102,0.221066432,0.0,0.281033249,0.4746885966,0.9804267171974522,1.0345796178313367
2041,0.10205,0.2212066159,0.0,0.2811332739,0.4747555523,0.9804094742038217,1.0345987261158882
2042,0.1021,0.2213467297,0.0,0.281180008,0.4748223409,0.9803922305732484,1.0346273885372839
2043,0.10215,0.2214867736,0.0,0.2812795888,0.4748889627,0.9803749866242037,1.0346464968164042
2044,0.1022,0.2216267474,0.0,0.2813267404,0.4749554183,0.9803577423566878,1.034656050953249
2045,0.10225,0.2217666512,0.0,0.2814258553,0.4750217079,0.980340498089172,1.0346751592323693
2046,0.1023,0.2219064851,0.0,0.2814734459,0.475087832,0.9803232531847134,1.0346942675169206
2047,0.10235,0.2220462492,0.0,0.2815720739,0.4751537911,0.9803060082802548,1.034713375796041
2048,0.1024,0.2221859433,0.0,0.2816201243,0.4752195855,0.9802887627388536,1.0347324840751613
2049,0.10245,0.2223255677,0.0,0.2817182447,0.4752852156,0.9802715171974523,1.034742038217437
2050,0.1025,0.2224651222,0.0,0.2817667752,0.4753506819,0.9802542713375796,1.0347611464965574
2051,0.10255,0.222604607,0.0,0.281864368,0.4754159848,0.9802370251592357,1.0347802547756777
2052,0.1026,0.2227440221,0.0,0.2819133984,0.4754811246,0.9802197786624205,1.0347993630602288
2053,0.10265,0.2228833675,0.0,0.2820104443,0.4755461018,0.9802025318471337,1.0348184713393493
2054,0.1027,0.2230226433,0.0,0.2820599936,0.4756109169,0.9801852847133758,1.0348375796184697
2055,0.10275,0.2231618494,0.0,0.2821564738,0.47567557,0.9801680372611464,1.03485668789759
2056,0.1028,0.223300986,0.0,0.2822065605,0.4757400619,0.9801507894904459,1.0348662420344348
2057,0.10285,0.223440053,0.0,0.2823024569,0.4758043926,0.9801335417197453,1.0348853503189859
2058,0.1029,0.2235790505,0.0,0.2823530987,0.4758685629,0.9801162933121019,1.0349044586035374
2059,0.10295,0.2237179785,0.0,0.2824483939,0.4759325729,0.9800990449044585,1.0349235668772265
2060,0.103,0.2238568371,0.0,0.2824996081,0.4759964231,0.9800817958598727,1.0349426751563469
2061,0.10305,0.2239956263,0.0,0.2825942851,0.4760601139,0.9800645468152867,1.0349617834408984
2062,0.1031,0.2241343461,0.0,0.2826460882,0.4761236458,0.9800472971337579,1.0349808917200187
2063,0.10315,0.2242729965,0.0,0.282740131,0.476187019,0.9800300474522293,1.0349904458622943
2064,0.1032,0.2244115777,0.0,0.2827925387,0.476250234,0.9800127974522292,1.0350095541414146
2065,0.10325,0.2245500896,0.0,0.2828859318,0.4763132912,0.9799955471337579,1.0350286624205352
2066,0.1033,0.2246885323,0.0,0.2829389594,0.4763761911,0.9799782964968152,1.0350477706996555
2067,0.10335,0.2248269057,0.0,0.2830316879,0.4764389338,0.9799610455414013,1.0350668789787756
2068,0.1034,0.22496521,0.0,0.2830853499,0.47650152,0.9799437942675159,1.0350859872633271
2069,0.10345,0.2251034452,0.0,0.2831773997,0.4765639499,0.9799265426751591,1.0350955414001717
2070,0.1035,0.2252416113,0.0,0.2832317098,0.476626224,0.9799092910828026,1.035114649679292
2071,0.10355,0.2253797083,0.0,0.2833230675,0.4766883425,0.9798920388535032,1.0351337579638433
2072,0.1036,0.2255177363,0.0,0.2833780388,0.4767503061,0.9798747866242038,1.0351528662429637
2073,0.10365,0.2256556954,0.0,0.2834686918,0.4768121149,0.9798575337579617,1.035171974522084
2074,0.1037,0.2257935854,0.0,0.2835243366,0.4768737695,0.9798402808917197,1.0351910828012043
2075,0.10375,0.2259314065,0.0,0.2836142729,0.4769352701,0.979823027388535,1.0352101910803246
2076,0.1038,0.2260691588,0.0,0.2836706028,0.4769966173,0.9798057738853504,1.0352197452226002
2077,0.10385,0.2262068422,0.0,0.2837598112,0.4770578113,0.9797885200636943,1.0352388535071517
2078,0.1039,0.2263444568,0.0,0.2838168371,0.4771188525,0.9797712659235668,1.035257961786272
2079,0.10395,0.2264820026,0.0,0.283905307,0.4771797413,0.9797540114649681,1.0352770700599614
2080,0.104,0.2266194796,0.0,0.2839630391,0.4772404782,0.9797367566878982,1.0352961783390817
2081,0.10405,0.226756888,0.0,0.2840507608,0.4773010634,0.9797195015923568,1.035315286623633
2082,0.1041,0.2268942276,0.0,0.2841092085,0.4773614974,0.979702246178344,1.0353343949081841
2083,0.10415,0.2270314986,0.0,0.284196173,0.4774217806,0.9796849904458599,1.035343949045029
2084,0.1042,0.227168701,0.0,0.2842553449,0.4774819132,0.9796677347133759,1.0353630573241495
2085,0.10425,0.2273058348,0.0,0.2843415439,0.4775418958,0.979650478343949,1.0353821656087006
2086,0.1043,0.2274429001,0.0,0.2844014479,0.4776017286,0.9796332219745222,1.03540127388239
2087,0.10435,0.2275798969,0.0,0.2844868739,0.477661412,0.979615964968153,1.0354203821615102
2088,0.1044,0.2277168252,0.0,0.2845475173,0.4777209465,0.9795987079617835,1.0354299363092168
2089,0.10445,0.227853685,0.0,0.2846321634,0.4777803323,0.9795814506369427,1.0354585987306129
2090,0.1045,0.2279904765,0.0,0.2846935526,0.47783957,0.9795641926751592,1.0354777070043022
2091,0.10455,0.2281271996,0.0,0.2847774129,0.4778986597,0.9795469347133758,1.035487261146578
2092,0.1046,0.2282638543,0.0,0.2848395535,0.477957602,0.9795296764331209,1.0355063694256983
2093,0.10465,0.2284004407,0.0,0.2849226226,0.4780163971,0.979512417834395,1.0355254777048186
2094,0.1047,0.2285369589,0.0,0.2849855196,0.4780750454,0.9794951589171974,1.03554458598937
2095,0.10475,0.2286734088,0.0,0.285067793,0.4781335473,0.9794778996815287,1.0355541401262145
2096,0.1048,0.2288097906,0.0,0.2851314505,0.4781919033,0.9794606404458599,1.0355732484053348
2097,0.10485,0.2289461042,0.0,0.2852129246,0.4782501135,0.9794433805732485,1.0356019108267311
2098,0.1049,0.2290823496,0.0,0.285277346,0.4783081784,0.9794261203821657,1.0356114649690065
