"Time","Subsystem #1|CTLs|Vars|Isderr8","Subsystem #1|CTLs|Vars|udA8"
0.0084,1.499468926E-4,-9.836212677E-5
0.00845,1.522267507E-4,-9.830135314E-5
0.0085,1.543563088E-4,-9.82442819E-5
0.00855,1.563334389E-4,-9.819097003E-5
0.0086,1.581561941E-4,-9.814147003E-5
0.00865,1.598228165E-4,-9.809582973E-5
0.0087,1.613316357E-4,-9.805409482E-5
0.00875,1.626811681E-4,-9.801630635E-5
0.0088,1.63870122E-4,-9.798250061E-5
0.00885,1.648972809E-4,-9.795271204E-5
0.0089,1.657616352E-4,-9.792696995E-5
0.00895,1.664624124E-4,-9.790529772E-5
0.009,1.669989123E-4,-9.788771695E-5
0.00905,1.673705871E-4,-9.787424546E-5
0.0091,1.675770825E-4,-9.786489623E-5
0.00915,1.676182314E-4,-9.785967757E-5
0.0092,1.674939628E-4,-9.785859538E-5
0.00925,1.672044053E-4,-9.786165059E-5
0.0093,1.667498866E-4,-9.786883913E-5
0.00935,1.661308304E-4,-9.788015452E-5
0.0094,1.653478535E-4,-9.789558546E-5
0.00945,1.644017705E-4,-9.791511567E-5
0.0095,1.6329349E-4,-9.793872649E-5
0.00955,1.620241112E-4,-9.796639449E-5
0.0096,1.605949278E-4,-9.799809134E-5
0.00965,1.590073245E-4,-9.803378639E-5
0.0097,1.572628728E-4,-9.807344431E-5
0.00975,1.553633343E-4,-9.811702495E-5
0.0098,1.533105568E-4,-9.816448596E-5
0.00985,1.511065698E-4,-9.821578042E-5
0.0099,1.487535873E-4,-9.827085673E-5
0.00995,1.462539035E-4,-9.832966124E-5
0.01,1.436099874E-4,-9.839213584E-5
0.01005,1.40824486E-4,-9.845821795E-5
0.0101,1.379001189E-4,-9.852784307E-5
0.01015,1.34839773E-4,-9.860094247E-5
0.0102,1.316465047E-4,-9.86774431E-5
0.01025,1.283234345E-4,-9.875727023E-5
0.0103,1.248738413E-4,-9.884034509E-5
0.01035,1.213011641E-4,-9.892658484E-5
0.0104,1.176088964E-4,-9.901590515E-5
0.01045,1.138006798E-4,-9.910821795E-5
0.0105,1.098803059E-4,-9.920343129E-5
0.01055,1.058516096E-4,-9.930145205E-5
0.0106,1.01718563E-4,-9.940218359E-5
0.01065,9.748527682E-5,-9.95055257E-5
0.0107,9.315589332E-5,-9.961137727E-5
0.01075,8.873467991E-5,-9.971963398E-5
0.0108,8.42260302E-5,-9.983018821E-5
0.01085,7.963435689E-5,-9.994293179E-5
0.0109,7.496418489E-5,-1.000577536E-4
0.01095,7.022015226E-5,-1.001745396E-4
0.011,6.540690273E-5,-1.002931755E-4
0.01105,6.052917874E-5,-1.004135444E-4
0.0111,5.559182211E-5,-1.005355268E-4
0.01115,5.059966631E-5,-1.006590033E-4
0.0112,4.555762938E-5,-1.007838523E-4
0.01125,4.047071445E-5,-1.009099498E-4
0.0113,3.534390177E-5,-1.010371725E-4
0.01135,3.018224158E-5,-1.011653949E-4
0.0114,2.499085303E-5,-1.012944899E-4
0.01145,1.977479705E-5,-1.014243318E-4
0.0115,1.453921449E-5,-1.015547924E-4
0.01155,9.289340151E-6,-1.016857414E-4
0.0116,4.030325052E-6,-1.018170503E-4
0.01165,-1.232675536E-6,-1.019485903E-4
0.0117,-6.494470993E-6,-1.020802318E-4
0.01175,-1.174984782E-5,-1.022118443E-4
0.0118,-1.699366642E-5,-1.023432991E-4
0.01185,-2.222076166E-5,-1.024744666E-4
0.0119,-2.742594865E-5,-1.026052169E-4
0.01195,-3.260413104E-5,-1.027354218E-4
0.012,-3.775020783E-5,-1.028649532E-4
0.01205,-4.285907321E-5,-1.029936824E-4
0.0121,-4.792572497E-5,-1.031214835E-4
0.01215,-5.294517129E-5,-1.032482306E-4
0.0122,-5.791243042E-5,-1.033737978E-4
0.01225,-6.282263899E-5,-1.034980622E-4
0.0123,-6.767095854E-5,-1.036209013E-4
0.01235,-7.245257513E-5,-1.037421933E-4
0.0124,-7.716280744E-5,-1.038618193E-4
0.01245,-8.17970132E-5,-1.039796614E-4
0.0125,-8.635058846E-5,-1.040956027E-4
0.01255,-9.08190757E-5,-1.042095295E-4
0.0126,-9.519806983E-5,-1.043213295E-4
0.01265,-9.948321739E-5,-1.044308917E-4
0.0127,-1.036703243E-4,-1.045381088E-4
0.01275,-1.077552618E-4,-1.046428751E-4
0.0128,-1.11733965E-4,-1.047450863E-4
0.01285,-1.156025408E-4,-1.048446424E-4
0.0129,-1.193571732E-4,-1.049414452E-4
0.01295,-1.229941218E-4,-1.050353983E-4
0.013,-1.265098293E-4,-1.051264098E-4
0.01305,-1.299008264E-4,-1.052143899E-4
0.0131,-1.3316373E-4,-1.052992508E-4
0.01315,-1.362953505E-4,-1.053809095E-4
0.0132,-1.39292596E-4,-1.054592855E-4
0.01325,-1.421524708E-4,-1.055343004E-4
0.0133,-1.448721813E-4,-1.05605881E-4
0.01335,-1.474490411E-4,-1.056739565E-4
0.0134,-1.498804678E-4,-1.057384588E-4
0.01345,-1.521640895E-4,-1.057993249E-4
0.0135,-1.542976487E-4,-1.058564947E-4
0.01355,-1.562789995E-4,-1.059099106E-4
0.0136,-1.581062131E-4,-1.059595208E-4
0.01365,-1.597774814E-4,-1.060052761E-4
0.0137,-1.612911137E-4,-1.060471302E-4
0.01375,-1.626456419E-4,-1.060850426E-4
0.0138,-1.638397235E-4,-1.061189757E-4
0.01385,-1.648721396E-4,-1.06148895E-4
0.0139,-1.657419135E-4,-1.061747721E-4
0.01395,-1.664481838E-4,-1.061965812E-4
0.014,-1.669901736E-4,-1.062142989E-4
0.01405,-1.673673553E-4,-1.062279079E-4
0.0141,-1.675793756E-4,-1.062373953E-4
0.01415,-1.676260126E-4,-1.062427513E-4
0.0142,-1.675071831E-4,-1.062439697E-4
0.01425,-1.672230351E-4,-1.062410501E-4
0.0143,-1.667738432E-4,-1.062339953E-4
0.01435,-1.661600085E-4,-1.062228111E-4
0.0144,-1.65382162E-4,-1.062075092E-4
0.01445,-1.644410655E-4,-1.061881046E-4
0.0145,-1.63337606E-4,-1.061646153E-4
0.01455,-1.62072898E-4,-1.061370653E-4
0.0146,-1.606481843E-4,-1.061054814E-4
0.01465,-1.590648297E-4,-1.06069894E-4
0.0147,-1.573244234E-4,-1.060303387E-4
0.01475,-1.554286784E-4,-1.059868545E-4
0.0148,-1.533794256E-4,-1.059394833E-4
0.01485,-1.511787147E-4,-1.058882725E-4
0.0149,-1.488287144E-4,-1.058332725E-4
0.01495,-1.463317048E-4,-1.057745368E-4
0.015,-1.436901791E-4,-1.057121239E-4
0.01505,-1.409067421E-4,-1.056460955E-4
0.0151,-1.379841033E-4,-1.055765156E-4
0.01515,-1.349251769E-4,-1.055034538E-4
0.0152,-1.317329815E-4,-1.054269822E-4
0.01525,-1.284106312E-4,-1.053471752E-4
0.0153,-1.249614364E-4,-1.052641125E-4
0.01535,-1.213888022E-4,-1.05177876E-4
0.0154,-1.176962197E-4,-1.0508855E-4
0.01545,-1.138873663E-4,-1.049962235E-4
0.0155,-1.099660035E-4,-1.049009876E-4
0.01555,-1.059359682E-4,-1.048029355E-4
0.0156,-1.018012722E-4,-1.047021648E-4
0.01565,-9.756600021E-5,-1.045987751E-4
0.0157,-9.323430036E-5,-1.044928676E-4
0.01575,-8.881048363E-5,-1.043845477E-4
0.0158,-8.429892143E-5,-1.042739225E-4
0.01585,-7.970403599E-5,-1.041611004E-4
0.0159,-7.503039933E-5,-1.040461937E-4
0.01595,-7.028263071E-5,-1.039293159E-4
0.016,-6.54653867E-5,-1.038105816E-4
0.01605,-6.058345991E-5,-1.036901091E-4
0.0161,-5.564167625E-5,-1.035680173E-4
0.01615,-5.064488483E-5,-1.034444261E-4
0.0162,-4.559805638E-5,-1.033194584E-4
0.01625,-4.050618043E-5,-1.031932378E-4
0.0163,-3.537425502E-5,-1.030658882E-4
0.01635,-3.020738494E-5,-1.029375362E-4
0.0164,-2.501067882E-5,-1.028083088E-4
0.01645,-1.978924018E-5,-1.026783328E-4
0.0165,-1.454827612E-5,-1.025477379E-4
0.01655,-9.292976825E-6,-1.024166534E-4
0.0166,-4.028468031E-6,-1.022852072E-4
0.01665,1.240036474E-6,-1.021535295E-4
0.0167,6.507301857E-6,-1.02021751E-4
0.01675,1.176812623E-5,-1.018900019E-4
0.0168,1.701733838E-5,-1.017584118E-4
0.01685,2.224971123E-5,-1.016271117E-4
0.0169,2.746007112E-5,-1.014962313E-4
0.01695,3.264330238E-5,-1.013658992E-4
0.017,3.779424955E-5,-1.012362451E-4
0.01705,4.290782012E-5,-1.01107397E-4
0.0171,4.797899497E-5,-1.009794816E-4
0.01715,5.30027303E-5,-1.008526259E-4
0.0172,5.797406017E-5,-1.007269554E-4
0.01725,6.288810676E-5,-1.006025935E-4
0.0173,6.773998242E-5,-1.004796638E-4
0.01735,7.25248919E-5,-1.003582877E-4
0.0174,7.723814252E-5,-1.002385844E-4
0.01745,8.187504602E-5,-1.001206729E-4
0.0175,8.643102056E-5,-1.000046697E-4
0.01755,9.090160069E-5,-9.989068855E-5
0.0176,9.528233904E-5,-9.977884279E-5
0.01765,9.956890796E-5,-9.966924292E-5
0.0177,1.037571093E-4,-9.956199631E-5
0.01775,1.078427759E-4,-9.945720965E-5
0.0178,1.118218728E-4,-9.935498642E-5
0.01785,1.156905067E-4,-9.925542666E-5
0.0179,1.194448275E-4,-9.915862945E-5
0.01795,1.230811286E-4,-9.906469035E-5
0.018,1.265958567E-4,-9.897370118E-5
0.01805,1.299855123E-4,-9.888575252E-5
0.0181,1.332467504E-4,-9.880093116E-5
0.01815,1.363763892E-4,-9.87193199E-5
0.0182,1.393713108E-4,-9.864100001E-5
0.01825,1.422285613E-4,-9.856604875E-5
0.0183,1.449453588E-4,-9.849453914E-5
0.01835,1.475189943E-4,-9.842654245E-5
0.0184,1.499469308E-4,-9.836212571E-5
0.01845,1.522268116E-4,-9.830135152E-5
0.0185,1.5435636E-4,-9.824428052E-5
0.01855,1.563334784E-4,-9.819096893E-5
0.0186,1.581562562E-4,-9.814146837E-5
0.01865,1.598228687E-4,-9.809582831E-5
0.0187,1.613316762E-4,-9.80540937E-5
0.01875,1.62681231E-4,-9.801630466E-5
0.0188,1.638701763E-4,-9.798249914E-5
0.01885,1.648973444E-4,-9.795271034E-5
0.0189,1.657617637E-4,-9.792696662E-5
0.01895,1.664625566E-4,-9.790529399E-5
0.019,1.669990376E-4,-9.78877137E-5
0.01905,1.673707182E-4,-9.787424206E-5
0.0191,1.675771885E-4,-9.786489345E-5
0.01915,1.676182499E-4,-9.785967698E-5
0.0192,1.674939432E-4,-9.785859574E-5
0.01925,1.672043819E-4,-9.786165104E-5
0.0193,1.66749833E-4,-9.786884034E-5
0.01935,1.661307577E-4,-9.788015621E-5
0.0194,1.653478032E-4,-9.789558659E-5
0.01945,1.644017112E-4,-9.791511703E-5
0.0195,1.632934206E-4,-9.79387281E-5
0.01955,1.620240662E-4,-9.796639549E-5
0.0196,1.605948751E-4,-9.799809254E-5
0.01965,1.590072623E-4,-9.803378783E-5
0.0197,1.572628351E-4,-9.807344513E-5
0.01975,1.553632887E-4,-9.811702597E-5
0.0198,1.533105015E-4,-9.816448723E-5
0.01985,1.511065388E-4,-9.821578108E-5
0.0199,1.48753548E-4,-9.82708576E-5
0.01995,1.462538541E-4,-9.832966236E-5
0.02,1.43609962E-4,-9.839213636E-5
0.02005,1.408244521E-4,-9.845821868E-5
0.0201,1.379000746E-4,-9.852784406E-5
0.02015,1.324711747E-4,-9.866018692E-5
0.0202,1.269092083E-4,-9.879599383E-5
0.02025,1.212183333E-4,-9.893516411E-5
0.0203,1.154028134E-4,-9.907759435E-5
0.02035,1.094816901E-4,-9.922281138E-5
0.0204,1.03474063E-4,-9.937034011E-5
0.02045,9.738434813E-5,-9.952007225E-5
0.0205,9.121695848E-5,-9.967189948E-5
0.02055,8.497633429E-5,-9.982571267E-5
0.0206,7.866687257E-5,-9.998140368E-5
0.02065,7.229290267E-5,-1.001388659E-4
0.0207,6.585886114E-5,-1.002979901E-4
0.02075,5.93692951E-5,-1.004586639E-4
0.0208,5.282875544E-5,-1.006207749E-4
0.02085,4.624188964E-5,-1.007842082E-4
0.0209,3.961344327E-5,-1.009488461E-4
0.02095,3.294815345E-5,-1.011145714E-4
0.021,2.625084273E-5,-1.012812641E-4
0.02105,1.95264206E-5,-1.014488025E-4
0.0211,1.277977662E-5,-1.016170648E-4
0.02115,6.015874064E-6,-1.017859274E-4
0.0212,-7.602488394E-7,-1.019552648E-4
0.02125,-7.543586145E-6,-1.02124952E-4
0.0213,-1.432907074E-5,-1.022948625E-4
0.02135,-2.111157334E-5,-1.024648681E-4
0.0214,-2.788601005E-5,-1.026348415E-4
0.02145,-3.464724903E-5,-1.028046541E-4
0.0215,-4.13901111E-5,-1.029741761E-4
0.02155,-4.810949648E-5,-1.031432795E-4
0.0216,-5.480024637E-5,-1.033118346E-4
0.02165,-6.145712847E-5,-1.034797099E-4
0.0217,-6.807501412E-5,-1.036467762E-4
0.02175,-7.464879021E-5,-1.038129047E-4
0.0218,-8.117332756E-5,-1.039779659E-4
0.02185,-8.764349307E-5,-1.041418302E-4
0.0219,-9.405424616E-5,-1.043043703E-4
0.02195,-1.00400539E-4,-1.044654583E-4
0.022,-1.066773219E-4,-1.046249663E-4
0.02205,-1.128796514E-4,-1.04782769E-4
0.0221,-1.190025965E-4,-1.049387412E-4
0.02215,-1.250412386E-4,-1.050927578E-4
0.0222,-1.309907789E-4,-1.052446967E-4
0.02225,-1.368464458E-4,-1.053944363E-4
0.0223,-1.426034934E-4,-1.055418557E-4
0.02235,-1.482573098E-4,-1.056868368E-4
0.0224,-1.538033236E-4,-1.058292629E-4
0.02245,-1.592370026E-4,-1.059690179E-4
0.0225,-1.645539622E-4,-1.061059893E-4
0.02255,-1.697498709E-4,-1.062400658E-4
0.0226,-1.748204499E-4,-1.063711374E-4
0.02265,-1.797615801E-4,-1.06499098E-4
0.0227,-1.845692086E-4,-1.066238428E-4
0.02275,-1.892393468E-4,-1.067452689E-4
0.0228,-1.937681784E-4,-1.068632773E-4
0.02285,-1.981519648E-4,-1.069777709E-4
0.0229,-2.02387043E-4,-1.070886546E-4
0.02295,-2.064699339E-4,-1.071958376E-4
0.023,-2.103972464E-4,-1.072992313E-4
0.02305,-2.141656763E-4,-1.07398749E-4
0.0231,-2.177721129E-4,-1.074943092E-4
0.02315,-2.212135439E-4,-1.075858323E-4
0.0232,-2.24487053E-4,-1.076732413E-4
0.02325,-2.27589927E-4,-1.077564641E-4
0.0233,-2.305195599E-4,-1.078354313E-4
0.02335,-2.3327345E-4,-1.079100759E-4
0.0234,-2.358493071E-4,-1.079803364E-4
0.02345,-2.382449554E-4,-1.080461538E-4
0.0235,-2.404583313E-4,-1.08107472E-4
0.02355,-2.424875891E-4,-1.081642402E-4
0.0236,-2.443310043E-4,-1.082164109E-4
0.02365,-2.459869704E-4,-1.08263939E-4
0.0237,-2.474541046E-4,-1.083067854E-4
0.02375,-2.487311508E-4,-1.083449138E-4
0.0238,-2.498169806E-4,-1.083782914E-4
0.02385,-2.507106941E-4,-1.084068909E-4
0.0239,-2.514115109E-4,-1.084306878E-4
0.02395,-2.51918767E-4,-1.084496608E-4
0.024,-2.522320352E-4,-1.084637944E-4
0.02405,-2.523510403E-4,-1.084730768E-4
0.0241,-2.522756224E-4,-1.084774992E-4
0.02415,-2.520058573E-4,-1.084770586E-4
0.0242,-2.515419565E-4,-1.084717554E-4
0.02425,-2.508842585E-4,-1.084615933E-4
