# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.942196443676948547e-02 3.855983540415763855e-02 1.247483611106872559e+00 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.080411148071289062e+01 3.606696701049804688e+01 2.741957702636718750e+02 3.942196443676948547e-02 3.855983540415763855e-02 1.247483611106872559e+00 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.080411148071289062e+01 3.606696701049804688e+01 2.741957702636718750e+02
1.000000000000000000e+03 6.771519184112548828e+00 2.425490617752075195e+00 2.301519393920898438e+00 3.018807983398437500e+01 2.190915308892726898e-02 1.754060506820678711e+00 3.279684066772460938e+01 7.643212795257568359e+00 1.012144184112548828e+01 6.771519184112548828e+00 2.425490617752075195e+00 2.301519393920898438e+00 3.018807983398437500e+01 2.190915308892726898e-02 1.754060506820678711e+00 3.279684066772460938e+01 7.643212795257568359e+00 1.012144184112548828e+01
2.000000000000000000e+03 9.193696022033691406e+00 2.121171236038208008e+00 1.079231500625610352e+00 1.963272285461425781e+01 3.264120519161224365e-01 1.631738662719726562e+00 3.241165924072265625e+01 1.397468376159667969e+01 5.491277217864990234e+00 9.193696022033691406e+00 2.121171236038208008e+00 1.079231500625610352e+00 1.963272285461425781e+01 3.264120519161224365e-01 1.631738662719726562e+00 3.241165924072265625e+01 1.397468376159667969e+01 5.491277217864990234e+00
3.000000000000000000e+03 8.647980690002441406e+00 2.285175561904907227e+00 8.131931424140930176e-01 1.511198329925537109e+01 3.971158564090728760e-01 1.500929713249206543e+00 3.213539505004882812e+01 1.849939727783203125e+01 3.139091730117797852e+00 8.647980690002441406e+00 2.285175561904907227e+00 8.131931424140930176e-01 1.511198329925537109e+01 3.971158564090728760e-01 1.500929713249206543e+00 3.213539505004882812e+01 1.849939727783203125e+01 3.139091730117797852e+00
4.000000000000000000e+03 8.432620048522949219e+00 2.497293233871459961e+00 6.381549835205078125e-01 1.300069808959960938e+01 4.016444683074951172e-01 1.387525558471679688e+00 3.167429924011230469e+01 1.967771339416503906e+01 2.512670755386352539e+00 8.432620048522949219e+00 2.497293233871459961e+00 6.381549835205078125e-01 1.300069808959960938e+01 4.016444683074951172e-01 1.387525558471679688e+00 3.167429924011230469e+01 1.967771339416503906e+01 2.512670755386352539e+00
5.000000000000000000e+03 8.054561614990234375e+00 3.008573055267333984e+00 5.248626470565795898e-01 1.126740264892578125e+01 3.938903808593750000e-01 1.261504173278808594e+00 3.082008552551269531e+01 2.016201019287109375e+01 2.173662662506103516e+00 8.054561614990234375e+00 3.008573055267333984e+00 5.248626470565795898e-01 1.126740264892578125e+01 3.938903808593750000e-01 1.261504173278808594e+00 3.082008552551269531e+01 2.016201019287109375e+01 2.173662662506103516e+00
6.000000000000000000e+03 7.190298080444335938e+00 3.031098127365112305e+00 5.990244746208190918e-01 9.738454818725585938e+00 3.954654932022094727e-01 1.066618084907531738e+00 2.850892066955566406e+01 1.979137229919433594e+01 2.044061183929443359e+00 7.190298080444335938e+00 3.031098127365112305e+00 5.990244746208190918e-01 9.738454818725585938e+00 3.954654932022094727e-01 1.066618084907531738e+00 2.850892066955566406e+01 1.979137229919433594e+01 2.044061183929443359e+00
7.000000000000000000e+03 5.037944316864013672e+00 3.448193788528442383e+00 4.948871731758117676e-01 7.896528244018554688e+00 4.009170830249786377e-01 6.945599317550659180e-01 2.351455307006835938e+01 1.968781089782714844e+01 4.481188774108886719e+00 5.037944316864013672e+00 3.448193788528442383e+00 4.948871731758117676e-01 7.896528244018554688e+00 4.009170830249786377e-01 6.945599317550659180e-01 2.351455307006835938e+01 1.968781089782714844e+01 4.481188774108886719e+00
8.000000000000000000e+03 9.469190239906311035e-01 2.182353973388671875e+00 5.721151232719421387e-01 2.377634048461914062e+00 3.336173593997955322e-01 5.527729541063308716e-02 5.726321697235107422e+00 6.295203685760498047e+00 1.442740917205810547e+01 9.469190239906311035e-01 2.182353973388671875e+00 5.721151232719421387e-01 2.377634048461914062e+00 3.336173593997955322e-01 5.527729541063308716e-02 5.726321697235107422e+00 6.295203685760498047e+00 1.442740917205810547e+01
9.000000000000000000e+03 4.682378172874450684e-01 1.262562513351440430e+00 4.142939746379852295e-01 1.140308976173400879e+00 1.496270000934600830e-01 3.475827179499901831e-05 2.597544193267822266e+00 2.953748941421508789e+00 1.083962631225585938e+01 4.682378172874450684e-01 1.262562513351440430e+00 4.142939746379852295e-01 1.140308976173400879e+00 1.496270000934600830e-01 3.475827179499901831e-05 2.597544193267822266e+00 2.953748941421508789e+00 1.083962631225585938e+01
1.000000000000000000e+04 2.681968510150909424e-01 7.308034896850585938e-01 2.654828429222106934e-01 6.046859622001647949e-01 5.475051701068878174e-02 1.766855828464031219e-02 1.422440409660339355e+00 1.627222061157226562e+00 7.457746028900146484e+00 2.681968510150909424e-01 7.308034896850585938e-01 2.654828429222106934e-01 6.046859622001647949e-01 5.475051701068878174e-02 1.766855828464031219e-02 1.422440409660339355e+00 1.627222061157226562e+00 7.457746028900146484e+00
1.100000000000000000e+04 1.654182374477386475e-01 4.812938868999481201e-01 1.756697148084640503e-01 3.219963014125823975e-01 1.819224655628204346e-02 3.334067761898040771e-02 8.557971715927124023e-01 9.425915479660034180e-01 4.552668571472167969e+00 1.654182374477386475e-01 4.812938868999481201e-01 1.756697148084640503e-01 3.219963014125823975e-01 1.819224655628204346e-02 3.334067761898040771e-02 8.557971715927124023e-01 9.425915479660034180e-01 4.552668571472167969e+00
1.200000000000000000e+04 8.863899856805801392e-02 2.552303671836853027e-01 1.209660097956657410e-01 1.734071969985961914e-01 5.353596992790699005e-03 2.054447308182716370e-02 5.361677408218383789e-01 5.690675973892211914e-01 2.512214660644531250e+00 8.863899856805801392e-02 2.552303671836853027e-01 1.209660097956657410e-01 1.734071969985961914e-01 5.353596992790699005e-03 2.054447308182716370e-02 5.361677408218383789e-01 5.690675973892211914e-01 2.512214660644531250e+00
1.300000000000000000e+04 5.953904986381530762e-02 1.503926217555999756e-01 7.658439874649047852e-02 8.598694205284118652e-02 2.311178948730230331e-03 1.809346489608287811e-02 3.265658915042877197e-01 3.221555948257446289e-01 1.182065129280090332e+00 5.953904986381530762e-02 1.503926217555999756e-01 7.658439874649047852e-02 8.598694205284118652e-02 2.311178948730230331e-03 1.809346489608287811e-02 3.265658915042877197e-01 3.221555948257446289e-01 1.182065129280090332e+00
