0 [1.00e+00, 1.00e+00, 1.00e+00, 1.00e+00]
1000 [1.02e+00, 1.02e+00, 1.02e+00, 9.77e-01]
2000 [1.02e+00, 1.02e+00, 1.02e+00, 9.75e-01]
3000 [1.03e+00, 1.03e+00, 1.02e+00, 9.75e-01]
4000 [1.03e+00, 1.03e+00, 1.03e+00, 9.74e-01]
5000 [1.03e+00, 1.04e+00, 1.03e+00, 9.72e-01]
6000 [1.03e+00, 1.06e+00, 1.03e+00, 9.68e-01]
7000 [1.04e+00, 1.09e+00, 1.04e+00, 9.64e-01]
8000 [1.04e+00, 1.13e+00, 1.04e+00, 9.56e-01]
9000 [1.06e+00, 1.18e+00, 1.06e+00, 9.42e-01]
10000 [1.07e+00, 1.24e+00, 1.08e+00, 9.22e-01]
11000 [1.10e+00, 1.29e+00, 1.11e+00, 8.93e-01]
12000 [1.24e+00, 1.34e+00, 1.35e+00, 6.67e-01]
13000 [1.33e+00, 1.37e+00, 1.61e+00, 4.25e-01]
14000 [1.36e+00, 1.39e+00, 1.69e+00, 3.15e-01]
15000 [1.37e+00, 1.41e+00, 1.61e+00, 3.12e-01]
16000 [1.38e+00, 1.44e+00, 1.44e+00, 3.23e-01]
17000 [1.39e+00, 1.49e+00, 1.13e+00, 3.40e-01]
18000 [1.41e+00, 1.56e+00, 7.02e-01, 3.63e-01]
19000 [1.42e+00, 1.63e+00, 5.34e-01, 3.85e-01]
20000 [1.42e+00, 1.70e+00, 4.19e-01, 4.06e-01]
21000 [1.42e+00, 1.76e+00, 3.33e-01, 4.23e-01]
22000 [1.42e+00, 1.82e+00, 2.47e-01, 4.40e-01]
23000 [1.42e+00, 1.86e+00, 1.75e-01, 4.53e-01]
24000 [1.42e+00, 1.89e+00, 9.97e-02, 4.66e-01]
25000 [1.42e+00, 1.92e+00, 3.48e-02, 4.75e-01]
26000 [1.42e+00, 1.95e+00, 2.07e-02, 4.85e-01]
27000 [1.42e+00, 1.98e+00, 1.13e-02, 4.95e-01]
28000 [1.42e+00, 2.00e+00, 1.12e-02, 5.04e-01]
29000 [1.41e+00, 2.02e+00, 1.35e-02, 5.13e-01]
30000 [1.41e+00, 2.04e+00, 1.03e-02, 5.21e-01]
31000 [1.41e+00, 2.06e+00, 1.17e-02, 5.30e-01]
32000 [1.41e+00, 2.07e+00, 1.03e-02, 5.37e-01]
33000 [1.41e+00, 2.09e+00, 7.89e-03, 5.44e-01]
34000 [1.41e+00, 2.11e+00, 5.58e-03, 5.51e-01]
35000 [1.41e+00, 2.12e+00, 7.11e-03, 5.58e-01]
36000 [1.40e+00, 2.13e+00, 6.03e-03, 5.64e-01]
37000 [1.40e+00, 2.14e+00, 7.14e-03, 5.70e-01]
38000 [1.40e+00, 2.15e+00, 6.96e-03, 5.76e-01]
39000 [1.40e+00, 2.16e+00, 6.36e-03, 5.82e-01]
40000 [1.40e+00, 2.17e+00, 4.05e-03, 5.87e-01]
41000 [1.40e+00, 2.18e+00, 7.94e-03, 5.92e-01]
42000 [1.40e+00, 2.19e+00, 6.57e-03, 5.97e-01]
43000 [1.40e+00, 2.20e+00, 5.47e-03, 6.02e-01]
44000 [1.39e+00, 2.20e+00, 9.81e-03, 6.05e-01]
45000 [1.39e+00, 2.21e+00, 6.06e-03, 6.09e-01]
46000 [1.39e+00, 2.21e+00, 5.60e-03, 6.13e-01]
47000 [1.39e+00, 2.22e+00, 5.33e-03, 6.17e-01]
48000 [1.39e+00, 2.22e+00, 5.64e-03, 6.21e-01]
49000 [1.39e+00, 2.23e+00, 6.59e-03, 6.25e-01]
50000 [1.39e+00, 2.23e+00, 6.26e-03, 6.28e-01]
51000 [1.39e+00, 2.24e+00, 6.28e-03, 6.32e-01]
52000 [1.39e+00, 2.24e+00, 7.34e-03, 6.35e-01]
