,0,1
153,0.836,1.26
154,0.857,1.28
155,0.835,1.28
156,0.848,1.29
157,0.83,1.3
158,0.85,1.32
159,0.835,1.33
160,0.838,1.33
161,0.837,1.35
162,0.828,1.36
163,0.813,1.37
164,0.835,1.38
165,0.83,1.4
166,0.817,1.4
167,0.81,1.42
168,0.832,1.43
169,0.827,1.44
170,0.811,1.45
171,0.803,1.46
172,0.823,1.48
173,0.817,1.49
174,0.805,1.5
175,0.798,1.52
176,0.805,1.53
177,0.791,1.54
178,0.815,1.56
179,0.797,1.58
180,0.806,1.58
181,0.798,1.6
182,0.781,1.62
183,0.806,1.64
184,0.795,1.64
185,0.793,1.66
186,0.773,1.68
187,0.799,1.69
188,0.782,1.7
189,0.802,1.72
190,0.786,1.74
191,0.78,1.75
192,0.763,1.76
193,0.79,1.78
194,0.768,1.8
195,0.778,1.81
196,0.778,1.83
197,0.765,1.85
198,0.752,1.87
199,0.774,1.89
200,0.768,1.9
201,0.752,1.92
202,0.779,1.94
203,0.755,1.97
204,0.767,1.98
205,0.767,2.0
206,0.743,2.02
207,0.762,2.04
208,0.748,2.06
209,0.734,2.08
210,0.761,2.1
211,0.742,2.12
212,0.728,2.14
213,0.756,2.16
214,0.734,2.18
215,0.717,2.21
216,0.744,2.23
217,0.73,2.24
218,0.714,2.27
219,0.743,2.29
220,0.719,2.31
221,0.705,2.33
222,0.733,2.35
223,0.716,2.38
224,0.698,2.41
225,0.718,2.43
226,0.712,2.45
227,0.691,2.47
228,0.72,2.5
229,0.722,2.51
230,0.706,2.54
231,0.686,2.56
232,0.716,2.59
233,0.701,2.61
234,0.685,2.63
235,0.699,2.66
236,0.692,2.68
237,0.661,2.7
238,0.69,2.73
239,0.679,2.75
240,0.661,2.78
241,0.683,2.8
242,0.67,2.82
243,0.679,2.85
244,0.676,2.88
245,0.657,2.89
246,0.687,2.92
247,0.656,2.95
248,0.685,2.97
249,0.666,3.0
250,0.676,3.02
251,0.673,3.05
252,0.646,3.08
253,0.665,3.1
254,0.653,3.13
255,0.622,3.16
256,0.652,3.19
257,0.644,3.21
258,0.618,3.24
259,0.647,3.27
260,0.638,3.29
261,0.604,3.32
262,0.633,3.35
263,0.613,3.37
264,0.638,3.4
265,0.601,3.43
266,0.629,3.46
267,0.628,3.48
268,0.609,3.51
269,0.637,3.54
270,0.614,3.57
271,0.635,3.59
272,0.623,3.62
273,0.6,3.66
274,0.622,3.68
275,0.618,3.71
276,0.595,3.74
277,0.615,3.77
278,0.589,3.79
279,0.62,3.82
280,0.597,3.86
281,0.591,3.88
282,0.603,3.91
283,0.583,3.95
284,0.603,3.97
285,0.597,4.0
286,0.596,4.03
287,0.575,4.07
288,0.6,4.09
289,0.595,4.13
290,0.571,4.17
291,0.593,4.19
292,0.584,4.22
293,0.577,4.26
294,0.561,4.28
295,0.551,4.31
296,0.564,4.34
297,0.543,4.38
298,0.572,4.41
299,0.558,4.44
300,0.537,4.47
301,0.567,4.51
302,0.557,4.53
303,0.539,4.56
304,0.57,4.6
305,0.542,4.64
306,0.565,4.66
307,0.564,4.7
308,0.542,4.74
309,0.539,4.76
310,0.521,4.8
311,0.545,4.83
312,0.532,4.86
313,0.507,4.89
314,0.536,4.92
315,0.528,4.95
316,0.505,4.98
317,0.534,5.01
318,0.513,5.05
319,0.538,5.08
320,0.534,5.11
321,0.518,5.15
322,0.537,5.17
323,0.525,5.21
324,0.501,5.25
325,0.526,5.27
326,0.529,5.3
327,0.508,5.34
328,0.511,5.36
329,0.498,5.4
330,0.507,5.43
331,0.51,5.47
332,0.504,5.49
333,0.49,5.52
334,0.501,5.55
335,0.478,5.58
336,0.495,5.62
337,0.463,5.65
338,0.491,5.68
339,0.49,5.71
340,0.472,5.75
341,0.497,5.78
342,0.494,5.8
343,0.48,5.84
344,0.47,5.86
345,0.497,5.9
346,0.485,5.92
347,0.465,5.95
348,0.494,5.98
349,0.473,6.01
350,0.485,6.04
351,0.493,6.07
352,0.475,6.1
353,0.486,6.12
354,0.481,6.15
355,0.459,6.19
356,0.48,6.21
357,0.467,6.24
358,0.447,6.27
359,0.475,6.3
360,0.465,6.33
361,0.456,6.36
362,0.44,6.39
363,0.462,6.42
364,0.464,6.44
365,0.449,6.47
366,0.472,6.49
367,0.439,6.52
368,0.467,6.55
369,0.471,6.57
370,0.444,6.6
371,0.472,6.63
372,0.441,6.66
373,0.465,6.68
374,0.456,6.71
375,0.46,6.73
376,0.444,6.76
377,0.427,6.78
378,0.455,6.81
379,0.45,6.83
380,0.434,6.86
381,0.46,6.88
382,0.444,6.91
383,0.429,6.93
384,0.457,6.95
385,0.443,6.98
386,0.431,7.0
387,0.444,7.03
388,0.437,7.05
389,0.426,7.07
390,0.424,7.09
391,0.451,7.11
392,0.433,7.14
393,0.417,7.16
394,0.443,7.18
395,0.447,7.2
396,0.428,7.23
397,0.428,7.25
398,0.409,7.27
399,0.438,7.29
400,0.421,7.31
401,0.392,7.33
402,0.416,7.36
403,0.439,7.37
404,0.432,7.4
405,0.425,7.41
406,0.407,7.43
407,0.435,7.45
408,0.418,7.47
409,0.413,7.49
410,0.432,7.51
411,0.424,7.53
412,0.422,7.55
413,0.394,7.57
414,0.42,7.59
415,0.401,7.61
416,0.427,7.63
417,0.414,7.65
418,0.403,7.67
419,0.432,7.68
420,0.411,7.7
421,0.395,7.72
422,0.423,7.74
423,0.406,7.76
424,0.428,7.77
425,0.429,7.79
426,0.406,7.81
427,0.418,7.83
428,0.395,7.85
429,0.423,7.87
430,0.413,7.89
431,0.395,7.9
432,0.425,7.92
433,0.41,7.94
434,0.409,7.95
435,0.388,7.98
436,0.416,7.99
437,0.396,8.01
438,0.423,8.02
439,0.415,8.04
440,0.404,8.06
441,0.397,8.07
442,0.387,8.09
443,0.407,8.1
444,0.388,8.12
445,0.414,8.13
446,0.407,8.15
447,0.409,8.17
448,0.393,8.18
449,0.406,8.2
450,0.411,8.21
451,0.389,8.24
452,0.415,8.25
453,0.411,8.27
454,0.384,8.28
455,0.409,8.29
456,0.396,8.31
457,0.393,8.33
458,0.375,8.35
459,0.403,8.36
460,0.394,8.38
461,0.394,8.39
462,0.377,8.41
463,0.405,8.42
464,0.395,8.44
465,0.383,8.45
466,0.414,8.46
467,0.392,8.48
468,0.392,8.49
469,0.377,8.51
470,0.406,8.52
471,0.395,8.53
472,0.38,8.55
473,0.41,8.56
474,0.381,8.58
475,0.407,8.59
476,0.387,8.61
477,0.399,8.62
478,0.409,8.64
479,0.398,8.65
480,0.407,8.66
481,0.399,8.68
482,0.378,8.69
483,0.407,8.7
484,0.389,8.72
485,0.376,8.73
486,0.405,8.75
487,0.396,8.76
488,0.394,8.77
489,0.366,8.79
490,0.393,8.8
491,0.382,8.82
492,0.384,8.83
493,0.379,8.84
494,0.399,8.85
495,0.398,8.87
496,0.381,8.88
497,0.385,8.89
498,0.403,8.9
499,0.385,8.92
500,0.376,8.93
501,0.373,8.94
502,0.398,8.95
503,0.369,8.97
504,0.399,8.98
505,0.367,8.99
506,0.397,9.0
507,0.393,9.01
508,0.384,9.03
509,0.363,9.04
510,0.391,9.05
511,0.385,9.07
512,0.385,9.08
513,0.373,9.09
514,0.379,9.1
515,0.391,9.1
516,0.389,9.11
517,0.377,9.13
518,0.357,9.14
519,0.386,9.16
520,0.376,9.16
521,0.365,9.18
522,0.395,9.19
523,0.368,9.2
524,0.389,9.21
525,0.387,9.22
526,0.386,9.23
527,0.365,9.25
528,0.393,9.26
529,0.385,9.27
530,0.369,9.27
531,0.388,9.28
532,0.38,9.29
533,0.364,9.3
534,0.394,9.31
535,0.373,9.33
536,0.359,9.33
537,0.384,9.34
538,0.373,9.36
539,0.357,9.37
540,0.381,9.38
541,0.37,9.39
542,0.36,9.4
543,0.379,9.42
544,0.364,9.43
545,0.39,9.44
546,0.378,9.45
547,0.388,9.46
548,0.38,9.47
549,0.368,9.48
550,0.375,9.49
551,0.355,9.5
552,0.382,9.51
553,0.378,9.52
554,0.37,9.53
555,0.358,9.54
556,0.381,9.56
557,0.382,9.56
558,0.36,9.58
559,0.387,9.59
560,0.38,9.6
561,0.378,9.61
562,0.381,9.62
563,0.366,9.63
564,0.385,9.64
565,0.377,9.65
566,0.386,9.66
567,0.38,9.67
568,0.391,9.68
569,0.379,9.68
570,0.368,9.69
571,0.354,9.7
572,0.383,9.71
573,0.36,9.72
574,0.388,9.73
575,0.369,9.74
576,0.381,9.75
577,0.365,9.76
578,0.381,9.77
579,0.382,9.78
580,0.368,9.79
581,0.39,9.8
582,0.354,9.81
583,0.377,9.82
584,0.367,9.83
585,0.368,9.84
586,0.378,9.85
587,0.391,9.86
588,0.384,9.87
589,0.366,9.88
590,0.374,9.89
591,0.378,9.9
592,0.362,9.91
593,0.389,9.92
594,0.392,9.92
595,0.379,9.94
596,0.389,9.91
597,0.372,9.92
598,0.352,9.93
599,0.381,9.94
600,0.364,9.95
601,0.393,9.96
602,0.376,9.97
603,0.363,9.98
604,0.391,9.99
605,0.373,10.0
606,0.356,10.0
607,0.384,10.0
608,0.368,10.0
609,0.373,10.0
610,0.356,10.0
611,0.384,10.1
612,0.368,10.1
613,0.371,10.1
614,0.384,10.1
615,0.373,10.1
616,0.38,10.1
617,0.37,10.1
618,0.369,10.1
619,0.359,10.1
620,0.388,10.1
621,0.372,10.1
622,0.385,10.2
623,0.38,10.2
624,0.393,10.2
625,0.367,10.2
626,0.368,10.2
627,0.388,10.2
628,0.374,10.2
629,0.355,10.2
630,0.385,10.2
631,0.368,10.2
632,0.382,10.2
633,0.38,10.2
634,0.358,10.2
635,0.385,10.2
636,0.37,10.2
637,0.374,10.3
638,0.385,10.3
639,0.377,10.3
640,0.367,10.3
641,0.381,10.3
642,0.388,10.3
643,0.368,10.3
644,0.393,10.3
645,0.367,10.3
646,0.397,10.3
647,0.369,10.3
648,0.392,10.3
649,0.388,10.4
650,0.375,10.4
651,0.385,10.4
652,0.376,10.4
653,0.361,10.4
654,0.391,10.4
655,0.385,10.4
656,0.369,10.4
657,0.374,10.4
658,0.382,10.4
659,0.359,10.4
660,0.388,10.4
661,0.371,10.4
662,0.394,10.4
663,0.383,10.5
664,0.367,10.5
665,0.395,10.5
666,0.371,10.5
667,0.398,10.5
668,0.378,10.5
669,0.367,10.5
670,0.395,10.5
671,0.387,10.5
672,0.38,10.5
673,0.396,10.5
674,0.391,10.5
675,0.372,10.5
676,0.389,10.6
677,0.384,10.6
678,0.368,10.6
679,0.39,10.6
680,0.385,10.6
681,0.374,10.6
682,0.371,10.6
683,0.375,10.6
684,0.363,10.6
685,0.386,10.6
686,0.363,10.6
687,0.393,10.6
688,0.363,10.6
689,0.392,10.6
690,0.389,10.7
691,0.351,10.6
692,0.378,10.7
693,0.367,10.7
694,0.391,10.7
695,0.372,10.7
696,0.4,10.7
697,0.385,10.7
698,0.375,10.7
699,0.374,10.7
700,0.386,10.7
701,0.369,10.7
702,0.397,10.7
703,0.385,10.7
704,0.371,10.7
705,0.4,10.7
706,0.385,10.8
707,0.37,10.8
708,0.399,10.8
709,0.373,10.8
710,0.397,10.8
711,0.386,10.8
712,0.383,10.8
713,0.394,10.8
714,0.397,10.8
715,0.376,10.8
716,0.385,10.8
717,0.37,10.8
718,0.399,10.8
719,0.386,10.8
720,0.372,10.8
721,0.401,10.8
722,0.376,10.9
723,0.375,10.9
724,0.395,10.9
725,0.381,10.9
726,0.364,10.9
727,0.393,10.9
728,0.38,10.9
729,0.357,10.9
730,0.383,10.9
731,0.398,10.9
732,0.395,10.9
733,0.381,10.9
734,0.379,10.9
735,0.366,10.9
736,0.395,10.9
737,0.398,10.9
738,0.385,10.9
739,0.37,11.0
740,0.401,11.0
741,0.386,11.0
742,0.372,11.0
743,0.401,11.0
744,0.383,11.0
745,0.367,11.0
746,0.396,11.0
747,0.382,11.0
748,0.385,11.0
749,0.372,11.0
750,0.381,11.0
751,0.384,11.0
752,0.38,11.0
753,0.371,11.0
754,0.399,11.0
755,0.38,11.1
756,0.366,11.1
757,0.393,11.1
758,0.379,11.1
759,0.371,11.1
760,0.399,11.1
761,0.386,11.1
762,0.372,11.1
763,0.395,11.1
764,0.398,11.1
765,0.385,11.1
766,0.392,11.1
767,0.376,11.1
768,0.37,11.1
769,0.396,11.1
770,0.38,11.2
771,0.401,11.2
772,0.401,11.2
773,0.369,11.1
774,0.397,11.2
775,0.382,11.2
776,0.371,11.2
777,0.4,11.2
778,0.384,11.2
779,0.369,11.2
780,0.399,11.2
781,0.384,11.2
782,0.373,11.2
783,0.403,11.2
784,0.381,11.2
785,0.368,11.2
786,0.397,11.2
787,0.372,11.2
788,0.399,11.2
789,0.402,11.2
790,0.383,11.3
791,0.378,11.3
792,0.369,11.3
793,0.397,11.3
794,0.383,11.3
795,0.357,11.3
796,0.387,11.3
797,0.375,11.3
798,0.37,11.3
799,0.39,11.3
800,0.379,11.3
801,0.353,11.3
802,0.37,11.3
803,0.396,11.3
804,0.38,11.3
805,0.372,11.3
806,0.395,11.3
807,0.382,11.3
808,0.359,11.3
809,0.385,11.3
810,0.399,11.3
811,0.384,11.3
812,0.37,11.4
813,0.399,11.4
814,0.389,11.4
815,0.373,11.4
816,0.4,11.4
817,0.382,11.4
818,0.365,11.4
819,0.395,11.4
820,0.392,11.4
821,0.387,11.4
822,0.395,11.4
823,0.347,11.4
824,0.373,11.4
825,0.368,11.4
826,0.392,11.4
827,0.383,11.4
828,0.374,11.4
829,0.365,11.4
830,0.389,11.4
831,0.369,11.4
832,0.398,11.4
833,0.386,11.4
834,0.377,11.4
835,0.369,11.4
836,0.398,11.4
837,0.382,11.4
838,0.366,11.5
839,0.396,11.5
840,0.378,11.5
841,0.375,11.5
842,0.389,11.5
843,0.375,11.5
844,0.404,11.5
845,0.39,11.5
846,0.371,11.5
847,0.4,11.5
848,0.397,11.5
849,0.383,11.5
850,0.376,11.5
851,0.388,11.5
852,0.39,11.5
853,0.402,11.5
854,0.395,11.5
855,0.371,11.5
856,0.4,11.5
857,0.381,11.6
858,0.382,11.6
859,0.369,11.6
860,0.399,11.6
861,0.381,11.6
862,0.374,11.6
863,0.4,11.6
864,0.329,11.5
865,0.354,11.5
866,0.377,11.5
867,0.367,11.5
868,0.392,11.5
869,0.377,11.5
870,0.36,11.5
871,0.383,11.6
872,0.373,11.6
873,0.401,11.6
874,0.39,11.6
875,0.368,11.6
876,0.397,11.6
877,0.374,11.6
878,0.402,11.6
879,0.385,11.6
880,0.374,11.6
881,0.402,11.6
882,0.39,11.6
883,0.382,11.6
884,0.366,11.6
885,0.395,11.6
886,0.378,11.6
887,0.401,11.6
888,0.398,11.6
889,0.386,11.6
890,0.367,11.7
891,0.397,11.7
892,0.396,11.7
893,0.383,11.7
894,0.374,11.7
895,0.405,11.7
896,0.399,11.7
897,0.392,11.7
898,0.385,11.7
899,0.394,11.7
900,0.377,11.7
901,0.391,11.7
902,0.405,11.7
903,0.386,11.7
904,0.363,11.7
905,0.39,11.7
906,0.384,11.7
907,0.37,11.7
908,0.399,11.7
909,0.382,11.7
910,0.369,11.7
911,0.395,11.7
912,0.384,11.7
913,0.373,11.7
914,0.403,11.7
915,0.39,11.7
916,0.369,11.7
917,0.398,11.7
918,0.38,11.7
919,0.404,11.8
920,0.398,11.8
921,0.382,11.8
922,0.38,11.8
923,0.402,11.8
924,0.39,11.8
925,0.377,11.8
926,0.406,11.8
927,0.382,11.8
928,0.382,11.8
929,0.379,11.8
930,0.399,11.8
931,0.397,11.8
932,0.383,11.8
933,0.408,11.8
934,0.402,11.8
935,0.348,11.8
936,0.374,11.8
937,0.383,11.8
938,0.4,11.8
939,0.391,11.8
940,0.384,11.8
941,0.369,11.8
942,0.4,11.8
943,0.384,11.8
944,0.373,11.8
945,0.403,11.8
946,0.389,11.8
947,0.377,11.8
948,0.408,11.8
949,0.395,11.8
950,0.379,11.8
951,0.409,11.8
952,0.396,11.8
953,0.38,11.8
954,0.41,11.8
955,0.385,11.8
956,0.382,11.8
957,0.4,11.8
958,0.383,11.8
959,0.407,11.8
960,0.401,11.8
961,0.387,11.8
962,0.375,11.9
963,0.403,11.9
964,0.399,11.9
965,0.387,11.9
966,0.368,11.9
967,0.394,11.9
968,0.377,11.9
969,0.407,11.9
970,0.397,11.9
971,0.41,11.9
972,0.406,11.9
973,0.413,11.9
974,0.371,11.9
975,0.399,11.9
976,0.389,11.9
977,0.371,11.9
978,0.4,11.9
979,0.379,11.9
980,0.407,11.9
981,0.396,11.9
982,0.376,11.9
983,0.405,11.9
984,0.392,11.9
985,0.379,11.9
986,0.409,11.9
987,0.4,11.9
988,0.392,11.9
989,0.387,11.9
990,0.375,11.9
991,0.404,11.9
992,0.393,11.9
993,0.383,12.0
994,0.412,12.0
995,0.406,12.0
996,0.384,12.0
997,0.413,12.0
998,0.401,12.0
999,0.39,12.0
1000,0.373,12.0
1001,0.4,12.0
1002,0.406,12.0
1003,0.395,12.0
1004,0.384,12.0
1005,0.409,12.0
1006,0.374,12.0
1007,0.402,12.0
1008,0.411,12.0
1009,0.409,12.0
1010,0.4,12.0
1011,0.311,11.9
1012,0.333,12.0
1013,0.354,12.0
1014,0.374,12.0
1015,0.381,12.0
1016,0.376,12.0
1017,0.369,12.0
1018,0.394,12.0
1019,0.385,12.0
1020,0.37,12.0
1021,0.398,12.0
1022,0.385,12.0
1023,0.368,12.0
1024,0.397,12.0
1025,0.389,12.0
1026,0.378,12.0
1027,0.389,12.0
1028,0.388,12.0
1029,0.378,12.0
1030,0.408,12.0
1031,0.396,12.0
1032,0.388,12.0
1033,0.375,12.0
1034,0.406,12.0
1035,0.391,12.0
1036,0.368,12.0
1037,0.397,12.0
1038,0.383,12.0
1039,0.412,12.0
1040,0.401,12.1
1041,0.389,12.1
1042,0.379,12.1
1043,0.409,12.1
1044,0.39,12.1
1045,0.372,12.1
1046,0.4,12.1
1047,0.382,12.1
1048,0.411,12.1
1049,0.401,12.1
1050,0.391,12.1
1051,0.374,12.1
1052,0.402,12.1
1053,0.394,12.1
1054,0.382,12.1
1055,0.413,12.1
1056,0.414,12.1
1057,0.393,12.1
1058,0.395,12.1
1059,0.383,12.1
1060,0.414,12.1
1061,0.408,12.1
1062,0.398,12.1
1063,0.381,12.2
1064,0.413,12.2
1065,0.39,12.2
1066,0.375,12.2
1067,0.406,12.2
1068,0.403,12.2
1069,0.349,12.1
1070,0.373,12.1
1071,0.395,12.1
1072,0.385,12.1
1073,0.378,12.1
1074,0.403,12.1
1075,0.398,12.1
1076,0.378,12.1
1077,0.406,12.1
1078,0.395,12.1
1079,0.376,12.2
1080,0.405,12.2
1081,0.394,12.2
1082,0.371,12.2
1083,0.4,12.2
1084,0.383,12.2
1085,0.412,12.2
1086,0.386,12.2
1087,0.413,12.2
1088,0.394,12.2
1089,0.381,12.2
1090,0.409,12.2
1091,0.396,12.2
1092,0.385,12.2
1093,0.414,12.2
1094,0.403,12.2
1095,0.385,12.2
1096,0.411,12.2
1097,0.387,12.2
1098,0.4,12.2
1099,0.402,12.2
1100,0.386,12.2
1101,0.41,12.2
1102,0.382,12.3
1103,0.411,12.3
1104,0.403,12.3
1105,0.389,12.3
1106,0.388,12.3
1107,0.414,12.3
1108,0.396,12.3
1109,0.391,12.3
1110,0.383,12.3
1111,0.41,12.3
1112,0.366,12.2
1113,0.391,12.2
1114,0.38,12.3
1115,0.405,12.3
1116,0.392,12.3
1117,0.373,12.3
1118,0.401,12.3
1119,0.381,12.3
1120,0.41,12.3
1121,0.398,12.3
1122,0.386,12.3
1123,0.415,12.3
1124,0.402,12.3
1125,0.389,12.3
1126,0.392,12.3
1127,0.398,12.3
1128,0.385,12.3
1129,0.415,12.3
1130,0.411,12.3
1131,0.397,12.3
1132,0.386,12.3
1133,0.417,12.3
1134,0.402,12.3
1135,0.392,12.3
1136,0.381,12.3
1137,0.408,12.3
1138,0.388,12.4
1139,0.407,12.4
1140,0.389,12.4
1141,0.406,12.4
1142,0.408,12.4
1143,0.395,12.4
1144,0.391,12.4
1145,0.388,12.4
1146,0.41,12.4
1147,0.394,12.4
1148,0.4,12.4
1149,0.389,12.4
1150,0.415,12.4
1151,0.408,12.4
1152,0.354,12.4
1153,0.38,12.4
1154,0.403,12.4
1155,0.396,12.4
1156,0.386,12.4
1157,0.413,12.4
1158,0.397,12.4
1159,0.386,12.4
1160,0.415,12.4
1161,0.403,12.4
1162,0.384,12.4
1163,0.413,12.4
1164,0.404,12.4
1165,0.389,12.4
1166,0.418,12.4
1167,0.411,12.4
1168,0.39,12.4
1169,0.417,12.4
1170,0.408,12.4
1171,0.39,12.4
1172,0.419,12.4
1173,0.407,12.5
1174,0.398,12.5
1175,0.38,12.5
1176,0.41,12.5
1177,0.407,12.5
1178,0.396,12.5
1179,0.38,12.5
1180,0.409,12.5
1181,0.409,12.5
1182,0.399,12.5
1183,0.39,12.5
1184,0.421,12.5
1185,0.399,12.5
1186,0.383,12.5
1187,0.412,12.5
1188,0.387,12.5
1189,0.415,12.5
1190,0.405,12.5
1191,0.392,12.5
1192,0.422,12.5
1193,0.402,12.5
1194,0.386,12.5
1195,0.417,12.5
1196,0.386,12.5
1197,0.415,12.5
1198,0.409,12.5
1199,0.303,12.5
1200,0.32,12.5
1201,0.335,12.5
1202,0.35,12.5
1203,0.365,12.5
1204,0.366,12.5
1205,0.379,12.5
1206,0.38,12.5
1207,0.379,12.5
1208,0.371,12.5
1209,0.393,12.5
1210,0.382,12.5
1211,0.373,12.5
1212,0.399,12.5
1213,0.388,12.5
1214,0.371,12.5
1215,0.399,12.5
1216,0.388,12.5
1217,0.37,12.5
1218,0.399,12.5
1219,0.386,12.5
1220,0.382,12.5
1221,0.403,12.5
1222,0.391,12.5
1223,0.377,12.5
1224,0.407,12.5
1225,0.396,12.5
1226,0.385,12.5
1227,0.416,12.5
1228,0.408,12.5
1229,0.394,12.5
1230,0.381,12.5
1231,0.413,12.5
1232,0.398,12.6
1233,0.386,12.6
1234,0.418,12.6
1235,0.406,12.6
1236,0.409,12.6
1237,0.401,12.6
1238,0.398,12.6
1239,0.387,12.6
1240,0.42,12.6
1241,0.405,12.6
1242,0.39,12.6
1243,0.422,12.6
1244,0.403,12.6
1245,0.397,12.6
1246,0.386,12.6
1247,0.415,12.6
1248,0.401,12.6
1249,0.412,12.6
1250,0.403,12.6
1251,0.405,12.6
1252,0.392,12.6
1253,0.408,12.6
1254,0.423,12.6
1255,0.331,12.6
1256,0.355,12.6
1257,0.377,12.6
1258,0.397,12.6
1259,0.394,12.6
1260,0.385,12.6
1261,0.375,12.6
1262,0.399,12.6
1263,0.386,12.6
1264,0.384,12.6
1265,0.404,12.6
1266,0.386,12.6
1267,0.415,12.6
1268,0.4,12.6
1269,0.39,12.6
1270,0.389,12.6
1271,0.406,12.6
1272,0.389,12.6
1273,0.42,12.6
1274,0.401,12.6
1275,0.39,12.6
1276,0.421,12.6
1277,0.409,12.6
1278,0.388,12.6
1279,0.419,12.6
1280,0.396,12.6
1281,0.396,12.6
1282,0.418,12.6
1283,0.401,12.7
1284,0.391,12.7
1285,0.422,12.7
1286,0.408,12.7
1287,0.384,12.7
1288,0.414,12.7
1289,0.394,12.7
1290,0.423,12.7
1291,0.411,12.7
1292,0.396,12.7
1293,0.425,12.7
1294,0.408,12.7
1295,0.4,12.7
1296,0.391,12.7
1297,0.419,12.7
1298,0.414,12.7
1299,0.397,12.7
1300,0.419,12.7
1301,0.424,12.7
1302,0.368,12.7
1303,0.39,12.7
1304,0.41,12.7
1305,0.407,12.7
1306,0.399,12.7
1307,0.388,12.7
1308,0.415,12.7
1309,0.408,12.7
1310,0.391,12.7
1311,0.42,12.7
1312,0.406,12.7
1313,0.392,12.7
1314,0.422,12.7
1315,0.403,12.7
1316,0.393,12.7
1317,0.423,12.7
1318,0.41,12.7
1319,0.392,12.7
1320,0.423,12.7
1321,0.411,12.7
1322,0.394,12.7
1323,0.424,12.7
1324,0.412,12.7
1325,0.384,12.7
1326,0.414,12.7
1327,0.406,12.7
1328,0.395,12.7
1329,0.424,12.7
1330,0.426,12.7
1331,0.411,12.7
1332,0.402,12.7
1333,0.389,12.8
1334,0.41,12.8
1335,0.413,12.8
1336,0.398,12.8
1337,0.43,12.8
1338,0.407,12.8
1339,0.406,12.8
1340,0.395,12.8
1341,0.426,12.8
1342,0.413,12.8
1343,0.416,12.8
1344,0.401,12.8
1345,0.405,12.8
1346,0.424,12.8
1347,0.41,12.8
1348,0.406,12.8
1349,0.393,12.8
1350,0.423,12.8
1351,0.428,12.8
1352,0.397,12.8
1353,0.425,12.8
1354,0.414,12.8
1355,0.4,12.8
1356,0.43,12.8
1357,0.416,12.8
1358,0.414,12.8
1359,0.4,12.8
1360,0.414,12.8
1361,0.419,12.8
