,0,1
341,0.681,5.24
342,0.688,5.24
343,0.687,5.25
344,0.69,5.25
345,0.689,5.26
346,0.692,5.26
347,0.698,5.27
348,0.7,5.28
349,0.702,5.29
350,0.701,5.29
351,0.7,5.3
352,0.711,5.31
353,0.709,5.32
354,0.711,5.33
355,0.714,5.35
356,0.72,5.36
357,0.722,5.38
358,0.724,5.39
359,0.726,5.41
360,0.728,5.43
361,0.728,5.45
362,0.727,5.47
363,0.728,5.49
364,0.729,5.51
365,0.732,5.54
366,0.729,5.56
367,0.735,5.59
368,0.737,5.62
369,0.738,5.65
370,0.74,5.68
371,0.741,5.71
372,0.743,5.74
373,0.745,5.77
374,0.747,5.8
375,0.747,5.83
376,0.749,5.86
377,0.75,5.89
378,0.75,5.92
379,0.751,5.95
380,0.752,5.98
381,0.752,6.0
382,0.753,6.03
383,0.755,6.06
384,0.752,6.09
385,0.756,6.11
386,0.752,6.14
387,0.751,6.16
388,0.753,6.19
389,0.753,6.21
390,0.752,6.24
391,0.754,6.26
392,0.757,6.29
393,0.756,6.32
394,0.756,6.34
395,0.754,6.36
396,0.763,6.39
397,0.761,6.41
398,0.761,6.43
399,0.761,6.46
400,0.76,6.48
401,0.76,6.5
402,0.76,6.52
403,0.764,6.55
404,0.769,6.57
405,0.767,6.59
406,0.769,6.62
407,0.763,6.64
408,0.766,6.66
409,0.771,6.68
410,0.77,6.7
411,0.771,6.73
412,0.772,6.75
413,0.77,6.77
414,0.774,6.79
415,0.771,6.81
416,0.772,6.83
417,0.772,6.85
418,0.775,6.87
419,0.771,6.89
420,0.771,6.91
421,0.777,6.94
422,0.778,6.96
423,0.778,6.98
424,0.777,7.0
425,0.781,7.02
426,0.777,7.04
427,0.776,7.05
428,0.779,7.07
429,0.779,7.08
430,0.78,7.1
431,0.777,7.12
432,0.786,7.14
433,0.784,7.16
434,0.786,7.18
435,0.781,7.19
436,0.782,7.21
437,0.782,7.23
438,0.784,7.25
439,0.786,7.27
440,0.785,7.29
441,0.79,7.31
442,0.793,7.33
443,0.79,7.35
444,0.794,7.36
445,0.794,7.38
446,0.794,7.4
447,0.796,7.41
448,0.795,7.43
449,0.795,7.45
450,0.794,7.46
451,0.795,7.48
452,0.801,7.5
453,0.796,7.52
454,0.797,7.54
455,0.797,7.55
456,0.796,7.57
457,0.8,7.59
458,0.805,7.6
459,0.805,7.62
460,0.806,7.63
461,0.806,7.65
462,0.807,7.67
463,0.804,7.68
464,0.804,7.7
465,0.81,7.72
466,0.81,7.73
467,0.81,7.75
468,0.812,7.76
469,0.813,7.78
470,0.815,7.79
471,0.815,7.81
472,0.813,7.82
473,0.815,7.84
474,0.818,7.86
475,0.82,7.87
476,0.816,7.89
477,0.823,7.9
478,0.822,7.92
479,0.822,7.93
480,0.822,7.95
481,0.824,7.96
482,0.825,7.98
483,0.827,7.99
484,0.829,8.01
485,0.828,8.02
486,0.831,8.04
487,0.829,8.05
488,0.83,8.07
489,0.83,8.08
490,0.832,8.1
491,0.834,8.11
492,0.836,8.13
493,0.839,8.14
494,0.836,8.15
495,0.84,8.17
496,0.839,8.18
497,0.842,8.19
498,0.842,8.2
499,0.846,8.22
500,0.844,8.23
501,0.846,8.24
502,0.847,8.26
503,0.849,8.27
504,0.849,8.28
505,0.851,8.29
506,0.853,8.31
507,0.855,8.32
508,0.854,8.33
509,0.856,8.34
510,0.857,8.35
511,0.86,8.37
512,0.861,8.38
513,0.864,8.39
514,0.864,8.4
515,0.865,8.41
516,0.865,8.42
517,0.865,8.43
518,0.87,8.44
519,0.871,8.45
520,0.872,8.46
521,0.874,8.47
522,0.876,8.48
523,0.876,8.49
524,0.878,8.5
525,0.881,8.51
526,0.881,8.52
527,0.883,8.53
528,0.885,8.54
529,0.886,8.55
530,0.889,8.56
531,0.889,8.57
532,0.89,8.58
533,0.894,8.59
534,0.893,8.6
535,0.896,8.6
536,0.898,8.61
537,0.9,8.62
538,0.902,8.63
539,0.901,8.64
540,0.904,8.64
541,0.906,8.65
542,0.906,8.66
543,0.91,8.67
544,0.911,8.68
545,0.912,8.69
546,0.914,8.69
547,0.916,8.7
548,0.917,8.71
549,0.92,8.72
550,0.897,8.68
551,0.863,8.62
552,0.863,8.62
553,0.864,8.63
554,0.864,8.63
555,0.865,8.63
556,0.866,8.63
557,0.866,8.63
558,0.867,8.63
559,0.868,8.63
560,0.868,8.63
561,0.869,8.63
562,0.869,8.63
563,0.87,8.63
564,0.871,8.63
565,0.872,8.63
566,0.873,8.63
567,0.875,8.64
568,0.876,8.64
569,0.877,8.64
570,0.879,8.64
571,0.88,8.64
572,0.881,8.64
573,0.883,8.64
574,0.886,8.65
575,0.887,8.65
576,0.889,8.65
577,0.89,8.65
578,0.894,8.66
579,0.895,8.66
580,0.896,8.66
581,0.901,8.67
582,0.903,8.67
583,0.907,8.67
584,0.91,8.68
585,0.912,8.68
586,0.914,8.68
587,0.918,8.69
588,0.921,8.69
589,0.925,8.7
590,0.927,8.7
591,0.93,8.7
592,0.933,8.71
593,0.935,8.71
594,0.938,8.72
595,0.941,8.72
596,0.942,8.73
597,0.946,8.73
598,0.949,8.73
599,0.952,8.74
600,0.953,8.74
601,0.957,8.75
602,0.959,8.75
603,0.963,8.75
604,0.964,8.76
605,0.967,8.76
606,0.971,8.76
607,0.972,8.77
608,0.975,8.77
609,0.976,8.78
610,0.98,8.78
611,0.982,8.78
612,0.984,8.79
613,0.987,8.79
614,0.989,8.79
615,0.991,8.79
616,0.992,8.8
617,0.996,8.8
618,0.998,8.8
619,0.999,8.81
620,1.0,8.81
621,1.0,8.81
622,1.01,8.81
623,1.01,8.82
624,1.01,8.82
625,1.01,8.82
626,1.01,8.82
627,1.02,8.83
628,1.02,8.83
629,1.02,8.83
630,1.02,8.83
631,1.02,8.84
632,1.03,8.84
633,1.03,8.84
634,1.03,8.84
635,1.03,8.85
636,1.03,8.85
637,1.03,8.85
638,1.04,8.85
639,1.04,8.85
640,1.04,8.86
641,1.04,8.86
642,1.04,8.86
643,1.04,8.86
644,1.05,8.86
645,1.05,8.87
646,1.05,8.87
647,1.05,8.87
648,1.05,8.87
649,1.05,8.87
650,1.05,8.87
651,1.06,8.88
652,1.06,8.88
653,1.06,8.88
654,1.06,8.88
655,1.06,8.88
656,1.06,8.88
657,1.06,8.88
658,1.07,8.89
659,1.07,8.89
660,1.07,8.89
661,1.07,8.89
662,1.07,8.89
663,1.07,8.89
664,1.07,8.89
665,1.07,8.89
666,1.08,8.9
667,1.08,8.9
668,1.08,8.9
669,1.08,8.9
670,1.08,8.9
671,1.08,8.9
672,1.08,8.9
673,1.08,8.9
674,1.09,8.9
675,1.09,8.91
676,1.09,8.91
677,1.09,8.91
678,1.09,8.91
679,1.09,8.91
680,1.09,8.91
681,1.09,8.91
682,1.09,8.91
683,1.09,8.91
684,1.1,8.91
685,1.1,8.91
686,1.1,8.91
687,1.1,8.91
688,1.1,8.91
689,1.1,8.91
690,1.1,8.92
691,1.1,8.92
692,1.1,8.92
693,1.1,8.92
694,1.1,8.92
695,1.11,8.92
696,1.11,8.92
697,1.11,8.92
698,1.11,8.92
699,1.11,8.92
700,1.11,8.92
701,1.11,8.92
702,1.11,8.92
703,1.11,8.92
704,1.11,8.92
705,1.11,8.92
706,1.11,8.92
707,1.11,8.92
708,1.11,8.92
709,1.12,8.92
710,1.12,8.92
711,1.12,8.92
712,1.12,8.92
713,1.12,8.92
714,1.12,8.92
715,1.12,8.92
716,1.12,8.92
717,1.12,8.92
718,1.12,8.92
719,1.12,8.92
720,1.12,8.92
721,1.12,8.92
722,1.12,8.92
723,1.13,8.92
724,1.13,8.92
725,1.13,8.92
726,1.13,8.92
727,1.13,8.92
728,1.13,8.92
729,1.13,8.92
730,1.13,8.92
731,1.13,8.92
732,1.13,8.92
733,1.13,8.92
734,1.13,8.92
735,1.13,8.92
736,1.13,8.92
737,1.13,8.92
738,1.1,8.87
739,1.1,8.87
740,1.1,8.87
741,1.1,8.87
742,1.1,8.87
743,1.1,8.87
744,1.1,8.87
745,1.1,8.87
746,1.1,8.87
747,1.11,8.87
748,1.11,8.87
749,1.11,8.87
750,1.11,8.87
751,1.11,8.87
752,1.11,8.88
753,1.11,8.88
754,1.11,8.88
755,1.11,8.88
756,1.11,8.88
757,1.11,8.88
758,1.12,8.88
759,1.12,8.88
760,1.12,8.88
761,1.12,8.88
762,1.12,8.88
763,1.12,8.88
764,1.12,8.88
765,1.12,8.88
766,1.12,8.88
767,1.12,8.88
768,1.13,8.88
769,1.13,8.87
770,1.13,8.88
771,1.13,8.88
772,1.13,8.87
773,1.13,8.87
774,1.13,8.87
775,1.13,8.87
776,1.13,8.87
777,1.13,8.87
778,1.13,8.87
779,1.14,8.87
780,1.14,8.87
781,1.14,8.87
782,1.14,8.87
783,1.14,8.87
784,1.14,8.87
785,1.14,8.87
786,1.14,8.87
787,1.14,8.87
788,1.14,8.87
789,1.14,8.87
790,1.14,8.87
791,1.14,8.87
792,1.14,8.87
793,1.14,8.87
794,1.14,8.87
795,1.15,8.87
796,1.15,8.87
797,1.15,8.87
798,1.14,8.86
799,1.15,8.86
800,1.15,8.86
801,1.15,8.86
802,1.15,8.86
803,1.15,8.86
804,1.15,8.86
805,1.15,8.86
806,1.15,8.86
807,1.15,8.86
808,1.15,8.86
809,1.15,8.86
810,1.15,8.86
811,1.15,8.86
812,1.15,8.86
813,1.15,8.86
814,1.15,8.86
815,1.15,8.86
816,1.16,8.85
817,1.16,8.85
818,1.15,8.85
819,1.15,8.85
820,1.15,8.85
821,1.15,8.85
822,1.15,8.85
823,1.16,8.85
824,1.16,8.85
825,1.16,8.85
826,1.16,8.85
827,1.16,8.85
828,1.16,8.85
829,1.16,8.85
830,1.16,8.84
831,1.16,8.84
832,1.16,8.84
833,1.16,8.84
834,1.16,8.84
835,1.16,8.84
836,1.16,8.84
837,1.16,8.84
838,1.16,8.84
839,1.16,8.84
840,1.16,8.84
841,1.16,8.84
842,1.16,8.84
843,1.13,8.78
844,1.13,8.78
845,1.13,8.78
846,1.14,8.78
847,1.14,8.78
848,1.14,8.78
849,1.14,8.78
850,1.14,8.78
851,1.14,8.78
852,1.14,8.78
853,1.14,8.78
854,1.14,8.78
855,1.14,8.78
856,1.14,8.78
857,1.14,8.78
858,1.14,8.78
859,1.14,8.78
860,1.15,8.78
861,1.15,8.79
862,1.15,8.79
863,1.15,8.79
864,1.15,8.79
865,1.15,8.79
866,1.15,8.79
867,1.15,8.79
868,1.15,8.78
869,1.15,8.78
870,1.15,8.78
871,1.15,8.78
872,1.16,8.78
873,1.16,8.78
874,1.16,8.78
875,1.16,8.78
876,1.16,8.78
877,1.16,8.78
878,1.16,8.78
879,1.16,8.78
880,1.16,8.78
881,1.16,8.78
882,1.16,8.78
883,1.16,8.78
884,1.16,8.78
885,1.16,8.78
886,1.16,8.78
887,1.17,8.78
888,1.17,8.77
889,1.17,8.77
890,1.17,8.77
891,1.17,8.77
892,1.17,8.77
893,1.17,8.77
894,1.17,8.77
895,1.17,8.77
896,1.17,8.77
897,1.17,8.77
898,1.17,8.77
899,1.16,8.76
900,1.16,8.76
901,1.17,8.76
902,1.17,8.76
903,1.17,8.76
904,1.17,8.76
905,1.17,8.76
906,1.17,8.76
907,1.17,8.76
908,1.17,8.76
909,1.17,8.76
910,1.17,8.76
911,1.17,8.76
912,1.17,8.75
913,1.17,8.75
914,1.17,8.75
915,1.17,8.75
916,1.17,8.75
917,1.17,8.75
918,1.17,8.75
919,1.17,8.75
920,1.18,8.75
921,1.17,8.74
922,1.17,8.74
923,1.17,8.74
924,1.17,8.74
925,1.17,8.74
926,1.18,8.74
927,1.18,8.74
928,1.18,8.74
929,1.18,8.74
930,1.18,8.74
931,1.18,8.74
932,1.18,8.74
933,1.18,8.74
934,1.18,8.74
935,1.18,8.73
936,1.18,8.73
937,1.18,8.73
938,1.18,8.73
939,1.18,8.73
940,1.18,8.73
941,1.18,8.73
942,1.18,8.73
943,1.18,8.73
944,1.18,8.73
945,1.12,8.7
946,1.12,8.71
947,1.12,8.71
948,1.12,8.71
949,1.12,8.71
950,1.13,8.71
951,1.13,8.71
952,1.13,8.71
953,1.13,8.71
954,1.13,8.71
955,1.14,8.71
956,1.14,8.71
957,1.14,8.71
958,1.14,8.71
959,1.14,8.71
960,1.14,8.71
961,1.14,8.71
962,1.15,8.71
963,1.15,8.71
964,1.15,8.71
965,1.15,8.71
966,1.15,8.71
967,1.15,8.71
968,1.15,8.71
969,1.16,8.71
970,1.16,8.71
971,1.16,8.71
972,1.16,8.71
973,1.16,8.71
974,1.16,8.71
975,1.16,8.71
976,1.16,8.71
977,1.16,8.71
978,1.17,8.71
979,1.17,8.71
980,1.17,8.71
981,1.17,8.7
982,1.17,8.7
983,1.17,8.7
984,1.17,8.7
985,1.17,8.7
986,1.17,8.7
987,1.17,8.7
988,1.17,8.7
989,1.17,8.7
990,1.18,8.7
991,1.18,8.7
992,1.18,8.7
993,1.18,8.7
994,1.18,8.7
995,1.18,8.69
996,1.18,8.7
997,1.18,8.69
998,1.18,8.69
999,1.18,8.69
1000,1.18,8.69
1001,1.18,8.69
1002,1.17,8.68
1003,1.18,8.68
1004,1.18,8.68
1005,1.18,8.68
1006,1.18,8.68
1007,1.18,8.68
1008,1.18,8.68
1009,1.18,8.68
1010,1.18,8.68
1011,1.18,8.68
1012,1.18,8.68
1013,1.18,8.68
1014,1.18,8.68
1015,1.19,8.68
1016,1.19,8.68
1017,1.19,8.68
1018,1.19,8.68
1019,1.19,8.68
1020,1.19,8.67
1021,1.19,8.67
1022,1.19,8.67
1023,1.19,8.67
1024,1.17,8.65
1025,1.17,8.65
1026,1.17,8.66
1027,1.17,8.66
1028,1.17,8.66
1029,1.18,8.66
1030,1.18,8.66
1031,1.18,8.66
1032,1.18,8.66
1033,1.18,8.66
1034,1.18,8.66
1035,1.18,8.66
1036,1.18,8.65
1037,1.18,8.65
1038,1.18,8.65
1039,1.18,8.65
1040,1.18,8.65
1041,1.18,8.65
1042,1.19,8.65
1043,1.19,8.65
1044,1.19,8.65
1045,1.19,8.65
1046,1.19,8.65
1047,1.19,8.65
1048,1.19,8.64
1049,1.19,8.64
1050,1.19,8.64
1051,1.19,8.64
1052,1.19,8.64
1053,1.19,8.64
1054,1.19,8.64
1055,1.19,8.64
1056,1.18,8.63
1057,1.18,8.64
1058,1.19,8.63
1059,1.19,8.64
1060,1.19,8.63
1061,1.19,8.63
1062,1.19,8.63
1063,1.19,8.63
1064,1.19,8.63
1065,1.19,8.63
1066,1.19,8.63
1067,1.19,8.63
1068,1.19,8.63
1069,1.19,8.63
1070,1.19,8.63
1071,1.19,8.62
1072,1.19,8.62
1073,1.19,8.62
1074,1.19,8.62
1075,1.2,8.62
1076,1.2,8.62
1077,1.2,8.62
1078,1.2,8.62
1079,1.2,8.62
1080,1.19,8.61
1081,1.2,8.61
1082,1.2,8.61
1083,1.2,8.61
1084,1.2,8.61
1085,1.2,8.61
1086,1.2,8.61
1087,1.2,8.61
1088,1.19,8.59
1089,1.2,8.6
1090,1.2,8.6
1091,1.2,8.6
1092,1.2,8.6
1093,1.2,8.6
1094,1.2,8.6
1095,1.2,8.6
1096,1.2,8.6
1097,1.2,8.59
1098,1.2,8.59
1099,1.2,8.59
1100,1.2,8.59
1101,1.2,8.59
1102,1.2,8.59
1103,1.2,8.59
1104,1.19,8.56
1105,1.19,8.57
1106,1.19,8.57
1107,1.19,8.57
1108,1.19,8.57
1109,1.19,8.57
1110,1.19,8.57
1111,1.19,8.57
1112,1.2,8.57
1113,1.2,8.57
1114,1.2,8.57
1115,1.2,8.57
1116,1.2,8.57
1117,1.2,8.56
1118,1.2,8.56
1119,1.2,8.56
1120,1.2,8.56
1121,1.2,8.56
1122,1.2,8.56
1123,1.2,8.56
1124,1.2,8.56
1125,1.2,8.56
1126,1.2,8.56
1127,1.2,8.55
1128,1.2,8.55
1129,1.2,8.55
1130,1.2,8.55
1131,1.2,8.55
1132,1.2,8.54
1133,1.2,8.54
1134,1.2,8.54
1135,1.2,8.54
1136,1.2,8.54
1137,1.2,8.54
1138,1.2,8.54
1139,1.2,8.54
1140,1.2,8.54
1141,1.2,8.54
1142,1.2,8.54
1143,1.2,8.54
1144,1.2,8.53
1145,1.2,8.53
1146,1.21,8.53
1147,1.21,8.53
1148,1.21,8.53
1149,1.21,8.53
1150,1.2,8.51
1151,1.2,8.51
1152,1.2,8.51
1153,1.2,8.51
1154,1.2,8.51
1155,1.2,8.51
1156,1.2,8.51
1157,1.2,8.51
1158,1.2,8.51
1159,1.2,8.51
1160,1.2,8.51
1161,1.21,8.51
1162,1.21,8.51
1163,1.2,8.51
1164,1.21,8.51
1165,1.21,8.51
1166,1.21,8.5
1167,1.21,8.5
1168,1.21,8.5
1169,1.21,8.5
1170,1.21,8.5
1171,1.2,8.48
1172,1.2,8.48
1173,1.2,8.48
1174,1.2,8.48
1175,1.2,8.48
1176,1.2,8.48
1177,1.2,8.48
1178,1.2,8.48
1179,1.2,8.48
1180,1.2,8.48
1181,1.2,8.48
1182,1.2,8.48
1183,1.2,8.48
1184,1.21,8.48
1185,1.21,8.48
1186,1.21,8.48
1187,1.21,8.48
1188,1.21,8.47
1189,1.21,8.47
1190,1.21,8.47
1191,1.21,8.47
1192,1.21,8.47
1193,1.21,8.47
1194,1.21,8.47
1195,1.21,8.46
1196,1.21,8.46
1197,1.21,8.46
1198,1.21,8.46
1199,1.16,8.44
1200,1.16,8.44
1201,1.17,8.44
1202,1.17,8.44
1203,1.17,8.44
1204,1.17,8.44
1205,1.17,8.44
1206,1.17,8.45
1207,1.18,8.45
1208,1.18,8.44
1209,1.18,8.44
1210,1.18,8.45
1211,1.18,8.45
1212,1.18,8.45
1213,1.18,8.45
1214,1.19,8.45
1215,1.19,8.44
1216,1.19,8.44
1217,1.19,8.44
1218,1.19,8.44
1219,1.19,8.44
1220,1.19,8.44
1221,1.19,8.44
1222,1.19,8.44
1223,1.2,8.44
1224,1.2,8.44
1225,1.2,8.44
1226,1.2,8.44
1227,1.2,8.44
1228,1.2,8.44
1229,1.2,8.43
1230,1.2,8.43
1231,1.2,8.43
1232,1.2,8.43
1233,1.2,8.43
1234,1.2,8.43
1235,1.2,8.43
1236,1.2,8.43
1237,1.21,8.43
1238,1.19,8.42
1239,1.2,8.42
1240,1.2,8.42
1241,1.2,8.42
1242,1.2,8.42
1243,1.2,8.42
1244,1.2,8.42
1245,1.2,8.42
1246,1.21,8.41
1247,1.21,8.41
1248,1.21,8.41
1249,1.21,8.41
1250,1.21,8.41
1251,1.21,8.41
1252,1.21,8.41
1253,1.21,8.41
1254,1.21,8.41
1255,1.21,8.4
1256,1.21,8.4
1257,1.21,8.4
1258,1.21,8.4
1259,1.21,8.4
1260,1.21,8.4
1261,1.21,8.39
1262,1.21,8.39
1263,1.21,8.39
1264,1.21,8.39
1265,1.21,8.39
1266,1.21,8.39
1267,1.22,8.39
1268,1.22,8.39
1269,1.22,8.39
1270,1.22,8.38
1271,1.22,8.38
1272,1.22,8.38
1273,1.22,8.38
1274,1.22,8.38
1275,1.22,8.38
1276,1.22,8.38
1277,1.22,8.38
1278,1.22,8.37
1279,1.22,8.37
1280,1.22,8.37
1281,1.22,8.37
1282,1.21,8.35
1283,1.22,8.35
1284,1.22,8.35
1285,1.22,8.35
1286,1.22,8.35
1287,1.22,8.36
1288,1.22,8.36
1289,1.22,8.36
1290,1.22,8.35
1291,1.22,8.35
1292,1.22,8.35
1293,1.22,8.35
1294,1.22,8.35
1295,1.22,8.35
1296,1.22,8.35
1297,1.22,8.35
1298,1.22,8.34
1299,1.22,8.34
1300,1.22,8.34
1301,1.22,8.34
1302,1.22,8.34
1303,1.22,8.34
1304,1.22,8.34
1305,1.22,8.33
1306,1.22,8.33
1307,1.22,8.33
1308,1.22,8.33
1309,1.22,8.33
1310,1.22,8.33
1311,1.22,8.33
1312,1.23,8.32
1313,1.23,8.32
1314,1.23,8.32
1315,1.23,8.32
1316,1.23,8.32
1317,1.23,8.32
1318,1.18,8.3
1319,1.18,8.3
1320,1.18,8.3
1321,1.18,8.3
1322,1.18,8.3
1323,1.19,8.3
1324,1.19,8.3
1325,1.19,8.3
1326,1.19,8.3
1327,1.19,8.3
1328,1.2,8.3
1329,1.2,8.3
1330,1.2,8.3
1331,1.2,8.3
1332,1.2,8.3
1333,1.2,8.3
1334,1.2,8.3
1335,1.21,8.3
1336,1.21,8.3
1337,1.21,8.3
1338,1.21,8.3
1339,1.21,8.29
1340,1.21,8.29
1341,1.21,8.29
1342,1.21,8.29
1343,1.21,8.29
1344,1.21,8.29
1345,1.21,8.29
1346,1.21,8.29
1347,1.22,8.28
1348,1.22,8.28
1349,1.22,8.28
1350,1.22,8.28
1351,1.22,8.28
1352,1.22,8.28
1353,1.22,8.28
1354,1.22,8.27
1355,1.22,8.27
1356,1.22,8.27
1357,1.22,8.27
1358,1.22,8.27
1359,1.22,8.27
1360,1.22,8.27
1361,1.22,8.27
