"Time","Subsystem #1|CTLs|Vars|I1070_rms","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|P_POI1","Subsystem #1|CTLs|Vars|Ptot_Area1","Subsystem #1|CTLs|Vars|Q_POI1","Subsystem #1|CTLs|Vars|Qtot_Area1","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V101RMS","Subsystem #1|CTLs|Vars|V1070_rms","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|DG|P_DG","Subsystem #1|Machines|DG|Q_DG","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0,7.663579645E-8,0.2611655963,-0.1025151961,376.9907938,0.9421137299,3.68906953,0.9679697948,1.786760147,-0.7692053355,1.008722205,3.304023135E-5,0.4679767059,-0.01769554167,2.99799129,1.100881619,0.1255802611,0.03864847314,0.9595843165,-0.7689753644
1.0E-4,7.637251421E-8,0.261167588,-0.1025171895,376.990784,0.9421669294,3.689128712,0.9680035607,1.786802403,-0.769204938,1.008733409,3.288025726E-5,0.4679815634,-0.01769396143,2.998001263,1.1008748,0.1255826447,0.03865012646,0.9595841702,-0.7689849291
2.0E-4,7.600273404E-8,0.2611701093,-0.102519061,376.9907761,0.9422306887,3.689187456,0.9680301253,1.786845178,-0.7692045578,1.008744301,3.26743829E-5,0.4679863056,-0.01769213499,2.998011164,1.100868153,0.1255852112,0.03865175453,0.9595840314,-0.7689957392
3.0E-4,7.552685534E-8,0.2611731464,-0.1025208006,376.9907701,0.9423046895,3.689245433,0.9680493259,1.786888276,-0.7692041968,1.008754822,3.242283657E-5,0.4679909068,-0.01769007934,2.998020938,1.100861714,0.1255879474,0.03865334634,0.9595839008,-0.7690077369
4.0E-4,7.494540585E-8,0.2611766829,-0.1025223983,376.990766,0.9423885464,3.68930236,0.9680610705,1.786931409,-0.7692038573,1.008764917,3.212590266E-5,0.4679953434,-0.01768780215,2.99803053,1.10085552,0.1255908385,0.03865489469,0.9595837792,-0.7690208577
5.0E-4,7.425904296E-8,0.2611806997,-0.1025238462,376.9907639,0.9424817836,3.689357921,0.9680652923,1.786974381,-0.769203541,1.008774531,3.178392108E-5,0.467999591,-0.01768531428,2.998039888,1.100849603,0.1255938689,0.03865639151,0.9595836671,-0.769035031
6.0E-4,7.346855235E-8,0.2611851755,-0.1025251365,376.9907638,0.9425839071,3.689411811,0.968061946,1.787016964,-0.7692032497,1.008783613,3.13972876E-5,0.4680036267,-0.01768262992,2.998048959,1.100843999,0.1255970222,0.0386578284,0.9595835654,-0.7690501805
7.0E-4,7.257484884E-8,0.261190086,-0.1025262619,376.9907657,0.9426943819,3.68946374,0.9680510722,1.787058924,-0.7692029851,1.008792112,3.096645379E-5,0.4680074285,-0.01767975916,2.998057693,1.100838738,0.125600281,0.03865919876,0.9595834745,-0.769066224
8.0E-4,7.157897626E-8,0.261195405,-0.1025272163,376.9907695,0.9428125624,3.689513409,0.9680327347,1.787100065,-0.7692027487,1.008799981,3.049192779E-5,0.4680109752,-0.01767672373,2.998066041,1.100833851,0.1256036282,0.03866049311,0.9595833949,-0.7690830752
9.0E-4,7.048210913E-8,0.2612011037,-0.1025279939,376.9907753,0.9429378669,3.689560572,0.9680070305,1.78714011,-0.7692025419,1.008807178,2.997427487E-5,0.4680142475,-0.01767353706,2.998073956,1.100829364,0.1256070453,0.03866170547,0.9595833271,-0.7691006429
0.001,6.928555411E-8,0.2612071515,-0.1025285909,376.990783,0.943069601,3.689604956,0.9679740663,1.787178869,-0.7692023657,1.008813661,2.941411856E-5,0.4680172266,-0.01767021443,2.998081394,1.100825302,0.1256105135,0.03866282957,0.9595832716,-0.7691188312
0.0011,6.799075249E-8,0.2612135156,-0.1025290037,376.9907926,0.9432070746,3.689646307,0.967934012,1.787216137,-0.7692022213,1.008819391,2.881214152E-5,0.468019895,-0.01766677505,2.998088313,1.100821691,0.1256140136,0.03866385865,0.9595832286,-0.769137541
0.0012,6.659928219E-8,0.2612201615,-0.1025292298,376.990804,0.943349506,3.689684392,0.9678871053,1.787251699,-0.7692021095,1.008824335,2.816908645E-5,0.4680222372,-0.01766323616,2.998094674,1.100818549,0.1256175261,0.03866478732,0.9595831984,-0.7691566696
0.0013,6.511286004E-8,0.2612270529,-0.1025292677,376.9908172,0.9434960979,3.68971899,0.9678335788,1.787285363,-0.7692020309,1.008828462,2.748575663E-5,0.4680242387,-0.0176596146,2.99810044,1.100815895,0.1256210312,0.0386656108,0.9595831811,-0.7691761112
0.0014,6.353334278E-8,0.2612341523,-0.1025291166,376.990832,0.943646094,3.689749886,0.9677737101,1.787316959,-0.769201986,1.008831745,2.676301624E-5,0.4680258871,-0.01765593516,2.99810558,1.100813746,0.1256245097,0.03866632273,0.9595831769,-0.7691957585
0.0015,6.186272795E-8,0.2612414205,-0.1025287765,376.9908485,0.9437986615,3.689776919,0.9677078232,1.787346258,-0.7692019752,1.008834163,2.600179013E-5,0.4680271717,-0.0176522166,2.998110062,1.100812113,0.1256279417,0.03866691951,0.9595831859,-0.7692155023
0.0016,6.010315337E-8,0.2612488175,-0.1025282495,376.9908666,0.9439529553,3.689799916,0.9676362462,1.787373114,-0.7692019985,1.008835698,2.520306353E-5,0.4680280837,-0.01764847678,2.998113863,1.100811006,0.1256313075,0.0386673982,0.959583208,-0.769235232
0.0017,5.825689636E-8,0.2612563022,-0.102527538,376.990886,0.9441081111,3.689818727,0.967559424,1.787397379,-0.7692020559,1.008836336,2.43678813E-5,0.4680286155,-0.01764473883,2.998116958,1.100810433,0.1256345879,0.03866775493,0.959583243,-0.7692548366
0.0018,5.632637214E-8,0.2612638329,-0.1025266452,376.9909068,0.9442632323,3.689833231,0.9674776906,1.787418894,-0.7692021471,1.008836069,2.349734736E-5,0.4680287626,-0.0176410187,2.99811933,1.100810398,0.1256377636,0.03866798871,0.9595832909,-0.7692742047
0.0019,5.431413246E-8,0.2612713674,-0.1025255758,376.9909289,0.9444174425,3.689843311,0.967391557,1.787437563,-0.7692022715,1.008834895,2.259208905E-5,0.4680285227,-0.017637345,2.998120964,1.100810901,0.1256408169,0.03866809545,0.9595833513,-0.7692932268
0.002,5.222162736E-8,0.2612788631,-0.1025243344,376.990952,0.9445699423,3.68984893,0.9673014471,1.787453211,-0.7692024287,1.00883281,2.165463809E-5,0.4680278928,-0.01763373499,2.99812185,1.100811941,0.125643729,0.03866807516,0.959583424,-0.7693117931
0.0021,5.005470892E-8,0.2612862778,-0.1025229283,376.990976,0.9447198029,3.689849997,0.9672078764,1.78746576,-0.7692026176,1.008829826,2.068559277E-5,0.4680268759,-0.01763020853,2.998121981,1.100813512,0.1256464831,0.03866792771,0.9595835085,-0.7693297968
0.0022,4.781476009E-8,0.2612935687,-0.1025213645,376.991001,0.9448661772,3.689846501,0.9671113491,1.787475133,-0.7692028373,1.008825954,1.968570093E-5,0.4680254763,-0.01762678752,2.998121356,1.100815607,0.125649063,0.03866765296,0.9595836044,-0.7693471337
0.0023,4.550350953E-8,0.2613006942,-0.1025196514,376.9910266,0.94500819,3.689838445,0.9670124176,1.787481258,-0.7692030867,1.00882121,1.865706703E-5,0.4680236987,-0.01762349086,2.998119978,1.100818214,0.1256514528,0.03866725213,0.9595837112,-0.7693637022
0.0024,4.312582167E-8,0.2613076133,-0.1025177981,376.9910528,0.9451450641,3.689825846,0.9669116157,1.787484084,-0.7692033642,1.008815618,1.760075221E-5,0.468021552,-0.0176203357,2.998117851,1.100821319,0.1256536381,0.03866672753,0.9595838282,-0.7693794048
0.0025,4.068414933E-8,0.2613142855,-0.1025158145,376.9910793,0.9452759847,3.689808746,0.9668095316,1.787483602,-0.7692036684,1.008809203,1.651854457E-5,0.4680190458,-0.01761734605,2.998114989,1.100824906,0.1256556058,0.03866607991,0.9595839548,-0.7693941487
0.0026,3.818262576E-8,0.2613206721,-0.102513711,376.9911062,0.9454001545,3.689787244,0.9667067086,1.787479749,-0.7692039975,1.008802001,1.541176414E-5,0.4680161939,-0.01761453861,2.998111404,1.100828954,0.1256573439,0.03866531309,0.9595840902,-0.7694078464
0.0027,3.562430213E-8,0.2613267353,-0.1025114997,376.9911331,0.9455168857,3.689761444,0.966603743,1.787472556,-0.7692043498,1.008794049,1.428215789E-5,0.4680130106,-0.01761192785,2.998107118,1.100833441,0.1256588413,0.03866443158,0.9595842338,-0.7694204153
0.0028,3.301321663E-8,0.2613324394,-0.102509193,376.99116,0.9456254416,3.689731467,0.9665012318,1.787462057,-0.7692047231,1.008785389,1.313124738E-5,0.4680095131,-0.01760953227,2.998102152,1.100838342,0.1256600888,0.03866343914,0.9595843847,-0.7694317797
0.0029,3.035288632E-8,0.2613377504,-0.1025068033,376.9911867,0.9457251916,3.689697478,0.9663997551,1.787448288,-0.7692051155,1.00877607,1.196079454E-5,0.4680057206,-0.01760736179,2.998096535,1.100843629,0.1256610781,0.03866234243,0.9595845421,-0.76944187
0.003,2.76473839E-8,0.2613426363,-0.1025043445,376.9912131,0.9458155431,3.689659642,0.9662999108,1.787431346,-0.7692055246,1.008766142,1.077246316E-5,0.468001654,-0.01760543756,2.998090298,1.100849272,0.1256618032,0.038661145,0.959584705,-0.7694506246
0.0031,2.490055522E-8,0.2613470679,-0.1025018297,376.9912389,0.9458958875,3.689618198,0.9662022712,1.787411259,-0.7692059482,1.008755665,9.5680548E-6,0.467997337,-0.01760376863,2.998083475,1.10085524,0.1256622594,0.03865985466,0.9595848725,-0.7694579896
0.0032,2.21165646E-8,0.2613510181,-0.102499274,376.9912641,0.9459658343,3.689573367,0.9661073989,1.787388163,-0.7692063837,1.008744697,8.34933678E-6,0.467992794,-0.01760236479,2.998076104,1.100861498,0.1256624433,0.03865847876,0.9595850437,-0.7694639187
0.0033,1.929949718E-8,0.2613544628,-0.1024966921,376.9912885,0.9460248426,3.6895254,0.9660158502,1.787362186,-0.7692068288,1.008733303,7.118153691E-6,0.4679880515,-0.01760123635,2.998068228,1.100868011,0.1256623534,0.03865702467,0.9595852175,-0.7694683744
0.0034,1.645361675E-8,0.261357381,-0.1024940989,376.9913119,0.9460726136,3.689474576,0.965928209,1.787333464,-0.7692072808,1.008721549,5.876344464E-6,0.4679831375,-0.01760039014,2.998059892,1.100874741,0.1256619899,0.03865550091,0.9595853931,-0.7694713279
