"Time","Subsystem #1|CTLs|Vars|I1070_rms","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|P_POI1","Subsystem #1|CTLs|Vars|Ptot_Area1","Subsystem #1|CTLs|Vars|Q_POI1","Subsystem #1|CTLs|Vars|Qtot_Area1","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V101RMS","Subsystem #1|CTLs|Vars|V1070_rms","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|DG|P_DG","Subsystem #1|Machines|DG|Q_DG","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0,1.944002888E-8,0.261862078,-0.1026562961,376.9914057,0.9389720383,3.679436134,0.8862825429,1.782714656,-0.7688828888,1.00734483,6.979633266E-6,0.4673407977,-0.01751755001,2.997872015,1.172855563,0.1257299475,0.03867586541,0.9594610133,-0.7697283337
1.0E-4,1.613342674E-8,0.2618747119,-0.1026543817,376.9914625,0.9391467155,3.679305127,0.886093218,1.782653575,-0.7688843498,1.007313357,5.540538533E-6,0.4673276958,-0.01751461688,2.997846816,1.172875641,0.125731236,0.03867418371,0.9594615896,-0.769751319
2.0E-4,1.280695844E-8,0.2618856577,-0.1026525357,376.9915174,0.9392848657,3.679164936,0.8859175515,1.782585539,-0.7688858481,1.007280859,4.094622428E-6,0.4673140987,-0.01751226734,2.997820341,1.172896049,0.1257316374,0.03867239846,0.959462177,-0.7697695594
3.0E-4,9.464722509E-9,0.2618948618,-0.102650767,376.9915699,0.9393858716,3.679016304,0.8857563404,1.782510941,-0.7688873752,1.007247502,2.643656438E-6,0.4673000751,-0.01751051247,2.99779274,1.172916674,0.1257311506,0.03867051825,0.9594627722,-0.769782968
4.0E-4,6.11081377E-9,0.2619022798,-0.1026490834,376.9916199,0.9394493181,3.678860018,0.8856104595,1.78243018,-0.768888923,1.00721345,1.189411179E-6,0.4672856953,-0.01750935359,2.997764168,1.172937403,0.1257297781,0.03866855396,0.9594633721,-0.7697914813
5.0E-4,2.749325002E-9,0.2619078764,-0.1026474923,376.991667,0.9394749884,3.678696873,0.8854805718,1.782343718,-0.7688904827,1.007178872,-2.663427979E-7,0.4672710304,-0.01750880168,2.997734782,1.172958123,0.1257275278,0.03866651288,0.9594639734,-0.7697950605
6.0E-4,-6.156511707E-10,0.2619116253,-0.1026459997,376.991711,0.939462776,3.678527734,0.8853673215,1.782251952,-0.768892046,1.007143936,-1.721834166E-6,0.467256153,-0.01750885468,2.997704746,1.17297872,0.1257244112,0.03866440599,0.9594645727,-0.7697936909
7.0E-4,-3.980020333E-9,0.2619135092,-0.1026446121,376.9917517,0.9394128652,3.678353453,0.8852712227,1.782155385,-0.7688936042,1.007108812,-3.175290005E-6,0.4672411351,-0.01750950996,2.997674224,1.172999082,0.1257204438,0.03866224327,0.9594651668,-0.7697873818
8.0E-4,-7.339684364E-9,0.2619135203,-0.1026433346,376.9917888,0.9393255693,3.678174904,0.8851927269,1.78205451,-0.7688951489,1.007073669,-4.62493502E-6,0.4672260498,-0.01751076458,2.997643383,1.173019097,0.1257156454,0.03866003427,0.9594657524,-0.7697761666
9.0E-4,-1.069053965E-8,0.2619116599,-0.1026421715,376.9918223,0.9392013539,3.677992989,0.8851321667,1.781949829,-0.7688966715,1.007038677,-6.068990809E-6,0.4672109704,-0.01751260798,2.997612394,1.173038658,0.1257100396,0.03865779003,0.9594663264,-0.7697601024
0.001,-1.402847547E-8,0.2619079382,-0.1026411268,376.9918519,0.9390408232,3.677808604,0.8850898283,1.781841891,-0.7688981637,1.007004006,-7.505675246E-6,0.4671959702,-0.01751503763,2.997581423,1.173057657,0.1257036549,0.0386555186,0.9594668855,-0.7697392706
0.0011,-1.734937239E-8,0.2619023749,-0.102640203,376.9918775,0.9388449499,3.677622702,0.8850658505,1.78173118,-0.7688996174,1.006969825,-8.93320196E-6,0.4671811229,-0.01751803938,2.997550641,1.173075992,0.1256965231,0.03865323115,0.9594674267,-0.7697137762
0.0012,-2.064910121E-8,0.2618949984,-0.1026394036,376.9918989,0.9386146872,3.677436206,0.8850604046,1.78161827,-0.7689010245,1.006936302,-1.034978E-5,0.4671665014,-0.01752159748,2.997520214,1.173093561,0.1256886797,0.03865093827,0.959467947,-0.7696837471
0.0013,-2.392352219E-8,0.2618858462,-0.1026387306,376.9919161,0.9383512779,3.67725005,0.8850733916,1.781503728,-0.7689023773,1.006903601,-1.175361364E-5,0.4671521778,-0.01752569684,2.997490308,1.173110269,0.1256801642,0.03864864974,0.9594684435,-0.7696493339
0.0014,-2.716848448E-8,0.2618749647,-0.1026381855,376.9919289,0.9380559635,3.677065177,0.8851047816,1.781388112,-0.7689036683,1.006871887,-1.314290244E-5,0.4671382243,-0.01753031725,2.997461086,1.173126025,0.1256710196,0.03864637629,0.9594689135,-0.76961071
0.0015,-3.037982637E-8,0.2618624087,-0.1026377695,376.9919373,0.9377303368,3.676882527,0.8851543775,1.781272005,-0.7689048903,1.006841321,-1.451584146E-5,0.4671247112,-0.01753543503,2.997432706,1.173140742,0.125661292,0.0386441288,0.9594693544,-0.7695680698
0.0016,-3.355337572E-8,0.2618482418,-0.1026374831,376.9919413,0.9373760032,3.676703024,0.8852219067,1.781156005,-0.7689060366,1.00681206,-1.587062182E-5,0.4671117087,-0.01754103144,2.997405325,1.173154339,0.1256510318,0.03864191616,0.9594697636,-0.7695216299
0.0017,-3.668495132E-8,0.2618325357,-0.1026373262,376.9919407,0.9369948553,3.676527627,0.8853070228,1.781040651,-0.7689071006,1.006784259,-1.720543141E-5,0.4670992851,-0.01754707896,2.99737909,1.173166739,0.1256402918,0.03863974944,0.9594701389,-0.7694716271
0.0018,-3.97703645E-8,0.2618153702,-0.1026372991,376.9919357,0.9365887719,3.676357245,0.8854092977,1.780926553,-0.7689080763,1.006758067,-1.851845606E-5,0.467087507,-0.01755354648,2.997354147,1.173177873,0.1256291277,0.03863763981,0.9594704781,-0.7694183175
0.0019,-4.280542175E-8,0.2617968329,-0.1026374014,376.9919262,0.9361598847,3.67619278,0.8855282141,1.780814306,-0.7689089583,1.006733629,-1.980788084E-5,0.4670764387,-0.0175604056,2.997330633,1.173187679,0.1256175982,0.03863559691,0.9594707793,-0.7693619764
0.002,-4.578592785E-8,0.2617770188,-0.1026376318,376.9919122,0.9357103644,3.676035124,0.8856631791,1.780704484,-0.7689097414,1.006711084,-2.107189184E-5,0.4670661427,-0.01756761842,2.997308678,1.1731961,0.125605764,0.03863363256,0.9594710407,-0.7693028962
0.0021,-4.870769007E-8,0.2617560302,-0.1026379893,376.9918939,0.935242578,3.675885128,0.8858135027,1.780597699,-0.768910421,1.006690564,-2.230867823E-5,0.4670566787,-0.01757515735,2.997288405,1.173203088,0.1255936891,0.03863175471,0.9594712608,-0.7692413869
0.0022,-5.156652252E-8,0.2617339762,-0.1026384716,376.9918712,0.9347590263,3.675743663,0.8859784248,1.780494468,-0.7689109931,1.006672196,-2.351643463E-5,0.4670481043,-0.01758298218,2.997269928,1.1732086,0.1255814387,0.03862997482,0.9594714382,-0.7691777741
0.0023,-5.435825216E-8,0.2617109721,-0.1026390774,376.9918444,0.9342621326,3.675611533,0.8861571438,1.780395385,-0.7689114544,1.006656096,-2.469336393E-5,0.4670404726,-0.01759105284,2.997253352,1.173212602,0.1255690798,0.03862830308,0.9594715718,-0.7691123969
0.0024,-5.707872493E-8,0.2616871393,-0.1026398044,376.9918135,0.9337546361,3.675489508,0.8863487331,1.780301005,-0.7689118018,1.006642373,-2.583768045E-5,0.4670338337,-0.01759932966,2.997238771,1.17321507,0.1255566809,0.03862674892,0.9594716608,-0.7690456076
0.0025,-5.972381326E-8,0.2616626048,-0.1026406497,376.9917787,0.9332392235,3.675378333,0.8865522304,1.780211861,-0.7689120333,1.006631125,-2.694761339E-5,0.4670282336,-0.01760776939,2.997226271,1.173215986,0.1255443115,0.03862532212,0.9594717046,-0.7689777697
0.0026,-6.228942393E-8,0.2616375002,-0.1026416104,376.9917402,0.932718684,3.6752787,0.8867666076,1.780128476,-0.7689121471,1.006622441,-2.80214108E-5,0.4670237135,-0.01761632551,2.997215926,1.17321534,0.1255320414,0.03862403247,0.9594717027,-0.7689092557
0.0027,-6.477150727E-8,0.2616119616,-0.1026426831,376.9916981,0.9321958586,3.675191244,0.8869907473,1.780051373,-0.7689121423,1.006616397,-2.905734373E-5,0.4670203105,-0.01762495798,2.997207799,1.173213131,0.1255199417,0.03862288712,0.9594716552,-0.768840447
0.0028,-6.716606684E-8,0.2615861291,-0.1026438634,376.9916527,0.9316736814,3.675116584,0.8872234827,1.779980976,-0.7689120186,1.006613058,-3.005371086E-5,0.4670180561,-0.01763361873,2.997201941,1.173209368,0.1255080828,0.03862189507,0.959471562,-0.7687717302
0.0029,-6.946917006E-8,0.2615601455,-0.1026451478,376.9916042,0.9311550419,3.675055247,0.8874636252,1.779917761,-0.7689117764,1.006612474,-3.100884341E-5,0.467016976,-0.01764225768,2.997198391,1.173204067,0.1254965343,0.03862106474,0.9594714236,-0.7687034958
0.003,-7.167695953E-8,0.2615341562,-0.1026465318,376.9915528,0.9306428524,3.675007695,0.8877098959,1.779862153,-0.7689114166,1.006614679,-3.192111033E-5,0.4670170895,-0.0176508287,2.997197176,1.173197254,0.1254853653,0.03862040248,0.9594712407,-0.768636136
0.0031,-7.378566508E-8,0.2615083081,-0.10264801,376.9914988,0.9301400828,3.674974333,0.8879610102,1.779814527,-0.7689109411,1.006619695,-3.278892384E-5,0.46701841,-0.01765927799,2.99719831,1.173188961,0.1254746428,0.03861991611,0.9594710142,-0.7685700419
0.0032,-7.579161653E-8,0.2614827491,-0.102649577,376.9914426,0.9296495841,3.674955472,0.8882155845,1.779775261,-0.7689103521,1.006627526,-3.361074508E-5,0.4670209435,-0.0176675637,2.997201794,1.173179232,0.1254644333,0.03861960889,0.9594707453,-0.7685056026
0.0033,-7.769125683E-8,0.2614576269,-0.102651226,376.9913843,0.9291742778,3.674951388,0.8884722205,1.779744605,-0.7689096528,1.00663816,-3.438509012E-5,0.4670246897,-0.01767563354,2.997207616,1.173168117,0.1254547999,0.03861948677,0.9594704353,-0.7684432015
0.0034,-7.948115584E-8,0.2614330884,-0.1026529514,376.9913243,0.9287170009,3.674962236,0.8887295629,1.779722851,-0.7689088469,1.006651566,-3.511053596E-5,0.4670296396,-0.01768343749,2.997215751,1.173155675,0.1254458028,0.03861955366,0.959470086,-0.7683832139
0.0035,-8.115802434E-8,0.2614092788,-0.1026547458,376.991263,0.928280499,3.674988086,0.8889861313,1.779710216,-0.7689079387,1.006667694,-3.578572678E-5,0.467035777,-0.0176909284,2.99722616,1.173141973,0.1254374996,0.03861981182,0.9594696992,-0.7683260047
0.0036,-8.271872831E-8,0.2613863404,-0.1026566014,376.9912007,0.9278673769,3.675028925,0.889240514,1.779706859,-0.7689069332,1.006686479,-3.640938007E-5,0.4670430777,-0.01769805813,2.997238792,1.173127087,0.1254299434,0.03862026302,0.9594692772,-0.7682719259
0.0037,-8.416030329E-8,0.261364412,-0.1026585099,376.9911377,0.9274802465,3.675084642,0.889491232,1.779712892,-0.7689058359,1.006707833,-3.698029289E-5,0.4670515089,-0.01770477822,2.997253582,1.173111097,0.1254231834,0.03862090811,0.9594688223,-0.7682213134
0.0038,-8.54799686E-8,0.2613436276,-0.1026604624,376.9910744,0.9271214693,3.675155016,0.8897368414,1.779728391,-0.7689046531,1.006731652,-3.749734785E-5,0.4670610303,-0.01771104969,2.997270452,1.173094093,0.1254172646,0.03862174442,0.959468337,-0.7681744858
0.0039,-8.667514146E-8,0.2613241159,-0.1026624489,376.9910111,0.9267933771,3.675239767,0.8899759227,1.779753302,-0.7689033913,1.006757811,-3.79595191E-5,0.4670715933,-0.01771682883,2.997289311,1.173076171,0.1254122267,0.03862277027,0.9594678241,-0.7681317406
0.004,-8.77434506E-8,0.2613059986,-0.1026644599,376.9909483,0.9264980546,3.675338481,0.8902070172,1.779787582,-0.7689020579,1.006786168,-3.836587796E-5,0.4670831407,-0.01772207335,2.997310059,1.173057431,0.1254081034,0.03862398251,0.9594672866,-0.7680933521
0.0041,-8.868274936E-8,0.2612893903,-0.1026664848,376.9908863,0.9262374086,3.675450644,0.8904287923,1.77983111,-0.7689006604,1.006816562,-3.871559821E-5,0.4670956075,-0.01772674855,2.99733258,1.173037982,0.1254049235,0.03862537514,0.9594667276,-0.7680595692
0.0042,-8.949112792E-8,0.261274397,-0.102668512,376.9908254,0.9260131738,3.675575655,0.8906398035,1.779883683,-0.7688992069,1.006848815,-3.900796104E-5,0.4671089215,-0.01773081584,2.997356749,1.173017933,0.1254027087,0.03862694288,0.9594661503,-0.7680306127
0.0043,-9.016692481E-8,0.2612611154,-0.1026705301,376.9907661,0.9258268587,3.675712797,0.8908388478,1.779945078,-0.7688977059,1.006882732,-3.924235951E-5,0.4671230029,-0.01773425243,2.99738243,1.172997402,0.1254014759,0.03862867525,0.959465558,-0.7680066748
0.0044,-9.070873701E-8,0.2612496319,-0.1026725262,376.9907087,0.925679748,3.675861306,0.8910246002,1.780014916,-0.7688961661,1.006918105,-3.941830239E-5,0.4671377661,-0.01773702899,2.997409477,1.172976508,0.1254012344,0.03863056392,0.9594649544,-0.767987916
0.0045,-9.111542911E-8,0.2612400224,-0.1026744885,376.9906536,0.9255728767,3.676020288,0.8911958999,1.780092845,-0.7688945965,1.006954712,-3.953541747E-5,0.4671531182,-0.01773912246,2.997437736,1.172955373,0.1254019871,0.03863259806,0.9594643428,-0.7679744633
0.0046,-9.138614069E-8,0.2612323508,-0.1026764042,376.990601,0.9255070398,3.676188772,0.8913516514,1.780178422,-0.7688930064,1.006992318,-3.959345412E-5,0.4671689617,-0.01774051652,2.997467043,1.17293412,0.1254037304,0.03863476498,0.9594637269,-0.76796641
0.0047,-9.152029245E-8,0.261226669,-0.1026782602,376.9905514,0.9254827296,3.676365721,0.8914908364,1.780271139,-0.7688914051,1.007030678,-3.959228516E-5,0.4671851942,-0.01774119459,2.997497229,1.172912876,0.1254064534,0.03863705215,0.9594631103,-0.7679638136
0.0048,-9.151759041E-8,0.2612230162,-0.1026800436,376.990505,0.9255001766,3.676550006,0.8916125393,1.780370464,-0.768889802,1.007069542,-3.953190796E-5,0.4672017099,-0.01774115561,2.997528116,1.172891765,0.1254101398,0.03863944277,0.9594624967,-0.7679666968
0.0049,-9.137802849E-8,0.2612214184,-0.1026817409,376.9904622,0.9255594205,3.676740489,0.8917158967,1.780475731,-0.7688882067,1.007108654,-3.941244471E-5,0.4672184005,-0.0177403946,2.997559525,1.172870913,0.125414766,0.03864192207,0.9594618898,-0.7679750455
0.005,-9.110188914E-8,0.2612218882,-0.10268334,376.9904231,0.925660135,3.67693594,0.8918002416,1.780586309,-0.7688866285,1.007147752,-3.923414194E-5,0.4672351553,-0.01773891268,2.99759127,1.172850443,0.125420302,0.03864447371,0.959461293,-0.7679888092
0.0051,-9.068974222E-8,0.2612244246,-0.1026848284,376.9903881,0.9258017233,3.677135094,0.8918649518,1.7807015,-0.7688850769,1.007186577,-3.899736913E-5,0.467251863,-0.01773671948,2.997623162,1.172830477,0.1254267121,0.03864707972,0.9594607099,-0.7680079017
0.0052,-9.014244174E-8,0.2612290131,-0.1026861942,376.9903575,0.9259833615,3.677336666,0.8919096069,1.780820558,-0.7688835609,1.007224869,-3.870261661E-5,0.467268413,-0.0177338272,2.997655014,1.172811134,0.1254339546,0.03864972243,0.959460144,-0.7680322017
0.0053,-8.946112113E-8,0.2612356254,-0.1026874263,376.9903313,0.9262039292,3.677539351,0.891933806,1.78094272,-0.7688820895,1.007262375,-3.835049264E-5,0.4672846954,-0.01773025222,2.997686635,1.172792529,0.1254419824,0.0386523839,0.9594595985,-0.7680615532
0.0054,-8.864718635E-8,0.2612442201,-0.1026885142,376.9903097,0.9264620565,3.677741823,0.8919374176,1.781067209,-0.7688806714,1.007298847,-3.794171974E-5,0.4673006035,-0.01772602332,2.997717838,1.172774772,0.1254507442,0.03865504393,0.9594590768,-0.7680957679
0.0055,-8.770230757E-8,0.2612547427,-0.1026894478,376.990293,0.9267561255,3.677942806,0.8919203111,1.781193168,-0.7688793148,1.007334048,-3.747713042E-5,0.4673160335,-0.01772116768,2.997748436,1.172757968,0.1254601835,0.03865768449,0.9594585817,-0.7681346262
0.0056,-8.662840911E-8,0.261267126,-0.1026902196,376.9902811,0.9270842538,3.678141004,0.8918825816,1.781319799,-0.7688780277,1.007367749,-3.695766221E-5,0.4673308862,-0.01771571578,2.997778247,1.172742217,0.1254702398,0.03866028783,0.9594581163,-0.7681778788
0.0057,-8.542765804E-8,0.2612812909,-0.1026908224,376.9902742,0.9274444234,3.67833515,0.8918244557,1.781446289,-0.7688768176,1.007399738,-3.638435217E-5,0.4673450669,-0.01770970733,2.997807095,1.17272761,0.1254808493,0.03866283506,0.9594576832,-0.7682252492
0.0058,-8.410245159E-8,0.2612971471,-0.1026912502,376.9902723,0.9278343387,3.67852403,0.8917462825,1.781571807,-0.7688756914,1.007429815,-3.575833103E-5,0.4673584876,-0.01770317862,2.997834809,1.172714234,0.1254919449,0.0386653101,0.9594572848,-0.7682764358
0.0059,-8.265540335E-8,0.2613145935,-0.1026914989,376.9902755,0.9282514594,3.678706455,0.891648521,1.781695581,-0.7688746556,1.007457798,-3.508081682E-5,0.4673710666,-0.01769618177,2.997861223,1.172702166,0.1255034581,0.03866769386,0.9594569234,-0.7683311152
0.006,-8.108932887E-8,0.2613335193,-0.1026915649,376.9902836,0.9286933057,3.678881343,0.8915318204,1.781816765,-0.7688737161,1.007483524,-3.435310841E-5,0.4673827303,-0.01768876135,2.997886184,1.172691474,0.1255153176,0.03866997178,0.9594566011,-0.7683889442
0.0061,-7.940723046E-8,0.261353805,-0.1026914478,376.9902967,0.9291570375,3.679047637,0.8913968875,1.78193463,-0.7688728781,1.007506847,-3.357657873E-5,0.4673934116,-0.01768096652,2.997909545,1.17268222,0.1255274509,0.03867212929,0.9594563197,-0.7684495624
0.0062,-7.761228165E-8,0.2613753232,-0.102691148,376.9903146,0.9296397321,3.67920436,0.8912446357,1.782048449,-0.7688721464,1.007527643,-3.275266799E-5,0.4674030523,-0.01767285067,2.99793117,1.172674455,0.1255397851,0.03867415248,0.9594560806,-0.7685125954
0.0063,-7.570781153E-8,0.2613979399,-0.1026906672,376.9903372,0.9301384589,3.679350621,0.8910759967,1.782157528,-0.7688715248,1.007545805,-3.188287695E-5,0.4674116024,-0.01766446676,2.997950934,1.172668222,0.1255522465,0.03867602937,0.9594558852,-0.7685776576
0.0064,-7.369728903E-8,0.2614215152,-0.1026900092,376.9903643,0.9306501215,3.679485609,0.8908920879,1.782261219,-0.7688710167,1.007561248,-3.096876018E-5,0.46741902,-0.01765586712,2.997968725,1.172663553,0.1255647617,0.03867774973,0.9594557345,-0.7686443547
0.0065,-7.158430759E-8,0.2614459045,-0.102689179,376.9903958,0.9311716689,3.679608589,0.8906940647,1.782358944,-0.7688706248,1.007573909,-3.001191963E-5,0.4674252724,-0.01764711239,2.997984442,1.172660472,0.1255772587,0.03867930255,0.9594556292,-0.7687122874
0.0066,-6.93725701E-8,0.2614709596,-0.1026881828,376.9904315,0.9316998784,3.679718957,0.8904832041,1.782450102,-0.768870351,1.007583742,-2.901399836E-5,0.4674303351,-0.01763825642,2.997997998,1.172658992,0.125589666,0.03868068067,0.9594555697,-0.7687810534
0.0067,-6.706587454E-8,0.26149653,-0.1026870293,376.9904711,0.9322316781,3.679816166,0.8902608542,1.782534221,-0.7688701965,1.007590723,-2.797667469E-5,0.4674341916,-0.01762935164,2.99800932,1.172659118,0.1256019134,0.03868187841,0.9594555564,-0.76885025
0.0068,-6.466810023E-8,0.2615224636,-0.1026857277,376.9905144,0.9327638815,3.679899762,0.8900283994,1.782610868,-0.7688701618,1.007594845,-2.690165654E-5,0.4674368334,-0.01762045439,2.998018348,1.172660844,0.1256139329,0.03868289016,0.9594555891,-0.7689194766
0.0069,-6.218319518E-8,0.2615486077,-0.1026842883,376.9905611,0.9332934111,3.679969394,0.8897873206,1.782679648,-0.7688702468,1.007596119,-2.579067638E-5,0.46743826,-0.01761161265,2.998025036,1.172664155,0.1256256582,0.03868371397,0.9594556675,-0.7689883373
0.007,-5.96151639E-8,0.2615748103,-0.1026827228,376.9906108,0.9338172029,3.68002478,0.8895390445,1.782740264,-0.7688704507,1.007594574,-2.464548649E-5,0.4674384778,-0.01760288508,2.998029352,1.172669028,0.1256370265,0.0386843456,0.9594557911,-0.7690564434
0.0071,-5.696805682E-8,0.2616009208,-0.1026810426,376.9906633,0.934332295,3.680065775,0.889285189,1.782792391,-0.7688707719,1.007590256,-2.34678547E-5,0.4674375011,-0.01759431803,2.99803128,1.172675429,0.1256479771,0.03868478575,0.9594559589,-0.7691234153
0.0072,-5.424596024E-8,0.2616267906,-0.1026792617,376.9907183,0.9348357496,3.680092279,0.8890272306,1.782835848,-0.7688712083,1.007583222,-2.22595606E-5,0.4674353495,-0.0175859577,2.998030815,1.172683316,0.1256584521,0.03868503533,0.95945617,-0.7691888836
0.0073,-5.145298771E-8,0.2616522746,-0.1026773934,376.9907754,0.9353248199,3.680104281,0.8887667369,1.78287048,-0.7688717571,1.007573545,-2.10223922E-5,0.4674320493,-0.01757785025,2.998027968,1.172692641,0.1256683973,0.03868509592,0.959456423,-0.769252492
0.0074,-4.859327225E-8,0.2616772314,-0.1026754516,376.9908343,0.9357968182,3.680101857,0.8885052649,1.782896181,-0.7688724149,1.007561312,-1.975814307E-5,0.4674276321,-0.01757003737,2.998022764,1.172703345,0.1256777614,0.03868497081,0.9594567164,-0.7693138983
0.0075,-4.567095963E-8,0.2617015243,-0.1026734503,376.9908946,0.9362492095,3.680085157,0.8882443403,1.782912907,-0.7688731777,1.007546619,-1.84686099E-5,0.4674221345,-0.01756255651,2.998015241,1.172715363,0.1256864967,0.03868466465,0.9594570484,-0.7693727754
0.0076,-4.269020296E-8,0.2617250215,-0.1026714038,376.990956,0.9366795648,3.680054388,0.8879854622,1.782920681,-0.7688740409,1.007529572,-1.715559051E-5,0.4674155984,-0.01755545019,2.998005448,1.172728624,0.1256945599,0.03868418074,0.9594574171,-0.7694288141
0.0077,-3.965515786E-8,0.2617475972,-0.1026693256,376.9910181,0.9370856051,3.680009868,0.8877300878,1.782919506,-0.7688749995,1.007510289,-1.58208822E-5,0.4674080695,-0.01754875135,2.99799345,1.172743048,0.125701911,0.0386835255,0.9594578203,-0.769481723
0.0078,-3.656997882E-8,0.2617691319,-0.1026672301,376.9910806,0.937465321,3.679951944,0.8874796845,1.782909501,-0.7688760479,1.007488895,-1.446628056E-5,0.4673995975,-0.01754248915,2.997979322,1.172758552,0.1257085136,0.03868270605,0.9594582557,-0.7695312295
