"Time","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0097,0.2613406493,-0.1024651496,376.9914775,-0.7692128011,0.467915012,-0.01761717752,0.1256332202,0.03863275077,0.9595874426,-0.7693661096
0.0098,0.2613355553,-0.1024639982,376.9914754,-0.7692130661,0.4679111351,-0.01762019912,0.1256298645,0.03863133341,0.9595875334,-0.7693495284
0.0099,0.261330043,-0.1024630299,376.9914713,-0.7692133019,0.4679075513,-0.01762338875,0.1256264288,0.03863000034,0.9595876124,-0.7693321451
0.01,0.2613241454,-0.1024622501,376.9914652,-0.7692135074,0.4679042813,-0.01762673221,0.1256229338,0.03862875787,0.9595876792,-0.7693140635
0.0101,0.2613178977,-0.1024616629,376.991457,-0.7692136812,0.4679013438,-0.01763020769,0.1256194001,0.03862761402,0.9595877336,-0.7692953909
0.0102,0.2613113373,-0.1024612722,376.9914469,-0.7692138225,0.4678987553,-0.01763379162,0.1256158481,0.03862657614,0.9595877751,-0.7692762376
0.0103,0.261304503,-0.10246108,376.991435,-0.7692139304,0.4678965293,-0.01763746465,0.1256122985,0.03862564943,0.9595878036,-0.7692567162
0.0104,0.2612974354,-0.1024610869,376.9914212,-0.7692140044,0.4678946777,-0.01764119984,0.1256087714,0.03862484057,0.9595878188,-0.7692369408
0.0105,0.2612901762,-0.1024612926,376.9914056,-0.7692140441,0.4678932091,-0.01764498231,0.1256052876,0.03862415169,0.9595878208,-0.7692170268
0.0106,0.2612827681,-0.1024616947,376.9913884,-0.7692140493,0.4678921311,-0.01764878654,0.1256018668,0.03862358777,0.9595878096,-0.7691970898
0.0107,0.2612752542,-0.1024622914,376.9913697,-0.7692140201,0.4678914476,-0.01765258912,0.1255985282,0.03862315192,0.9595877852,-0.7691772447
0.0108,0.2612676783,-0.1024630783,376.9913496,-0.7692139566,0.4678911602,-0.01765636906,0.1255952905,0.03862284583,0.9595877477,-0.769157605
0.0109,0.2612600842,-0.1024640503,376.9913282,-0.7692138592,0.4678912686,-0.01766010377,0.1255921716,0.03862267106,0.9595876975,-0.7691382825
0.011,0.2612525157,-0.1024652012,376.9913056,-0.7692137287,0.4678917697,-0.01766376945,0.1255891885,0.03862262868,0.9595876348,-0.7691193861
0.0111,0.2612450158,-0.1024665236,376.9912819,-0.7692135657,0.4678926562,-0.01766735096,0.1255863575,0.03862271645,0.95958756,-0.7691010214
0.0112,0.2612376273,-0.102468009,376.9912574,-0.7692133713,0.4678939269,-0.01767082604,0.1255836952,0.03862293471,0.9595874736,-0.7690832929
0.0113,0.2612303915,-0.1024696487,376.991232,-0.7692131465,0.4678955682,-0.01767417394,0.1255812149,0.0386232816,0.959587376,-0.7690662979
0.0114,0.2612233497,-0.1024714328,376.9912061,-0.7692128928,0.4678975673,-0.01767737815,0.1255789296,0.03862375379,0.9595872678,-0.7690501294
0.0115,0.2612165408,-0.1024733503,376.9911797,-0.7692126115,0.467899914,-0.01768041641,0.1255768515,0.03862434966,0.9595871497,-0.769034876
0.0116,0.2612100024,-0.10247539,376.991153,-0.7692123044,0.4679025909,-0.01768328004,0.1255749918,0.03862506264,0.9595870223,-0.7690206202
0.0117,0.2612037706,-0.102477539,376.9911262,-0.7692119732,0.4679055839,-0.01768595074,0.1255733603,0.03862588958,0.9595868864,-0.7690074396
0.0118,0.2611978793,-0.1024797857,376.9910993,-0.7692116198,0.467908873,-0.01768841351,0.125571965,0.03862682531,0.9595867427,-0.7689954038
0.0119,0.2611923607,-0.1024821168,376.9910726,-0.7692112461,0.4679124397,-0.01769065686,0.1255708132,0.03862786378,0.959586592,-0.7689845773
0.012,0.2611872443,-0.1024845187,376.9910462,-0.7692108544,0.4679162624,-0.01769266535,0.1255699101,0.03862899975,0.9595864353,-0.7689750163
0.0121,0.2611825578,-0.1024869779,376.9910202,-0.7692104469,0.4679203198,-0.01769443564,0.1255692609,0.03863022444,0.9595862733,-0.7689667713
0.0122,0.2611783259,-0.1024894798,376.9909948,-0.7692100258,0.4679245889,-0.01769595636,0.1255688685,0.0386315317,0.9595861071,-0.7689598848
0.0123,0.2611745711,-0.102492011,376.9909702,-0.7692095935,0.4679290463,-0.01769721866,0.1255687344,0.03863291438,0.9595859374,-0.7689543919
0.0124,0.261171313,-0.1024945574,376.9909464,-0.7692091525,0.4679336668,-0.017698218,0.1255688591,0.03863436407,0.9595857654,-0.7689503203
0.0125,0.2611685686,-0.1024971046,376.9909236,-0.7692087052,0.4679384259,-0.01769894875,0.1255692416,0.03863587297,0.9595855919,-0.7689476901
0.0126,0.2611663521,-0.1024996387,376.9909019,-0.7692082541,0.4679432973,-0.01769940542,0.1255698793,0.03863743316,0.9595854179,-0.7689465131
0.0127,0.2611646747,-0.1025021457,376.9908814,-0.7692078018,0.4679482552,-0.01769959145,0.1255707691,0.03863903445,0.9595852444,-0.7689467945
0.0128,0.261163545,-0.1025046114,376.9908623,-0.7692073507,0.4679532734,-0.01769950503,0.125571906,0.03864066871,0.9595850724,-0.7689485314
0.0129,0.2611629683,-0.1025070231,376.9908447,-0.7692069034,0.4679583255,-0.01769914458,0.1255732836,0.03864232774,0.9595849028,-0.7689517131
0.013,0.2611629474,-0.1025093677,376.9908286,-0.7692064624,0.4679633842,-0.01769851471,0.1255748946,0.03864400177,0.9595847365,-0.7689563213
0.0131,0.2611634819,-0.1025116323,376.9908141,-0.7692060301,0.4679684233,-0.01769761417,0.1255767299,0.03864568324,0.9595845745,-0.7689623302
0.0132,0.2611645685,-0.102513805,376.9908013,-0.7692056089,0.4679734158,-0.01769645535,0.1255787802,0.0386473608,0.9595844177,-0.7689697071
0.0133,0.2611662012,-0.1025158734,376.9907903,-0.7692052012,0.4679783363,-0.01769504137,0.1255810346,0.03864902676,0.9595842669,-0.7689784122
0.0134,0.2611683708,-0.1025178271,376.9907812,-0.7692048092,0.4679831582,-0.0176933787,0.1255834807,0.03865067245,0.9595841231,-0.7689883981
0.0135,0.2611710657,-0.1025196557,376.9907739,-0.7692044352,0.4679878563,-0.01769147727,0.1255861056,0.03865228872,0.9595839869,-0.7689996111
0.0136,0.2611742712,-0.102521349,376.9907685,-0.7692040812,0.4679924055,-0.01768934628,0.1255888951,0.03865386725,0.9595838592,-0.7690119909
0.0137,0.26117797,-0.1025228981,376.9907651,-0.7692037492,0.4679967815,-0.01768699444,0.1255918341,0.03865540024,0.9595837407,-0.7690254705
0.0138,0.2611821424,-0.1025242946,376.9907637,-0.769203441,0.4680009607,-0.01768443941,0.1255949072,0.03865687785,0.959583632,-0.7690399777
0.0139,0.2611867659,-0.1025255303,376.9907642,-0.7692031585,0.4680049208,-0.01768169308,0.1255980978,0.03865829287,0.9595835338,-0.7690554346
0.014,0.2611918156,-0.1025265992,376.9907668,-0.7692029031,0.4680086402,-0.0176787674,0.1256013883,0.03865963836,0.9595834466,-0.7690717575
0.0141,0.2611972644,-0.1025274954,376.9907712,-0.7692026764,0.4680120977,-0.01767568,0.1256047609,0.03866090626,0.959583371,-0.7690888581
0.0142,0.261203083,-0.1025282136,376.9907777,-0.7692024797,0.4680152743,-0.01767244231,0.1256081968,0.03866209107,0.9595833072,-0.7691066433
0.0143,0.2612092399,-0.1025287499,376.990786,-0.769202314,0.4680181513,-0.01766907888,0.1256116777,0.03866318394,0.9595832558,-0.7691250165
0.0144,0.2612157019,-0.1025291004,376.9907962,-0.7692021804,0.4680207127,-0.01766560449,0.1256151842,0.03866418005,0.9595832171,-0.7691438773
0.0145,0.2612224337,-0.1025292637,376.9908082,-0.7692020796,0.4680229429,-0.01766203668,0.1256186965,0.03866507398,0.9595831912,-0.7691631221
0.0146,0.2612293987,-0.1025292385,376.9908219,-0.7692020122,0.4680248281,-0.01765839586,0.1256221952,0.03866586021,0.9595831783,-0.7691826445
0.0147,0.2612365587,-0.1025290244,376.9908374,-0.7692019786,0.4680263565,-0.01765470098,0.1256256603,0.03866653443,0.9595831785,-0.7692023364
