"Time","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0128,0.2611991532,-0.1025277486,376.9907732,-0.769202618,0.4680132125,-0.0176746157,0.1256059009,0.03866131051,0.9595833524,-0.7690947225
0.0129,0.2612050882,-0.1025284061,376.9907802,-0.7692024315,0.4680162913,-0.01767133731,0.1256093542,0.03866246447,0.9595832928,-0.7691127148
0.013,0.2612113506,-0.1025288806,376.9907892,-0.7692022764,0.4680190653,-0.01766793416,0.1256128458,0.03866352613,0.9595832456,-0.769131262
0.0131,0.2612179064,-0.1025291693,376.9908,-0.7692021536,0.4680215178,-0.01766442681,0.1256163564,0.03866448872,0.9595832111,-0.7691502626
0.0132,0.2612247202,-0.1025292699,376.9908126,-0.7692020639,0.4680236344,-0.01766082913,0.1256198661,0.03866534826,0.9595831895,-0.7691696116
0.0133,0.2612317545,-0.1025291819,376.9908269,-0.7692020078,0.4680254016,-0.01765716802,0.1256233557,0.0386660974,0.9595831809,-0.7691892024
0.0134,0.2612389709,-0.1025289044,376.9908429,-0.7692019856,0.4680268086,-0.01765346023,0.1256268054,0.03866673304,0.9595831855,-0.7692089263
0.0135,0.2612463294,-0.1025284396,376.9908604,-0.7692019975,0.4680278456,-0.01764972505,0.1256301954,0.03866725149,0.9595832032,-0.7692286729
0.0136,0.2612537895,-0.1025277893,376.9908794,-0.7692020435,0.468028506,-0.01764598454,0.1256335067,0.03866764917,0.959583234,-0.7692483321
0.0137,0.2612613095,-0.1025269564,376.9908998,-0.7692021235,0.468028781,-0.01764225808,0.1256367194,0.0386679236,0.9595832776,-0.7692677915
0.0138,0.2612688476,-0.1025259454,376.9909214,-0.7692022369,0.4680286691,-0.01763856446,0.125639815,0.03866807345,0.9595833339,-0.7692869406
0.0139,0.261276361,-0.102524761,376.9909442,-0.7692023832,0.4680281694,-0.01763493042,0.1256427761,0.03866809569,0.9595834025,-0.7693056706
0.014,0.2612838072,-0.1025234088,376.9909679,-0.7692025617,0.4680272816,-0.0176313748,0.1256455849,0.03866799037,0.9595834831,-0.7693238735
0.0141,0.261291144,-0.1025218967,376.9909926,-0.7692027713,0.4680260094,-0.01762791593,0.1256482247,0.03866775819,0.9595835753,-0.7693414442
0.0142,0.2612983292,-0.1025202325,376.991018,-0.7692030109,0.4680243567,-0.01762457599,0.1256506795,0.0386673991,0.9595836785,-0.7693582797
0.0143,0.2613053217,-0.1025184248,376.991044,-0.7692032792,0.4680223321,-0.01762137003,0.1256529344,0.03866691596,0.9595837921,-0.7693742815
0.0144,0.2613120805,-0.1025164835,376.9910704,-0.7692035747,0.4680199442,-0.01761832428,0.1256549761,0.03866630861,0.9595839156,-0.7693893549
0.0145,0.2613185666,-0.1025144185,376.9910972,-0.7692038957,0.4680172063,-0.01761545412,0.125656792,0.03866558118,0.9595840482,-0.7694034107
0.0146,0.2613247417,-0.1025122419,376.9911242,-0.7692042404,0.4680141316,-0.01761277571,0.1256583707,0.03866473748,0.9595841892,-0.7694163646
0.0147,0.2613305694,-0.1025099655,376.9911511,-0.769204607,0.4680107368,-0.01761030682,0.1256597025,0.03866378141,0.9595843377,-0.7694281385
0.0148,0.261336015,-0.102507602,376.9911779,-0.7692049933,0.4680070404,-0.01760806179,0.1256607788,0.03866271828,0.959584493,-0.7694386609
