"",Time,theta,Id,Idrms,Iq,Iqrms,Ws,p_test,q_test,Tmpu,Vd,Vdrms,Vq,Vqrms,Ia,Ib,Ic,ph,qh,Wr,Te,Va,Vb,Vc,phCalcPeak,phCalcRMS,qhCalcPeak,qhCalcRMS,edp,eqp,edp_dt,eqp_dt,edp_Calc,eqp_Calc
687,0.0687,2.385304,0.213470,0.261446,-0.083845,-0.102689,376.990396,0.125565,0.038678,-0.768871,0.381651,0.467425,-0.014409,-0.017647,0.203658,-0.010459,-0.193199,0.125577,0.038679,0.959456,-0.768712,0.262117,0.109563,-0.371609,0.124019,0.124019,0.043386,0.043386,0.359938,-0.057075,0.053500,0.036523,0.899357,4.536288
688,0.0688,2.423003,0.213490,0.261471,-0.083845,-0.102688,376.990431,0.125577,0.038679,-0.768870,0.381655,0.467430,-0.014402,-0.017638,0.199550,-0.001808,-0.197742,0.125590,0.038681,0.959456,-0.768781,0.251456,0.123282,-0.374669,0.124031,0.124031,0.043388,0.043388,0.359942,-0.057072,0.041736,0.036014,0.899334,4.536719
689,0.0689,2.460702,0.213511,0.261497,-0.083844,-0.102687,376.990471,0.125590,0.038681,-0.768870,0.381658,0.467434,-0.014394,-0.017629,0.195156,0.006848,-0.202004,0.125602,0.038682,0.959456,-0.768850,0.240436,0.136826,-0.377196,0.124043,0.124043,0.043389,0.043389,0.359945,-0.057069,0.029862,0.035256,0.899310,4.537161
690,0.0690,2.498401,0.213532,0.261522,-0.083843,-0.102686,376.990514,0.125602,0.038682,-0.768870,0.381661,0.467437,-0.014387,-0.017620,0.190484,0.015496,-0.205979,0.125614,0.038683,0.959456,-0.768919,0.229074,0.150175,-0.379185,0.124055,0.124055,0.043391,0.043391,0.359947,-0.057066,0.017955,0.034302,0.899287,4.537611
691,0.0691,2.536100,0.213554,0.261549,-0.083841,-0.102684,376.990561,0.125614,0.038683,-0.768870,0.381662,0.467438,-0.014380,-0.017612,0.185540,0.024123,-0.209662,0.125626,0.038684,0.959456,-0.768988,0.217385,0.163309,-0.380634,0.124066,0.124066,0.043392,0.043392,0.359948,-0.057063,0.006082,0.033148,0.899264,4.538066
692,0.0692,2.573799,0.213575,0.261575,-0.083840,-0.102683,376.990611,0.125626,0.038684,-0.768870,0.381662,0.467438,-0.014373,-0.017603,0.180330,0.032717,-0.213047,0.125637,0.038684,0.959456,-0.769056,0.205387,0.176211,-0.381541,0.124078,0.124078,0.043393,0.043393,0.359948,-0.057060,-0.005683,0.031820,0.899241,4.538523
693,0.0693,2.611498,0.213596,0.261601,-0.083839,-0.102681,376.990663,0.125637,0.038684,-0.768871,0.381661,0.467438,-0.014366,-0.017594,0.174863,0.041266,-0.216129,0.125648,0.038685,0.959456,-0.769123,0.193096,0.188862,-0.381903,0.124089,0.124089,0.043394,0.043394,0.359947,-0.057058,-0.017275,0.030308,0.899218,4.538981
694,0.0694,2.649197,0.213617,0.261627,-0.083837,-0.102679,376.990718,0.125648,0.038685,-0.768871,0.381659,0.467435,-0.014359,-0.017586,0.169145,0.049758,-0.218903,0.125658,0.038685,0.959456,-0.769189,0.180531,0.201243,-0.381722,0.124099,0.124099,0.043395,0.043395,0.359945,-0.057055,-0.028633,0.028621,0.899196,4.539436
695,0.0695,2.686896,0.213638,0.261652,-0.083836,-0.102677,376.990775,0.125659,0.038685,-0.768872,0.381657,0.467432,-0.014352,-0.017578,0.163186,0.058180,-0.221366,0.125668,0.038685,0.959456,-0.769252,0.167709,0.213337,-0.380997,0.124110,0.124110,0.043395,0.043395,0.359942,-0.057053,-0.039700,0.026819,0.899175,4.539886
696,0.0696,2.724595,0.213659,0.261677,-0.083834,-0.102675,376.990834,0.125668,0.038685,-0.768872,0.381653,0.467428,-0.014346,-0.017570,0.156993,0.066520,-0.223513,0.125678,0.038685,0.959457,-0.769314,0.154648,0.225126,-0.379729,0.124119,0.124119,0.043396,0.043396,0.359938,-0.057051,-0.050428,0.024896,0.899155,4.540328
697,0.0697,2.762294,0.213678,0.261702,-0.083833,-0.102673,376.990895,0.125678,0.038685,-0.768873,0.381649,0.467422,-0.014340,-0.017563,0.150575,0.074767,-0.225341,0.125686,0.038685,0.959457,-0.769373,0.141368,0.236594,-0.377920,0.124128,0.124128,0.043396,0.043396,0.359934,-0.057049,-0.060767,0.022867,0.899136,4.540759
698,0.0698,2.799994,0.213698,0.261725,-0.083831,-0.102671,376.990956,0.125687,0.038685,-0.768874,0.381643,0.467416,-0.014334,-0.017555,0.143941,0.082907,-0.226848,0.125695,0.038684,0.959457,-0.769429,0.127887,0.247725,-0.375574,0.124137,0.124137,0.043396,0.043396,0.359929,-0.057047,-0.070673,0.020767,0.899118,4.541179
699,0.0699,2.837693,0.213716,0.261748,-0.083829,-0.102669,376.991018,0.125695,0.038684,-0.768875,0.381637,0.467408,-0.014328,-0.017549,0.137101,0.090931,-0.228032,0.125702,0.038684,0.959458,-0.769482,0.114225,0.258502,-0.372692,0.124145,0.124145,0.043395,0.043395,0.359922,-0.057046,-0.080107,0.018580,0.899102,4.541583
700,0.0700,2.875392,0.213734,0.261769,-0.083827,-0.102667,376.991081,0.125702,0.038684,-0.768876,0.381630,0.467400,-0.014323,-0.017542,0.130065,0.098825,-0.228890,0.125709,0.038683,0.959458,-0.769531,0.100402,0.268910,-0.369280,0.124152,0.124152,0.043395,0.043395,0.359915,-0.057044,-0.089031,0.016315,0.899087,4.541970
701,0.0701,2.913091,0.213750,0.261790,-0.083826,-0.102665,376.991143,0.125709,0.038683,-0.768877,0.381623,0.467390,-0.014319,-0.017537,0.122843,0.106578,-0.229421,0.125714,0.038682,0.959459,-0.769577,0.086436,0.278935,-0.365343,0.124158,0.124158,0.043394,0.043394,0.359908,-0.057043,-0.097414,0.014026,0.899074,4.542339
702,0.0702,2.950790,0.213766,0.261809,-0.083824,-0.102663,376.991205,0.125714,0.038682,-0.768878,0.381614,0.467380,-0.014314,-0.017531,0.115445,0.114181,-0.229625,0.125719,0.038681,0.959459,-0.769619,0.072349,0.288562,-0.360886,0.124164,0.124164,0.043393,0.043393,0.359900,-0.057042,-0.105232,0.011706,0.899062,4.542686
703,0.0703,2.988489,0.213780,0.261826,-0.083822,-0.102661,376.991267,0.125719,0.038681,-0.768880,0.381605,0.467369,-0.014310,-0.017527,0.107881,0.121620,-0.229501,0.125724,0.038679,0.959460,-0.769657,0.058159,0.297778,-0.355915,0.124169,0.124169,0.043392,0.043392,0.359891,-0.057041,-0.112456,0.009379,0.899052,4.543011
704,0.0704,3.026188,0.213794,0.261843,-0.083821,-0.102659,376.991327,0.125724,0.038679,-0.768881,0.381596,0.467357,-0.014307,-0.017522,0.100163,0.128886,-0.229049,0.125727,0.038678,0.959460,-0.769691,0.043888,0.306569,-0.350439,0.124173,0.124173,0.043390,0.043390,0.359881,-0.057040,-0.119062,0.007029,0.899044,4.543311
705,0.0705,3.063887,0.213806,0.261858,-0.083819,-0.102657,376.991386,0.125727,0.038678,-0.768882,0.381586,0.467345,-0.014304,-0.017519,0.092302,0.135968,-0.228270,0.125729,0.038676,0.959461,-0.769720,0.029556,0.314923,-0.344465,0.124176,0.124176,0.043389,0.043389,0.359871,-0.057040,-0.125027,0.004658,0.899037,4.543586
706,0.0706,3.101587,0.213817,0.261871,-0.083817,-0.102655,376.991444,0.125729,0.038676,-0.768884,0.381575,0.467332,-0.014301,-0.017516,0.084309,0.142856,-0.227165,0.125731,0.038675,0.959461,-0.769744,0.015183,0.322829,-0.338001,0.124179,0.124179,0.043387,0.043387,0.359861,-0.057040,-0.130337,0.002318,0.899033,4.543833
707,0.0707,3.139286,0.213826,0.261882,-0.083816,-0.102653,376.991499,0.125731,0.038675,-0.768885,0.381564,0.467319,-0.014299,-0.017513,0.076196,0.149540,-0.225736,0.125732,0.038673,0.959462,-0.769764,0.000790,0.330274,-0.331057,0.124180,0.124180,0.043385,0.043385,0.359850,-0.057040,-0.134979,-0.000004,0.899030,4.544051
708,0.0708,3.176985,0.213834,0.261892,-0.083814,-0.102651,376.991553,0.125732,0.038673,-0.768887,0.381553,0.467305,-0.014298,-0.017511,0.067973,0.156011,-0.223984,0.125731,0.038671,0.959463,-0.769779,-0.013603,0.337250,-0.323643,0.124181,0.124181,0.043383,0.043383,0.359839,-0.057040,-0.138937,-0.002287,0.899029,4.544240
709,0.0709,3.214684,0.213840,0.261900,-0.083813,-0.102650,376.991603,0.125731,0.038671,-0.768888,0.381541,0.467291,-0.014297,-0.017510,0.059654,0.162258,-0.221912,0.125730,0.038669,0.959463,-0.769789,-0.027975,0.343745,-0.315769,0.124181,0.124181,0.043381,0.043381,0.359827,-0.057040,-0.142199,-0.004550,0.899031,4.544399
710,0.0710,3.252383,0.213846,0.261906,-0.083812,-0.102648,376.991652,0.125730,0.038669,-0.768890,0.381529,0.467276,-0.014296,-0.017509,0.051250,0.168274,-0.219524,0.125728,0.038667,0.959464,-0.769794,-0.042306,0.349751,-0.307448,0.124180,0.124180,0.043379,0.043379,0.359815,-0.057040,-0.144754,-0.006793,0.899034,4.544526
711,0.0711,3.290082,0.213849,0.261911,-0.083811,-0.102646,376.991697,0.125728,0.038667,-0.768892,0.381517,0.467261,-0.014296,-0.017509,0.042774,0.174049,-0.216822,0.125726,0.038665,0.959464,-0.769795,-0.056575,0.355259,-0.298690,0.124178,0.124178,0.043377,0.043377,0.359804,-0.057041,-0.146596,-0.008969,0.899039,4.544621
712,0.0712,3.327782,0.213851,0.261913,-0.083809,-0.102645,376.991738,0.125726,0.038665,-0.768893,0.381505,0.467246,-0.014296,-0.017509,0.034237,0.179575,-0.213811,0.125722,0.038663,0.959465,-0.769790,-0.070763,0.360262,-0.289509,0.124175,0.124175,0.043375,0.043375,0.359792,-0.057042,-0.147723,-0.011092,0.899045,4.544684
713,0.0713,3.365481,0.213852,0.261914,-0.083808,-0.102644,376.991777,0.125722,0.038663,-0.768895,0.381493,0.467231,-0.014297,-0.017510,0.025651,0.184844,-0.210495,0.125717,0.038661,0.959466,-0.769780,-0.084849,0.364752,-0.279917,0.124172,0.124172,0.043372,0.043372,0.359779,-0.057043,-0.148127,-0.013157,0.899054,4.544714
714,0.0714,3.403180,0.213851,0.261912,-0.083807,-0.102643,376.991812,0.125717,0.038661,-0.768896,0.381480,0.467216,-0.014298,-0.017512,0.017030,0.189849,-0.206879,0.125712,0.038659,0.959466,-0.769766,-0.098813,0.368725,-0.269929,0.124167,0.124167,0.043370,0.043370,0.359767,-0.057044,-0.147809,-0.015140,0.899064,4.544711
715,0.0715,3.440879,0.213848,0.261909,-0.083806,-0.102641,376.991843,0.125712,0.038659,-0.768898,0.381468,0.467201,-0.014300,-0.017514,0.008386,0.194583,-0.202969,0.125706,0.038656,0.959467,-0.769747,-0.112635,0.372173,-0.259559,0.124162,0.124162,0.043367,0.043367,0.359755,-0.057045,-0.146768,-0.017065,0.899076,4.544675
716,0.0716,3.478578,0.213844,0.261904,-0.083806,-0.102640,376.991869,0.125706,0.038656,-0.768899,0.381456,0.467186,-0.014303,-0.017517,-0.000270,0.199038,-0.198769,0.125699,0.038654,0.959467,-0.769723,-0.126296,0.375092,-0.248820,0.124156,0.124156,0.043364,0.043364,0.359743,-0.057047,-0.145002,-0.018933,0.899089,4.544607
717,0.0717,3.516277,0.213839,0.261898,-0.083805,-0.102640,376.991892,0.125699,0.038654,-0.768901,0.381444,0.467171,-0.014305,-0.017520,-0.008924,0.203209,-0.194286,0.125691,0.038652,0.959468,-0.769694,-0.139776,0.377478,-0.237730,0.124149,0.124149,0.043362,0.043362,0.359732,-0.057048,-0.142519,-0.020697,0.899103,4.544507
718,0.0718,3.553977,0.213832,0.261889,-0.083804,-0.102639,376.991911,0.125691,0.038652,-0.768902,0.381432,0.467157,-0.014309,-0.017524,-0.017564,0.207090,-0.189526,0.125683,0.038649,0.959468,-0.769661,-0.153057,0.379329,-0.226303,0.124142,0.124142,0.043359,0.043359,0.359720,-0.057050,-0.139326,-0.022371,0.899119,4.544375
719,0.0719,3.591676,0.213823,0.261879,-0.083804,-0.102638,376.991925,0.125683,0.038649,-0.768903,0.381421,0.467143,-0.014312,-0.017529,-0.026178,0.210675,-0.184498,0.125674,0.038647,0.959469,-0.769624,-0.166119,0.380641,-0.214556,0.124134,0.124134,0.043356,0.043356,0.359709,-0.057052,-0.135431,-0.023936,0.899136,4.544212
720,0.0720,3.629375,0.213813,0.261867,-0.083803,-0.102638,376.991935,0.125674,0.038647,-0.768904,0.381409,0.467129,-0.014316,-0.017534,-0.034753,0.213960,-0.179207,0.125665,0.038645,0.959469,-0.769583,-0.178945,0.381412,-0.202505,0.124125,0.124125,0.043354,0.043354,0.359698,-0.057054,-0.130843,-0.025411,0.899154,4.544018
721,0.0721,3.667074,0.213802,0.261853,-0.083803,-0.102638,376.991940,0.125665,0.038645,-0.768906,0.381399,0.467116,-0.014321,-0.017539,-0.043277,0.216939,-0.173661,0.125655,0.038643,0.959470,-0.769538,-0.191516,0.381643,-0.190168,0.124116,0.124116,0.043351,0.043351,0.359688,-0.057056,-0.125572,-0.026800,0.899173,4.543796
722,0.0722,3.704773,0.213790,0.261838,-0.083803,-0.102637,376.991941,0.125655,0.038643,-0.768907,0.381388,0.467103,-0.014325,-0.017545,-0.051738,0.219608,-0.167870,0.125644,0.038640,0.959470,-0.769489,-0.203814,0.381332,-0.177562,0.124106,0.124106,0.043348,0.043348,0.359678,-0.057059,-0.119635,-0.028053,0.899193,4.543545
723,0.0723,3.742473,0.213776,0.261821,-0.083803,-0.102637,376.991938,0.125644,0.038640,-0.768908,0.381378,0.467091,-0.014331,-0.017551,-0.060124,0.221964,-0.161840,0.125633,0.038638,0.959470,-0.769436,-0.215822,0.380480,-0.164706,0.124096,0.124096,0.043346,0.043346,0.359668,-0.057061,-0.113055,-0.029186,0.899214,4.543268
724,0.0724,3.780172,0.213761,0.261803,-0.083803,-0.102637,376.991930,0.125633,0.038638,-0.768909,0.381369,0.467080,-0.014336,-0.017558,-0.068424,0.224004,-0.155581,0.125621,0.038636,0.959471,-0.769381,-0.227523,0.379089,-0.151616,0.124085,0.124085,0.043343,0.043343,0.359659,-0.057063,-0.105847,-0.030195,0.899235,4.542965
725,0.0725,3.817871,0.213746,0.261784,-0.083803,-0.102638,376.991917,0.125622,0.038636,-0.768909,0.381361,0.467069,-0.014342,-0.017565,-0.076624,0.225725,-0.149102,0.125610,0.038634,0.959471,-0.769323,-0.238901,0.377160,-0.138312,0.124074,0.124074,0.043341,0.043341,0.359651,-0.057066,-0.098039,-0.031054,0.899256,4.542638
726,0.0726,3.855570,0.213729,0.261763,-0.083803,-0.102638,376.991900,0.125610,0.038634,-0.768910,0.381353,0.467060,-0.014348,-0.017573,-0.084713,0.227125,-0.142412,0.125598,0.038632,0.959471,-0.769262,-0.249940,0.374696,-0.124813,0.124063,0.124063,0.043338,0.043338,0.359643,-0.057068,-0.089656,-0.031789,0.899278,4.542289
727,0.0727,3.893269,0.213711,0.261741,-0.083804,-0.102638,376.991879,0.125598,0.038632,-0.768911,0.381345,0.467051,-0.014354,-0.017580,-0.092681,0.228201,-0.135521,0.125586,0.038631,0.959471,-0.769199,-0.260623,0.371702,-0.111138,0.124051,0.124051,0.043336,0.043336,0.359636,-0.057071,-0.080724,-0.032398,0.899300,4.541920
728,0.0728,3.930969,0.213692,0.261719,-0.083804,-0.102639,376.991854,0.125586,0.038631,-0.768911,0.381339,0.467043,-0.014361,-0.017588,-0.100515,0.228953,-0.128438,0.125573,0.038629,0.959472,-0.769134,-0.270937,0.368180,-0.097305,0.124039,0.124039,0.043334,0.043334,0.359630,-0.057074,-0.071281,-0.032837,0.899322,4.541532
729,0.0729,3.968668,0.213673,0.261695,-0.083805,-0.102640,376.991824,0.125573,0.038629,-0.768912,0.381333,0.467036,-0.014368,-0.017597,-0.108205,0.229380,-0.121174,0.125561,0.038627,0.959472,-0.769068,-0.280867,0.364137,-0.083336,0.124027,0.124027,0.043331,0.043331,0.359624,-0.057076,-0.061368,-0.033119,0.899344,4.541128
730,0.0730,4.006367,0.213653,0.261671,-0.083805,-0.102640,376.991791,0.125561,0.038627,-0.768912,0.381328,0.467030,-0.014374,-0.017605,-0.115740,0.229480,-0.113740,0.125548,0.038626,0.959472,-0.769000,-0.290398,0.359578,-0.069248,0.124015,0.124015,0.043329,0.043329,0.359620,-0.057079,-0.051023,-0.033227,0.899366,4.540709
731,0.0731,4.044066,0.213633,0.261646,-0.083806,-0.102641,376.991753,0.125549,0.038626,-0.768912,0.381324,0.467025,-0.014381,-0.017613,-0.123109,0.229255,-0.106146,0.125536,0.038624,0.959472,-0.768932,-0.299517,0.354509,-0.055063,0.124003,0.124003,0.043328,0.043328,0.359616,-0.057082,-0.040291,-0.033180,0.899388,4.540279
732,0.0732,4.081765,0.213612,0.261621,-0.083807,-0.102642,376.991713,0.125536,0.038624,-0.768912,0.381321,0.467021,-0.014388,-0.017622,-0.130302,0.228705,-0.098402,0.125524,0.038623,0.959472,-0.768863,-0.308212,0.348938,-0.040799,0.123991,0.123991,0.043326,0.043326,0.359613,-0.057084,-0.029218,-0.032983,0.899409,4.539839
733,0.0733,4.119464,0.213591,0.261595,-0.083808,-0.102643,376.991668,0.125524,0.038623,-0.768912,0.381319,0.467019,-0.014395,-0.017631,-0.137309,0.227830,-0.090521,0.125512,0.038622,0.959472,-0.768795,-0.316470,0.342873,-0.026478,0.123979,0.123979,0.043324,0.043324,0.359611,-0.057087,-0.017861,-0.032591,0.899429,4.539391
734,0.0734,4.157164,0.213570,0.261569,-0.083809,-0.102645,376.991621,0.125512,0.038622,-0.768912,0.381318,0.467017,-0.014402,-0.017639,-0.144120,0.226632,-0.082512,0.125500,0.038621,0.959471,-0.768726,-0.324279,0.336322,-0.012120,0.123968,0.123968,0.043323,0.043323,0.359610,-0.057090,-0.006280,-0.032020,0.899449,4.538939
735,0.0735,4.194863,0.213549,0.261543,-0.083810,-0.102646,376.991570,0.125500,0.038621,-0.768912,0.381318,0.467017,-0.014410,-0.017648,-0.150726,0.225113,-0.074388,0.125489,0.038621,0.959471,-0.768658,-0.331630,0.329293,0.002256,0.123956,0.123956,0.043322,0.043322,0.359610,-0.057092,0.005468,-0.031270,0.899469,4.538484
736,0.0736,4.232562,0.213528,0.261517,-0.083811,-0.102648,376.991517,0.125489,0.038621,-0.768911,0.381318,0.467018,-0.014416,-0.017656,-0.157116,0.223275,-0.066159,0.125478,0.038620,0.959471,-0.768592,-0.338510,0.321799,0.016629,0.123945,0.123945,0.043321,0.043321,0.359611,-0.057095,0.017316,-0.030320,0.899487,4.538030
737,0.0737,4.270261,0.213507,0.261491,-0.083813,-0.102649,376.991462,0.125478,0.038620,-0.768911,0.381320,0.467020,-0.014423,-0.017665,-0.163283,0.221122,-0.057839,0.125468,0.038620,0.959471,-0.768527,-0.344910,0.313847,0.030979,0.123935,0.123935,0.043320,0.043320,0.359613,-0.057097,0.029196,-0.029201,0.899505,4.537578
738,0.0738,4.307960,0.213486,0.261466,-0.083814,-0.102651,376.991404,0.125468,0.038620,-0.768910,0.381323,0.467023,-0.014430,-0.017673,-0.169218,0.218655,-0.049437,0.125458,0.038620,0.959471,-0.768464,-0.350822,0.305451,0.045286,0.123925,0.123925,0.043319,0.043319,0.359616,-0.057100,0.041040,-0.027918,0.899522,4.537131
739,0.0739,4.345659,0.213466,0.261441,-0.083815,-0.102652,376.991345,0.125458,0.038620,-0.768909,0.381327,0.467028,-0.014436,-0.017681,-0.174913,0.215880,-0.040967,0.125449,0.038620,0.959470,-0.768403,-0.356237,0.296622,0.059529,0.123915,0.123915,0.043319,0.043319,0.359620,-0.057102,0.052771,-0.026432,0.899537,4.536693
740,0.0740,4.383358,0.213446,0.261417,-0.083817,-0.102654,376.991284,0.125449,0.038620,-0.768908,0.381331,0.467034,-0.014443,-0.017688,-0.180359,0.212799,-0.032440,0.125440,0.038620,0.959470,-0.768345,-0.361148,0.287371,0.073688,0.123906,0.123906,0.043319,0.043319,0.359625,-0.057104,0.064309,-0.024766,0.899552,4.536265
741,0.0741,4.421058,0.213427,0.261394,-0.083818,-0.102656,376.991221,0.125440,0.038620,-0.768907,0.381337,0.467041,-0.014448,-0.017696,-0.185549,0.209417,-0.023868,0.125432,0.038620,0.959469,-0.768290,-0.365547,0.277713,0.087743,0.123898,0.123898,0.043319,0.043319,0.359630,-0.057106,0.075578,-0.022912,0.899565,4.535850
742,0.0742,4.458757,0.213409,0.261372,-0.083820,-0.102658,376.991159,0.125432,0.038620,-0.768906,0.381344,0.467049,-0.014454,-0.017703,-0.190477,0.205740,-0.015263,0.125425,0.038621,0.959469,-0.768238,-0.369427,0.267660,0.101675,0.123891,0.123891,0.043319,0.043319,0.359637,-0.057108,0.086498,-0.020902,0.899577,4.535451
743,0.0743,4.496456,0.213392,0.261350,-0.083821,-0.102660,376.991095,0.125425,0.038621,-0.768905,0.381351,0.467058,-0.014459,-0.017709,-0.195134,0.201771,-0.006637,0.125419,0.038621,0.959469,-0.768190,-0.372785,0.257228,0.115464,0.123884,0.123884,0.043320,0.043320,0.359644,-0.057109,0.096993,-0.018752,0.899588,4.535070
744,0.0744,4.534155,0.213375,0.261330,-0.083823,-0.102662,376.991032,0.125419,0.038621,-0.768904,0.381359,0.467068,-0.014464,-0.017715,-0.199515,0.197518,0.001997,0.125414,0.038622,0.959468,-0.768146,-0.375613,0.246429,0.129091,0.123878,0.123878,0.043321,0.043321,0.359653,-0.057111,0.106981,-0.016430,0.899598,4.534709
745,0.0745,4.571854,0.213360,0.261312,-0.083825,-0.102664,376.990969,0.125414,0.038622,-0.768903,0.381369,0.467079,-0.014469,-0.017720,-0.203614,0.192986,0.010628,0.125409,0.038624,0.959467,-0.768106,-0.377910,0.235280,0.142535,0.123873,0.123873,0.043322,0.043322,0.359662,-0.057112,0.116381,-0.013968,0.899606,4.534370
746,0.0746,4.609553,0.213346,0.261295,-0.083826,-0.102666,376.990907,0.125409,0.038624,-0.768901,0.381378,0.467091,-0.014473,-0.017725,-0.207425,0.188181,0.019243,0.125406,0.038625,0.959467,-0.768070,-0.379670,0.223796,0.155778,0.123868,0.123868,0.043323,0.043323,0.359672,-0.057113,0.125119,-0.011365,0.899613,4.534056
747,0.0747,4.647252,0.213334,0.261279,-0.083828,-0.102668,376.990846,0.125406,0.038625,-0.768900,0.381389,0.467104,-0.014476,-0.017730,-0.210942,0.183111,0.027832,0.125403,0.038626,0.959466,-0.768040,-0.380892,0.211994,0.168802,0.123865,0.123865,0.043324,0.043324,0.359682,-0.057114,0.133123,-0.008663,0.899619,4.533769
748,0.0748,4.684951,0.213322,0.261265,-0.083830,-0.102670,376.990786,0.125403,0.038626,-0.768898,0.381400,0.467118,-0.014479,-0.017733,-0.214161,0.177781,0.036380,0.125402,0.038628,0.959466,-0.768014,-0.381573,0.199890,0.181587,0.123862,0.123862,0.043326,0.043326,0.359694,-0.057115,0.140330,-0.005886,0.899623,4.533510
749,0.0749,4.722650,0.213312,0.261253,-0.083831,-0.102672,376.990728,0.125402,0.038628,-0.768897,0.381412,0.467133,-0.014482,-0.017736,-0.217078,0.172201,0.044877,0.125401,0.038630,0.959465,-0.767994,-0.381713,0.187500,0.194116,0.123861,0.123861,0.043328,0.043328,0.359705,-0.057115,0.146673,-0.003012,0.899625,4.533281
750,0.0750,4.760349,0.213304,0.261243,-0.083833,-0.102674,376.990672,0.125401,0.038630,-0.768895,0.381425,0.467148,-0.014483,-0.017739,-0.219688,0.166377,0.053311,0.125402,0.038632,0.959465,-0.767978,-0.381311,0.174843,0.206370,0.123860,0.123860,0.043330,0.043330,0.359717,-0.057115,0.152093,-0.000082,0.899626,4.533084
751,0.0751,4.798048,0.213297,0.261235,-0.083834,-0.102676,376.990618,0.125402,0.038632,-0.768894,0.381438,0.467164,-0.014485,-0.017740,-0.221987,0.160317,0.061670,0.125403,0.038634,0.959464,-0.767968,-0.380367,0.161937,0.218333,0.123861,0.123861,0.043332,0.043332,0.359730,-0.057115,0.156544,0.002882,0.899626,4.532920
752,0.0752,4.835748,0.213292,0.261228,-0.083836,-0.102678,376.990568,0.125403,0.038634,-0.768892,0.381451,0.467180,-0.014486,-0.017741,-0.223973,0.154031,0.069942,0.125405,0.038636,0.959463,-0.767964,-0.378883,0.148799,0.229987,0.123862,0.123862,0.043334,0.043334,0.359743,-0.057115,0.159984,0.005875,0.899624,4.532789
753,0.0753,4.873447,0.213289,0.261224,-0.083837,-0.102679,376.990520,0.125406,0.038636,-0.768890,0.381464,0.467196,-0.014486,-0.017741,-0.225642,0.147526,0.078115,0.125409,0.038639,0.959463,-0.767965,-0.376860,0.135448,0.241316,0.123865,0.123865,0.043337,0.043337,0.359756,-0.057114,0.162380,0.008841,0.899621,4.532694
754,0.0754,4.911146,0.213287,0.261222,-0.083839,-0.102681,376.990476,0.125409,0.038639,-0.768889,0.381478,0.467213,-0.014485,-0.017741,-0.226992,0.140813,0.086179,0.125413,0.038641,0.959462,-0.767972,-0.374301,0.121903,0.252302,0.123868,0.123868,0.043340,0.043340,0.359770,-0.057113,0.163711,0.011753,0.899616,4.532634
755,0.0755,4.948845,0.213286,0.261222,-0.083840,-0.102683,376.990436,0.125413,0.038641,-0.768887,0.381491,0.467230,-0.014484,-0.017739,-0.228021,0.133900,0.094121,0.125418,0.038644,0.959461,-0.767984,-0.371210,0.108183,0.262932,0.123872,0.123872,0.043343,0.043343,0.359783,-0.057112,0.163962,0.014623,0.899610,4.532610
756,0.0756,4.986544,0.213288,0.261223,-0.083841,-0.102684,376.990399,0.125418,0.038644,-0.768886,0.381505,0.467246,-0.014483,-0.017738,-0.228728,0.126797,0.101932,0.125424,0.038646,0.959461,-0.768001,-0.367591,0.094308,0.273188,0.123877,0.123877,0.043345,0.043345,0.359796,-0.057111,0.163127,0.017409,0.899602,4.532622
757,0.0757,5.024243,0.213291,0.261227,-0.083843,-0.102686,376.990367,0.125425,0.038646,-0.768884,0.381519,0.467263,-0.014480,-0.017735,-0.229112,0.119513,0.109599,0.125431,0.038649,0.959460,-0.768024,-0.363449,0.080297,0.283058,0.123883,0.123883,0.043348,0.043348,0.359810,-0.057109,0.161212,0.020099,0.899593,4.532670
758,0.0758,5.061942,0.213296,0.261233,-0.083844,-0.102687,376.990340,0.125432,0.038649,-0.768883,0.381532,0.467279,-0.014478,-0.017732,-0.229171,0.112059,0.117111,0.125439,0.038651,0.959460,-0.768051,-0.358789,0.066170,0.292525,0.123890,0.123890,0.043351,0.043351,0.359823,-0.057107,0.158236,0.022643,0.899583,4.532753
759,0.0759,5.099641,0.213302,0.261241,-0.083845,-0.102688,376.990316,0.125439,0.038651,-0.768881,0.381545,0.467295,-0.014474,-0.017728,-0.228906,0.104446,0.124460,0.125448,0.038654,0.959459,-0.768084,-0.353618,0.051948,0.301578,0.123897,0.123897,0.043355,0.043355,0.359835,-0.057105,0.154228,0.025009,0.899571,4.532872
760,0.0760,5.137340,0.213311,0.261251,-0.083845,-0.102689,376.990298,0.125448,0.038654,-0.768880,0.381558,0.467311,-0.014471,-0.017723,-0.228317,0.096684,0.131633,0.125457,0.038657,0.959459,-0.768121,-0.347944,0.037651,0.310202,0.123905,0.123905,0.043358,0.043358,0.359848,-0.057103,0.149222,0.027220,0.899557,4.533026
761,0.0761,5.175039,0.213320,0.261263,-0.083846,-0.102690,376.990284,0.125457,0.038657,-0.768878,0.381570,0.467326,-0.014466,-0.017718,-0.227404,0.088783,0.138621,0.125467,0.038659,0.959458,-0.768163,-0.341773,0.023299,0.318385,0.123914,0.123914,0.043361,0.043361,0.359860,-0.057101,0.143259,0.029235,0.899543,4.533213
