"",Time,theta,Id,Idrms,Iq,Iqrms,Ws,p_test,q_test,Tmpu,Vd,Vdrms,Vq,Vqrms,Ia,Ib,Ic,ph,qh,Wr,Te,Va,Vb,Vc,phCalcPeak,phCalcRMS,qhCalcPeak,qhCalcRMS,edp,eqp,edp_dt,eqp_dt,edp_Calc,eqp_Calc
2045,0.2045,2.823153,0.733095,0.897854,-0.376260,-0.460822,375.904023,0.238678,0.273604,-0.227882,0.272309,0.333509,0.120526,0.147613,0.566983,0.235959,-0.802905,0.241782,0.278316,0.608447,-1.286842,-0.037644,0.279508,-0.245963,0.231419,0.231419,0.286224,0.286224,0.179392,-0.024220,71.320447,-2.466495,7.323692,14.955326
2046,0.2046,2.860744,0.733437,0.898274,-0.378513,-0.463582,375.915767,0.241783,0.278316,-0.228468,0.281439,0.344691,0.118945,0.145677,0.546668,0.264865,-0.811542,0.253061,0.282592,0.609152,-1.290666,-0.052133,0.281985,-0.249847,0.242094,0.242094,0.290651,0.290651,0.188047,-0.025827,84.238720,-16.581796,7.348452,14.957198
2047,0.2047,2.898336,0.734841,0.899993,-0.380887,-0.466490,375.922776,0.253062,0.282592,-0.229055,0.287062,0.351578,0.118088,0.144627,0.526222,0.294266,-0.820534,0.260552,0.286271,0.609860,-1.295107,-0.065939,0.283695,-0.248885,0.248950,0.248950,0.294171,0.294171,0.193149,-0.026928,43.218450,-15.346030,7.384467,14.983615
2048,0.2048,2.935928,0.737533,0.903289,-0.383706,-0.469942,375.927121,0.260553,0.286271,-0.229645,0.289658,0.354757,0.117185,0.143522,0.505078,0.323773,-0.828922,0.264853,0.288433,0.610571,-1.299718,-0.077422,0.283696,-0.242680,0.253001,0.253001,0.296358,0.296358,0.195105,-0.028333,1.977303,-24.306250,7.436464,15.040905
2049,0.2049,2.973521,0.740625,0.907077,-0.386657,-0.473556,375.929751,0.264854,0.288433,-0.230237,0.288700,0.353584,0.115204,0.141096,0.483208,0.353064,-0.836356,0.265718,0.287535,0.611283,-1.304005,-0.086952,0.282440,-0.236534,0.253911,0.253911,0.295426,0.295426,0.193471,-0.030897,-21.405021,-41.170564,7.497909,15.113468
2050,0.2050,3.011114,0.743748,0.910902,-0.389781,-0.477383,375.930202,0.265719,0.287535,-0.230831,0.287550,0.352175,0.111632,0.136720,0.460743,0.381625,-0.842463,0.266994,0.284766,0.611999,-1.308336,-0.095652,0.280771,-0.230564,0.255529,0.255529,0.292661,0.292661,0.191609,-0.035056,-22.682337,-53.501871,7.561301,15.190121
2051,0.2051,3.048707,0.746419,0.914172,-0.393238,-0.481616,375.927567,0.266995,0.284766,-0.231428,0.286480,0.350865,0.107539,0.131707,0.437985,0.409396,-0.847486,0.268451,0.281595,0.612717,-1.312738,-0.104261,0.279530,-0.224204,0.257318,0.257318,0.289385,0.289385,0.189767,-0.039634,-22.509883,-52.875738,7.630824,15.257649
2052,0.2052,3.086299,0.748759,0.917039,-0.397247,-0.486526,375.921914,0.268452,0.281595,-0.232026,0.285526,0.349696,0.103888,0.127236,0.414989,0.436380,-0.851483,0.269619,0.279146,0.613437,-1.317136,-0.113112,0.278774,-0.216545,0.258781,0.258781,0.286817,0.286817,0.187934,-0.043691,-25.235853,-43.320333,7.712220,15.316457
2053,0.2053,3.123891,0.750778,0.919511,-0.401801,-0.492104,375.914126,0.269620,0.279146,-0.232626,0.284225,0.348104,0.101198,0.123942,0.391694,0.462640,-0.854451,0.269692,0.277710,0.614160,-1.321311,-0.122261,0.278271,-0.207822,0.259093,0.259093,0.285269,0.285269,0.185646,-0.046708,-30.022964,-31.121062,7.807124,15.366371
2054,0.2054,3.161482,0.752482,0.921598,-0.406779,-0.498200,375.905333,0.269693,0.277710,-0.233228,0.282678,0.346209,0.099388,0.121725,0.367990,0.488177,-0.856287,0.268809,0.277173,0.614885,-1.325137,-0.131645,0.277428,-0.198033,0.258422,0.258422,0.284662,0.284662,0.183031,-0.048773,-35.469863,-20.522778,7.912706,15.407840
2055,0.2055,3.199072,0.753802,0.923215,-0.412014,-0.504613,375.896510,0.268810,0.277173,-0.233833,0.280616,0.343683,0.098269,0.120355,0.343818,0.512992,-0.856930,0.266755,0.277106,0.615612,-1.328442,-0.141247,0.275943,-0.187595,0.256561,0.256561,0.284540,0.284540,0.179854,-0.050060,-41.504587,-12.165346,8.025904,15.440397
2056,0.2056,3.236662,0.754712,0.924330,-0.417384,-0.511189,375.888424,0.266757,0.277106,-0.234438,0.278149,0.340662,0.097651,0.119598,0.319154,0.537014,-0.856290,0.263740,0.277293,0.616340,-1.331126,-0.150848,0.273427,-0.176697,0.253746,0.253746,0.284690,0.284690,0.176253,-0.050759,-47.272855,-6.506599,8.143673,15.463928
2057,0.2057,3.274250,0.755137,0.924850,-0.422790,-0.517810,375.881575,0.263741,0.277293,-0.235045,0.275162,0.337003,0.097268,0.119128,0.294007,0.560185,-0.854317,0.259773,0.277315,0.617069,-1.333082,-0.160378,0.269927,-0.165689,0.249992,0.249992,0.284679,0.284679,0.172135,-0.051122,-52.210917,-3.037330,8.263914,15.477711
2058,0.2058,3.311838,0.755038,0.924729,-0.428160,-0.524387,375.876234,0.259775,0.277315,-0.235652,0.271868,0.332969,0.097006,0.118808,0.268432,0.582405,-0.850967,0.255151,0.277137,0.617798,-1.334270,-0.169601,0.265503,-0.154673,0.245605,0.245605,0.284470,0.284470,0.167727,-0.051255,-55.365197,-0.997480,8.384486,15.480913
2059,0.2059,3.349425,0.754352,0.923888,-0.433456,-0.530873,375.872483,0.255152,0.277137,-0.236260,0.268321,0.328625,0.096727,0.118466,0.242492,0.603610,-0.846237,0.250022,0.276609,0.618527,-1.334662,-0.178562,0.260606,-0.143699,0.240722,0.240722,0.283908,0.283908,0.163094,-0.051285,-56.251824,1.087671,8.504285,15.472433
2060,0.2060,3.387013,0.753059,0.922305,-0.438647,-0.537231,375.870338,0.250023,0.276609,-0.236868,0.264822,0.324339,0.096562,0.118264,0.216269,0.623731,-0.840142,0.244657,0.276058,0.619256,-1.334275,-0.187142,0.255584,-0.132627,0.235605,0.235605,0.283320,0.283320,0.158541,-0.051078,-54.425374,4.359928,8.622156,15.451132
2061,0.2061,3.424600,0.751142,0.919957,-0.443719,-0.543443,375.869831,0.244658,0.276058,-0.237475,0.261501,0.320273,0.096566,0.118268,0.189808,0.642761,-0.832717,0.239198,0.275622,0.619983,-1.333131,-0.195553,0.250958,-0.121230,0.230365,0.230365,0.282852,0.282852,0.154206,-0.050573,-49.986483,9.847209,8.737596,15.416272
2062,0.2062,3.462187,0.748633,0.916885,-0.448633,-0.549461,375.871113,0.239199,0.275622,-0.238081,0.258645,0.316774,0.097050,0.118861,0.163146,0.660699,-0.823998,0.233796,0.275829,0.620709,-1.331272,-0.203779,0.249799,-0.109271,0.225136,0.225136,0.283037,0.283037,0.150379,-0.049469,-31.776381,19.647937,8.849526,15.367451
2063,0.2063,3.499774,0.745577,0.913142,-0.453346,-0.555233,375.874253,0.233797,0.275829,-0.238686,0.258201,0.316230,0.098425,0.120545,0.136254,0.677608,-0.814008,0.230446,0.278388,0.621433,-1.329126,-0.211959,0.258079,-0.096386,0.221832,0.221832,0.285656,0.285656,0.149017,-0.047365,22.505009,35.004463,8.953096,15.301927
2064,0.2064,3.537362,0.742068,0.908844,-0.457769,-0.560650,375.878585,0.230447,0.278388,-0.239289,0.264086,0.323438,0.101218,0.123966,0.108932,0.693878,-0.802926,0.233376,0.286488,0.622156,-1.327831,-0.219895,0.267768,-0.082289,0.224453,0.224453,0.294001,0.294001,0.154054,-0.043753,68.168397,45.902568,9.038015,15.214986
2065,0.2065,3.574950,0.738538,0.904521,-0.461784,-0.565567,375.883420,0.233378,0.286488,-0.239892,0.270944,0.331837,0.104288,0.127726,0.080647,0.710455,-0.791181,0.237608,0.295501,0.622878,-1.327222,-0.228274,0.263295,-0.067407,0.227916,0.227916,0.303208,0.303208,0.160149,-0.039869,20.223972,45.125887,9.112423,15.125681
2066,0.2066,3.612538,0.735987,0.901397,-0.465261,-0.569826,375.890360,0.237609,0.295501,-0.240493,0.268823,0.329239,0.107173,0.131259,0.051460,0.727089,-0.778624,0.232176,0.298334,0.623598,-1.325238,-0.236851,0.257263,-0.052906,0.221980,0.221980,0.305926,0.305926,0.157356,-0.036384,-35.120728,42.615978,9.195752,15.070107
2067,0.2067,3.650128,0.734251,0.899270,-0.468242,-0.573477,375.901122,0.232177,0.298334,-0.241093,0.266464,0.326351,0.110227,0.135000,0.022153,0.742127,-0.764355,0.226113,0.300834,0.624316,-1.322411,-0.244479,0.267880,-0.038572,0.216058,0.216058,0.308556,0.308556,0.154414,-0.032910,34.785835,39.938040,9.269283,15.032252
2068,0.2068,3.687719,0.731736,0.896190,-0.470692,-0.576478,375.912899,0.226114,0.300834,-0.241692,0.275546,0.337474,0.112702,0.138031,-0.007387,0.755972,-0.748620,0.233191,0.310013,0.625033,-1.321471,-0.251244,0.280648,-0.023594,0.222868,0.222868,0.318248,0.318248,0.163037,-0.029862,115.384715,33.202092,9.304495,14.964014
2069,0.2069,3.725310,0.728906,0.892724,-0.472599,-0.578814,375.922304,0.233192,0.310013,-0.242289,0.286104,0.350405,0.114451,0.140173,-0.038037,0.770560,-0.732509,0.243094,0.319540,0.625749,-1.322086,-0.258447,0.281668,-0.008446,0.231681,0.231681,0.327955,0.327955,0.173256,-0.027488,81.481786,29.672248,9.323748,14.888478
2070,0.2070,3.762903,0.727764,0.891325,-0.474213,-0.580790,375.930532,0.243095,0.319540,-0.242886,0.289504,0.354568,0.116652,0.142869,-0.069605,0.785483,-0.715844,0.245279,0.324942,0.626466,-1.322451,-0.264971,0.280178,0.005315,0.233059,0.233059,0.333272,0.333272,0.176343,-0.025017,31.658112,21.793814,9.353455,14.856892
2071,0.2071,3.800496,0.727963,0.891569,-0.475650,-0.582550,375.938971,0.245280,0.324942,-0.243484,0.291889,0.357490,0.117752,0.144216,-0.101431,0.799371,-0.697893,0.247132,0.328301,0.627183,-1.322993,-0.269720,0.281935,0.017565,0.234713,0.234713,0.336835,0.336835,0.178426,-0.023929,39.483016,-0.579809,9.379995,14.857606
2072,0.2072,3.838091,0.728193,0.891850,-0.476753,-0.583901,375.945787,0.247133,0.328301,-0.244081,0.296487,0.363122,0.116595,0.142799,-0.133382,0.812401,-0.678950,0.253093,0.330634,0.627900,-1.324561,-0.272986,0.280462,0.028930,0.240469,0.240469,0.339382,0.339382,0.182790,-0.025112,39.689511,-21.126412,9.391365,14.860929
2073,0.2073,3.875685,0.728634,0.892391,-0.477772,-0.585149,375.949555,0.253094,0.330634,-0.244679,0.298825,0.365984,0.114399,0.140110,-0.165442,0.825020,-0.659494,0.257469,0.330515,0.628618,-1.326546,-0.275535,0.274494,0.039692,0.244616,0.244616,0.339188,0.339188,0.184907,-0.027379,7.886319,-28.623449,9.404719,14.873400
2074,0.2074,3.913280,0.729692,0.893686,-0.479086,-0.586759,375.950929,0.257470,0.330515,-0.245277,0.298290,0.365329,0.112185,0.137398,-0.197227,0.836728,-0.639412,0.258639,0.328596,0.629338,-1.328400,-0.276991,0.268068,0.049733,0.245870,0.245870,0.337151,0.337151,0.184078,-0.029786,-13.321750,-33.807765,9.430729,14.902182
2075,0.2075,3.950876,0.730840,0.895092,-0.480742,-0.588786,375.950310,0.258640,0.328596,-0.245877,0.297311,0.364130,0.109277,0.133836,-0.228478,0.847148,-0.618576,0.259615,0.325660,0.630057,-1.330297,-0.277573,0.262026,0.059633,0.247129,0.247129,0.334190,0.334190,0.182731,-0.032900,-16.582389,-39.792412,9.463996,14.934682
2076,0.2076,3.988470,0.731687,0.896129,-0.482666,-0.591143,375.947377,0.259616,0.325660,-0.246476,0.296366,0.362973,0.106030,0.129859,-0.259117,0.856390,-0.597172,0.260708,0.322491,0.630778,-1.332281,-0.277570,0.255765,0.069716,0.248505,0.248505,0.330940,0.330940,0.181370,-0.036284,-18.821120,-40.234755,9.502413,14.961084
2077,0.2077,4.026065,0.732282,0.896859,-0.484977,-0.593973,375.942186,0.260709,0.322491,-0.247077,0.295146,0.361479,0.102921,0.126052,-0.289123,0.864507,-0.575273,0.261256,0.319421,0.631500,-1.334240,-0.277364,0.248931,0.080206,0.249324,0.249324,0.327759,0.327759,0.179658,-0.039470,-23.295325,-35.203170,9.549726,14.981813
2078,0.2078,4.063659,0.732642,0.897300,-0.487686,-0.597290,375.935286,0.261257,0.319421,-0.247679,0.293624,0.359615,0.100379,0.122938,-0.318463,0.871455,-0.552873,0.260917,0.316877,0.632223,-1.336035,-0.276856,0.241390,0.090833,0.249252,0.249252,0.325107,0.325107,0.177566,-0.042033,-28.257870,-28.382004,9.606824,14.996383
2079,0.2079,4.101252,0.732708,0.897381,-0.490733,-0.601023,375.927349,0.260919,0.316877,-0.248281,0.291736,0.357302,0.098259,0.120342,-0.347135,0.877183,-0.529920,0.259714,0.314596,0.632946,-1.337556,-0.276220,0.233081,0.101595,0.248308,0.248308,0.322740,0.322740,0.175043,-0.044105,-32.794145,-21.562384,9.672469,15.004121
2080,0.2080,4.138844,0.732438,0.897049,-0.494012,-0.605038,375.919005,0.259716,0.314596,-0.248883,0.289579,0.354661,0.096688,0.118418,-0.375094,0.881643,-0.506414,0.257652,0.312749,0.633669,-1.338698,-0.275352,0.223955,0.112217,0.246501,0.246501,0.320810,0.320810,0.172211,-0.045554,-36.725491,-14.896268,9.744351,15.003839
2081,0.2081,4.176436,0.731779,0.896242,-0.497457,-0.609258,375.910822,0.257653,0.312749,-0.249486,0.287117,0.351645,0.095498,0.116961,-0.402319,0.884791,-0.482332,0.254806,0.311073,0.634393,-1.339372,-0.274401,0.214010,0.122719,0.243900,0.243900,0.319068,0.319068,0.169046,-0.046537,-39.953972,-8.528526,9.821040,14.994995
2082,0.2082,4.214026,0.730705,0.894927,-0.500976,-0.613568,375.903303,0.254807,0.311073,-0.250089,0.284467,0.348399,0.094795,0.116100,-0.428758,0.886590,-0.457687,0.251223,0.309737,0.635116,-1.339498,-0.273240,0.203330,0.132901,0.240557,0.240557,0.317667,0.317667,0.165686,-0.046946,-42.253907,-2.499386,9.900510,14.976716
2083,0.2083,4.251616,0.729179,0.893059,-0.504512,-0.617899,375.896880,0.251224,0.309737,-0.250692,0.281631,0.344926,0.094408,0.115626,-0.454386,0.887007,-0.432475,0.247034,0.308508,0.635839,-1.339021,-0.271988,0.191996,0.142906,0.236594,0.236594,0.316390,0.316390,0.162146,-0.046945,-43.455767,3.318533,9.981349,14.948692
2084,0.2084,4.289206,0.727193,0.890626,-0.507982,-0.622148,375.891923,0.247035,0.308508,-0.251294,0.278755,0.341404,0.094466,0.115697,-0.479152,0.886024,-0.406727,0.242311,0.307612,0.636560,-1.337896,-0.270525,0.180160,0.152672,0.232083,0.232083,0.315447,0.315447,0.158590,-0.046404,-43.381325,9.229655,10.061667,14.910264
2085,0.2085,4.326795,0.724732,0.887612,-0.511336,-0.626256,375.888766,0.242313,0.307612,-0.251895,0.275875,0.337876,0.094854,0.116172,-0.503038,0.883625,-0.380443,0.237194,0.306908,0.637280,-1.336099,-0.268974,0.167888,0.162453,0.227150,0.227150,0.314713,0.314713,0.155062,-0.045438,-41.952676,15.525802,10.140224,14.861388
2086,0.2086,4.364384,0.721811,0.884034,-0.514497,-0.630128,375.887732,0.237195,0.306908,-0.252495,0.273150,0.334539,0.095753,0.117272,-0.526014,0.879809,-0.353653,0.231741,0.306695,0.637998,-1.333612,-0.267254,0.155290,0.172246,0.221847,0.221847,0.314475,0.314475,0.151739,-0.043869,-39.114491,22.460006,10.215268,14.801771
2087,0.2087,4.401973,0.718446,0.879913,-0.517415,-0.633702,375.889153,0.231742,0.306695,-0.253093,0.270624,0.331446,0.097093,0.118915,-0.548083,0.874568,-0.326345,0.226076,0.306896,0.638713,-1.330435,-0.267217,0.142328,0.182291,0.216287,0.216287,0.314672,0.314672,0.148675,-0.041770,-28.223141,31.951034,10.285547,14.731855
2088,0.2088,4.439562,0.714682,0.875303,-0.520006,-0.636875,375.893320,0.226077,0.306896,-0.253689,0.269542,0.330121,0.099378,0.121713,-0.569241,0.867903,-0.298529,0.221217,0.308963,0.639426,-1.326778,-0.277402,0.128964,0.192411,0.211440,0.211440,0.316781,0.316781,0.147130,-0.038652,24.598932,51.029488,10.347060,14.649768
2089,0.2089,4.477151,0.710568,0.870265,-0.522207,-0.639571,375.899976,0.221218,0.308963,-0.254283,0.275478,0.337391,0.103693,0.126998,-0.589731,0.859904,-0.270071,0.222524,0.318211,0.640136,-1.323891,-0.288314,0.114796,0.202294,0.212395,0.212395,0.326307,0.326307,0.152692,-0.033437,73.517394,64.018112,10.387010,14.546477
2090,0.2090,4.514742,0.706388,0.865146,-0.523882,-0.641622,375.908458,0.222525,0.318211,-0.254875,0.282186,0.345606,0.108031,0.132311,-0.610668,0.851133,-0.240398,0.225139,0.327884,0.640844,-1.321594,-0.278118,0.100305,0.212579,0.214106,0.214106,0.336217,0.336217,0.159136,-0.028197,-1.232102,49.166962,10.414073,14.441014
2091,0.2091,4.552333,0.703321,0.861389,-0.524813,-0.642762,375.919908,0.225140,0.327884,-0.255465,0.275673,0.337629,0.110164,0.134923,-0.631698,0.841424,-0.209645,0.215518,0.325130,0.641549,-1.317207,-0.265286,0.086540,0.223343,0.204106,0.204106,0.333236,0.333236,0.152490,-0.025408,-85.320226,34.915100,10.452723,14.382251
2092,0.2092,4.589926,0.701123,0.858697,-0.525121,-0.643139,375.935992,0.215519,0.325130,-0.256053,0.268405,0.328728,0.112614,0.137923,-0.650407,0.829531,-0.179021,0.204347,0.321754,0.642249,-1.311308,-0.280620,0.073330,0.232235,0.193574,0.193574,0.329852,0.329852,0.145203,-0.022496,27.636691,42.649892,10.480213,14.342627
2093,0.2093,4.627520,0.697459,0.854209,-0.525056,-0.643060,375.953275,0.204348,0.321754,-0.256636,0.280118,0.343074,0.115906,0.141955,-0.667371,0.815768,-0.148339,0.212647,0.333088,0.642947,-1.308112,-0.302243,0.058630,0.239736,0.201771,0.201771,0.341876,0.341876,0.157003,-0.018444,168.820715,47.381078,10.457289,14.245536
2094,0.2094,4.665116,0.692948,0.848685,-0.524468,-0.642339,375.967205,0.212648,0.333088,-0.257218,0.295673,0.362124,0.118666,0.145336,-0.685854,0.802007,-0.116162,0.226467,0.346874,0.643645,-1.307375,-0.295891,0.042571,0.248367,0.213975,0.213975,0.355951,0.355951,0.172771,-0.014759,82.204113,43.306498,10.413688,14.126598
2095,0.2095,4.702714,0.690948,0.846235,-0.523445,-0.641086,375.980693,0.226468,0.346874,-0.257799,0.293077,0.358944,0.121658,0.149000,-0.705422,0.788023,-0.082612,0.221755,0.347577,0.644340,-1.304744,-0.290928,0.028230,0.256869,0.208230,0.208230,0.356203,0.356203,0.170427,-0.011372,-15.913783,34.015142,10.402448,14.083243
2096,0.2096,4.740313,0.691108,0.846431,-0.522161,-0.639514,375.996637,0.221757,0.347577,-0.258378,0.292558,0.358309,0.123885,0.151727,-0.722700,0.771911,-0.049225,0.219400,0.348603,0.645033,-1.302003,-0.301783,0.016103,0.261457,0.206253,0.206253,0.357570,0.357570,0.170173,-0.009204,60.805007,3.529822,10.379403,14.085186
2097,0.2097,4.777913,0.690103,0.845200,-0.520386,-0.637340,376.010284,0.219401,0.348603,-0.258956,0.302353,0.370306,0.122120,0.149566,-0.738957,0.754534,-0.015633,0.231067,0.352911,0.645725,-1.301873,-0.299210,0.004348,0.264560,0.217658,0.217658,0.362424,0.362424,0.180357,-0.010795,69.245166,-23.879559,10.317439,14.058601
2098,0.2098,4.815515,0.689239,0.844142,-0.518362,-0.634861,376.019380,0.231068,0.352911,-0.259533,0.303039,0.371146,0.119673,0.146569,-0.755829,0.737242,0.018517,0.234255,0.350272,0.646417,-1.301570,-0.292388,-0.006931,0.268288,0.220248,0.220248,0.359351,0.359351,0.181480,-0.013103,-0.485136,-27.128332,10.270396,14.046743
2099,0.2099,4.853117,0.690131,0.845234,-0.516867,-0.633030,376.026297,0.234257,0.350272,-0.260109,0.301544,0.369314,0.117766,0.144234,-0.771213,0.719001,0.052141,0.234498,0.346696,0.647108,-1.301085,-0.292603,-0.017248,0.270537,0.220852,0.220852,0.355698,0.355698,0.180278,-0.015225,12.391558,-37.258069,10.239871,14.073039
2100,0.2100,4.890720,0.690663,0.845886,-0.515705,-0.631607,376.030112,0.234499,0.346696,-0.260685,0.304539,0.372983,0.113938,0.139545,-0.785204,0.699794,0.085318,0.240764,0.344424,0.647799,-1.301850,-0.290246,-0.026905,0.271552,0.227363,0.227363,0.353618,0.353618,0.183504,-0.019188,27.291690,-52.617477,10.203789,14.090202
2101,0.2101,4.928323,0.690927,0.846209,-0.514760,-0.630450,376.029325,0.240765,0.344424,-0.261261,0.305579,0.374256,0.109382,0.133965,-0.798726,0.680323,0.118297,0.245645,0.340312,0.648491,-1.303140,-0.285106,-0.036644,0.272610,0.232241,0.232241,0.349312,0.349312,0.184734,-0.023818,3.797934,-53.627702,10.175910,14.104697
2102,0.2102,4.965925,0.691767,0.847238,-0.514447,-0.630067,376.024787,0.245646,0.340312,-0.261838,0.304920,0.373450,0.105436,0.129132,-0.811241,0.660430,0.150698,0.248170,0.335885,0.649183,-1.304566,-0.279190,-0.046162,0.273188,0.235039,0.235039,0.344703,0.344703,0.184124,-0.027945,-11.656228,-50.571478,10.165804,14.131291
2103,0.2103,5.003527,0.692591,0.848247,-0.514760,-0.630450,376.017345,0.248171,0.335885,-0.262415,0.303709,0.371966,0.101469,0.124274,-0.822552,0.639962,0.182469,0.249954,0.331204,0.649876,-1.306121,-0.272977,-0.055506,0.273119,0.237170,0.237170,0.339921,0.339921,0.182831,-0.032076,-18.543603,-50.892528,10.170022,14.157733
2104,0.2104,5.041129,0.693191,0.848982,-0.515538,-0.631402,376.007217,0.249955,0.331204,-0.262992,0.302147,0.370053,0.097399,0.119289,-0.832678,0.618999,0.213551,0.251267,0.326336,0.650570,-1.307756,-0.266398,-0.064997,0.272545,0.238850,0.238850,0.334926,0.334926,0.181096,-0.036256,-24.129761,-49.438802,10.184613,14.179615
2105,0.2105,5.078729,0.693536,0.849404,-0.516803,-0.632952,375.994683,0.251268,0.326336,-0.263570,0.300212,0.367683,0.093551,0.114576,-0.841618,0.597598,0.243883,0.251831,0.321603,0.651264,-1.309353,-0.259290,-0.074761,0.271624,0.239790,0.239790,0.330047,0.330047,0.178890,-0.040149,-29.953720,-44.465161,10.210491,14.195674
2106,0.2106,5.116328,0.693576,0.849454,-0.518556,-0.635099,375.980281,0.251832,0.321603,-0.264149,0.297891,0.364840,0.090157,0.110419,-0.849339,0.575758,0.273437,0.251452,0.317207,0.651959,-1.310775,-0.251759,-0.084696,0.270304,0.239788,0.239788,0.325506,0.325506,0.176204,-0.043517,-35.261295,-38.404210,10.247984,14.204489
2107,0.2107,5.153925,0.693253,0.849058,-0.520732,-0.637763,375.964588,0.251453,0.317207,-0.264728,0.295264,0.361623,0.087142,0.106727,-0.855799,0.553456,0.302190,0.250262,0.313076,0.652654,-1.311927,-0.243711,-0.094805,0.268686,0.238973,0.238973,0.321247,0.321247,0.173132,-0.046421,-39.695325,-32.042711,10.295494,14.205026
2108,0.2108,5.191520,0.692509,0.848147,-0.523241,-0.640836,375.948151,0.250263,0.313076,-0.265307,0.292360,0.358067,0.084609,0.103624,-0.860976,0.530703,0.330111,0.248211,0.309306,0.653350,-1.312698,-0.235129,-0.104932,0.266790,0.237288,0.237288,0.317351,0.317351,0.169722,-0.048749,-43.481979,-25.309961,10.351257,14.195961
2109,0.2109,5.229114,0.691307,0.846674,-0.526018,-0.644238,375.931509,0.248212,0.309306,-0.265887,0.289223,0.354224,0.082498,0.101039,-0.864838,0.507489,0.357179,0.245387,0.305819,0.654045,-1.313000,-0.225868,-0.115048,0.264738,0.234819,0.234819,0.313752,0.313752,0.166032,-0.050554,-46.676280,-18.231394,10.413784,14.176657
2110,0.2110,5.266707,0.689610,0.844596,-0.528976,-0.647861,375.915196,0.245388,0.305819,-0.266466,0.285872,0.350120,0.080914,0.099099,-0.867362,0.483824,0.383362,0.241735,0.302702,0.654739,-1.312735,-0.215890,-0.125013,0.262575,0.231508,0.231508,0.310527,0.310527,0.162100,-0.051727,-49.277582,-10.694139,10.481391,14.146233
2111,0.2111,5.304297,0.687394,0.841882,-0.532043,-0.651617,375.899757,0.241737,0.302702,-0.267045,0.282349,0.345805,0.079818,0.097756,-0.868519,0.459700,0.408638,0.237333,0.299900,0.655433,-1.311822,-0.205107,-0.134854,0.260398,0.227428,0.227428,0.307632,0.307632,0.157985,-0.052300,-51.095786,-2.690069,10.552482,14.104272
2112,0.2112,5.341887,0.684639,0.838508,-0.535125,-0.655392,375.885747,0.237334,0.299900,-0.267623,0.278705,0.341343,0.079318,0.097144,-0.868284,0.435124,0.432977,0.232159,0.297524,0.656125,-1.310177,-0.193554,-0.144526,0.258234,0.222551,0.222551,0.305169,0.305169,0.153756,-0.052166,-51.895044,5.904828,10.625199,14.050118
2113,0.2113,5.379475,0.681333,0.834459,-0.538143,-0.659087,375.873742,0.232160,0.297524,-0.268200,0.275020,0.336829,0.079400,0.097245,-0.866629,0.410084,0.456360,0.226318,0.295569,0.656815,-1.307740,-0.181241,-0.154146,0.256132,0.216977,0.216977,0.303147,0.303147,0.149510,-0.051336,-51.378256,15.019052,10.697702,13.983536
2114,0.2114,5.417062,0.677479,0.829739,-0.540995,-0.662581,375.864322,0.226319,0.295569,-0.268775,0.271391,0.332384,0.080165,0.098181,-0.863533,0.384578,0.478772,0.219854,0.294172,0.657503,-1.304457,-0.168279,-0.163756,0.263476,0.210739,0.210739,0.301696,0.301696,0.145366,-0.049713,-12.754288,36.109573,10.767846,13.904222
2115,0.2115,5.454648,0.673090,0.824364,-0.543591,-0.665760,375.858099,0.219855,0.294172,-0.269348,0.273903,0.335462,0.083475,0.102235,-0.858973,0.358587,0.500228,0.217623,0.299956,0.658188,-1.301383,-0.154467,-0.172855,0.283730,0.208478,0.208478,0.307616,0.307616,0.147427,-0.045439,77.480697,66.690710,10.822297,13.799722
2116,0.2116,5.492233,0.668214,0.818392,-0.545821,-0.668491,375.855026,0.217625,0.299956,-0.269919,0.284860,0.348880,0.089033,0.109043,-0.853479,0.331545,0.521833,0.222584,0.314404,0.658872,-1.299832,-0.139930,-0.181693,0.287600,0.212626,0.212626,0.322464,0.322464,0.158019,-0.038823,67.939797,61.590423,10.852988,13.668329
2117,0.2117,5.529819,0.663974,0.813198,-0.547338,-0.670349,375.854700,0.222585,0.314404,-0.270488,0.285593,0.349779,0.091563,0.112141,-0.847628,0.302895,0.544655,0.220216,0.317560,0.659554,-1.297497,-0.125782,-0.191940,0.273821,0.209266,0.209266,0.325667,0.325667,0.158522,-0.035382,-57.119177,30.546573,10.887966,13.572029
2118,0.2118,5.567405,0.661527,0.810201,-0.547991,-0.671149,375.857992,0.220217,0.317560,-0.271057,0.275849,0.337844,0.092589,0.113397,-0.840228,0.273820,0.566306,0.208194,0.310748,0.660232,-1.292795,-0.112439,-0.201809,0.278185,0.197615,0.197615,0.318619,0.318619,0.148691,-0.033834,-42.189430,32.068017,10.926478,13.532305
2119,0.2119,5.604991,0.658626,0.806648,-0.548320,-0.671552,375.864577,0.208195,0.310748,-0.271622,0.278800,0.341459,0.095669,0.117170,-0.830545,0.244958,0.585504,0.206828,0.315620,0.660907,-1.288936,-0.098910,-0.209755,0.296760,0.196752,0.196752,0.323822,0.323822,0.151633,-0.030145,94.492861,46.814406,10.931870,13.460980
