"Time","Subsystem #1|CTLs|Vars|I1070_rms","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|P_POI1","Subsystem #1|CTLs|Vars|Ptot_Area1","Subsystem #1|CTLs|Vars|Q_POI1","Subsystem #1|CTLs|Vars|Qtot_Area1","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V101RMS","Subsystem #1|CTLs|Vars|V1070_rms","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|DG|P_DG","Subsystem #1|Machines|DG|Q_DG","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0059,-7.82229333E-8,0.2613680197,-0.102691267,376.9903081,0.9294769763,3.679153336,0.8912952074,1.782011047,-0.768872381,1.007521012,-3.303247753E-5,0.4673999638,-0.0176755886,2.997924197,1.17267899,0.1255356566,0.0386734939,0.9594561566,-0.7684913442
0.006,-7.635459145E-8,0.2613902855,-0.1026908464,376.9903291,0.9299707004,3.679303178,0.8911319185,1.782121783,-0.7688717223,1.007540062,-3.217780973E-5,0.4674088824,-0.01766728844,2.997944594,1.172672242,0.1255480838,0.03867542071,0.9594559465,-0.7685557734
0.0061,-7.437902633E-8,0.2614135571,-0.1026902469,376.9903548,0.9304784045,3.679442009,0.8909529887,1.782227337,-0.7688711761,1.00755642,-3.127829243E-5,0.4674166816,-0.01765875305,2.997963055,1.172667048,0.125560589,0.0386771948,0.9594557808,-0.7686219696
0.0062,-7.229979156E-8,0.2614376913,-0.1026894736,376.9903849,0.9309969901,3.679569061,0.8907595395,1.782327125,-0.7688707452,1.007570014,-3.03355125E-5,0.4674233255,-0.01765004499,2.997979473,1.172663436,0.1255731002,0.03867880402,0.9594556603,-0.768689535
0.0063,-7.012055521E-8,0.2614625411,-0.1026885317,376.9904192,0.9315233276,3.679683702,0.8905528165,1.782420521,-0.7688704318,1.007580794,-2.935109997E-5,0.4674287871,-0.01764121656,2.997993759,1.172661421,0.1255855453,0.03868024123,0.9594555855,-0.768758068
0.0064,-6.784508507E-8,0.2614879566,-0.1026874297,376.9904575,0.9320542927,3.679785352,0.8903341451,1.78250704,-0.7688702375,1.007588728,-2.832672203E-5,0.467433047,-0.01763232175,2.998005833,1.172661012,0.1255978536,0.03868149977,0.9594555568,-0.7688271657
0.0065,-6.547723488E-8,0.2615137861,-0.1026861764,376.9904996,0.9325866982,3.679873529,0.8901048892,1.782586224,-0.7688701628,1.007593802,-2.726407734E-5,0.4674360942,-0.01762341612,2.998015631,1.172662206,0.1256099565,0.03868257393,0.9594555742,-0.7688964265
0.0066,-6.302093106E-8,0.261539877,-0.1026847817,376.9905451,0.9331174548,3.679947849,0.8898665043,1.782657665,-0.768870208,1.007596023,-2.616489072E-5,0.4674379253,-0.01761454901,2.998023103,1.172664991,0.1256217869,0.03868346094,0.9594556374,-0.7689654525
0.0067,-6.048016058E-8,0.2615660769,-0.1026832568,376.9905939,0.9336434844,3.680008002,0.8896204789,1.782721043,-0.7688703724,1.007595413,-2.503090835E-5,0.4674385448,-0.01760577887,2.998028213,1.172669346,0.1256332811,0.03868415637,0.959455746,-0.7690338528
0.0068,-5.785895966E-8,0.2615922346,-0.1026816132,376.9906455,0.9341618055,3.680053812,0.889368296,1.782776016,-0.7688706547,1.007592013,-2.386389332E-5,0.4674379644,-0.0175971533,2.998030937,1.172675241,0.1256443776,0.03868466025,0.9594558992,-0.7691012443
0.0069,-5.516140373E-8,0.2616182009,-0.1026798645,376.9906997,0.9346694587,3.680085152,0.8891115438,1.782822381,-0.768871053,1.007585877,-2.266562169E-5,0.4674362018,-0.0175887187,2.998031269,1.172682638,0.1256550173,0.03868497328,0.959456096,-0.769167254
0.007,-5.239159815E-8,0.2616438294,-0.1026780238,376.9907562,0.9351636362,3.680101984,0.8888517229,1.78285997,-0.7688715647,1.007577072,-2.1437879E-5,0.4674332811,-0.0175805224,2.998029214,1.172691489,0.1256651449,0.03868509649,0.9594563352,-0.7692315211
0.0071,-4.955367022E-8,0.2616689774,-0.1026761049,376.9908145,0.9356416302,3.680104356,0.8885904045,1.782888654,-0.7688721866,1.007565681,-2.018245727E-5,0.4674292324,-0.01757260662,2.998024793,1.17270174,0.1256747081,0.03868503295,0.9594566153,-0.7692936984
0.0072,-4.665176217E-8,0.2616935064,-0.102674122,376.9908744,0.9361008458,3.680092393,0.8883291359,1.782908375,-0.7688729149,1.007551796,-1.89011524E-5,0.4674240905,-0.01756500993,2.998018038,1.172713328,0.1256836579,0.03868478686,0.9594569346,-0.7693534536
0.0073,-4.369002522E-8,0.2617172831,-0.102672089,376.9909354,0.9365387875,3.68006628,0.8880693842,1.782919137,-0.7688737452,1.007535521,-1.759576201E-5,0.4674178958,-0.01755777557,2.998008995,1.172726183,0.1256919499,0.03868436134,0.9594572913,-0.7694104718
0.0074,-4.067261453E-8,0.2617401796,-0.1026700196,376.9909973,0.9369531553,3.680026312,0.8878127007,1.782920929,-0.7688746726,1.007516971,-1.626808374E-5,0.4674106926,-0.01755093761,2.997997724,1.172740229,0.1256995426,0.03868376246,0.9594576833,-0.7694644552
0.0075,-3.760368545E-8,0.2617620741,-0.1026679284,376.9910597,0.9373418761,3.679972814,0.8875604837,1.782913853,-0.7688756917,1.007496266,-1.491991387E-5,0.4674025294,-0.017544526,2.997984297,1.172755382,0.1257063985,0.03868299717,0.9594581082,-0.7695151248
0.0076,-3.448739E-8,0.2617828517,-0.102665829,376.9911222,0.9377028317,3.679906176,0.8873141711,1.782898047,-0.7688767966,1.007473536,-1.35530463E-5,0.4673934575,-0.01753857286,2.997968795,1.172771557,0.1257124841,0.03868207149,0.9594585638,-0.7695622216
0.0077,-3.132787485E-8,0.2618024044,-0.1026637344,376.9911845,0.9380343081,3.679826856,0.8870750875,1.782873665,-0.768877981,1.007448917,-1.216927192E-5,0.4673835324,-0.01753310021,2.997951313,1.172788658,0.1257177699,0.03868099424,0.9594590473,-0.7696055066
0.0078,-2.812927954E-8,0.2618206313,-0.1026616575,376.9912463,0.9383345511,3.679735345,0.8868445188,1.782840948,-0.7688792382,1.007422552,-1.077037813E-5,0.4673728118,-0.01752813962,2.997931955,1.172806588,0.125722231,0.03867977093,0.9594595561,-0.7696447628
0.0079,-2.489573573E-8,0.2618374399,-0.1026596096,376.9913071,0.9386021645,3.679632231,0.8866237184,1.782800079,-0.768880561,1.007394588,-9.358148838E-6,0.4673613569,-0.01752370934,2.997910834,1.172825246,0.1257258463,0.03867841106,0.9594600873,-0.769679795
0.008,-2.163136688E-8,0.2618527451,-0.1026576032,376.9913667,0.9388357962,3.679518113,0.8864138423,1.782751368,-0.7688819422,1.007365178,-7.934364459E-6,0.46734923,-0.01751982691,2.997888073,1.172844527,0.1257285988,0.03867692339,0.959460638,-0.7697104303
0.0081,-1.834028847E-8,0.2618664705,-0.1026556488,376.9914248,0.9390343699,3.679393632,0.8862159421,1.782695126,-0.7688833739,1.007334476,-6.50080227E-6,0.4673364957,-0.0175165071,2.997863803,1.172864322,0.1257304756,0.03867531695,0.959461205,-0.7697365184
0.0082,-1.502660861E-8,0.2618785483,-0.1026537563,376.9914811,0.9391969088,3.679259472,0.8860310624,1.782631706,-0.7688848482,1.007302643,-5.059236847E-6,0.467323221,-0.0175137666,2.997838162,1.172884522,0.1257314687,0.03867359977,0.9594617853,-0.7697579331
0.0083,-1.16944293E-8,0.261888919,-0.1026519349,376.9915352,0.9393227513,3.679116379,0.8858601035,1.782561439,-0.768886357,1.00726984,-3.611440691E-6,0.4673094739,-0.01751161527,2.997811295,1.172905015,0.125731574,0.03867178147,0.9594623757,-0.7697745714
0.0084,-8.347847622E-9,0.2618975322,-0.1026501935,376.9915869,0.9394112676,3.678965109,0.8857039295,1.782484736,-0.768887892,1.007236233,-2.159184912E-6,0.4672953239,-0.01751005898,2.997783353,1.172925687,0.1257307914,0.03866987202,0.9594629729,-0.7697863541
0.0085,-4.990957574E-9,0.2619043466,-0.1026485399,376.9916359,0.9394621548,3.678806449,0.8855633092,1.782402019,-0.7688894446,1.007201988,-7.04240019E-7,0.4672808413,-0.01750910491,2.997754492,1.172946426,0.1257291256,0.03866788032,0.9594635736,-0.7697932261
