"Time","Subsystem #1|CTLs|Vars|I107d","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|PSTAT_TEST","Subsystem #1|CTLs|Vars|QSTAT_TEST","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.1544,0.2132927466,0.2612291975,-0.08384238409,-0.1026855299,376.990349,0.1254293881,0.03864786955,-0.768884939,0.3815310199,0.4672781599,-0.01447882434,-0.01773286586,0.1254368188,0.03865051968,0.9594606805,-0.768043302
0.1545,0.213298689,0.2612364754,-0.08384335166,-0.1026867149,376.9903243,0.1254368974,0.0386505202,-0.7688834844,0.3815442211,0.4672943281,-0.01447572693,-0.01772907232,0.1254450968,0.03865318204,0.9594601426,-0.768074295
0.1546,0.2133062361,0.2612457188,-0.08384419875,-0.1026877524,376.9903043,0.1254451755,0.03865318255,-0.7688820859,0.3815570879,0.4673100866,-0.01447209811,-0.01772462794,0.1254540899,0.03865583851,0.9594596294,-0.7681100808
0.1547,0.2133153401,0.2612568688,-0.08384491803,-0.1026886333,376.9902892,0.1254541685,0.03865583903,-0.7688807516,0.3815695368,0.4673253333,-0.01446796781,-0.01771956937,0.1254637408,0.03865846846,0.9594591439,-0.7681504298
0.1548,0.2133259429,0.2612698545,-0.0838455025,-0.1026893492,376.990279,0.1254638195,0.03865846898,-0.7688794894,0.3815814882,0.4673399707,-0.01446336218,-0.01771392866,0.125473988,0.03866105455,0.959458689,-0.7681950836
0.1549,0.2133379766,0.2612845927,-0.0838459473,-0.1026898939,376.9902738,0.1254740667,0.03866105507,-0.7688783064,0.3815928666,0.4673539064,-0.01445831149,-0.01770774285,0.1254847664,0.03866357926,0.9594582671,-0.7682437573
0.155,0.2133513644,0.2613009894,-0.08384624806,-0.1026902623,376.9902736,0.125484845,0.03866357977,-0.7688772097,0.3816036017,0.4673670541,-0.01445285163,-0.01770105591,0.1254960084,0.03866602479,0.9594578808,-0.7682961416
0.1551,0.2133660213,0.2613189404,-0.08384640151,-0.1026904502,376.9902784,0.125496087,0.0386660253,-0.7688762053,0.381613629,0.4673793349,-0.01444701902,-0.01769391245,0.1255076441,0.03866837507,0.9594575323,-0.7683519063
0.1552,0.2133818543,0.2613383317,-0.08384640591,-0.1026904556,376.9902882,0.1255077228,0.03866837558,-0.768875299,0.3816228895,0.4673906768,-0.01444085154,-0.01768635886,0.1255196018,0.0386706151,0.9594572234,-0.7684107014
0.1553,0.2133987636,0.2613590413,-0.08384626059,-0.1026902776,376.9903029,0.1255196805,0.03867061562,-0.768874496,0.3816313316,0.4674010162,-0.01443439501,-0.01767845125,0.1255318092,0.03867272898,0.9594569559,-0.7684721623
0.1554,0.2134166433,0.2613809393,-0.08384596595,-0.1026899168,376.9903223,0.1255318879,0.0386727295,-0.7688738005,0.3816389098,0.4674102975,-0.01442769148,-0.01767024115,0.1255441931,0.0386747042,0.9594567312,-0.7685359105
0.1555,0.2134353821,0.2614038896,-0.08384552453,-0.1026893762,376.9903465,0.1255442718,0.03867470471,-0.7688732163,0.3816455856,0.4674184737,-0.01442078308,-0.01766178012,0.1255566797,0.03867652969,0.9594565506,-0.7686015573
0.1556,0.2134548646,0.2614277507,-0.08384493975,-0.1026886599,376.9903751,0.1255567585,0.03867653021,-0.7688727466,0.3816513271,0.4674255055,-0.01441371665,-0.01765312554,0.1255691963,0.03867819431,0.9594564149,-0.7686687066
0.1557,0.2134749718,0.2614523768,-0.08384421598,-0.1026877735,376.990408,0.1255692751,0.03867819483,-0.7688723938,0.3816561097,0.467431363,-0.01440653335,-0.01764432783,0.1255816701,0.03867969062,0.9594563248,-0.768736957
0.1558,0.2134955817,0.2614776188,-0.08384335922,-0.1026867242,376.9904451,0.1255817489,0.03867969113,-0.7688721596,0.3816599154,0.467436024,-0.01439928436,-0.01763544967,0.1255940308,0.03868100891,0.9594562806,-0.7688059063
0.1559,0.2135165711,0.2615033254,-0.08384237579,-0.1026855198,376.9904859,0.1255941096,0.03868100943,-0.7688720448,0.3816627337,0.4674394757,-0.01439201176,-0.01762654259,0.1256062089,0.03868214463,0.9594562826,-0.7688751524
0.156,0.2135378154,0.2615293443,-0.08384127427,-0.1026841707,376.9905303,0.1256062876,0.03868214515,-0.76887205,0.3816645594,0.4674417117,-0.0143847585,-0.0176176592,0.1256181367,0.03868309361,0.9594563306,-0.7689442961
0.1561,0.2135591902,0.2615555229,-0.08384006339,-0.1026826877,376.9905781,0.1256182155,0.03868309413,-0.7688721747,0.3816653941,0.4674427341,-0.01437756826,-0.01760885299,0.1256297494,0.03868385262,0.9594564241,-0.7690129436
0.1562,0.2135805715,0.2615817096,-0.08383875264,-0.1026810823,376.9906288,0.1256298283,0.03868385314,-0.7688724177,0.3816652453,0.4674425518,-0.01437048179,-0.01760017387,0.1256409844,0.03868442047,0.9594565624,-0.7690807091
0.1563,0.2136018369,0.2616077543,-0.08383735238,-0.1026793674,376.9906822,0.1256410632,0.03868442099,-0.7688727775,0.3816641256,0.4674411804,-0.01436353685,-0.01759166809,0.1256517817,0.03868479764,0.9594567448,-0.7691472155
0.1564,0.2136228661,0.2616335097,-0.0838358733,-0.1026775559,376.9907379,0.1256518605,0.03868479815,-0.7688732516,0.3816620533,0.4674386424,-0.01435677582,-0.01758338756,0.1256620852,0.03868498364,0.9594569699,-0.7692120982
0.1565,0.2136435415,0.2616588317,-0.08383432621,-0.1026756611,376.9907956,0.125662164,0.03868498416,-0.768873837,0.3816590516,0.4674349661,-0.01435023359,-0.01757537499,0.1256718415,0.03868498149,0.9594572365,-0.7692750055
0.1566,0.2136637487,0.2616835805,-0.08383272299,-0.1026736975,376.990855,0.1256719204,0.03868498201,-0.7688745301,0.3816551477,0.4674301847,-0.01434394212,-0.01756766955,0.1256810006,0.03868479524,0.9594575429,-0.7693356002
0.1567,0.2136833776,0.2617076208,-0.08383107525,-0.1026716795,376.9909157,0.1256810795,0.03868479576,-0.7688753267,0.3816503726,0.4674243365,-0.01433793511,-0.01756031249,0.1256895163,0.03868442846,0.9594578873,-0.7693935612
0.1568,0.2137023221,0.2617308229,-0.08382939429,-0.1026696207,376.9909774,0.1256895952,0.03868442898,-0.7688762222,0.3816447616,0.4674174644,-0.0143322382,-0.01755333523,0.1256973456,0.03868388778,0.9594582677,-0.7694485843
0.1569,0.2137204811,0.2617530631,-0.08382769172,-0.1026675355,376.9910396,0.1256974245,0.0386838883,-0.7688772112,0.3816383529,0.4674096155,-0.01432688476,-0.01754677864,0.1257044505,0.03868317685,0.9594586819,-0.7695003847
0.157,0.2137377589,0.2617742241,-0.08382597818,-0.1026654369,376.9911021,0.1257045294,0.03868317737,-0.768878288,0.3816311886,0.467400841,-0.01432189734,-0.01754067032,0.125710796,0.03868230358,0.9594591274,-0.7695486968
0.1571,0.2137540653,0.2617941952,-0.08382426522,-0.1026633389,376.9911645,0.125710875,0.03868230409,-0.7688794464,0.3816233122,0.4673911945,-0.0143172978,-0.01753503705,0.1257163513,0.03868127534,0.9594596018,-0.7695932748
0.1572,0.2137693161,0.2618128736,-0.0838225633,-0.1026612545,376.9912265,0.1257164303,0.03868127586,-0.7688806799,0.3816147706,0.4673807332,-0.01431310754,-0.01752990505,0.1257210898,0.03868009949,0.9594601024,-0.7696338943
0.1573,0.2137834334,0.2618301636,-0.08382088235,-0.1026591958,376.9912877,0.1257211688,0.03868010001,-0.7688819815,0.3816056124,0.4673695167,-0.01430934412,-0.01752529582,0.125724989,0.0386787844,0.9594606264,-0.7696703527
0.1574,0.2137963457,0.2618459779,-0.08381923202,-0.1026571745,376.9913477,0.1257250679,0.03867878492,-0.7688833439,0.3815958882,0.467357607,-0.01430602147,-0.01752122642,0.1257280302,0.03867733912,0.9594611709,-0.7697024691
0.1575,0.2138079882,0.2618602371,-0.08381762126,-0.1026552018,376.9914063,0.1257281092,0.03867733963,-0.7688847594,0.3815856505,0.4673450684,-0.01430315766,-0.01751771899,0.1257302,0.03867577078,0.9594617327,-0.7697300864
0.1576,0.2138183032,0.2618728703,-0.08381605808,-0.1026532873,376.9914632,0.125730279,0.03867577129,-0.7688862202,0.3815749533,0.4673319672,-0.01430076303,-0.01751478618,0.1257314885,0.03867408905,0.9594623089,-0.7697530702
0.1577,0.2138272399,0.2618838154,-0.0838145508,-0.1026514412,376.9915181,0.1257315675,0.03867408957,-0.7688877182,0.3815638519,0.4673183707,-0.01429884488,-0.01751243693,0.12573189,0.03867230379,0.9594628962,-0.7697713096
0.1578,0.2138347546,0.261893019,-0.08381310665,-0.1026496725,376.9915706,0.1257319689,0.03867230431,-0.7688892452,0.3815524023,0.4673043479,-0.01429741224,-0.01751068232,0.1257314032,0.03867042358,0.9594634914,-0.7697847173
0.1579,0.2138408111,0.2619004367,-0.08381173196,-0.1026479889,376.9916205,0.1257314822,0.0386704241,-0.7688907927,0.3815406619,0.4672899689,-0.0142964662,-0.01750952366,0.1257300309,0.03866845931,0.9594640912,-0.7697932301
0.158,0.2138453805,0.2619060331,-0.08381043287,-0.1026463978,376.9916676,0.1257301099,0.03866845983,-0.7688923523,0.3815286887,0.4672753048,-0.01429601572,-0.01750897194,0.1257277809,0.03866641828,0.9594646924,-0.769796809
0.1581,0.2138484414,0.2619097819,-0.08380921415,-0.1026449052,376.9917116,0.1257278599,0.03866641879,-0.7688939154,0.381516542,0.4672604281,-0.01429605912,-0.01750902508,0.1257246646,0.03866431144,0.9594652916,-0.7697954396
0.1582,0.2138499797,0.2619116658,-0.08380808121,-0.1026435176,376.9917523,0.1257247436,0.03866431196,-0.7688954734,0.3815042806,0.4672454111,-0.01429659424,-0.01750968047,0.1257206975,0.0386621488,0.9594658856,-0.769789131
0.1583,0.2138499889,0.2619116771,-0.08380703817,-0.1026422402,376.9917895,0.1257207764,0.03866214932,-0.7688970178,0.3814919642,0.4672303266,-0.01429761869,-0.01751093516,0.1257158995,0.03865993988,0.9594664712,-0.7697779166
0.1584,0.2138484701,0.261909817,-0.08380608857,-0.1026410772,376.991823,0.1257159784,0.0386599404,-0.7688985402,0.3814796525,0.467215248,-0.01429912385,-0.0175127786,0.1257102941,0.03865769575,0.959467045,-0.7697618533
0.1585,0.2138454317,0.2619060958,-0.08380523561,-0.1026400325,376.9918526,0.1257103731,0.03865769627,-0.7689000322,0.3814674056,0.4672002486,-0.01430110764,-0.01751520824,0.1257039099,0.03865542444,0.9594676041,-0.7697410229
0.1586,0.2138408898,0.261900533,-0.08380448145,-0.1026391089,376.9918782,0.1257039889,0.03865542496,-0.7689014857,0.3814552836,0.4671854022,-0.01430355853,-0.01751820995,0.1256967787,0.03865313713,0.9594681452,-0.7697155302
0.1587,0.2138348674,0.2618931572,-0.08380382884,-0.1026383096,376.9918996,0.1256968577,0.03865313765,-0.7689028926,0.3814433458,0.4671707814,-0.01430646364,-0.01752176796,0.1256889359,0.0386508444,0.9594686654,-0.769685503
0.1588,0.2138273954,0.2618840059,-0.08380327946,-0.1026376367,376.9919168,0.1256890148,0.03865084492,-0.7689042452,0.3814316513,0.4671564587,-0.01430981064,-0.0175258672,0.125680421,0.03864855604,0.9594691619,-0.7696510922
0.1589,0.2138185115,0.2618731253,-0.08380283448,-0.1026370917,376.9919296,0.1256805,0.03864855655,-0.768905536,0.3814202589,0.4671425059,-0.01431358307,-0.01753048745,0.125671277,0.03864628276,0.9594696318,-0.7696124707
0.159,0.2138082605,0.2618605705,-0.08380249493,-0.1026366759,376.991938,0.125671356,0.03864628328,-0.7689067579,0.3814092261,0.4671289936,-0.01431776155,-0.01753560503,0.1256615501,0.03864403546,0.9594700726,-0.7695698333
0.1591,0.2137966942,0.2618464048,-0.08380226125,-0.1026363897,376.9919419,0.1256616291,0.03864403598,-0.7689079039,0.3813986102,0.4671159918,-0.01432233081,-0.0175412012,0.1256512907,0.03864182302,0.9594704818,-0.7695233964
0.1592,0.2137838713,0.2618307,-0.08380213327,-0.1026362329,376.9919414,0.1256513696,0.03864182354,-0.7689089678,0.3813884669,0.4671035689,-0.01432726837,-0.01754724846,0.1256405514,0.03863965651,0.959470857,-0.7694733968
0.1593,0.2137698569,0.2618135358,-0.08380211133,-0.1026362061,376.9919363,0.1256406304,0.03863965703,-0.7689099433,0.3813788507,0.4670917914,-0.01433254883,-0.01755371567,0.1256293881,0.03863754711,0.9594711961,-0.7694200906
0.1594,0.2137547224,0.261795,-0.08380219503,-0.1026363086,376.9919268,0.125629467,0.03863754763,-0.7689108251,0.3813698139,0.4670807237,-0.01433814899,-0.01756057444,0.1256178594,0.03863550444,0.9594714973,-0.7693637531
0.1595,0.2137385456,0.2617751875,-0.08380238338,-0.1026365393,376.9919128,0.1256179383,0.03863550496,-0.7689116081,0.3813614077,0.4670704283,-0.01434403794,-0.0175677869,0.125606026,0.03863354032,0.9594717586,-0.7693046767
0.1596,0.2137214098,0.2617542006,-0.0838026755,-0.102636897,376.9918945,0.1256061049,0.03863354084,-0.7689122875,0.3813536808,0.4670609648,-0.01435019312,-0.01757532542,0.1255939519,0.03863166272,0.9594719786,-0.7692431714
0.1597,0.2137034042,0.2617321483,-0.08380306948,-0.1026373796,376.9918719,0.1255940308,0.03863166324,-0.7689128596,0.3813466802,0.4670523908,-0.01435658171,-0.01758314982,0.1255817024,0.03862988308,0.959472156,-0.7691795627
0.1598,0.2136846229,0.261709146,-0.08380356436,-0.1026379856,376.991845,0.1255817813,0.0386298836,-0.7689133207,0.3813404492,0.4670447595,-0.014363171,-0.01759122002,0.1255693443,0.03862821159,0.9594722896,-0.7691141896
0.1599,0.2136651651,0.2616853151,-0.08380415815,-0.1026387129,376.9918142,0.1255694232,0.0386282121,-0.768913668,0.3813350288,0.4670381208,-0.01436992861,-0.01759949636,0.1255569463,0.03862665768,0.9594723785,-0.7690474046
0.16,0.2136451343,0.2616607825,-0.08380484856,-0.1026395585,376.9917794,0.1255570251,0.03862665819,-0.7689138993,0.3813304565,0.4670325209,-0.0143768192,-0.01760793558,0.1255445777,0.03862523113,0.9594724223,-0.768979571
0.1601,0.213624638,0.2616356798,-0.08380563321,-0.1026405195,376.9917408,0.1255446565,0.03862523165,-0.768914013,0.381326766,0.467028001,-0.01438380482,-0.01761649118,0.1255323084,0.03862394173,0.9594724204,-0.7689110614
0.1602,0.2136037875,0.2616101433,-0.08380650926,-0.1026415924,376.9916988,0.1255323872,0.03862394224,-0.7689140081,0.3813239875,0.467024598,-0.01439085276,-0.01762512311,0.1255202095,0.03862279663,0.9594723728,-0.7688422571
0.1603,0.213582697,0.2615843128,-0.08380747323,-0.102642773,376.9916533,0.1255202883,0.03862279714,-0.7689138843,0.3813221468,0.4670223437,-0.01439792378,-0.01763378331,0.1255083514,0.03862180482,0.9594722796,-0.7687735447
0.1604,0.2135614831,0.2615583311,-0.0838085222,-0.1026440577,376.9916048,0.1255084302,0.03862180534,-0.768913642,0.3813212649,0.4670212635,-0.014404977,-0.0176424217,0.1254968036,0.03862097473,0.9594721412,-0.7687053147
0.1605,0.2135402645,0.2615323438,-0.08380965245,-0.102645442,376.9915534,0.1254968824,0.03862097525,-0.7689132822,0.3813213574,0.4670213768,-0.01441197473,-0.01765099214,0.1254856353,0.03862031271,0.9594719582,-0.7686379591
0.1606,0.2135191613,0.2615064978,-0.08381085959,-0.1026469204,376.9914995,0.1254857141,0.03862031322,-0.7689128066,0.3813224353,0.467022697,-0.01441887308,-0.01765944085,0.1254749136,0.03861982656,0.9594717317,-0.7685718693
0.1607,0.2134982941,0.2614809407,-0.08381213928,-0.1026484877,376.9914432,0.1254749923,0.03861982707,-0.7689122176,0.3813245036,0.4670252302,-0.01442563787,-0.01766772599,0.1254647047,0.03861951955,0.9594714627,-0.7685074341
0.1608,0.2134777835,0.2614558205,-0.08381348597,-0.1026501371,376.9913849,0.1254647834,0.03861952007,-0.7689115182,0.3813275621,0.467028976,-0.0144322264,-0.01767579526,0.1254550719,0.03861939764,0.9594711527,-0.7684450369
0.1609,0.2134577494,0.2614312838,-0.08381489496,-0.1026518627,376.991325,0.1254551506,0.03861939815,-0.7689107122,0.3813316032,0.4670339253,-0.01443859782,-0.01768359864,0.1254460754,0.03861946472,0.9594708034,-0.7683850531
0.161,0.2134383104,0.261407476,-0.0838163603,-0.1026536574,376.9912637,0.1254461541,0.03861946523,-0.7689098039,0.3813366139,0.4670400622,-0.01444471366,-0.01769108898,0.1254377726,0.03861972306,0.9594704166,-0.7683278476
0.1611,0.2134195827,0.2613845394,-0.08381787559,-0.1026555133,376.9912013,0.1254378513,0.03861972357,-0.7689087984,0.3813425743,0.4670473621,-0.01445053462,-0.01769821817,0.1254302169,0.03862017442,0.9594699946,-0.7682737722
0.1612,0.2134016797,0.2613626127,-0.08381943412,-0.1026574221,376.9911383,0.1254302956,0.03862017494,-0.7689077011,0.3813494577,0.4670557926,-0.01445602112,-0.01770493772,0.1254234573,0.03862081965,0.9594695396,-0.7682231629
0.1613,0.2133847106,0.26134183,-0.08382102855,-0.1026593748,376.991075,0.1254235359,0.03862082017,-0.7689065182,0.3813572312,0.4670653131,-0.01446114133,-0.01771120868,0.1254175388,0.0386216561,0.9594690543,-0.7681763382
0.1614,0.2133687806,0.2613223197,-0.08382265073,-0.1026613616,376.9910118,0.1254176175,0.03862165661,-0.7689052565,0.381365855,0.4670758751,-0.01446585957,-0.01771698732,0.1254125011,0.03862268205,0.9594685415,-0.7681335957
0.1615,0.213353989,0.2613042039,-0.08382429289,-0.1026633728,376.990949,0.1254125798,0.03862268257,-0.768903923,0.3813752827,0.4670874215,-0.01447014132,-0.01772223137,0.1254083781,0.03862389439,0.959468004,-0.7680952095
0.1616,0.2133404295,0.2612875968,-0.08382594635,-0.1026653979,376.990887,0.1254084568,0.0386238949,-0.7689025255,0.3813854609,0.4670998872,-0.01447395825,-0.01772690613,0.1254051983,0.0386252871,0.9594674449,-0.7680614287
0.1617,0.2133281884,0.2612726047,-0.08382760173,-0.1026674253,376.9908261,0.1254052769,0.03862528761,-0.768901072,0.3813963307,0.4671132,-0.01447727884,-0.01773097301,0.1254029836,0.03862685489,0.9594668676,-0.768032474
0.1618,0.2133173448,0.2612593241,-0.08382924963,-0.1026694436,376.9907668,0.1254030622,0.03862685541,-0.768899571,0.3814078271,0.4671272802,-0.0144800845,-0.01773440923,0.1254017507,0.0386285873,0.9594662754,-0.7680085375
0.1619,0.2133079694,0.2612478416,-0.08383087954,-0.1026714398,376.9907094,0.1254018293,0.03862858781,-0.7688980312,0.3814198802,0.4671420421,-0.01448235128,-0.01773718546,0.1254015091,0.03863047597,0.9594656717,-0.7679897797
0.162,0.2133001239,0.2612382328,-0.08383248191,-0.1026734023,376.9906543,0.1254015878,0.03863047649,-0.7688964616,0.381432414,0.4671573929,-0.01448406034,-0.01773927862,0.1254022617,0.03863251011,0.9594650601,-0.7679763277
0.1621,0.2132938605,0.2612305618,-0.0838340462,-0.1026753181,376.9906017,0.1254023403,0.03863251063,-0.7688948715,0.3814453491,0.467173235,-0.01448519838,-0.01774067243,0.1254040047,0.03863467701,0.9594644442,-0.7679682747
0.1622,0.2132892218,0.2612248805,-0.08383556173,-0.1026771743,376.9905521,0.1254040833,0.03863467752,-0.7688932701,0.3814586017,0.4671894661,-0.01448575185,-0.01774135028,0.1254067274,0.03863696413,0.9594638277,-0.7679656784
0.1623,0.2132862395,0.261221228,-0.08383701796,-0.1026789578,376.9905057,0.1254068061,0.03863696465,-0.7688916671,0.3814720855,0.4672059803,-0.01448571988,-0.01774131113,0.1254104135,0.03863935469,0.9594632141,-0.7679685611
0.1624,0.2132849351,0.2612196303,-0.08383840381,-0.1026806551,376.9904629,0.1254104921,0.0386393552,-0.7688900718,0.3814857121,0.4672226694,-0.01448509841,-0.01774054999,0.1254150393,0.0386418339,0.9594626071,-0.767976909
0.1625,0.2132853186,0.2612201001,-0.08383970949,-0.1026822542,376.9904239,0.1254151179,0.03864183442,-0.7688884936,0.3814993912,0.4672394228,-0.01448388837,-0.017739068,0.1254205748,0.03864438544,0.9594620103,-0.7679906716
0.1626,0.2132873895,0.2612226364,-0.08384092487,-0.1026837427,376.9903889,0.1254206534,0.03864438595,-0.7688869419,0.3815130317,0.467256129,-0.0144820976,-0.01773687476,0.1254269843,0.03864699132,0.9594614272,-0.7680097627
0.1627,0.2132911357,0.2612272245,-0.08384204007,-0.1026851086,376.9903582,0.125427063,0.03864699183,-0.768885426,0.3815265436,0.4672726775,-0.01447973608,-0.0177339825,0.1254342263,0.03864963389,0.9594608613,-0.7680340609
0.1628,0.2132965343,0.2612338364,-0.08384304607,-0.1026863407,376.990332,0.1254343049,0.03864963441,-0.7688839545,0.3815398369,0.4672889585,-0.01447681717,-0.01773040758,0.1254422534,0.03865229521,0.9594603159,-0.7680634102
0.1629,0.2133035513,0.2612424305,-0.08384393428,-0.1026874285,376.9903105,0.1254423321,0.03865229572,-0.7688825364,0.3815528246,0.4673048651,-0.01447336437,-0.01772617878,0.1254510145,0.03865495507,0.9594597941,-0.7680976225
0.163,0.2133121424,0.2612529524,-0.08384469661,-0.1026883622,376.9902937,0.1254510932,0.03865495559,-0.7688811798,0.3815654221,0.4673202938,-0.01446939987,-0.01772132329,0.1254604531,0.03865759546,0.959459299,-0.768136478
0.1631,0.2133222526,0.2612653348,-0.08384532673,-0.1026891339,376.9902819,0.1254605317,0.03865759598,-0.7688798927,0.3815775481,0.4673351451,-0.01446494858,-0.01771587159,0.1254705086,0.0386601986,0.9594588336,-0.7681797275
0.1632,0.2133338174,0.2612794987,-0.08384581888,-0.1026897367,376.990275,0.1254705873,0.03866019912,-0.7688786825,0.3815891255,0.4673493245,-0.01446004289,-0.01770986337,0.1254811173,0.03866274563,0.9594584004,-0.7682270946
0.1633,0.213346763,0.2612953538,-0.08384616811,-0.1026901644,376.9902731,0.125481196,0.03866274614,-0.7688775563,0.3816000825,0.4673627439,-0.01445471245,-0.01770333494,0.1254922121,0.03866522045,0.959458002,-0.7682782776
0.1634,0.2133610068,0.2613127989,-0.08384637107,-0.102690413,376.9902762,0.1254922908,0.03866522097,-0.7688765205,0.3816103522,0.4673753217,-0.0144489998,-0.0176963384,0.1255037244,0.03866760399,0.9594576407,-0.7683329532
0.1635,0.2133764586,0.2613317233,-0.08384642489,-0.1026904789,376.9902844,0.1255038031,0.03866760451,-0.7688755809,0.3816198747,0.4673869843,-0.01444294134,-0.01768891834,0.125515583,0.03866988169,0.9594573184,-0.7683907782
0.1636,0.2133930206,0.2613520076,-0.08384632923,-0.1026903617,376.9902974,0.1255156617,0.0386698822,-0.7688747429,0.3816285951,0.4673976646,-0.0144365772,-0.01768112389,0.1255277155,0.03867203897,0.9594570369,-0.7684513922
0.1637,0.2134105889,0.2613735243,-0.0838460843,-0.1026900617,376.9903153,0.1255277942,0.03867203948,-0.7688740111,0.3816364659,0.4674073043,-0.01442995097,-0.01767300845,0.1255400487,0.03867406192,0.9594567978,-0.7685144209
0.1638,0.2134290541,0.2613961394,-0.08384569164,-0.1026895808,376.9903379,0.1255401275,0.03867406244,-0.7688733895,0.3816434463,0.4674158535,-0.0144231059,-0.01766462498,0.1255525093,0.03867593858,0.9594566024,-0.7685794787
0.1639,0.2134483018,0.261419713,-0.08384515426,-0.1026889227,376.9903651,0.125552588,0.03867593909,-0.7688728813,0.3816495021,0.4674232703,-0.0144160847,-0.01765602581,0.1255650236,0.03867765869,0.9594564516,-0.7686461712
0.164,0.2134682142,0.2614441005,-0.08384447632,-0.1026880924,376.9903966,0.1255651024,0.03867765921,-0.7688724893,0.3816546065,0.467429522,-0.01440893689,-0.01764727156,0.1255775198,0.03867921128,0.9594563462,-0.7687140994
0.1641,0.2134886702,0.2614691539,-0.08384366283,-0.1026870961,376.9904323,0.1255775985,0.0386792118,-0.7688722154,0.3816587396,0.467434584,-0.01440170643,-0.01763841609,0.1255899262,0.03868058917,0.9594562868,-0.7687828607
0.1642,0.2135095469,0.2614947225,-0.08384272085,-0.1026859424,376.9904719,0.125590005,0.03868058969,-0.7688720608,0.3816618881,0.46743844,-0.01439443614,-0.01762951184,0.1256021727,0.03868178667,0.9594562734,-0.7688520526
0.1643,0.2135307201,0.2615206543,-0.08384165801,-0.1026846407,376.9905151,0.1256022515,0.03868178719,-0.768872026,0.3816640447,0.4674410813,-0.014387172,-0.01762061512,0.1256141914,0.0386827982,0.9594563061,-0.7689212747
0.1644,0.2135520652,0.2615467966,-0.08384048262,-0.1026832011,376.9905618,0.1256142702,0.03868279871,-0.7688721109,0.3816652092,0.4674425075,-0.01437995318,-0.01761177391,0.1256259159,0.03868362179,0.9594563844,-0.7689901307
0.1645,0.213573458,0.2615729974,-0.08383920421,-0.1026816354,376.9906116,0.1256259947,0.0386836223,-0.7688723147,0.3816653868,0.467442725,-0.0143728276,-0.01760304689,0.1256372835,0.0386842532,0.9594565079,-0.7690582323
0.1646,0.2135947756,0.261599106,-0.08383783224,-0.1026799551,376.9906641,0.1256373623,0.03868425372,-0.7688726358,0.3816645891,0.4674417481,-0.01436583307,-0.01759448038,0.1256482334,0.03868469314,0.9594566757,-0.7691251997
0.1647,0.2136158968,0.261624974,-0.083836378,-0.102678174,376.9907191,0.1256483122,0.03868469366,-0.768873072,0.3816628323,0.4674395964,-0.01435900734,-0.0175861206,0.1256587077,0.03868494253,0.9594568867,-0.7691906638
0.1648,0.213636703,0.2616504563,-0.08383485244,-0.1026763056,376.9907762,0.1256587866,0.03868494305,-0.7688736207,0.3816601376,0.4674362961,-0.01435238807,-0.01757801369,0.1256686522,0.03868500294,0.9594571397,-0.769254268
0.1649,0.2136570788,0.2616754115,-0.0838332668,-0.1026743636,376.990835,0.1256687311,0.03868500345,-0.7688742784,0.381656531,0.467431879,-0.01434600933,-0.01757020135,0.1256780157,0.03868487766,0.959457433,-0.7693156702
0.165,0.2136769125,0.2616997027,-0.08383163268,-0.1026723622,376.9908953,0.1256780946,0.03868487817,-0.768875041,0.3816520424,0.4674263816,-0.01433990166,-0.01756272101,0.1256867505,0.03868457132,0.959457765,-0.7693745435
0.1651,0.2136960966,0.2617231983,-0.08382996159,-0.1026703155,376.9909567,0.1256868294,0.03868457184,-0.768875904,0.3816467058,0.4674198456,-0.01433409979,-0.0175556152,0.1256948132,0.03868408726,0.9594581336,-0.7694305785
0.1652,0.2137145284,0.2617457726,-0.08382826462,-0.1026682372,376.9910188,0.1256948921,0.03868408778,-0.7688768625,0.3816405587,0.467412317,-0.01432863062,-0.01754891686,0.1257021638,0.03868343189,0.9594585367,-0.769483484
0.1653,0.2137321102,0.2617673059,-0.08382655355,-0.1026661416,376.9910813,0.1257022428,0.03868343241,-0.7688779107,0.3816336416,0.4674038453,-0.01432351794,-0.01754265514,0.1257087661,0.03868261231,0.9594589721,-0.7695329873
0.1654,0.2137487501,0.2617876855,-0.08382483948,-0.1026640422,376.9911437,0.125708845,0.03868261283,-0.7688790426,0.3816259974,0.4673944832,-0.01431878713,-0.0175368611,0.125714588,0.03868163479,0.9594594372,-0.7695788361
0.1655,0.2137643618,0.2618068058,-0.0838231328,-0.102661952,376.9912059,0.1257146669,0.03868163531,-0.7688802519,0.3816176722,0.4673842868,-0.01431445544,-0.01753155589,0.1257196011,0.03868050828,0.9594599294,-0.7696207985
