"Time","Subsystem #1|CTLs|Vars|AngPLLM1","Subsystem #1|CTLs|Vars|I107d","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|PSTAT_TEST","Subsystem #1|CTLs|Vars|QSTAT_TEST","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|ISTATA1M1","Subsystem #1|Machines|M1|ISTATB1M1","Subsystem #1|Machines|M1|ISTATC1M1","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1","Subsystem #1|Node Voltages|S1) V107A","Subsystem #1|Node Voltages|S1) V107B","Subsystem #1|Node Voltages|S1) V107C"
0.001,0.08919799647,0.2134011471,0.2613619604,-0.08367203101,-0.1024768909,376.9914386,0.1256543627,0.03864541191,-0.7692104183,0.3820767159,0.4679464983,-0.01437249244,-0.01760263641,-0.0559903156,-0.1644988836,0.2204891825,0.1256521503,0.03864366422,0.9595865832,-0.7694494579,0.03409233015,-0.3468506644,0.3127480134
0.0011,0.1268971409,0.2133997888,0.2613602969,-0.08367027727,-0.102474743,376.9914501,0.1256522289,0.03864366473,-0.7692108314,0.3820724937,0.4679413272,-0.01437369332,-0.01760410717,-0.04757168329,-0.1703972024,0.2179688618,0.1256498032,0.03864192684,0.9595867358,-0.7694404666,0.04841817056,-0.3526645492,0.304232991
0.0012,0.1645962864,0.2133979681,0.2613580671,-0.08366862066,-0.102472714,376.9914596,0.1256498818,0.03864192736,-0.7692112283,0.3820683624,0.4679362674,-0.01437511525,-0.01760584867,-0.03908579986,-0.1760527497,0.2151385186,0.125647257,0.03864020861,0.9595868813,-0.7694301293,0.06267473705,-0.3579773132,0.2952861421
0.0013,0.2022954327,0.2133956958,0.261355284,-0.0836670708,-0.1024708159,376.9914672,0.1256473357,0.03864020912,-0.7692116066,0.3820643479,0.4679313506,-0.01437674496,-0.01760784465,-0.03054478155,-0.1814574979,0.2120022414,0.1256445267,0.03863852164,0.9595870189,-0.7694185076,0.07684180301,-0.3627814691,0.2859202108
0.0014,0.2399945797,0.2133929853,0.2613519644,-0.08366563727,-0.1024690602,376.9914727,0.1256446054,0.03863852216,-0.7692119642,0.3820604738,0.4679266059,-0.01437857912,-0.01761009103,-0.02196081657,-0.1866037842,0.2085645558,0.1256416293,0.03863687358,0.9595871476,-0.7694056712,0.09089928465,-0.3670702557,0.276148524
0.0015,0.2776937272,0.2133898529,0.261348128,-0.08366432803,-0.1024674567,376.9914762,0.125641708,0.0386368741,-0.769212299,0.3820567646,0.467922063,-0.01438060348,-0.01761257036,-0.01334614946,-0.1914843207,0.2048304183,0.1256385821,0.03863527589,0.9595872669,-0.7693916975,0.1048272563,-0.3708376395,0.2659849785
0.0016,0.3153928749,0.2133863173,0.2613437978,-0.08366315163,-0.1024660159,376.9914777,0.1256386608,0.03863527641,-0.7692126091,0.3820532419,0.4679177486,-0.0143828051,-0.01761526678,-0.004713060734,-0.1960922051,0.2008052071,0.1256354033,0.03863373826,0.959587376,-0.7693766698,0.1186059797,-0.3740783253,0.2554440215
0.0017,0.3530920226,0.2133823998,0.2613389998,-0.08366211496,-0.1024647462,376.991477,0.1256354819,0.03863373878,-0.7692128927,0.382049927,0.4679136886,-0.0143851711,-0.01761816453,0.003926150036,-0.2004209294,0.1964947139,0.1256321118,0.03863226972,0.9595874742,-0.7693606783,0.1322159359,-0.3767877626,0.2445406259
0.0018,0.3907911702,0.2133781238,0.2613337628,-0.08366122407,-0.1024636551,376.9914743,0.1256321904,0.03863227024,-0.7692131481,0.3820468391,0.4679099069,-0.01438768398,-0.01762124216,0.01255918214,-0.2044643892,0.1919051349,0.1256287269,0.03863088007,0.9595875611,-0.7693438182,0.1456378408,-0.37896215,0.2332902784
0.0019,0.4284903174,0.213373515,0.2613281182,-0.08366048427,-0.1024627491,376.9914695,0.1256288056,0.03863088059,-0.769213374,0.3820439965,0.4679064254,-0.01439033356,-0.01762448722,0.02117375208,-0.2082168912,0.1870430605,0.1256252693,0.03862957566,0.9595876361,-0.7693261904,0.1588526864,-0.3805984426,0.2217089463
0.002,0.466189464,0.2133686011,0.2613220999,-0.08365989935,-0.1024620327,376.9914627,0.125625348,0.03862957618,-0.769213569,0.3820414156,0.4679032644,-0.01439310175,-0.01762787756,0.02975760979,-0.2116731608,0.1819154659,0.1256217592,0.03862836518,0.9595876988,-0.7693078997,0.1718417593,-0.3816943534,0.20981306
0.0021,0.5038886098,0.2133634113,0.2613157437,-0.08365947321,-0.1024615108,376.9914539,0.1256218379,0.0386283657,-0.7692137321,0.3820391109,0.4679004417,-0.01439597031,-0.01763139081,0.03829855764,-0.2148283488,0.1765296998,0.1256182171,0.0386272562,0.9595877489,-0.7692890544,0.1845866644,-0.3822483567,0.1976194926
