"Time","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0131,0.2619095359,-0.1026409106,376.9918231,-0.7688988255,0.4672159011,-0.01751280461,0.1257103331,0.03865768159,0.9594671547,-0.7697621214
0.0132,0.2619058147,-0.1026398659,376.9918527,-0.7689003175,0.4672009019,-0.01751523426,0.125703949,0.0386554103,0.9594677138,-0.7697412912
0.0133,0.2619002521,-0.1026389423,376.9918783,-0.7689017709,0.4671860556,-0.01751823597,0.1256968178,0.03865312301,0.9594682549,-0.7697157987
0.0134,0.2618928763,-0.102638143,376.9918997,-0.7689031778,0.4671714349,-0.01752179397,0.1256889751,0.03865083031,0.9594687751,-0.7696857718
0.0135,0.2618837251,-0.1026374702,376.9919169,-0.7689045304,0.4671571123,-0.01752589319,0.1256804603,0.03864854197,0.9594692715,-0.7696513613
0.0136,0.2618728447,-0.1026369253,376.9919297,-0.7689058212,0.4671431597,-0.01753051342,0.1256713165,0.03864626872,0.9594697415,-0.7696127402
0.0137,0.26186029,-0.1026365094,376.9919381,-0.768907043,0.4671296475,-0.01753563097,0.1256615897,0.03864402145,0.9594701822,-0.7695701032
0.0138,0.2618461245,-0.1026362233,376.991942,-0.768908189,0.4671166458,-0.01754122711,0.1256513303,0.03864180904,0.9594705914,-0.7695236668
0.0139,0.2618304199,-0.1026360666,376.9919415,-0.7689092528,0.467104223,-0.01754727432,0.1256405912,0.03863964257,0.9594709666,-0.7694736676
0.014,0.261813256,-0.1026360397,376.9919364,-0.7689102284,0.4670924456,-0.01755374149,0.125629428,0.03863753321,0.9594713058,-0.769420362
0.0141,0.2617947204,-0.1026361423,376.9919269,-0.7689111101,0.4670813779,-0.01756060022,0.1256178994,0.03863549057,0.9594716069,-0.769364025
0.0142,0.2617749081,-0.102636373,376.9919129,-0.768911893,0.4670710826,-0.01756781262,0.1256060661,0.03863352649,0.9594718682,-0.7693049492
0.0143,0.2617539215,-0.1026367308,376.9918946,-0.7689125725,0.4670616192,-0.01757535108,0.1255939922,0.03863164893,0.9594720882,-0.7692434445
0.0144,0.2617318694,-0.1026372134,376.991872,-0.7689131445,0.4670530453,-0.01758317541,0.1255817428,0.03862986933,0.9594722655,-0.7691798364
0.0145,0.2617088674,-0.1026378195,376.9918451,-0.7689136056,0.467045414,-0.01759124555,0.1255693848,0.03862819788,0.9594723991,-0.769114464
0.0146,0.2616850368,-0.1026385468,376.9918143,-0.7689139529,0.4670387754,-0.01759952182,0.1255569869,0.03862664401,0.9594724881,-0.7690476796
0.0147,0.2616605044,-0.1026393924,376.9917795,-0.7689141842,0.4670331755,-0.01760796097,0.1255446184,0.0386252175,0.9594725318,-0.7689798466
0.0148,0.2616354021,-0.1026403535,376.9917409,-0.7689142979,0.4670286557,-0.01761651649,0.1255323493,0.03862392814,0.9594725299,-0.7689113377
0.0149,0.2616098658,-0.1026414265,376.9916989,-0.768914293,0.4670252527,-0.01762514834,0.1255202505,0.03862278308,0.9594724823,-0.768842534
0.015,0.2615840356,-0.1026426071,376.9916534,-0.7689141692,0.4670229983,-0.01763380846,0.1255083925,0.03862179131,0.9594723891,-0.7687738223
0.0151,0.2615580543,-0.1026438919,376.9916049,-0.7689139268,0.4670219181,-0.01764244676,0.1254968448,0.03862096126,0.9594722507,-0.7687055929
