"Time","Subsystem #1|CTLs|Vars|I107d","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107I","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|PSTAT_TEST","Subsystem #1|CTLs|Vars|QSTAT_TEST","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V107d","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.078,0.2290123159,0.2804816594,-0.008749238073,-0.01071558446,376.9905689,376.990601,0.122143538,0.04796949107,-0.7688930064,0.38144186,0.4671689617,-0.01448507109,-0.01774051652,0.1254037303,0.03863476498,0.9594637269,-0.7679664097
0.0781,0.2290084369,0.2804769086,-0.008752197988,-0.0107192096,376.9904466,376.9905514,0.1221442028,0.04797203793,-0.7688914051,0.3814551137,0.4671851942,-0.01448562472,-0.01774119459,0.1254064533,0.03863705215,0.9594631103,-0.7679638134
0.0782,0.2290061021,0.2804740491,-0.008754553578,-0.0107220946,376.990328,376.990505,0.1221457899,0.04797477298,-0.768889802,0.3814685987,0.4672017099,-0.0144855929,-0.01774115561,0.1254101397,0.03863944277,0.9594624967,-0.7679666965
0.0783,0.2290053281,0.2804731011,-0.008756287391,-0.01072421807,376.9902138,376.9904622,0.1221482892,0.04797767929,-0.7688882067,0.3814822265,0.4672184005,-0.01448497153,-0.01774039459,0.1254147659,0.03864192207,0.9594618898,-0.7679750452
0.0784,0.2290061213,0.2804740726,-0.00875738681,-0.01072556458,376.9901046,376.9904231,0.1221516847,0.04798073778,-0.7688866285,0.3814959068,0.4672351553,-0.01448376156,-0.01773891268,0.1254203019,0.03864447371,0.959461293,-0.7679888089
0.0785,0.2290084776,0.2804769585,-0.00875784254,-0.01072612274,376.9900011,376.9903881,0.1221559547,0.04798392785,-0.7688850769,0.3815095486,0.467251863,-0.01448197081,-0.01773671948,0.125426712,0.03864707971,0.9594607099,-0.7680079015
0.0786,0.2290123826,0.2804817411,-0.008757649255,-0.01072588601,376.9899039,376.9903575,0.1221610719,0.04798722813,-0.7688835609,0.3815230616,0.467268413,-0.01447960928,-0.0177338272,0.1254339546,0.03864972242,0.959460144,-0.7680322015
0.0787,0.2290178115,0.2804883901,-0.008756806072,-0.01072485333,376.9898137,376.9903313,0.1221670031,0.04799061642,-0.7688820895,0.3815363561,0.4672846954,-0.01447669032,-0.01773025222,0.1254419824,0.03865238389,0.9594595985,-0.7680615529
0.0788,0.2290247295,0.2804968629,-0.008755316111,-0.0107230285,376.9897309,376.9903097,0.1221737111,0.04799406819,-0.7688806713,0.381549345,0.4673006035,-0.01447323743,-0.01772602332,0.1254507442,0.03865504392,0.9594590768,-0.7680957676
0.0789,0.2290330919,0.2805071047,-0.008753186521,-0.0107204203,376.989656,376.990293,0.1221811529,0.04799755991,-0.7688793148,0.3815619436,0.4673160335,-0.01446927282,-0.01772116768,0.1254601835,0.03865768448,0.9594585817,-0.768134626
0.079,0.229042845,0.2805190497,-0.008750429464,-0.01071704361,376.9895896,376.9902811,0.1221892809,0.04800106797,-0.7688780277,0.3815740707,0.4673308862,-0.01446482136,-0.01771571578,0.1254702397,0.03866028782,0.9594581163,-0.7681778785
0.0791,0.2290539257,0.2805326208,-0.008747060909,-0.01071291799,376.989532,376.9902742,0.1221980439,0.04800456794,-0.7688768176,0.3815856492,0.4673450669,-0.01445991548,-0.01770970733,0.1254808493,0.03866283504,0.9594576832,-0.768225249
0.0792,0.2290662629,0.2805477307,-0.008743100631,-0.01070806766,376.9894837,376.9902723,0.1222073866,0.04800803735,-0.7688756914,0.3815966072,0.4673584876,-0.01445458481,-0.01770317862,0.1254919449,0.03866531008,0.9594572848,-0.7682764355
0.0793,0.2290797775,0.2805642826,-0.008738572807,-0.01070252223,376.9894448,376.9902755,0.1222172514,0.04801145082,-0.7688746556,0.3816068779,0.4673710666,-0.01444887191,-0.01769618177,0.125503458,0.03866769384,0.9594569234,-0.7683311149
0.0794,0.2290943832,0.2805821708,-0.008733504647,-0.01069631503,376.9894156,376.9902836,0.1222275771,0.04801478675,-0.7688737161,0.3816164012,0.4673827303,-0.01444281316,-0.01768876135,0.1255153176,0.03866997176,0.9594566011,-0.768388944
0.0795,0.2291099877,0.2806012824,-0.008727928171,-0.01068948527,376.9893963,376.9902967,0.1222383004,0.04801802335,-0.7688728781,0.3816251225,0.4673934116,-0.01443644871,-0.01768096652,0.1255274509,0.03867212927,0.9594563197,-0.7684495621
0.0796,0.229126493,0.2806214972,-0.008721877997,-0.01068207535,376.9893871,376.9903146,0.1222493563,0.0480211402,-0.7688721464,0.3816329941,0.4674030523,-0.01442982214,-0.01767285067,0.125539785,0.03867415246,0.9594560806,-0.7685125952
0.0797,0.2291437962,0.2806426892,-0.008715391833,-0.01067413145,376.989388,376.9903372,0.1222606782,0.04802411821,-0.7688715248,0.3816399752,0.4674116024,-0.01442297672,-0.01766446676,0.1255522465,0.03867602935,0.9594558852,-0.7685776574
0.0798,0.2291617904,0.2806647276,-0.008708510354,-0.01066570339,376.9893989,376.9903643,0.1222721986,0.04802694013,-0.7688710167,0.3816460317,0.46741902,-0.01441595514,-0.01765586712,0.1255647617,0.0386777497,0.9594557345,-0.7686443545
0.0799,0.2291803657,0.2806874776,-0.008701276531,-0.01065684381,376.9894199,376.9903958,0.1222838503,0.04802958845,-0.7688706248,0.3816511367,0.4674252724,-0.01440880693,-0.01764711239,0.1255772587,0.03867930252,0.9594556292,-0.7687122872
0.08,0.2291994096,0.2807108014,-0.008693735163,-0.01064760755,376.9894507,376.9904315,0.1222955655,0.04803204896,-0.768870351,0.3816552704,0.4674303351,-0.01440157606,-0.01763825642,0.125589666,0.03868068064,0.9594555697,-0.7687810532
0.0801,0.2292188081,0.2807345597,-0.008685933616,-0.01063805265,376.9894912,376.9904711,0.1223072764,0.04803430921,-0.7688701965,0.3816584193,0.4674341916,-0.01439430534,-0.01762935164,0.1256019134,0.03868187838,0.9594555564,-0.7688502498
0.0802,0.2292384467,0.2807586119,-0.008677920219,-0.01062823828,376.9895412,376.9905144,0.1223189166,0.04803635779,-0.7688701618,0.3816605763,0.4674368334,-0.01438704076,-0.01762045439,0.1256139329,0.03868289013,0.9594555891,-0.7689194764
0.0803,0.2292582104,0.2807828174,-0.008669744046,-0.01061822456,376.9896002,376.9905611,0.1223304202,0.04803818666,-0.7688702468,0.3816617411,0.46743826,-0.01437982151,-0.01761161265,0.1256256582,0.03868371393,0.9594556675,-0.7689883371
0.0804,0.2292779851,0.2808070364,-0.008661455224,-0.01060807286,376.989668,376.9906108,0.1223417239,0.04803978621,-0.7688704507,0.3816619189,0.4674384778,-0.01437269548,-0.01760288508,0.1256370265,0.03868434556,0.9594557911,-0.7690564432
0.0805,0.2292976579,0.2808311306,-0.008653103399,-0.01059784401,376.9897441,376.9906633,0.1223527654,0.04804115156,-0.7688707719,0.3816611214,0.4674375011,-0.01436570051,-0.01759431803,0.1256479771,0.03868478571,0.9594559589,-0.7691234151
0.0806,0.2293171181,0.2808549643,-0.008644739336,-0.01058760017,376.9898281,376.9907183,0.1223634845,0.04804227841,-0.7688712083,0.3816593647,0.4674353495,-0.01435887433,-0.0175859577,0.1256584521,0.03868503529,0.95945617,-0.7691888834
0.0807,0.2293362574,0.2808784051,-0.00863641262,-0.01057740206,376.9899194,376.9907754,0.1223738234,0.04804316426,-0.7688717571,0.38165667,0.4674320493,-0.01435225463,-0.01757785025,0.1256683972,0.03868509588,0.959456423,-0.7692524919
0.0808,0.2293549705,0.2809013238,-0.008628172075,-0.0105673095,376.9900175,376.9908343,0.1223837272,0.04804380817,-0.7688724149,0.3816530634,0.4674276321,-0.01434587544,-0.01757003737,0.1256777613,0.03868497078,0.9594567164,-0.7693138981
0.0809,0.2293731558,0.2809235962,-0.008620065643,-0.01055738119,376.9901218,376.9908946,0.1223931432,0.04804421103,-0.7688731777,0.3816485747,0.4674221345,-0.01433976734,-0.01756255651,0.1256864966,0.03868466461,0.9594570484,-0.7693727753
0.081,0.2293907156,0.2809451024,-0.008612139735,-0.01054767397,376.9902317,376.990956,0.1224020228,0.04804437316,-0.7688740409,0.3816432379,0.4674155984,-0.01433396505,-0.01755545019,0.1256945599,0.0386841807,0.9594574171,-0.769428814
0.0811,0.2294075565,0.2809657283,-0.008604438848,-0.01053824235,376.9903465,376.9910181,0.1224103201,0.04804429777,-0.7688749995,0.3816370907,0.4674080695,-0.01432849548,-0.01754875135,0.1257019109,0.03868352546,0.9594578203,-0.7694817229
0.0812,0.2294235904,0.2809853657,-0.008597006413,-0.01052913951,376.9904655,376.9910806,0.122417992,0.04804398922,-0.7688760479,0.3816301733,0.4673995975,-0.01432338242,-0.01754248915,0.1257085136,0.03868270601,0.9594582557,-0.7695312294
0.0813,0.229438734,0.2810039127,-0.008589883348,-0.01052041558,376.990588,376.991143,0.1224249998,0.04804345213,-0.76887718,0.3816225288,0.467390235,-0.01431865123,-0.01753669466,0.1257143358,0.03868172859,0.9594587209,-0.7695770812
0.0814,0.2294529092,0.2810212738,-0.008583108017,-0.01051211752,376.9907133,376.9912052,0.1224313075,0.04804269366,-0.7688783895,0.3816142032,0.4673800382,-0.01431431918,-0.017531389,0.1257193492,0.03868060218,0.9594592132,-0.7696190463
0.0815,0.2294660441,0.2810373606,-0.008576716742,-0.01050428984,376.9908407,376.9912667,0.1224368843,0.04804171844,-0.7688796694,0.3816052443,0.4673690659,-0.01431041126,-0.01752660279,0.1257235305,0.03867933243,0.9594597297,-0.7696569151
0.0816,0.229478072,0.2810520917,-0.008570742503,-0.01049697292,376.9909694,376.9913271,0.1224417023,0.04804053484,-0.7688810125,0.3815957028,0.46735738,-0.01430694163,-0.01752235339,0.1257268599,0.03867792894,0.9594602678,-0.7696904998
0.0817,0.2294889329,0.2810653936,-0.00856521677,-0.01049020531,376.9910988,376.9913863,0.1224457374,0.04803915086,-0.7688824113,0.3815856301,0.4673450434,-0.01430392389,-0.01751865742,0.1257293218,0.03867640056,0.9594608242,-0.769719635
0.0818,0.2294985729,0.2810772001,-0.008560167459,-0.01048402119,376.991228,376.9914438,0.1224489695,0.04803757583,-0.7688838581,0.3815750794,0.4673321216,-0.01430136936,-0.01751552878,0.1257309047,0.0386747564,0.959461396,-0.7697441783
0.0819,0.2295069444,0.2810874531,-0.008555619597,-0.01047845122,376.9913564,376.9914994,0.1224513836,0.04803581809,-0.7688853449,0.3815641058,0.4673186817,-0.01429929095,-0.01751298326,0.125731602,0.03867300456,0.9594619801,-0.7697640111
0.082,0.2295140064,0.2810961022,-0.008551595161,-0.01047352232,376.9914831,376.9915527,0.1224529677,0.04803388752,-0.7688868633,0.3815527654,0.4673047925,-0.01429769601,-0.01751102987,0.1257314112,0.03867115471,0.9594625731,-0.7697790386
0.0821,0.2295197246,0.2811031056,-0.008548113642,-0.01046925834,376.9916077,376.9916035,0.1224537143,0.04803179474,-0.7688884051,0.381541115,0.4672905238,-0.01429658862,-0.01750967359,0.1257303335,0.03866921686,0.9594631718,-0.7697891894
0.0822,0.2295240715,0.2811084294,-0.008545191274,-0.01046567919,376.9917292,376.9916516,0.1224536201,0.0480295501,-0.7688899618,0.3815292124,0.4672759461,-0.01429597391,-0.01750892073,0.125728375,0.03866719997,0.959463773,-0.7697944164
0.0823,0.2295270262,0.2811120482,-0.008542841013,-0.01046280072,376.9918471,376.9916967,0.1224526855,0.04802716593,-0.7688915249,0.3815171161,0.4672611313,-0.01429584969,-0.01750876858,0.1257255453,0.03866511503,0.9594643733,-0.7697946965
0.0824,0.2295285749,0.281113945,-0.008541073114,-0.01046063549,376.9919607,376.9917385,0.1224509161,0.04802465175,-0.7688930858,0.3815048854,0.4672461518,-0.01429622117,-0.01750922356,0.1257218594,0.03866296959,0.9594649695,-0.7697900313
0.0825,0.2295287104,0.2811141109,-0.008539894116,-0.01045919152,376.9920695,376.9917768,0.1224483208,0.04802202033,-0.7688946359,0.3814925801,0.4672310809,-0.01429708335,-0.01751027951,0.1257173356,0.03866077472,0.9594655583,-0.7697804462
0.0826,0.2295274326,0.2811125459,-0.008539308701,-0.01045847454,376.9921727,376.9918116,0.1224449126,0.04801928385,-0.7688961668,0.3814802597,0.4672159915,-0.01429843045,-0.01751192937,0.1257119962,0.03865854062,0.9594661365,-0.7697659907
0.0827,0.2295247484,0.2811092584,-0.008539317869,-0.01045848577,376.99227,376.9918425,0.1224407089,0.04801645495,-0.76889767,0.381467984,0.4672009571,-0.01430025676,-0.01751416613,0.1257058681,0.03865627691,0.9594667009,-0.769746738
0.0828,0.2295206713,0.2811042651,-0.008539919646,-0.01045922279,376.9923607,376.9918694,0.1224357307,0.04801354676,-0.7688991375,0.3814558132,0.4671860509,-0.0143025527,-0.01751697807,0.1256989816,0.03865399401,0.9594672484,-0.7697227851
0.0829,0.2295152218,0.2810975909,-0.008541109377,-0.01046067991,376.9924443,376.9918923,0.1224300028,0.04801057304,-0.768900561,0.3814438065,0.4671713458,-0.01430530547,-0.01752034951,0.1256913709,0.03865170265,0.959467776,-0.7696942518
0.083,0.2295084272,0.2810892692,-0.008542879375,-0.0104628477,376.9925205,376.9919109,0.122423555,0.04800754612,-0.7689019327,0.3814320236,0.4671569147,-0.01430850651,-0.01752426996,0.1256830747,0.03864941152,0.9594682808,-0.7696612818
0.0831,0.2295003211,0.2810793413,-0.008545218895,-0.01046571302,376.9925889,376.9919252,0.1224164197,0.04800448024,-0.7689032451,0.3814205234,0.4671428299,-0.01431213976,-0.01752871977,0.1256741349,0.03864713157,0.9594687599,-0.769624041
0.0832,0.2294909443,0.2810678571,-0.008548115255,-0.01046926032,376.992649,376.991935,0.1224086332,0.04800139002,-0.7689044909,0.381409364,0.4671291625,-0.01431618628,-0.01753367573,0.1256645965,0.0386448739,0.9594692108,-0.7695827168
0.0833,0.2294803437,0.2810548741,-0.0085515527,-0.01047347031,376.9927005,376.9919405,0.1224002354,0.0479982896,-0.7689056631,0.3813986024,0.4671159822,-0.0143206291,-0.01753911704,0.1256545083,0.03864264813,0.9594696308,-0.7695375186
0.0834,0.2294685726,0.2810404575,-0.008555512603,-0.01047832018,376.9927433,376.9919414,0.1223912691,0.047995195,-0.7689067552,0.3813882948,0.467103358,-0.01432544344,-0.01754501338,0.1256439218,0.03864046613,0.9594700177,-0.7694886758
0.0835,0.2294556905,0.2810246801,-0.008559974236,-0.01048378454,376.992777,376.9919379,0.1223817816,0.04799211911,-0.7689077611,0.381378496,0.467091357,-0.01433061266,-0.01755134436,0.1256328926,0.03863833606,0.9594703691,-0.7694364386
0.0836,0.2294417625,0.2810076219,-0.008564913686,-0.01048983411,376.9928015,376.9919298,0.1223718223,0.04798907801,-0.7689086749,0.3813692598,0.4670800451,-0.0143361097,-0.01755807683,0.1256214782,0.03863626961,0.9594706832,-0.7693810763
0.0837,0.22942686,0.2809893702,-0.008570305906,-0.0104964382,376.9928166,376.9919173,0.1223614433,0.04798608687,-0.7689094915,0.3813606376,0.467069485,-0.01434190736,-0.01756517749,0.1256097389,0.03863427738,0.959470958,-0.7693228756
0.0838,0.2294110598,0.280970019,-0.008576122859,-0.01050356249,376.9928224,376.9919004,0.1223506998,0.04798316113,-0.768910206,0.3813526788,0.4670597375,-0.01434797851,-0.0175726131,0.1255977372,0.03863236934,0.959471192,-0.7692621411
0.0839,0.2293944438,0.2809496685,-0.008582334376,-0.01051117001,376.9928187,376.9918792,0.1223396493,0.04798031635,-0.7689108144,0.3813454308,0.4670508606,-0.01435429278,-0.01758034647,0.125585538,0.03863055596,0.9594713838,-0.7691991927
0.084,0.2293770987,0.2809284252,-0.008588908447,-0.01051922157,376.9928055,376.9918538,0.1223283511,0.04797756844,-0.768911313,0.3813389381,0.4670429087,-0.01436081683,-0.01758833676,0.1255732074,0.03862884791,0.9594715321,-0.769134365
0.0841,0.2293591161,0.2809064011,-0.008595810998,-0.01052767543,376.992783,376.9918243,0.1223168676,0.0479749314,-0.7689116987,0.3813332427,0.4670359333,-0.01436752221,-0.01759654914,0.1255608141,0.03862725345,0.9594716361,-0.7690680064
0.0842,0.2293405915,0.2808837132,-0.008603005884,-0.01053648733,376.9927513,376.9917907,0.1223052619,0.04797242073,-0.768911969,0.3813283836,0.4670299821,-0.01437437347,-0.01760494019,0.1255484272,0.03862578287,0.959471695,-0.769000477
0.0843,0.2293216247,0.2808604837,-0.008610456124,-0.01054561198,376.9927104,376.9917534,0.1222935982,0.04797005173,-0.7689121222,0.3813243957,0.467025098,-0.01438133308,-0.01761346393,0.1255361163,0.03862444614,0.9594717084,-0.7689321467
0.0844,0.2293023186,0.2808368387,-0.008618122808,-0.01055500171,376.9926607,376.9917125,0.1222819424,0.04796783862,-0.768912157,0.3813213101,0.4670213189,-0.01438836615,-0.01762207765,0.1255239522,0.03862325143,0.9594716761,-0.7688633938
0.0845,0.2292827792,0.280812908,-0.008625965399,-0.01056460688,376.9926023,376.9916682,0.1222703603,0.04796579685,-0.7689120729,0.3813191542,0.4670186784,-0.01439543099,-0.01763073028,0.1255120049,0.03862220861,0.9594715981,-0.768794603
0.0846,0.2292631149,0.2807888242,-0.008633942575,-0.01057437689,376.9925356,376.9916207,0.1222589191,0.04796393795,-0.7689118701,0.3813179503,0.467017204,-0.01440249501,-0.0176393819,0.1255003451,0.03862132333,0.9594714747,-0.7687261641
0.0847,0.2292434357,0.2807647222,-0.008642011237,-0.01058425894,376.992461,376.9915702,0.1222476851,0.04796227585,-0.7689115494,0.3813177167,0.4670169179,-0.01440951636,-0.01764798127,0.125489042,0.03862060416,0.9594713066,-0.7686584691
0.0848,0.2292238534,0.2807407389,-0.008650128644,-0.01059420069,376.9923787,376.9915171,0.1222367241,0.04796082265,-0.7689111122,0.3813184656,0.4670178351,-0.01441645432,-0.0176564785,0.1254781635,0.03862005795,0.9594710945,-0.7685919099
0.0849,0.2292044804,0.2807170119,-0.008658250655,-0.01060414809,376.9922893,376.9914615,0.1222261013,0.04795958974,-0.7689105608,0.3813202041,0.4670199643,-0.0144232697,-0.01766482559,0.1254677761,0.0386196902,0.9594708395,-0.7685268765
0.085,0.2291854291,0.2806936788,-0.008666332683,-0.01061404651,376.9921932,376.9914039,0.1222158799,0.04795858838,-0.7689098979,0.3813229331,0.4670233066,-0.01442991904,-0.01767296934,0.1254579434,0.038619507,0.959470543,-0.7684637537
0.0851,0.2291668111,0.2806708766,-0.008674330082,-0.01062384128,376.992091,376.9913445,0.1222061226,0.04795782601,-0.768909127,0.381326648,0.4670278565,-0.0144363677,-0.01768086731,0.1254487277,0.03861951036,0.9594702066,-0.7684029203
0.0852,0.229148737,0.2806487404,-0.008682197624,-0.01063347701,376.9919831,376.9912836,0.1221968892,0.0479573113,-0.7689082524,0.3813313379,0.4670336004,-0.014442574,-0.01768846844,0.125440187,0.03861970433,0.9594698321,-0.7683447451
0.0853,0.2291313153,0.2806274033,-0.008689891344,-0.01064289986,376.9918702,376.9912215,0.1221882364,0.04795705089,-0.7689072787,0.381336985,0.4670405166,-0.01444849769,-0.01769572345,0.1254323761,0.03862009116,0.9594694216,-0.7682895846
0.0854,0.229114652,0.2806069949,-0.00869736711,-0.01065205576,376.9917529,376.9911587,0.1221802185,0.04795704978,-0.7689062114,0.3813435648,0.4670485752,-0.01445410205,-0.01770258735,0.1254253458,0.03862067102,0.9594689774,-0.7682377806
0.0855,0.2290988491,0.2805876405,-0.008704581398,-0.01066089142,376.9916317,376.9910955,0.1221728861,0.04795731171,-0.7689050563,0.3813510466,0.4670577385,-0.01445934949,-0.01770901413,0.1254191421,0.0386214437,0.9594685019,-0.7681896576
0.0856,0.2290840048,0.28056946,-0.008711491922,-0.01066935505,376.9915075,376.9910322,0.1221662854,0.04795783887,-0.7689038201,0.3813593925,0.4670679601,-0.01446420311,-0.01771495858,0.1254138062,0.03862240774,0.9594679979,-0.7681455198
0.0857,0.2290702122,0.2805525676,-0.008718057398,-0.01067739609,376.9913809,376.9909692,0.1221604595,0.04795863,-0.7689025098,0.3813685583,0.4670791859,-0.01446863394,-0.01772038522,0.1254093745,0.03862355829,0.9594674683,-0.76810565
0.0858,0.2290575585,0.28053707,-0.008724237816,-0.01068496552,376.9912525,376.9909068,0.1221554462,0.04795968345,-0.7689011328,0.3813784935,0.467091354,-0.01447260993,-0.01772525479,0.1254058774,0.0386248912,0.9594669161,-0.7680703058
0.0859,0.2290461248,0.2805230666,-0.008729995704,-0.01069201747,376.9911231,376.9908456,0.1221512779,0.04796099584,-0.768899697,0.3813891409,0.4671043943,-0.01447610052,-0.01772952987,0.125403339,0.03862640097,0.9594663445,-0.768039718
0.086,0.229035985,0.280510648,-0.008735295252,-0.01069850806,376.9909934,376.9907857,0.1221479824,0.04796256096,-0.7688982109,0.3814004371,0.4671182293,-0.01447908199,-0.01773318141,0.1254017777,0.03862807915,0.9594657569,-0.7680140882
0.0861,0.2290272053,0.2804998951,-0.00874010267,-0.01070439592,376.9908643,376.9907276,0.122145581,0.04796437233,-0.768896683,0.3814123137,0.4671327751,-0.0144815278,-0.0177361769,0.1254012047,0.03862991803,0.9594651566,-0.767993587
0.0862,0.2290198435,0.2804908788,-0.008744387183,-0.01070964336,376.9907363,376.9906717,0.1221440909,0.04796641809,-0.7688951224,0.3814246967,0.4671479411,-0.01448342488,-0.01773850034,0.125401626,0.03863190477,0.9594645473,-0.7679783533
0.0863,0.2290139485,0.2804836589,-0.008748120089,-0.01071421521,376.9906103,376.9906182,0.1221435222,0.04796868748,-0.768893538,0.3814375083,0.467163632,-0.01448475516,-0.01774012959,0.12540304,0.03863402872,0.9594639324,-0.767968492
0.0864,0.22900956,0.2804782841,-0.008751276987,-0.01071808161,376.990487,376.9905676,0.1221438791,0.04797116676,-0.7688919394,0.3814506658,0.4671797466,-0.01448550609,-0.01774104929,0.1254054382,0.03863627688,0.9594633157,-0.7679640726
0.0865,0.2290067081,0.2804747913,-0.008753836044,-0.0107212158,376.9903671,376.9905201,0.1221451597,0.04797384058,-0.7688903359,0.3814640837,0.4671961801,-0.01448567097,-0.01774125123,0.125408806,0.0386386345,0.9594627007,-0.7679651294
0.0866,0.2290054127,0.2804732048,-0.008755778965,-0.01072359538,376.9902514,376.990476,0.1221473564,0.04797669198,-0.7688887369,0.3814776739,0.4672128247,-0.01448524569,-0.01774073037,0.1254131219,0.03864108638,0.9594620911,-0.7679716603
0.0867,0.2290056836,0.2804735365,-0.00875709137,-0.01072520274,376.9901404,376.9904357,0.1221504548,0.04797970278,-0.768887152,0.3814913466,0.4672295702,-0.01448422905,-0.01773948525,0.125418358,0.03864361666,0.9594614905,-0.7679836267
0.0868,0.2290075201,0.2804757857,-0.008757762612,-0.01072602484,376.990035,376.9903993,0.122154436,0.04798285162,-0.7688855905,0.3815050111,0.4672463058,-0.01448263055,-0.01773752749,0.125424481,0.0386462065,0.9594609025,-0.7680009545
0.0869,0.229010911,0.2804799387,-0.008757785794,-0.01072605324,376.9899356,376.9903672,0.1221592743,0.04798611753,-0.7688840616,0.3815185771,0.4672629206,-0.01448045848,-0.01773486726,0.1254314511,0.03864883871,0.9594603305,-0.7680235343
0.087,0.2290158352,0.2804859697,-0.008757158968,-0.01072528553,376.989843,376.9903395,0.1221649384,0.04798947859,-0.7688825744,0.3815319545,0.4672793045,-0.01447772456,-0.01773151891,0.1254392228,0.03865149563,0.9594597779,-0.7680512215
0.0871,0.2290222614,0.28049384,-0.008755883982,-0.010723724,376.9897576,376.9903164,0.1221713922,0.04799291135,-0.7688811376,0.3815450548,0.4672953491,-0.01447444858,-0.01772750666,0.1254477462,0.03865415789,0.9594592479,-0.7680838383
0.0872,0.2290301479,0.2805034991,-0.008753966666,-0.01072137578,376.9896801,376.990298,0.1221785939,0.04799639341,-0.7688797596,0.3815577927,0.4673109497,-0.01447064852,-0.01772285256,0.1254569658,0.03865680823,0.9594587436,-0.7681211749
0.0873,0.2290394441,0.2805148845,-0.008751417515,-0.01071825372,376.9896108,376.9902845,0.1221864986,0.04799989873,-0.7688784485,0.3815700854,0.4673260052,-0.01446635621,-0.01771759557,0.1254668233,0.03865942578,0.959458268,-0.7681629919
0.0874,0.2290500897,0.2805279227,-0.008748250489,-0.01071437492,376.9895502,376.990276,0.122195056,0.04800340418,-0.7688772119,0.3815818551,0.4673404201,-0.01446159846,-0.01771176855,0.1254772557,0.03866199355,0.9594578238,-0.7682090219
0.0875,0.2290620164,0.2805425298,-0.008744484886,-0.01070976302,376.9894987,376.9902724,0.122204212,0.04800688575,-0.768876057,0.3815930277,0.4673541036,-0.01445640703,-0.01770541037,0.1254881971,0.03866449402,0.9594574136,-0.7682589715
0.0876,0.2290751477,0.2805586123,-0.008740143278,-0.01070444565,376.9894567,376.9902739,0.1222139096,0.04801032003,-0.7688749904,0.3816035347,0.4673669721,-0.01445081844,-0.01769856577,0.125499579,0.03866690978,0.9594570396,-0.7683125241
0.0877,0.2290893997,0.2805760674,-0.008735252102,-0.01069845521,376.9894242,376.9902803,0.1222240886,0.04801368433,-0.7688740182,0.3816133136,0.4673789487,-0.0144448702,-0.01769128069,0.1255113311,0.03866922496,0.9594567041,-0.7683693427
0.0878,0.229104682,0.2805947843,-0.008729841651,-0.01069182879,376.9894017,376.9902918,0.1222346861,0.04801695719,-0.7688731458,0.3816223077,0.4673899641,-0.01443860066,-0.01768360211,0.1255233809,0.03867142501,0.9594564089,-0.7684290719
0.0879,0.2291208984,0.2806146452,-0.008723945496,-0.01068460751,376.9893891,376.9903081,0.1222456384,0.0480201164,-0.7688723782,0.3816304672,0.4673999575,-0.01443205636,-0.01767558701,0.1255356562,0.03867349435,0.9594561555,-0.7684913421
0.088,0.2291379472,0.2806355257,-0.008717600097,-0.01067683601,376.9893866,376.9903291,0.1222568791,0.04802314263,-0.7688717195,0.3816377493,0.4674088761,-0.01442527963,-0.01766728725,0.1255480834,0.03867542099,0.9594559454,-0.7685557712
0.0881,0.2291557231,0.2806572966,-0.008710845608,-0.01066856348,376.9893942,376.9903548,0.1222683411,0.048026018,-0.7688711733,0.3816441175,0.4674166756,-0.01441831295,-0.01765875484,0.125560589,0.03867719427,0.9594557797,-0.7686219677
0.0882,0.2291741171,0.2806798246,-0.008703724325,-0.01065984173,376.9894118,376.9903849,0.1222799568,0.04802872542,-0.7688707424,0.3816495423,0.4674233197,-0.01441120322,-0.01765004723,0.1255731002,0.03867880359,0.9594556592,-0.7686895334
0.0883,0.2291930174,0.2807029726,-0.008696280509,-0.01065072495,376.9894394,376.9904192,0.1222916578,0.04803125106,-0.7688704291,0.3816540016,0.4674287811,-0.01440399167,-0.01764121493,0.1255855449,0.03868024195,0.9594555844,-0.7687580662
0.0884,0.2292123105,0.2807266018,-0.0086885607,-0.01064127016,376.9894767,376.9904575,0.1223033775,0.04803357943,-0.7688702347,0.3816574795,0.4674330406,-0.01439672933,-0.01763232041,0.1255978532,0.03868150021,0.9594555557,-0.7688271636
0.0885,0.2292318818,0.2807505716,-0.008680612203,-0.01063153528,376.9895235,376.9904996,0.1223150487,0.04803569982,-0.76887016,0.3816599676,0.4674360879,-0.01438945808,-0.01762341499,0.1256099561,0.03868257427,0.9594555731,-0.7688964244
0.0886,0.2292516164,0.2807747414,-0.008672484661,-0.01062158111,376.9895796,376.9905451,0.1223266052,0.04803760221,-0.7688702052,0.3816614629,0.4674379193,-0.01438222054,-0.01761455085,0.1256217868,0.03868346047,0.9594556363,-0.7689654507
