"Time","Subsystem #1|CTLs|Vars|I1070_rms","Subsystem #1|CTLs|Vars|I107d_rms","Subsystem #1|CTLs|Vars|I107q_rms","Subsystem #1|CTLs|Vars|Omega107V","Subsystem #1|CTLs|Vars|P_POI1","Subsystem #1|CTLs|Vars|Ptot_Area1","Subsystem #1|CTLs|Vars|Q_POI1","Subsystem #1|CTLs|Vars|Qtot_Area1","Subsystem #1|CTLs|Vars|Tmpu_M1","Subsystem #1|CTLs|Vars|V101RMS","Subsystem #1|CTLs|Vars|V1070_rms","Subsystem #1|CTLs|Vars|V107d_rms","Subsystem #1|CTLs|Vars|V107q_rms","Subsystem #1|Machines|DG|P_DG","Subsystem #1|Machines|DG|Q_DG","Subsystem #1|Machines|M1|PSTAT1M1","Subsystem #1|Machines|M1|QSTAT1M1","Subsystem #1|Machines|M1|SPDOUT1M1","Subsystem #1|Machines|M1|TELECT1M1"
0.0,8.774345061E-8,0.2613059991,-0.1026644601,376.9909483,0.926498039,3.675338472,0.8902082032,1.779787593,-0.7689020579,1.006786168,3.836587796E-5,0.4670831405,-0.0177220725,2.997310069,1.173056251,0.1254081035,0.03862398264,0.9594672866,-0.7680933531
1.0E-4,8.868274937E-8,0.2612893908,-0.1026664847,376.9908863,0.9262374112,3.675450638,0.8904299439,1.779831115,-0.7689006604,1.006816562,3.871559821E-5,0.4670956075,-0.01772674695,2.997332589,1.173036801,0.1254049235,0.03862537547,0.9594667276,-0.76805957
2.0E-4,8.949112793E-8,0.2612743975,-0.1026685119,376.9908254,0.9260131557,3.675575648,0.8906409878,1.779883691,-0.7688992069,1.006848815,3.900796105E-5,0.4671089215,-0.01773081802,2.997356758,1.173016753,0.1254027091,0.0386269421,0.9594661503,-0.7680306139
3.0E-4,9.016692481E-8,0.2612611158,-0.1026705297,376.9907661,0.9258268836,3.675712806,0.8908400035,1.779945058,-0.7688977059,1.006882732,3.924235952E-5,0.4671230032,-0.01773425445,2.997382439,1.172996222,0.1254014764,0.03862867478,0.9594655581,-0.7680066763
4.0E-4,9.070873705E-8,0.2612496324,-0.1026725263,376.9907087,0.9256797494,3.675861316,0.8910257569,1.780014901,-0.7688961661,1.006918105,3.94183024E-5,0.467137766,-0.01773702776,2.997409486,1.172975328,0.1254012345,0.03863056438,0.9594649544,-0.7679879171
5.0E-4,9.111542913E-8,0.2612400229,-0.1026744888,376.9906536,0.9255728821,3.676020282,0.8911970565,1.780092854,-0.7688945965,1.006954711,3.953541748E-5,0.4671531179,-0.01773912115,2.997437745,1.172954193,0.1254019871,0.03863259838,0.9594643428,-0.7679744642
6.0E-4,9.138614071E-8,0.2612323513,-0.1026764043,376.990601,0.9255070307,3.676188764,0.891352826,1.780178429,-0.7688930064,1.006992317,3.959345412E-5,0.4671689614,-0.01774051585,2.997467052,1.17293294,0.1254037304,0.03863476506,0.9594637269,-0.7679664108
7.0E-4,9.152029246E-8,0.2612266695,-0.1026782601,376.9905514,0.9254827328,3.676365715,0.8914920077,1.780271142,-0.7688914051,1.007030678,3.959228516E-5,0.4671851943,-0.01774119663,2.997497238,1.172911696,0.1254064538,0.03863705153,0.9594631103,-0.7679638148
8.0E-4,9.151759041E-8,0.2612230167,-0.1026800435,376.990505,0.9255001897,3.676550015,0.8916137016,1.780370445,-0.768889802,1.007069543,3.953190796E-5,0.4672017101,-0.01774115817,2.997528126,1.172890585,0.1254101403,0.03863944222,0.9594624967,-0.7679666983
9.0E-4,9.137802849E-8,0.2612214189,-0.1026817412,376.9904622,0.9255594207,3.676740501,0.8917170706,1.780475714,-0.7688882067,1.007108654,3.941244472E-5,0.4672184006,-0.01774039307,2.997559535,1.172869733,0.1254147661,0.03864192276,0.9594618898,-0.7679750467
0.001,9.110188917E-8,0.2612218886,-0.1026833406,376.9904231,0.9256601148,3.676935935,0.8918014072,1.780586322,-0.7688866286,1.007147752,3.923414195E-5,0.4672351551,-0.01773891149,2.997591279,1.172849263,0.125420302,0.0386444741,0.959461293,-0.7679888102
0.0011,9.068974222E-8,0.2612244251,-0.1026848287,376.9903881,0.9258017018,3.677135087,0.8918661405,1.780701508,-0.7688850769,1.007186577,3.899736914E-5,0.467251863,-0.01773671839,2.997623172,1.172829298,0.1254267122,0.03864708004,0.9594607099,-0.7680079028
0.0012,9.014244174E-8,0.2612290135,-0.1026861943,376.9903575,0.925983378,3.677336661,0.8919107606,1.780820566,-0.7688835609,1.007224869,3.870261662E-5,0.4672684129,-0.01773382602,2.997655023,1.172809955,0.1254339547,0.03864972271,0.959460144,-0.7680322027
0.0013,8.946112113E-8,0.2612356258,-0.1026874263,376.9903313,0.9262039064,3.677539345,0.8919349846,1.780942726,-0.7688820895,1.007262376,3.835049264E-5,0.4672846956,-0.0177302541,2.997686644,1.17279135,0.1254419828,0.03865238333,0.9594595985,-0.7680615544
0.0014,8.864718637E-8,0.2612442206,-0.102688514,376.9903097,0.9264620456,3.677741833,0.8919385579,1.781067192,-0.7688806714,1.007298848,3.794171974E-5,0.4673006038,-0.01772602546,2.997717847,1.172773592,0.1254507447,0.0386550435,0.9594590768,-0.7680957694
0.0015,8.770230758E-8,0.2612547431,-0.1026894481,376.990293,0.9267561251,3.677942817,0.8919214633,1.781193153,-0.7688793148,1.007334048,3.747713042E-5,0.4673160336,-0.01772116611,2.997748445,1.172756789,0.1254601836,0.03865768516,0.9594585818,-0.7681346275
0.0016,8.662840914E-8,0.2612671265,-0.1026902202,376.9902811,0.9270842549,3.678140998,0.8918837479,1.781319812,-0.7688780277,1.007367749,3.695766221E-5,0.4673308858,-0.01771571446,2.997778257,1.172741037,0.1254702398,0.03866028822,0.9594581163,-0.7681778798
0.0017,8.542765804E-8,0.2612812914,-0.1026908226,376.9902742,0.9274444333,3.678335142,0.8918256312,1.781446297,-0.7688768176,1.007399737,3.638435217E-5,0.4673450666,-0.01770970642,2.997807105,1.172726431,0.1254808494,0.03866283528,0.9594576832,-0.7682252501
0.0018,8.410245156E-8,0.2612971476,-0.1026912503,376.9902723,0.9278343229,3.678524024,0.8917474253,1.781571812,-0.7688756914,1.007429815,3.575833102E-5,0.4673584875,-0.0177031807,2.997834818,1.172713055,0.1254919453,0.03866530951,0.9594572848,-0.768276437
0.0019,8.265540333E-8,0.2613145939,-0.1026914988,376.9902755,0.9282514769,3.678706464,0.8916496807,1.781695562,-0.7688746556,1.007457798,3.508081682E-5,0.4673710668,-0.01769618426,2.997861233,1.172700986,0.1255034586,0.03866769338,0.9594569234,-0.7683311166
